dataset,seed,score,score_family,formula,endpoint,mask_definition,risk_event,ar_threshold,retained_count,retained_ratio,n,n_images,reference_score,bootstrap_unit,bootstrap_replicates,comparison_status,source_file,source_sha256,nrc,nrc_ci_lo,nrc_ci_hi,delta_nrc,delta_nrc_ci_lo,delta_nrc_ci_hi,aurc,aurc_ci_lo,aurc_ci_hi,delta_aurc,delta_aurc_ci_lo,delta_aurc_ci_hi,risk70,risk70_ci_lo,risk70_ci_hi,delta_risk70,delta_risk70_ci_lo,delta_risk70_ci_hi,risk90,risk90_ci_lo,risk90_ci_hi,delta_risk90,delta_risk90_ci_lo,delta_risk90_ci_hi
SODA-A,2,negative_phase_mod,registered_psc_phase1,-phase_mod_primary,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,196374,0.63836137,196374,7920,negative_phase_mod,image,800,PAIRED_COMPARABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,1.39231176,1.26642092,1.53170731,0.0,0.0,0.0,0.00580337,0.00504899,0.0066561,0.0,0.0,0.0,0.00341185,0.00297948,0.00392599,0.0,0.0,0.0,0.00357593,0.00311689,0.0041129,0.0,0.0,0.0
SODA-A,2,detection_score,registered_psc_phase1,post-NMS detection score,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,196374,0.63836137,196374,7920,negative_phase_mod,image,800,PAIRED_COMPARABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,0.64921365,0.55889,0.7432116,-0.7430981,-0.89840325,-0.58024025,0.00271068,0.00227408,0.00320332,-0.0030927,-0.00384949,-0.00231311,0.00219697,0.00183839,0.00254902,-0.00121488,-0.00163767,-0.00084237,0.00309499,0.00268413,0.00350913,-0.00048094,-0.00079616,-0.00021378
SODA-A,2,tta_phase_direction_consistency,registered_psc_phase1,-theta->2theta circular variance over identity/hflip/vflip phase direction,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,0,0.0,0,0,negative_phase_mod,image,800,UNAVAILABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,,,,,,,,,,,,,,,,,,,,,,,,
SODA-A,2,multi_frequency_consistency,registered_psc_phase1,-multi_frequency_disagreement_deg,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,196374,0.63836137,196374,7920,negative_phase_mod,image,800,PAIRED_COMPARABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,0.41740842,0.36870804,0.46972085,-0.97490334,-1.1440674,-0.81973709,0.00174593,0.00143235,0.00207987,-0.00405744,-0.00478216,-0.00333293,0.00214605,0.001778,0.0026366,-0.0012658,-0.00159145,-0.00082529,0.00284038,0.00239933,0.00326696,-0.00073556,-0.0009639,-0.00050747
SODA-A,2,unwrap_candidate_energy_gap,registered_psc_phase1,abs(cos alignment candidate0 - candidate1),geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,196374,0.63836137,196374,7920,negative_phase_mod,image,800,PAIRED_COMPARABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,0.41740842,0.36856175,0.47114548,-0.97490334,-1.12081946,-0.8084459,0.00174593,0.00143107,0.00208777,-0.00405744,-0.00484254,-0.00338042,0.00214605,0.00175362,0.0026557,-0.0012658,-0.00163134,-0.00083538,0.00284038,0.00239533,0.00332363,-0.00073556,-0.00097374,-0.00051194
SODA-A,2,phase_direction_margin,registered_psc_phase1,unwrap_candidate_energy_gap * secondary phase-vector norm,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,196374,0.63836137,196374,7920,negative_phase_mod,image,800,PAIRED_COMPARABLE,outputs/persistent_artifacts/m069_psc_phase1/SODA-A/seed2/matched_phase.jsonl,01d1fe4614a19dc22bf28cd7356c2e77fae0b8f02f5249567ad2e12c0a8ab057,0.56600864,0.48413562,0.65126459,-0.82630311,-0.99808,-0.64172854,0.00236439,0.00192086,0.00287136,-0.00343899,-0.00423292,-0.0027172,0.00181868,0.00146975,0.00222483,-0.00159317,-0.00201931,-0.00114615,0.00229154,0.00191775,0.00274589,-0.00128439,-0.00156307,-0.00103889
DIOR-R,0,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41361,0.5732402,41361,5912,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed0/matched_native.jsonl,c38eeee5ea319418fca49bf68683920190d66a7bd7863a3552a25fbb7ac1516f,0.16508719,0.1487677,0.18074771,-0.24682267,-0.28059276,-0.21670738,0.00811948,0.00683085,0.00960674,-0.01065811,-0.01289762,-0.00850843,0.00756398,0.00590659,0.00939173,-0.02113771,-0.02675139,-0.01631717,0.02629953,0.0217006,0.03229735,-0.01187374,-0.0140451,-0.00942618
DIOR-R,0,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41361,0.5732402,41361,5912,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed0/matched_native.jsonl,c38eeee5ea319418fca49bf68683920190d66a7bd7863a3552a25fbb7ac1516f,0.41190986,0.38114444,0.44362547,0.0,0.0,0.0,0.01877759,0.01578386,0.02237353,0.0,0.0,0.0,0.02870169,0.02278563,0.03552613,0.0,0.0,0.0,0.03817327,0.03173588,0.04537779,0.0,0.0,0.0
DIOR-R,1,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,40974,0.55150414,40974,5902,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed1/matched_native.jsonl,66b2aad16b183f8dc51873ceb3d46e92d9f84c72930f3c4080f1136eee6c1852,0.16221155,0.14589294,0.17880934,-0.24429111,-0.28400231,-0.20250212,0.00777657,0.00658646,0.00906258,-0.01029301,-0.01299727,-0.007993,0.00732167,0.0058404,0.00876521,-0.02004742,-0.02627703,-0.01501138,0.02394446,0.01970652,0.02888443,-0.01293489,-0.01551829,-0.01022697
DIOR-R,1,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,40974,0.55150414,40974,5902,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed1/matched_native.jsonl,66b2aad16b183f8dc51873ceb3d46e92d9f84c72930f3c4080f1136eee6c1852,0.40650265,0.36837825,0.44486675,0.0,0.0,0.0,0.01806957,0.0148396,0.02183756,0.0,0.0,0.0,0.02736908,0.02122443,0.03375293,0.0,0.0,0.0,0.03687936,0.03081157,0.0438798,0.0,0.0,0.0
DIOR-R,2,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41113,0.55673216,41113,5944,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed2/matched_native.jsonl,04609eb1b9216db7a88323ef3ddf83012fd2c80647ec53b3e7958a51f345d743,0.18878512,0.17406026,0.20413865,-0.22488625,-0.2617005,-0.19121294,0.00875448,0.00728035,0.0102412,-0.00933946,-0.01149457,-0.00736045,0.00910354,0.00691623,0.01174883,-0.0171647,-0.02162632,-0.01311046,0.0275931,0.02269624,0.03283801,-0.00786444,-0.00931352,-0.00609314
DIOR-R,2,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41113,0.55673216,41113,5944,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/DIOR-R/seed2/matched_native.jsonl,04609eb1b9216db7a88323ef3ddf83012fd2c80647ec53b3e7958a51f345d743,0.41367137,0.37752514,0.45282203,0.0,0.0,0.0,0.01809394,0.01513591,0.02137965,0.0,0.0,0.0,0.02626824,0.02084971,0.03233208,0.0,0.0,0.0,0.03545754,0.03019276,0.04140545,0.0,0.0,0.0
SODA-A,0,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,180078,0.63918872,180078,7809,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed0/matched_native.jsonl,7614e0a664167a6f818d66948095d48985cc00eb4a93a068fe6cd4aaedb800b8,0.24927195,0.23028413,0.27089154,-0.48365812,-0.53515869,-0.43042801,0.0053328,0.00470869,0.00601612,-0.00992677,-0.01088489,-0.00880204,0.00707628,0.00609513,0.00813832,-0.00750466,-0.00848979,-0.00642739,0.01257474,0.01118279,0.01388938,-0.00489292,-0.00570356,-0.00406913
SODA-A,0,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,180078,0.63918872,180078,7809,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed0/matched_native.jsonl,7614e0a664167a6f818d66948095d48985cc00eb4a93a068fe6cd4aaedb800b8,0.73293007,0.6885106,0.78555952,0.0,0.0,0.0,0.01525957,0.01392311,0.01653008,0.0,0.0,0.0,0.01458094,0.01334144,0.01583074,0.0,0.0,0.0,0.01746765,0.01612968,0.01878786,0.0,0.0,0.0
SODA-A,1,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,178898,0.63756433,178898,7763,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed1/matched_native.jsonl,541ef4a3a72f5cf7e538d9fec7a17801ac9359e77e3a59a776b14fe5280e6ae7,0.2960544,0.27278209,0.32161671,-0.47895205,-0.53192636,-0.42909718,0.00690152,0.00611027,0.00775414,-0.01074526,-0.01198128,-0.00966738,0.01030911,0.00886826,0.01179007,-0.00636434,-0.00762591,-0.0052659,0.01434081,0.01289694,0.01585394,-0.00529784,-0.0062772,-0.00438626
SODA-A,1,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,178898,0.63756433,178898,7763,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed1/matched_native.jsonl,541ef4a3a72f5cf7e538d9fec7a17801ac9359e77e3a59a776b14fe5280e6ae7,0.77500645,0.7260772,0.82031983,0.0,0.0,0.0,0.01764678,0.01613809,0.01935093,0.0,0.0,0.0,0.01667345,0.0151468,0.01833248,0.0,0.0,0.0,0.01963865,0.01822204,0.02128224,0.0,0.0,0.0
SODA-A,2,dcl_native,frozen_k2_native_phase1_endpoint,dcl_mean_sigmoid_bit_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,179016,0.63740106,179016,7771,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed2/matched_native.jsonl,b2dbd6fcdef937e0f70727224130813f9fca3b56d7f4cc5aac22038d72ebdda1,0.2737637,0.25245995,0.29618261,-0.49315397,-0.54687483,-0.4397125,0.00624792,0.00552565,0.00710278,-0.01080898,-0.01189581,-0.00970843,0.00943246,0.00819355,0.0108182,-0.00668731,-0.00781296,-0.00551731,0.01377898,0.01242354,0.01525734,-0.00507091,-0.00591899,-0.00411491
SODA-A,2,dcl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,179016,0.63740106,179016,7771,dcl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/DCL/SODA-A/seed2/matched_native.jsonl,b2dbd6fcdef937e0f70727224130813f9fca3b56d7f4cc5aac22038d72ebdda1,0.76691768,0.71848795,0.8140185,0.0,0.0,0.0,0.0170569,0.01571291,0.01835961,0.0,0.0,0.0,0.01611977,0.01488663,0.01736538,0.0,0.0,0.0,0.01884989,0.01759137,0.02014845,0.0,0.0,0.0
DIOR-R,0,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,19110,0.36846367,19110,4373,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed0/matched_native.jsonl,0357323f9485db752821829d51e356d6541ec35c36fb10bc76c4755c46b60a3d,0.88527373,0.83880207,0.92697958,0.13930745,0.07459923,0.19978098,0.4014352,0.37013904,0.43111384,0.0451502,0.02384805,0.06585946,0.41272333,0.38935046,0.43783534,0.00351349,-0.0058267,0.01315593,0.42903657,0.40753198,0.45188632,-0.00500029,-0.0085597,-0.00143733
DIOR-R,0,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,19110,0.36846367,19110,4373,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed0/matched_native.jsonl,0357323f9485db752821829d51e356d6541ec35c36fb10bc76c4755c46b60a3d,0.74596628,0.71023208,0.78379598,0.0,0.0,0.0,0.356285,0.33529159,0.37806609,0.0,0.0,0.0,0.40920984,0.38433094,0.43575127,0.0,0.0,0.0,0.43403686,0.41280118,0.45871195,0.0,0.0,0.0
DIOR-R,1,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,16661,0.34298831,16661,3965,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed1/matched_native.jsonl,18cd78ecba1739310b119c95b09d174ea2100e5520dfac4e07f2dc584cf3ce2a,0.88992627,0.85592701,0.92570933,0.23179509,0.17117744,0.29900615,0.38422004,0.36105502,0.4096163,0.07311901,0.05359548,0.09472041,0.4019549,0.3804883,0.42507497,0.00805968,-0.0043036,0.02139948,0.4138046,0.39317805,0.43612311,0.00446816,-0.00079801,0.00907496
DIOR-R,1,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,16661,0.34298831,16661,3965,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed1/matched_native.jsonl,18cd78ecba1739310b119c95b09d174ea2100e5520dfac4e07f2dc584cf3ce2a,0.65813118,0.61373866,0.70634078,0.0,0.0,0.0,0.31110103,0.29383513,0.33022287,0.0,0.0,0.0,0.39389522,0.37282242,0.41700989,0.0,0.0,0.0,0.40933645,0.38726889,0.43201886,0.0,0.0,0.0
DIOR-R,2,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,18508,0.3632082,18508,4312,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed2/matched_native.jsonl,004c93664bf4b9a4516197c19c8d15dfc3fe9c882dc3125b93eea89be4c79170,1.11943163,1.0935583,1.14245119,0.17864412,0.13261401,0.22401801,0.54094213,0.51925265,0.559376,0.06188719,0.04553308,0.07719786,0.50941649,0.48982152,0.52608345,0.03179994,0.02285725,0.04044126,0.50024012,0.4819715,0.51616628,0.00444231,6.052e-05,0.00840157
DIOR-R,2,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,18508,0.3632082,18508,4312,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/DIOR-R/seed2/matched_native.jsonl,004c93664bf4b9a4516197c19c8d15dfc3fe9c882dc3125b93eea89be4c79170,0.94078751,0.9031409,0.97743331,0.0,0.0,0.0,0.47905493,0.46185978,0.49550331,0.0,0.0,0.0,0.47761655,0.45889583,0.49586571,0.0,0.0,0.0,0.49579781,0.4764609,0.51369708,0.0,0.0,0.0
SODA-A,0,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41264,0.40460059,41264,5485,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed0/matched_native.jsonl,134dbc3e85deb24fc94f7707ecadaabfdf16ca2c493527d0878fb44111c59aea,1.03436931,1.01313593,1.05447751,-0.00443483,-0.03816575,0.03261095,0.71364563,0.69825415,0.72825439,-0.00160065,-0.01382424,0.01176717,0.70659512,0.69269546,0.71995447,-0.01339796,-0.01894925,-0.00740724,0.70270343,0.68846399,0.71546822,-0.00613926,-0.00914678,-0.00337547
SODA-A,0,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,41264,0.40460059,41264,5485,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed0/matched_native.jsonl,134dbc3e85deb24fc94f7707ecadaabfdf16ca2c493527d0878fb44111c59aea,1.03880414,1.01317359,1.0664146,0.0,0.0,0.0,0.71524628,0.69898349,0.73218001,0.0,0.0,0.0,0.71999308,0.70621581,0.73391525,0.0,0.0,0.0,0.70884269,0.69557056,0.72327109,0.0,0.0,0.0
SODA-A,1,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,50275,0.43517965,50275,6048,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed1/matched_native.jsonl,f36472cfd63c88a74a30719805b3478fcb989c2b5aaa846065721db4c28a27f9,0.98522044,0.95757104,1.01075655,-0.18364831,-0.22403521,-0.14570948,0.51935034,0.49965059,0.53819263,-0.06491879,-0.07906184,-0.05167266,0.52320064,0.50773174,0.53906041,-0.02480607,-0.03040128,-0.01910249,0.52404526,0.50958791,0.53760958,-0.00643122,-0.00887203,-0.00411276
SODA-A,1,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,50275,0.43517965,50275,6048,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed1/matched_native.jsonl,f36472cfd63c88a74a30719805b3478fcb989c2b5aaa846065721db4c28a27f9,1.16886876,1.14239927,1.19250178,0.0,0.0,0.0,0.58426913,0.56632662,0.60352206,0.0,0.0,0.0,0.54800671,0.53122378,0.56473905,0.0,0.0,0.0,0.53047649,0.51560457,0.54580141,0.0,0.0,0.0
SODA-A,2,csl_native,frozen_k2_native_phase1_endpoint,csl_softmax_top1_top2_margin,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,50645,0.44736238,50645,5390,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed2/matched_native.jsonl,06449c9beee768f420f0104824e02db1a33a7210170132bd52fc12a4ea175eff,1.13897946,1.1134275,1.16273355,0.0815712,0.05133231,0.11523656,0.77741345,0.76020116,0.79383844,0.02888124,0.01832451,0.04072821,0.75005641,0.73595996,0.76454498,0.0067133,0.00110812,0.01238005,0.7331783,0.72052701,0.74603554,-0.00225971,-0.004732,0.00055782
SODA-A,2,csl_detection_score,frozen_k2_native_phase1_endpoint,post-NMS detection score from the same frozen head,geometry_normalized_severe_event,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),2.1,50645,0.44736238,50645,5390,csl_detection_score,image,800,PAIRED_SAME_HEAD_DETECTION_BASELINE,outputs/persistent_artifacts/m069_psc_phase1/native_signals/CSL/SODA-A/seed2/matched_native.jsonl,06449c9beee768f420f0104824e02db1a33a7210170132bd52fc12a4ea175eff,1.05740826,1.02877332,1.08514365,0.0,0.0,0.0,0.74853221,0.72870953,0.76541845,0.0,0.0,0.0,0.74334311,0.72797781,0.75851625,0.0,0.0,0.0,0.73543801,0.7207465,0.74962595,0.0,0.0,0.0
