run_id,head,dataset,seed,lr_candidate,stage,amp_mode,fp32_fallback_allowed,config_path,work_dir,log_path,status,checkpoint_path,evaluator,mask_main,mask_sensitivity,notes
K2_pilot__PSC__DIOR-R__lr0.0025,PSC,DIOR-R,0,0.0025,pilot_3ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/psc_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_pilot__PSC__DIOR-R__lr0.0025,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_pilot__PSC__DIOR-R__lr0.0025.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,LR-sweep pilot; select by val AP50; not for mechanism
K2_final__CSL__DIOR-R__seed2,CSL,DIOR-R,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/csl_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__DIOR-R__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__CSL__DIOR-R__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__CSL__SODA-A__seed0,CSL,SODA-A,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/csl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__CSL__SODA-A__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__CSL__SODA-A__seed1,CSL,SODA-A,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/csl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__CSL__SODA-A__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__CSL__SODA-A__seed2,CSL,SODA-A,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/csl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__CSL__SODA-A__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__DIOR-R__seed0,DCL,DIOR-R,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__DIOR-R__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__DIOR-R__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__DIOR-R__seed1,DCL,DIOR-R,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__DIOR-R__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__DIOR-R__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__DIOR-R__seed2,DCL,DIOR-R,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__DIOR-R__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__DIOR-R__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__SODA-A__seed0,DCL,SODA-A,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__SODA-A__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__SODA-A__seed1,DCL,SODA-A,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__SODA-A__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__DCL__SODA-A__seed2,DCL,SODA-A,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/dcl_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__DCL__SODA-A__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__DIOR-R__seed0,direct_regression_le90,DIOR-R,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__DIOR-R__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__DIOR-R__seed1,direct_regression_le90,DIOR-R,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__DIOR-R__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__DIOR-R__seed2,direct_regression_le90,DIOR-R,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__DIOR-R__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__DIOR-R__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__SODA-A__seed0,direct_regression_le90,SODA-A,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__SODA-A__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__SODA-A__seed1,direct_regression_le90,SODA-A,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__SODA-A__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__direct_regression_le90__SODA-A__seed2,direct_regression_le90,SODA-A,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/regression_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__direct_regression_le90__SODA-A__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__DIOR-R__seed0,KLD,DIOR-R,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__DIOR-R__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__DIOR-R__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__DIOR-R__seed1,KLD,DIOR-R,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__DIOR-R__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__DIOR-R__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__DIOR-R__seed2,KLD,DIOR-R,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_dior_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__DIOR-R__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__DIOR-R__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__SODA-A__seed0,KLD,SODA-A,0,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__SODA-A__seed0,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__SODA-A__seed0.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__SODA-A__seed1,KLD,SODA-A,1,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__SODA-A__seed1,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__SODA-A__seed1.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
K2_final__KLD__SODA-A__seed2,KLD,SODA-A,2,SELECTED_AFTER_PILOT,final_12ep,amp(default)/fp32_fallback,yes,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/configs/r1_angle_coder/kld_soda_seed0.py,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/work_dirs/k2/K2_final__KLD__SODA-A__seed2,/home/rspip/cqc/pro/study/orientbench/top_journal_v3_reaudit_055/logs/k2_angle_coder/K2_final__KLD__SODA-A__seed2.log,queued,,torch VOC-AP==DOTAMetric + instrumented native,derived-ar=2.1,ar>=1.6; ar>=1.3,final 3-seed at selected LR; full 12ep; every-epoch eval
