dataset,seed,k,n_images,n_predictions,n_matched,AP50,AP75,mean_angle_error_deg,median_angle_error_deg,p95_angle_error_deg,mean_phase_mod_primary,mean_phase_mod_secondary,mean_matched_phase_loss,mean_abs_radial_gradient,mean_tangential_gradient_norm,mean_abs_dloss_dk,controlled_base_mean_phase_mod_primary,controlled_base_mean_phase_mod_secondary,controlled_base_mean_phase_loss,controlled_base_mean_abs_radial_gradient,controlled_base_mean_tangential_gradient_norm,controlled_base_mean_abs_dloss_dk,actual_head_mean_angle_loss,actual_head_mean_abs_radial_gradient,actual_head_mean_tangential_gradient_norm,actual_head_mean_abs_radial_gradient_wrt_base_z,actual_head_mean_tangential_gradient_norm_wrt_base_z,actual_head_mean_abs_dloss_dk,actual_head_mean_positive_anchors,decoded_angle_median_diff_deg,decoded_angle_p95_diff_deg,post_nms_exact_image_proportion,post_nms_score_label_count_equal_proportion,actual_head_statistics_source,legacy_actual_head_fields_superseded,actual_head_loss_relative_change_vs_k1,controlled_phase_mod_ratio_vs_k1,phase_mod_expected_k2,phase_mod_k2_abs_error,manifest_sha256,actual_head_supplement_manifest_sha256,checkpoint_sha256,mask_definition
SODA-A,0,0.5,22994,1556950,301785,0.597311,0.257462,5.50457817,1.56752436,15.27117332,0.55904039,0.5576416,0.10379537,0.03182817,0.06324197,0.02746448,0.55872245,0.55721389,0.10379596,0.03183184,0.06325288,0.05491923,0.231965707,0.0409646245,0.0228943342,0.0204823123,0.0114471671,0.3987436236,73.7623727929,0.0,0.0,0.51035053,0.83065147,targeted_network_coordinate_supplement,True,2.8412397856,0.25,0.25,0.0,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,0.75,22994,1557930,302684,0.598014,0.260399,5.33154387,1.56403524,11.79587712,1.25714295,1.25377179,0.09267437,0.030877,0.06610832,0.03995398,1.25712552,1.25373126,0.09267454,0.03087614,0.06610915,0.05327048,0.1359828492,0.0375671135,0.0267406628,0.0281753351,0.0200554971,0.3647745604,73.7623727929,5e-08,1.71e-06,0.73693137,0.96955728,targeted_network_coordinate_supplement,True,1.2518101372,0.5625,0.5625,0.0,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,0.9,22994,1558006,302698,0.598003,0.26038,5.32706895,1.56396863,11.75687073,1.81026464,1.80537736,0.08800295,0.02831217,0.07105512,0.04395016,1.81026065,1.80537292,0.08800328,0.02831182,0.07105535,0.04883304,0.0852561879,0.031751445,0.0318680092,0.0285763005,0.0286812083,0.3062120546,73.7623727929,4e-08,1.71e-06,0.82286683,0.99043229,targeted_network_coordinate_supplement,True,0.4118011889,0.80999996,0.81,4e-08,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,1.0,22994,1558043,302699,0.598004,0.260376,5.32629715,1.56399998,11.75178532,2.2348898,2.22885557,0.08763786,0.02875574,0.0738808,0.04965368,2.2348898,2.22885557,0.08763786,0.02875574,0.0738808,0.04965368,0.0603882392,0.013404874,0.0450554108,0.013404874,0.0450554108,0.1187382995,73.7623727929,0.0,0.0,1.0,1.0,targeted_network_coordinate_supplement,True,0.0,1.0,1.0,0.0,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,1.1,22994,1558070,302700,0.598,0.260375,5.32641311,1.56399051,11.75268597,2.70421747,2.6969079,0.09602327,0.06045618,0.04933923,0.11502324,2.70421675,2.69691534,0.09602427,0.06045685,0.04933875,0.10456744,0.087365346,0.0351134213,0.0295419878,0.0386247634,0.0324961866,0.3407050241,73.7623727929,5e-08,1.71e-06,0.84378534,0.99369401,targeted_network_coordinate_supplement,True,0.4467278258,1.21000004,1.21,4e-08,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,1.25,22994,1558060,302702,0.598,0.260384,5.3258171,1.56396863,11.7501262,3.49200992,3.48255677,0.11307741,0.06916604,0.03979731,0.14943402,3.4920153,3.48258682,0.11307889,0.0691671,0.03979649,0.11954875,0.1434984069,0.0404427032,0.0241464766,0.050553379,0.0301830958,0.3952812401,73.7623727929,5e-08,1.71e-06,0.81516917,0.98882317,targeted_network_coordinate_supplement,True,1.3762641336,1.56249999,1.5625,1e-08,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,1.5,22994,1558067,302703,0.598,0.260358,5.32606518,1.56403318,11.7510901,5.02848888,5.01486943,0.14390993,0.07276611,0.03508974,0.18851688,5.02850206,5.01492504,0.1439116,0.07276698,0.03508894,0.12567941,0.2457996383,0.0427845122,0.0210391756,0.0641767683,0.0315587634,0.4179836594,73.7623727929,5e-08,1.71e-06,0.79768635,0.98612682,targeted_network_coordinate_supplement,True,3.0703229893,2.25,2.25,0.0,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,2.0,22994,1558046,302705,0.597999,0.260356,5.32578762,1.56403731,11.74840449,8.93951807,8.91527787,0.20753022,0.07421824,0.0330004,0.25623738,8.93955922,8.91542229,0.20753271,0.07421903,0.03299962,0.12812036,0.4579799826,0.0438605445,0.0193212496,0.087721089,0.0386424992,0.4282304556,73.7623727929,0.0,0.0,0.86183352,0.98203879,targeted_network_coordinate_supplement,True,6.5839267491,4.00000001,4.0,1e-08,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,0,4.0,22994,1558045,302703,0.597998,0.260361,5.32627985,1.56412015,11.74980769,35.75812305,35.66134247,0.46527644,0.07484532,0.03203048,0.51664456,35.75823687,35.66168916,0.46527982,0.07484551,0.03203023,0.12916181,1.3208956675,0.044327571,0.0185074109,0.1773102839,0.0740296434,0.4327114661,73.7623727929,0.0,0.0,0.8476994,0.98051666,targeted_network_coordinate_supplement,True,20.8733926506,16.00000003,16.0,3e-08,141fc28ebdbd57761df34717b643a9b7bfd2414548eca5a274412b52778347e3,d94f2812c2c1ae7d2653b57ac735781b4b9725079d8c1483fbbe88fbb6e883b6,c4e272b2f59096da98ef990385a09998faead416a9b0577586219bbb9141c512,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,0.25,22994,1945533,255096,0.505353,0.167957,13.24344392,5.13617355,43.39407545,0.13928341,0.13857257,0.11680284,0.03208444,0.06201268,0.01381061,0.13901079,0.13893895,0.11619166,0.03245929,0.06199223,0.05594778,0.3332723859,0.0419837703,0.0215763899,0.0104959426,0.0053940975,0.4087825905,73.7623727929,8.54061155,40.06427177,0.10894146,0.56514743,targeted_network_coordinate_supplement,True,4.4159801893,0.0625,0.0625,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,0.5,22994,1953053,304579,0.571846,0.246588,5.56826843,1.60662442,17.19958429,0.55660734,0.55643813,0.10362662,0.0320917,0.06313447,0.02767164,0.55604316,0.55575581,0.10366516,0.03206788,0.06316593,0.05527537,0.232526668,0.0409067757,0.0229868797,0.0204533878,0.0114934398,0.3973263847,73.7623727929,0.0,0.0,0.4041924,0.79533791,targeted_network_coordinate_supplement,True,2.7787704012,0.25,0.25,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,0.75,22994,1954759,305915,0.573163,0.24917,5.2973327,1.59827975,11.57701992,1.25111793,1.25050993,0.09257136,0.03099286,0.06623114,0.04006318,1.2510971,1.25045057,0.09257211,0.03099267,0.0662319,0.05341634,0.1368905887,0.0375269093,0.0267050839,0.0281451819,0.020028813,0.363699236,73.7623727929,5e-08,1.71e-06,0.68087327,0.97225363,targeted_network_coordinate_supplement,True,1.2245968999,0.5625,0.5625,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,0.9,22994,1954813,305938,0.573154,0.249178,5.29386011,1.59829933,11.5362967,1.80157619,1.80065115,0.08797137,0.02847698,0.07113618,0.04414249,1.80157974,1.80064873,0.08797122,0.02847686,0.07113636,0.04904713,0.0863453431,0.0315222629,0.0320188271,0.0283700366,0.0288169444,0.304149725,73.7623727929,3e-08,1.71e-06,0.78890145,0.99165,targeted_network_coordinate_supplement,True,0.4031905656,0.80999996,0.81,4e-08,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,1.0,22994,1954809,305938,0.573157,0.24918,5.29284642,1.59833769,11.5271887,2.22417263,2.22302323,0.0875842,0.0285004,0.07411391,0.04912653,2.22417263,2.22302323,0.0875842,0.0285004,0.07411391,0.04912653,0.0615350083,0.0138418525,0.0448761547,0.0138418525,0.0448761547,0.123254099,73.7623727929,0.0,0.0,1.0,1.0,targeted_network_coordinate_supplement,True,0.0,1.0,1.0,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,1.1,22994,1954814,305943,0.573153,0.24918,5.29160486,1.59838721,11.52256661,2.69123445,2.68981556,0.09578005,0.05985581,0.04972674,0.11375715,2.69124896,2.6898582,0.09578076,0.05985701,0.04972596,0.1034177,0.0879556018,0.0347835187,0.0296958102,0.0382618705,0.0326653912,0.3357776844,73.7623727929,4e-08,1.71e-06,0.80634078,0.99534661,targeted_network_coordinate_supplement,True,0.4293587379,1.21000003,1.21,3e-08,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,1.25,22994,1954811,305949,0.573155,0.249178,5.29184221,1.59834794,11.52210192,3.47523567,3.47336095,0.11274121,0.06905961,0.03981823,0.14900061,3.47526971,3.47347378,0.11274213,0.06906172,0.03981664,0.11920449,0.1435055954,0.0403626411,0.0242351013,0.0504533014,0.0302938767,0.3925583772,73.7623727929,5e-08,1.71e-06,0.77059233,0.99108463,targeted_network_coordinate_supplement,True,1.3320967912,1.56249999,1.5625,1e-08,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,1.5,22994,1954816,305958,0.573159,0.249091,5.29189582,1.59843286,11.52097446,5.00427908,5.00150931,0.14351537,0.0727667,0.03501047,0.18823052,5.00438841,5.00180227,0.14351822,0.07276935,0.03500791,0.12549292,0.2453269245,0.0427412512,0.0210792352,0.0641118769,0.0316188528,0.4164635534,73.7623727929,5e-08,1.71e-06,0.74471601,0.98664869,targeted_network_coordinate_supplement,True,2.9867862421,2.25,2.25,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,2.0,22994,1954801,305962,0.573165,0.24909,5.29117398,1.59833769,11.51507145,8.89641822,8.8914242,0.20705173,0.07424637,0.0329083,0.25591077,8.89669051,8.89209292,0.20705852,0.07424848,0.03290578,0.12796148,0.4568917858,0.0438876404,0.0193028039,0.0877752808,0.0386056078,0.4271125383,73.7623727929,0.0,0.0,0.82482387,0.98282161,targeted_network_coordinate_supplement,True,6.4249081689,4.0,4.0,0.0,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,1,4.0,22994,1954792,305956,0.573164,0.249092,5.29050308,1.59824564,11.50562117,35.58590992,35.56638083,0.46450687,0.07489529,0.03191425,0.51608404,35.58676204,35.56837169,0.46452143,0.07489618,0.03191288,0.12902467,1.3178469696,0.0443600313,0.0184521515,0.1774401254,0.073808606,0.4317668432,73.7623727929,0.0,0.0,0.80721058,0.98016874,targeted_network_coordinate_supplement,True,20.4162150296,15.99999998,16.0,2e-08,b76b49e4855e2d1de53da5c5dc9322a83f490675750d05c4ca5d159ffee82cc0,da4ab4fc53b4f9eba58d4a4bfdd7fe235fd9d9fd9ac35fac89c731eff949b918,e3c16510c1f675c3792ddd9b746a7c0f7c8c07b463e1b3cf766d51e7cc088580,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,0.25,22994,1846109,257552,0.520788,0.180177,13.40757594,5.31485023,43.66714197,0.13921318,0.13878832,0.11682319,0.03197867,0.06213818,0.01377111,0.13894418,0.13905634,0.11618428,0.03243883,0.06208296,0.05590944,0.3332370005,0.0419098867,0.0216385973,0.0104774717,0.0054096493,0.4088380207,73.7623727929,8.66230246,40.15501647,0.11803079,0.56875707,targeted_network_coordinate_supplement,True,4.4481337576,0.0625,0.0625,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,0.5,22994,1854211,306472,0.587641,0.262373,5.58447198,1.6152522,17.11558435,0.55618019,0.5568089,0.10364877,0.03204868,0.06321592,0.02763184,0.55577671,0.55622534,0.10366908,0.03204471,0.06323575,0.05523326,0.2324479292,0.040894641,0.0229910942,0.0204473205,0.0114955471,0.3974571619,73.7623727929,0.0,0.0,0.42028355,0.79920849,targeted_network_coordinate_supplement,True,2.8003205168,0.25,0.25,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,0.75,22994,1855250,307593,0.588212,0.263734,5.33104081,1.60592523,11.73342024,1.25051887,1.25159403,0.09257921,0.03099731,0.06622783,0.04006807,1.2504976,1.25150702,0.09258037,0.03099659,0.0662291,0.05342175,0.1367620851,0.0375428906,0.0267315116,0.028157168,0.0200486337,0.3640751434,73.7623727929,5e-08,1.71e-06,0.677829,0.97060103,targeted_network_coordinate_supplement,True,1.2359405812,0.5625,0.5625,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,0.9,22994,1855282,307618,0.588227,0.263771,5.32422911,1.60585845,11.6583602,1.8007133,1.80219192,0.08796998,0.02847615,0.07109499,0.0441428,1.80071646,1.80217002,0.08797032,0.02847585,0.07109516,0.04904699,0.0861221238,0.0316949647,0.0318555129,0.0285254682,0.0286699616,0.3052907073,73.7623727929,3e-08,1.71e-06,0.78376968,0.9920414,targeted_network_coordinate_supplement,True,0.4080214659,0.80999996,0.81,4e-08,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,1.0,22994,1855305,307622,0.588211,0.263762,5.32237061,1.60589359,11.64728733,2.22310685,2.22490137,0.08759179,0.02866711,0.07398896,0.04942415,2.22310685,2.22490137,0.08759179,0.02866711,0.07398896,0.04942415,0.0611653486,0.0138223586,0.0449244979,0.0138223586,0.0449244979,0.1231043099,73.7623727929,0.0,0.0,1.0,1.0,targeted_network_coordinate_supplement,True,0.0,1.0,1.0,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,1.1,22994,1855300,307634,0.588232,0.263771,5.32196879,1.60604044,11.64815945,2.68993932,2.69205097,0.09583187,0.05987772,0.04978972,0.11380562,2.68995937,2.69213075,0.09583004,0.05987919,0.04978866,0.1034626,0.0875264205,0.0347333725,0.0297227386,0.0382067097,0.0326950124,0.3352672574,73.7623727929,4e-08,1.71e-06,0.8071236,0.99404192,targeted_network_coordinate_supplement,True,0.4309804898,1.21000004,1.21,4e-08,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,1.25,22994,1855295,307636,0.588232,0.263763,5.32135373,1.60600241,11.64633764,3.47356886,3.47628919,0.11278373,0.06904604,0.03982672,0.14897507,3.47360443,3.47640837,0.11278276,0.0690484,0.03982483,0.11918453,0.1430338566,0.0403536752,0.0242358823,0.050442094,0.0302948529,0.3922313888,73.7623727929,5e-08,1.71e-06,0.77537619,0.98864921,targeted_network_coordinate_supplement,True,1.3384785646,1.56249999,1.5625,1e-08,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,1.5,22994,1855288,307633,0.588232,0.26378,5.31955884,1.60592523,11.63618689,5.00195697,5.00589169,0.14356549,0.07279068,0.03497185,0.18829877,5.00199041,5.00602808,0.14356575,0.07279233,0.03497021,0.12553581,0.2447675536,0.0427327787,0.0211160038,0.0640991681,0.0316740058,0.4161888306,73.7623727929,3e-08,1.71e-06,0.74597721,0.9845177,targeted_network_coordinate_supplement,True,3.0017356102,2.25,2.25,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,2.0,22994,1855300,307634,0.588232,0.263776,5.32022265,1.60600071,11.64815945,8.89237692,8.89931987,0.2071225,0.07427517,0.0328667,0.25601691,8.8924274,8.89960547,0.20712497,0.07427662,0.03286499,0.12801162,0.4562275473,0.0438533355,0.0193385592,0.0877066711,0.0386771184,0.426882589,73.7623727929,0.0,0.0,0.81708272,0.98103853,targeted_network_coordinate_supplement,True,6.4589217219,4.0,4.0,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
SODA-A,2,4.0,22994,1855312,307635,0.588232,0.263774,5.32072684,1.606078,11.64813601,35.56943524,35.59700314,0.46465035,0.07491185,0.03188606,0.51623176,35.5697096,35.59842188,0.46465942,0.0749126,0.03188491,0.12906063,1.3167422456,0.0443394023,0.0184831403,0.1773576092,0.0739325613,0.4315437647,73.7623727929,0.0,0.0,0.80003479,0.97847265,targeted_network_coordinate_supplement,True,20.5275850745,16.0,16.0,0.0,1cc7246bbaee2bf8d27ace477961bf2190e4c33618d182dfa4863a13a5f69759,6ac41495c587022a466dbbd2e719901561bd670cc2cc6d15c47de201d0bba0d0,5a4e0b71d79ca33bc82abee4ba962fd0420338626869a8838fe52b2e2bc9180f,full evaluator radial intervention; matched diagnostics use frozen K2 val; actual head loss uses network-coordinate targeted supplement
