analysis_id,analysis_name,dataset,seed,mask_definition,risk_event,group_type,group_value,statistic,estimate,n,status,note,evidence_json
1,phase_mod_x_angle_error,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D10,severe_event_rate,0.00705394,4820,COMPLETE,,
2,phase_mod_x_phase_angle,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_cos_phase,-0.09356326277044824,48195,COMPLETE,,
2,phase_mod_x_phase_angle,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_sin_phase,-0.10965378426539894,48195,COMPLETE,,
3,phase_mod_x_objectness,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,availability,,0,UNAVAILABLE,UNAVAILABLE: frozen PSC RetinaNet has no separate objectness output; detection score is reported only in the registered score comparison.,
4,phase_mod_x_feature_norm,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.5098831989145948,48195,COMPLETE,Feature norm is the actual shared regression/angle-tower feature at the post-NMS-selected FPN location.,
5,phase_mod_x_size,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.04293614823618339,48195,COMPLETE,Size statistic uses log(GT box area) for preregistered diagnostic conditioning only.,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,Expressway-Service-area,median_phase_mod,2.28549974,518,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,Expressway-Service-area,severe_event_rate,0.003861,518,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,Expressway-toll-station,median_phase_mod,2.29637795,266,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,Expressway-toll-station,severe_event_rate,0.0,266,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,median_phase_mod,2.23861054,13,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,severe_event_rate,0.0,13,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airport,median_phase_mod,2.26389007,211,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airport,severe_event_rate,0.02369668,211,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,baseballfield,median_phase_mod,2.27594763,1,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,baseballfield,severe_event_rate,0.0,1,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,basketballcourt,median_phase_mod,2.25695089,39,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,basketballcourt,severe_event_rate,0.0,39,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,bridge,median_phase_mod,2.28499825,962,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,bridge,severe_event_rate,0.02079002,962,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,chimney,median_phase_mod,2.23527165,2,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,chimney,severe_event_rate,0.0,2,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,dam,median_phase_mod,2.21027111,156,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,dam,severe_event_rate,0.02564103,156,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,golffield,median_phase_mod,2.23848779,41,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,golffield,severe_event_rate,0.31707317,41,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,groundtrackfield,median_phase_mod,2.23498947,529,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,groundtrackfield,severe_event_rate,0.0,529,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,harbor,median_phase_mod,2.24553499,663,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,harbor,severe_event_rate,0.02111614,663,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,overpass,median_phase_mod,2.2454563,897,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,overpass,severe_event_rate,0.02006689,897,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,median_phase_mod,2.24590922,28373,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,severe_event_rate,0.00366546,28373,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,stadium,median_phase_mod,2.22663458,1,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,stadium,severe_event_rate,0.0,1,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,storagetank,median_phase_mod,2.24397542,9,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,storagetank,severe_event_rate,0.0,9,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,tenniscourt,median_phase_mod,2.23355164,3918,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,tenniscourt,severe_event_rate,0.00025523,3918,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,trainstation,median_phase_mod,2.23592159,250,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,trainstation,severe_event_rate,0.004,250,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,vehicle,median_phase_mod,2.24474064,10872,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,vehicle,severe_event_rate,0.01499264,10872,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,median_phase_mod,2.23631039,474,COMPLETE,,
6,phase_mod_x_class,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,severe_event_rate,0.14556962,474,COMPLETE,,
7,phase_mod_x_boundary_wrapping,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_boundary_distance,-0.08475208548484031,48195,COMPLETE,,
7,phase_mod_x_boundary_wrapping,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,False,severe_event_rate,0.0085901,48195,COMPLETE,,
7,phase_mod_x_boundary_wrapping,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,True,severe_event_rate,,0,UNAVAILABLE,,
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,1,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.08375012, ""class"": ""vehicle"", ""delta_theta_075_deg"": 13.90488037, ""image_id"": ""23321"", ""phase_mod"": 2.49112744, ""pred_id"": ""6""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,2,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 19.67056915, ""class"": ""ship"", ""delta_theta_075_deg"": 11.85090595, ""image_id"": ""21058"", ""phase_mod"": 2.46624976, ""pred_id"": ""37""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,3,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 18.56103657, ""class"": ""vehicle"", ""delta_theta_075_deg"": 13.94680032, ""image_id"": ""19049"", ""phase_mod"": 2.59004821, ""pred_id"": ""1""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,4,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 17.59468043, ""class"": ""vehicle"", ""delta_theta_075_deg"": 11.71650022, ""image_id"": ""20878"", ""phase_mod"": 2.48351922, ""pred_id"": ""9""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,5,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 17.49100547, ""class"": ""vehicle"", ""delta_theta_075_deg"": 10.40320926, ""image_id"": ""23265"", ""phase_mod"": 2.51113264, ""pred_id"": ""15""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,6,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 16.97423074, ""class"": ""vehicle"", ""delta_theta_075_deg"": 12.95939793, ""image_id"": ""12246"", ""phase_mod"": 2.50476395, ""pred_id"": ""51""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,7,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 16.93182594, ""class"": ""vehicle"", ""delta_theta_075_deg"": 12.67381166, ""image_id"": ""19061"", ""phase_mod"": 2.50734175, ""pred_id"": ""9""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,8,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 16.05490344, ""class"": ""vehicle"", ""delta_theta_075_deg"": 13.4610057, ""image_id"": ""14171"", ""phase_mod"": 2.47079356, ""pred_id"": ""68""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,9,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 16.0341901, ""class"": ""vehicle"", ""delta_theta_075_deg"": 15.1307669, ""image_id"": ""11915"", ""phase_mod"": 2.45454087, ""pred_id"": ""37""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,10,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 15.15779486, ""class"": ""vehicle"", ""delta_theta_075_deg"": 11.258892, ""image_id"": ""16678"", ""phase_mod"": 2.4989196, ""pred_id"": ""79""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,11,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.12898396, ""class"": ""vehicle"", ""delta_theta_075_deg"": 13.63999115, ""image_id"": ""12601"", ""phase_mod"": 2.46873909, ""pred_id"": ""17""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,12,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 13.93705564, ""class"": ""harbor"", ""delta_theta_075_deg"": 10.31643396, ""image_id"": ""13213"", ""phase_mod"": 2.44444449, ""pred_id"": ""75""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,13,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 13.67864409, ""class"": ""vehicle"", ""delta_theta_075_deg"": 13.19753629, ""image_id"": ""20338"", ""phase_mod"": 2.52217681, ""pred_id"": ""47""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,14,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 13.22361415, ""class"": ""ship"", ""delta_theta_075_deg"": 11.11727625, ""image_id"": ""23024"", ""phase_mod"": 2.47815224, ""pred_id"": ""5""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,15,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.53001069, ""class"": ""ship"", ""delta_theta_075_deg"": 5.87822468, ""image_id"": ""18315"", ""phase_mod"": 2.52768191, ""pred_id"": ""10""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,16,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 11.47057951, ""class"": ""vehicle"", ""delta_theta_075_deg"": 10.90512743, ""image_id"": ""12479"", ""phase_mod"": 2.45337986, ""pred_id"": ""12""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,17,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 10.15233592, ""class"": ""ship"", ""delta_theta_075_deg"": 7.41112647, ""image_id"": ""20025"", ""phase_mod"": 2.50203114, ""pred_id"": ""150""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,18,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 9.96581973, ""class"": ""ship"", ""delta_theta_075_deg"": 9.16962342, ""image_id"": ""12513"", ""phase_mod"": 2.48570097, ""pred_id"": ""48""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,19,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 9.78725036, ""class"": ""vehicle"", ""delta_theta_075_deg"": 7.8926271, ""image_id"": ""12241"", ""phase_mod"": 2.49221862, ""pred_id"": ""35""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,20,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 8.53929375, ""class"": ""ship"", ""delta_theta_075_deg"": 8.1577, ""image_id"": ""12513"", ""phase_mod"": 2.52864102, ""pred_id"": ""212""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,21,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 8.25693025, ""class"": ""bridge"", ""delta_theta_075_deg"": 4.75880009, ""image_id"": ""22983"", ""phase_mod"": 2.54730695, ""pred_id"": ""0""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,22,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 8.16042998, ""class"": ""ship"", ""delta_theta_075_deg"": 8.07607185, ""image_id"": ""13371"", ""phase_mod"": 2.51032604, ""pred_id"": ""31""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,23,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 7.69212452, ""class"": ""bridge"", ""delta_theta_075_deg"": 4.48755828, ""image_id"": ""19365"", ""phase_mod"": 2.47830712, ""pred_id"": ""9""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,24,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 7.60012224, ""class"": ""ship"", ""delta_theta_075_deg"": 7.26699538, ""image_id"": ""14468"", ""phase_mod"": 2.44718072, ""pred_id"": ""7""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,25,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 7.25198067, ""class"": ""bridge"", ""delta_theta_075_deg"": 6.40819237, ""image_id"": ""11989"", ""phase_mod"": 2.46455157, ""pred_id"": ""6""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,26,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 6.56164844, ""class"": ""vehicle"", ""delta_theta_075_deg"": 6.5345, ""image_id"": ""16315"", ""phase_mod"": 2.51579194, ""pred_id"": ""9""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,27,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 6.51561633, ""class"": ""overpass"", ""delta_theta_075_deg"": 3.31478464, ""image_id"": ""17373"", ""phase_mod"": 2.44596175, ""pred_id"": ""1""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,28,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 6.37916787, ""class"": ""overpass"", ""delta_theta_075_deg"": 4.26878663, ""image_id"": ""15307"", ""phase_mod"": 2.46723771, ""pred_id"": ""3""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,29,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 5.8950026, ""class"": ""overpass"", ""delta_theta_075_deg"": 5.4489, ""image_id"": ""16652"", ""phase_mod"": 2.48906128, ""pred_id"": ""2""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,30,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 5.86451403, ""class"": ""vehicle"", ""delta_theta_075_deg"": 4.13654812, ""image_id"": ""20787"", ""phase_mod"": 2.48682044, ""pred_id"": ""5""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,31,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 5.35776681, ""class"": ""overpass"", ""delta_theta_075_deg"": 3.5884561, ""image_id"": ""13555"", ""phase_mod"": 2.50792866, ""pred_id"": ""0""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,32,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 4.15330613, ""class"": ""overpass"", ""delta_theta_075_deg"": 3.57984366, ""image_id"": ""22329"", ""phase_mod"": 2.4614449, ""pred_id"": ""4""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,33,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 4.02864615, ""class"": ""vehicle"", ""delta_theta_075_deg"": 3.55936087, ""image_id"": ""14454"", ""phase_mod"": 2.45039378, ""pred_id"": ""9""}"
8,high_phase_mod_large_error_board,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,34,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 1.43173492, ""class"": ""bridge"", ""delta_theta_075_deg"": 1.31139975, ""image_id"": ""14939"", ""phase_mod"": 2.49593248, ""pred_id"": ""0""}"
9,multi_frequency_circular_disagreement,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,0.73021778,48195,COMPLETE,,
9,multi_frequency_circular_disagreement,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,1.61050013,48195,COMPLETE,,
9,multi_frequency_circular_disagreement,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,0.5365348544779198,48195,COMPLETE,,
10,unwrap_candidate_energy_gap,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,1.99651775,48195,COMPLETE,,
10,unwrap_candidate_energy_gap,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,1.99999837,48195,COMPLETE,,
10,unwrap_candidate_energy_gap,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.5365348544779198,48195,COMPLETE,,
11,phase_direction_margin,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,2.97861737,48195,COMPLETE,,
11,phase_direction_margin,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,3.07408931,48195,COMPLETE,,
11,phase_direction_margin,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.04769899931861408,48195,COMPLETE,,
12,tta_phase_direction_circular_variance,DIOR-R,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,availability,,0,UNAVAILABLE,TTA was preregistered for seed0 only.,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,0.06466825477091197,193045,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,mean_angle_error_deg,2.66081681,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,severe_event_rate,0.01263921,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,mean_angle_error_deg,2.11438712,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,severe_event_rate,0.00398881,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,mean_angle_error_deg,1.73505124,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,severe_event_rate,0.0019684,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,mean_angle_error_deg,1.56467294,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,severe_event_rate,0.0018649,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,mean_angle_error_deg,1.55382461,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,severe_event_rate,0.00176129,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,mean_angle_error_deg,1.59776289,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,severe_event_rate,0.0021756,19305,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,mean_angle_error_deg,1.88940608,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,severe_event_rate,0.00295276,19304,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,0,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D8,mean_angle_error_deg,2.35840796,19305,COMPLETE,,
