id,model_id,dataset,train_val_or_trainval_test,epoch_best,mAP_best,valid,pth,pth_abs,pth_exists,log,log_abs,log_exists,config,config_abs,config_exists,source,mmrotate_stack,env,actual_gb,per_gpu_bs,gpus,actual_lr,optimizer,scheduler,angle,metric,eval_interval,inference_ready
25,faa_oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.0,train→val,14,0.7376,True,baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_7376_epoch_14.pth,/home/rspip/cqc/pro/study/pth_data/baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/best_mAP_7376_epoch_14.pth,True,baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/train_20260514_180844.log,/home/rspip/cqc/pro/study/pth_data/baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/train_20260514_180844.log,True,baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_faa_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val/config.py,True,/home/rspip/cqc/pro/study/Phase-Tiny-OBB/pth_data/faa_oriented_rcnn_r50_fpn_1x_dota10_le90_official_aligned,mmrotate 1.x (Phase-Tiny-OBB),pcp-obb,8,2,4,0.0001,AdamW,"step [8,11]",le90,DOTAMetric mAP@0.5,1 epoch,True
26,rotated_retinanet_r50_fpn_1x_le90,DOTA-v1.0,train→val,12,0.5562,True,baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/best_dota_mAP_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/best_dota_mAP_epoch_12.pth,True,baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/20260516_050858/20260516_050858.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/20260516_050858/20260516_050858.log,True,baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/cell26_retinanet_dota10_lr5e-3.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_r50_fpn_1x_le90/DOTA10_train_val/cell26_retinanet_dota10_lr5e-3.py,True,/home/rspip/cqc/pro/study/pcbobb/results/v10_realign_cell26_dota10_retinanet_r50_lr5e-3,unknown,unknown,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
27,rotated_retinanet_psc_r50_fpn_loadfrom_le90,DOTA-v1.0,train→val,23,0.6421,True,baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/best_dota_mAP_epoch_23.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/best_dota_mAP_epoch_23.pth,True,baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/20260516_103933/20260516_103933.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/20260516_103933/20260516_103933.log,True,baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/cell27_v2_24ep.resolved.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_retinanet_psc_r50_fpn_loadfrom_le90/DOTA10_train_val/cell27_v2_24ep.resolved.py,True,/home/rspip/cqc/pro/study/pcbobb/results/v10_realign_cell27_dota10_retinanet_psc_r50_loadfrom_24ep_lr5e-3,onedl-mmrotate 1.1.1 (PSC components),pcp-obb,4,1,4,0.005,SGD,"MultiStepLR [8,11] warmup LinearLR 500",le90,DOTAMetric mAP@0.5,1 epoch,True
28,oriented_rcnn_lsknet_s_fpn_1x_le90,DIOR-R,trainval→test,11,0.5811,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/best_mAP_5811_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/best_mAP_5811_epoch_11.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/train_20260512_235336.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/train_20260512_235336.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DIOR_trainval_test_taos/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_lsknet_s_dior_trainval_test_20260512_235329,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
29,oriented_rcnn_lsknet_s_fpn_1x_le90,DOTA-v1.0,train→val,10,0.7448,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/best_mAP_7448_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/best_mAP_7448_epoch_10.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/train_20260512_002717.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/train_20260512_002717.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA10_train_val_taos/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_lsknet_s_dota10_20260512_002710,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
30,oriented_rcnn_lsknet_s_fpn_1x_le90,DOTA-v1.5,train→val,11,0.6862,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/best_mAP_6862_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/best_mAP_6862_epoch_11.pth,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/train_20260512_091805.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/train_20260512_091805.log,True,baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_lsknet_s_fpn_1x_le90/DOTA15_train_val_taos_filtered_oom/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_lsknet_s_dota15_filtered_oom_20260512_091758,mmrotate 0.3.4 (LSKNet repo / pcp-obb-soda env),pcp-obb-soda,8,2,4,0.0002,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
31,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.0,train→val,12,0.7145,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/best_mAP_7144_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/best_mAP_7144_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/train_20260511_232648.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/train_20260511_232648.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_taos_linear_lr/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_oriented_rcnn_r50_dota10_linear_lr_20260511_232642,onedl-mmrotate 1.1.1,pcp-obb,8,2,4,0.02,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
32,rotated_rtmdet_s_fpn_3x_le90,DOTA-v1.0,train→val,36,0.7023,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/best_mAP_7023_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/best_mAP_7023_epoch_36.pth,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/train_20260511_150157.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/train_20260511_150157.log,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA10_train_val_taos/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_rtmdet_r_s_dota10_anchor_candidate_20260511_120930,unknown,unknown,8,2,4,0.00025,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
33,rotated_rtmdet_s_fpn_3x_le90,DOTA-v1.5,train→val,36,0.657,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/best_mAP_6570_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/best_mAP_6570_epoch_36.pth,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/train_20260511_173204.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/train_20260511_173204.log,True,baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_3x_le90/DOTA15_train_val_taos/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_rtmdet_r_s_dota15_20260511_173116,unknown,unknown,8,2,4,0.00025,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
34,rotated_rtmdet_s_fpn_9x_le90,HRSC2016,trainval→test,28,0.9054,True,baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/best_mAP_9054_epoch_28.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/best_mAP_9054_epoch_28.pth,True,baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/train_20260513_033143.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/train_20260513_033143.log,True,baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_s_fpn_9x_le90/HRSC_trainval_test_taos/config.py,True,/home/rspip/cqc/pro/study/TAOS/pth_data/phase0_baseline_rtmdet_r_s_hrsc2016_trainval_test_20260513_033137,unknown,unknown,8,2,4,0.002,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
35,strip_rcnn_s_fpn_1x_le90,DOTA-v1.0,train→val,9,0.7544,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/best_mAP_7544_epoch_09.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/best_mAP_7544_epoch_09.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/train_20260416_174808.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/train_20260416_174808.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA10_train_val/config.py,True,/home/rspip/cqc/data/pth_data/strip_rcnn/strip_rcnn_s_fpn_1x_dota_le90,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
36,strip_rcnn_s_fpn_1x_le90,DOTA-v1.5,train→val,10,0.6986,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/best_mAP_6986_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/best_mAP_6986_epoch_10.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/train_20260416_192630.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/train_20260416_192630.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DOTA15_train_val/config.py,True,/home/rspip/cqc/data/pth_data/strip_rcnn/strip_rcnn_s_fpn_1x_dota15_le90,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
37,strip_rcnn_s_fpn_3x_le90,HRSC2016,trainval→test,36,0.7232,True,baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/best_mAP_7232_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/best_mAP_7232_epoch_36.pth,True,baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/train_20260416_212928.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/train_20260416_212928.log,True,baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_3x_le90/HRSC_trainval_test/config.py,True,/home/rspip/cqc/data/pth_data/strip_rcnn/strip_rcnn_s_fpn_3x_hrsc_le90,unknown,unknown,16,4,4,0.0004,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
38,rotated_rtmdet_m_fpn_3x_le90,DOTA-v1.0,train→val,31,0.7161,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/best_mAP_7161_epoch_31.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/best_mAP_7161_epoch_31.pth,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/train_20260417_114609.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/train_20260417_114609.log,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA10_train_val/config.py,True,/home/rspip/cqc/data/pth_data/rotated_rtmdet/rotated_rtmdet_m-3x-dota,unknown,unknown,8,2,4,0.00025,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
39,rotated_rtmdet_m_fpn_3x_le90,DOTA-v1.5,train→val,30,0.6744,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/best_mAP_6744_epoch_30.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/best_mAP_6744_epoch_30.pth,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/train_20260416_175439.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/train_20260416_175439.log,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DOTA15_train_val/config.py,True,/home/rspip/cqc/data/pth_data/rotated_rtmdet/rotated_rtmdet_m-3x-dota15,unknown,unknown,8,2,4,0.00025,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
40,rotated_rtmdet_m_fpn_9x_le90,HRSC2016,trainval→test,32,0.9065,True,baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/best_mAP_9065_epoch_32.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/best_mAP_9065_epoch_32.pth,True,baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/train_20260417_182822.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/train_20260417_182822.log,True,baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_9x_le90/HRSC_trainval_test/config.py,True,/home/rspip/cqc/data/pth_data/rotated_rtmdet/rotated_rtmdet_m-9x-hrsc,unknown,unknown,8,2,4,0.002,AdamW,Cosine anneal warmup 1000,le90,DOTAMetric mAP@0.5,1 epoch,True
41,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.0,train→val,12,0.7149,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/best_mAP_7149_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/best_mAP_7149_epoch_12.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/train_20260417_132202.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/train_20260417_132202.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA10_train_val_archive/config.py,True,/home/rspip/cqc/data/pth_data/oriented_rcnn/oriented_rcnn_r50_fpn_1x_dota_le90,onedl-mmrotate 1.1.1,pcp-obb,2,1,2,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
42,oriented_rcnn_r50_fpn_1x_le90,DOTA-v1.5,train→val,10,0.6778,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/best_mAP_6778_epoch_10.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/best_mAP_6778_epoch_10.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/train_20260417_132146.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/train_20260417_132146.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DOTA15_train_val_archive/config.py,True,/home/rspip/cqc/data/pth_data/oriented_rcnn/oriented_rcnn_r50_fpn_1x_dota15_le90,onedl-mmrotate 1.1.1,pcp-obb,2,1,2,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
43,oriented_rcnn_r50_fpn_1x_le90,HRSC2016,trainval→test,34,0.6619,True,baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/best_mAP_6619_epoch_34.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/best_mAP_6619_epoch_34.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/train_20260417_152750.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/train_20260417_152750.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/HRSC_trainval_test_archive/config.py,True,/home/rspip/cqc/data/pth_data/oriented_rcnn/oriented_rcnn_r50_fpn_1x_hrsc_le90,onedl-mmrotate 1.1.1,pcp-obb,2,1,2,0.005,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
44,arsdetr_r50_fpn_36e_le90,DIOR-R,trainval→test,36,0.454,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/best_mAP_4540_epoch_36.pth,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/best_mAP_4540_epoch_36.pth,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/train_20260425_121314.log,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/train_20260425_121314.log,True,baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_arsdetr_r50_fpn_36e_le90/DIOR_trainval_test_z4_seed0/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/ars_detr/seed0_full,ARS-DETR fork mmrotate 0.1.0,ars,4,1,4,0.0001,AdamW,step [30] warmup,le90,DOTAMetric mAP@0.5,1 epoch,True
45,oriented_rcnn_r50_fpn_1x_le90,DIOR-R,trainval→test,11,0.3969,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/best_mAP_3969_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/best_mAP_3969_epoch_11.pth,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/train_20260427_154443.log,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/train_20260427_154443.log,True,baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_oriented_rcnn_r50_fpn_1x_le90/DIOR_trainval_test_z4/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/oriented_rcnn,onedl-mmrotate 1.1.1,pcp-obb,4,1,4,0.01,SGD,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
46,rotated_rtmdet_m_fpn_3x_le90,DIOR-R,trainval→test,35,0.4577,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/best_mAP_4577_epoch_35.pth,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/best_mAP_4577_epoch_35.pth,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/train_20260426_232943.log,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/train_20260426_232943.log,True,baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_rotated_rtmdet_m_fpn_3x_le90/DIOR_trainval_test_z4/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/rotated_rtmdet_m,unknown,unknown,8,2,4,0.00025,AdamW,Cosine anneal warmup,le90,DOTAMetric mAP@0.5,1 epoch,True
47,strip_rcnn_s_fpn_1x_le90,DIOR-R,trainval→test,11,0.4293,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/best_mAP_4293_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/best_mAP_4293_epoch_11.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/train_20260424_175605.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/train_20260424_175605.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed0/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/strip_rcnn/seed0,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
48,strip_rcnn_s_fpn_1x_le90,DIOR-R,trainval→test,12,0.434,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/best_mAP_4340_epoch_12.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/best_mAP_4340_epoch_12.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/train_20260424_200753.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/train_20260424_200753.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed1/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/strip_rcnn/seed1,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
49,strip_rcnn_s_fpn_1x_le90,DIOR-R,trainval→test,11,0.4321,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/best_mAP_4321_epoch_11.pth,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/best_mAP_4321_epoch_11.pth,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/train_20260424_221742.log,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/train_20260424_221742.log,True,baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/config.py,/home/rspip/cqc/pro/study/pth_data/baseline_strip_rcnn_s_fpn_1x_le90/DIOR_trainval_test_z4_seed2/config.py,True,/home/rspip/cqc/data/pth_data/dior_z4/strip_rcnn/seed2,unknown,unknown,8,2,4,0.0001,AdamW,"step [8,11] warmup",le90,DOTAMetric mAP@0.5,1 epoch,True
