unit,dataset,class_name,ar_bin,rows,dip,dip_p_asymptotic,delta_BIC_two_vs_one,single_loglik,mixture_loglik,multimodal,insufficient_n_lt20
C,DIOR-R,vehicle,1,1306,0.0017228177641653904,1.0,517.1447758121442,-795.0663754484217,-525.731901077595,False,False
C,DIOR-R,vehicle,2,3529,0.0010390101067346731,1.0,939.2732509073812,1797.3437265639732,2279.2335067531767,False,False
C,DIOR-R,vehicle,3,1714,0.001166861143523934,1.0,266.734386975342,1321.8479299155592,1466.3850010519668,False,False
C,DIOR-R,vehicle,4,1204,0.001245847176079895,1.0,82.07413662939341,970.5885831939286,1022.2657584474284,False,False
C,DIOR-R,windmill,0,263,0.15922053231939162,3.2347063685669996e-06,897.2866133425289,-444.79607656084784,12.205461158683242,True,False
C,DIOR-R,windmill,1,753,0.028078163536330865,0.6100843696941146,2674.842463368756,-613.1055549419452,734.2517745841326,False,False
C,DIOR-R,windmill,2,134,0.01741293532338308,1.0,209.54189267323156,58.67670128184817,170.7944073183903,False,False
C,DIOR-R,windmill,3,39,0.030769230769230767,1.0,45.74179106130896,34.08999078614977,62.45622878599872,False,False
C,DIOR-R,windmill,4,32,0.0703125,1.0,33.51762436160345,8.556066595311592,30.513482630312907,False,False
D,FAIR1M,a220,0,555,0.0899262899262897,0.0002527444705291198,2293.2467026674176,-749.6575708588857,406.44423264544275,True,False
D,FAIR1M,a321,0,193,0.025906735751295335,1.0,638.4552526438677,-93.7535955094115,233.36806609587964,False,False
D,FAIR1M,a330,0,148,0.13400900900900914,0.009827767218640203,645.1524516183534,-250.14428974755083,79.92775447227206,True,False
D,FAIR1M,a350,0,107,0.029906542056074792,1.0,411.7783044464453,-84.63419403515294,128.26420143976256,False,False
D,FAIR1M,arj21,0,15,0.05714285714285714,1.0,,,,False,True
D,FAIR1M,baseball-diamond,0,102,0.04117647058823559,1.0,198.523534958829,-97.65471692459569,8.544509774745228,False,False
D,FAIR1M,basketball-court,0,70,0.01224489795918371,1.0,133.0353832943375,-3.776477894156251,69.11395661608654,False,False
D,FAIR1M,basketball-court,1,36,0.027777777777777776,1.0,-5.921852120703765,44.247349717484525,46.66170206481681,False,False
D,FAIR1M,basketball-court,2,30,0.05555555555555555,1.0,-6.7200480515333325,34.355630045854156,36.09740209258072,False,False
D,FAIR1M,basketball-court,3,2,0.0,1.0,,,,False,True
D,FAIR1M,boeing737,0,344,0.0713824289405679,0.060053273530912846,1348.9652279061759,-397.91542453259115,285.32815190655685,False,False
D,FAIR1M,boeing747,0,165,0.06565656565656575,0.4821925603074331,702.9898028632625,-197.00188626640374,162.15193337607838,False,False
D,FAIR1M,boeing777,0,143,0.061538461538461986,0.6771044444810732,527.6340205900586,-175.088924734292,96.17235250612718,False,False
D,FAIR1M,boeing787,0,161,0.11387163561076605,0.030741365369048645,790.2620984639988,-247.3894605579316,155.36369522154448,False,False
D,FAIR1M,bridge,0,4,0.0,1.0,,,,False,True
D,FAIR1M,bridge,1,3,0.0,1.0,,,,False,True
D,FAIR1M,bridge,2,5,0.0888888888888889,1.0,,,,False,True
D,FAIR1M,bridge,3,12,0.05555555555555569,1.0,,,,False,True
D,FAIR1M,bridge,4,34,0.06862745098039216,1.0,-2.133442483879932,44.562136131841555,48.78495567682583,False,False
D,FAIR1M,bus,0,1,0.0,1.0,,,,False,True
D,FAIR1M,bus,1,1,0.0,1.0,,,,False,True
D,FAIR1M,bus,2,1,0.0,1.0,,,,False,True
D,FAIR1M,bus,3,2,0.0,1.0,,,,False,True
D,FAIR1M,bus,4,3,0.0,1.0,,,,False,True
D,FAIR1M,c919,0,2,0.0,1.0,,,,False,True
D,FAIR1M,cargo-truck,0,5,0.1333333333333333,1.0,,,,False,True
D,FAIR1M,cargo-truck,1,33,0.020202020202020193,1.0,-1.1868469931415664,33.696409346972985,38.34774719260192,False,False
D,FAIR1M,cargo-truck,2,83,0.008032128514056228,1.0,-8.462352978715733,66.3762245711254,68.77330899346244,False,False
D,FAIR1M,cargo-truck,3,52,0.0,1.0,-5.826471080340282,45.50807311376178,48.52170315146378,False,False
D,FAIR1M,cargo-truck,4,176,0.017045454545454558,1.0,-14.409828944470654,206.35815250301604,206.90896402333794,False,False
D,FAIR1M,dump-truck,0,84,0.017857142857142794,1.0,161.41747329295853,-41.88667288222794,45.4682889625163,False,False
D,FAIR1M,dump-truck,1,336,0.01041666666666663,1.0,7.319153562130353,255.44229347019032,267.8275369912003,False,False
D,FAIR1M,dump-truck,2,437,0.004576659038901698,1.0,13.403964519229781,312.5586738277589,328.3805558800172,False,False
D,FAIR1M,dump-truck,3,288,0.0026041666666667407,1.0,24.673438636100983,209.57350776780805,230.40466780606246,False,False
D,FAIR1M,dump-truck,4,367,0.009536784741144444,1.0,7.223019637798252,417.593968286695,430.06352087767596,False,False
D,FAIR1M,excavator,3,1,0.0,1.0,,,,False,True
D,FAIR1M,football-field,0,70,0.024999999999999998,1.0,226.4738971414903,-24.29843325029237,95.31125818352683,False,False
D,FAIR1M,football-field,1,13,0.07692307692307676,1.0,,,,False,True
D,FAIR1M,football-field,2,10,0.06666666666666668,1.0,,,,False,True
D,FAIR1M,football-field,3,5,0.16000000000000014,1.0,,,,False,True
D,FAIR1M,football-field,4,1,0.0,1.0,,,,False,True
D,FAIR1M,intersection,0,442,0.15226244343891404,2.5140327336507176e-09,1266.1579520936655,-732.0099300112995,-89.79398914135028,True,False
D,FAIR1M,intersection,1,2,0.0,1.0,,,,False,True
D,FAIR1M,other-airplane,0,907,0.13931327768152468,1.0257951989545064e-15,3419.915718459109,-1465.959582714081,254.21349019064604,True,False
D,FAIR1M,other-airplane,1,1,0.0,1.0,,,,False,True
D,FAIR1M,other-ship,1,1,0.0,1.0,,,,False,True
D,FAIR1M,other-ship,2,4,0.0,1.0,,,,False,True
D,FAIR1M,other-ship,3,21,0.03571428571428571,1.0,9.89103440026828,7.133706062317955,16.64600691903723,False,False
D,FAIR1M,other-ship,4,95,1.1102230246251565e-16,1.0,-2.845340957190281,80.71930489979003,86.1274497585957,False,False
D,FAIR1M,other-vehicle,0,3,0.0,1.0,,,,False,True
D,FAIR1M,other-vehicle,1,5,0.15000000000000013,1.0,,,,False,True
D,FAIR1M,other-vehicle,2,8,0.125,1.0,,,,False,True
D,FAIR1M,other-vehicle,3,10,0.15555555555555556,1.0,,,,False,True
D,FAIR1M,other-vehicle,4,7,0.06857142857142862,1.0,,,,False,True
D,FAIR1M,roundabout,0,54,0.31154684095860574,5.6037597786850286e-05,219.17552630647302,-95.95846531836476,19.61277390471817,True,False
D,FAIR1M,ship,0,23,0.036231884057971175,1.0,24.494328863866485,-15.595374989796873,1.3550307660300938,False,False
D,FAIR1M,ship,1,22,0.030303030303030276,1.0,-2.356972650737056,9.078344389091967,12.536421743760913,False,False
D,FAIR1M,ship,2,118,0.008474576271186418,1.0,-4.497867981512545,64.39997650590439,69.30706945184662,False,False
D,FAIR1M,ship,3,232,0.0043103448275862155,1.0,4.492068573613583,139.7969592972662,150.21309964157246,False,False
D,FAIR1M,ship,4,2055,0.0019464720194647218,1.0,329.91391404798696,2125.2817546252145,2301.6807583396035,False,False
D,FAIR1M,small-car,0,825,0.0022038567493113392,1.0,443.27596103760936,133.01133822194862,364.7223938202553,False,False
D,FAIR1M,small-car,1,2611,0.010340865568747581,1.0,297.71998934092574,1385.2761283873276,1545.9373559108392,False,False
D,FAIR1M,small-car,2,2328,0.0012886597938144284,1.0,74.41918790277819,1356.8050686912993,1405.6438098559654,False,False
D,FAIR1M,small-car,3,2379,0.006305170239596647,1.0,124.70670342309475,1702.1758807818705,1776.1908857588724,False,False
D,FAIR1M,small-car,4,1103,0.026291931097008114,0.43527170962200307,69.68494400032802,1120.4040728572359,1165.7552283862801,False,False
D,FAIR1M,tennis-court,0,134,0.011940298507462477,1.0,496.4815356185446,-31.24275307973772,224.34477442946095,False,False
D,FAIR1M,tennis-court,1,38,0.0,1.0,-10.912758479179157,70.39810063151481,70.39810063151481,False,False
D,FAIR1M,tennis-court,2,17,0.11764705882352942,1.0,,,,False,True
D,FAIR1M,tennis-court,3,5,0.13913043478260878,1.0,,,,False,True
D,FAIR1M,tennis-court,4,4,0.0,1.0,,,,False,True
D,FAIR1M,tugboat,0,6,0.130952380952381,1.0,,,,False,True
D,FAIR1M,tugboat,1,2,0.0,1.0,,,,False,True
D,FAIR1M,tugboat,2,29,0.01724137931034475,1.0,3.5759819960674566,18.230662978328,25.069597721341438,False,False
D,FAIR1M,tugboat,3,38,0.02631578947368421,1.0,-5.177389104372278,34.19334288902145,37.06102757642489,False,False
D,FAIR1M,tugboat,4,72,2.7755575615628914e-17,1.0,-7.067705996576759,66.41560615233901,69.29675233257471,False,False
D,FAIR1M,van,0,659,0.006449165402124812,1.0,742.5035320304987,-119.3388451718715,261.6490061451316,False,False
D,FAIR1M,van,1,2117,0.02125649504015059,0.29524865686684487,116.43300882589054,1207.4228702592902,1277.1260075789378,False,False
D,FAIR1M,van,2,2152,0.0006638343069569834,1.0,49.21213129235723,1389.350388847466,1425.4676838755672,False,False
D,FAIR1M,van,3,2171,0.0027637033625058094,1.0,98.17147394886648,1681.5804051494865,1742.1905568787372,False,False
D,FAIR1M,van,4,1246,0.021936864633493813,0.6028613236475503,96.64602377033626,1286.397407610376,1345.4119600445651,False,False
D,FAIR1M,warship,3,3,0.0,1.0,,,,False,True
D,FAIR1M,warship,4,59,0.05084745762711862,1.0,-11.129726461096805,94.6681705523618,95.21961348767198,False,False
E,SODA-A,container,0,39,0.02136752136752129,1.0,39.39686443301063,-16.93724201100865,8.256532674691133,False,False
E,SODA-A,container,1,52,0.028846153846153855,1.0,-8.628691475756595,42.02272506758939,43.635244907583235,False,False
E,SODA-A,container,2,87,0.011494252873563218,1.0,14.72238201642312,51.764610899725504,65.82466408591894,False,False
E,SODA-A,container,3,320,0.004687499999999956,1.0,35.388064417760745,304.35295584535913,330.69946954793016,False,False
E,SODA-A,container,4,19223,0.0003381366071891767,1.0,4685.334542198529,26717.887882859406,29075.3509480953,False,False
E,SODA-A,helicopter,0,161,0.02484472049689441,1.0,259.1016386062397,-108.19442387287047,28.978501977726072,False,False
E,SODA-A,helicopter,1,3,0.0,1.0,,,,False,True
E,SODA-A,helicopter,3,1,0.0,1.0,,,,False,True
E,SODA-A,large-vehicle,0,20,0.033333333333333326,1.0,-6.417059496445786,9.54058959544193,10.825658257550023,False,False
E,SODA-A,large-vehicle,1,33,0.07190549563430915,1.0,-9.807137812801296,22.91504258733592,23.25623502313499,False,False
E,SODA-A,large-vehicle,2,42,0.011904761904761751,1.0,-8.725032232235765,27.95327602195953,29.197264333266702,False,False
E,SODA-A,large-vehicle,3,178,0.008426966292134797,1.0,-1.6445058039299987,148.82705238215942,155.77747480563255,False,False
E,SODA-A,large-vehicle,4,1971,0.004312531709791977,1.0,149.595913467257,2527.092427068217,2613.2698282625747,False,False
E,SODA-A,plane,0,7737,0.08570207096767635,8.743152242585722e-50,24506.476133620276,-10896.97265881602,1369.696061935944,True,False
E,SODA-A,plane,1,26,0.06730769230769229,1.0,-4.452201521766032,21.48272094150373,24.143764987652936,False,False
E,SODA-A,plane,2,4,0.0,1.0,,,,False,True
E,SODA-A,plane,3,9,0.1388888888888889,1.0,,,,False,True
E,SODA-A,ship,0,455,0.01130298273155416,1.0,460.5911160550612,-117.46679301112079,122.00921114483621,False,False
E,SODA-A,ship,1,977,0.004503582395086969,1.0,46.010727625379914,513.5223990278421,546.8544928185962,False,False
E,SODA-A,ship,2,1803,0.0005546311702715467,1.0,101.77836283464849,1117.858734872454,1179.9937271245833,False,False
E,SODA-A,ship,3,6582,0.0006836827711940718,1.0,292.7494487926006,4799.266689532255,4958.829554822811,False,False
E,SODA-A,ship,4,6723,0.0004462293618924251,1.0,473.378074436547,5387.646005303589,5637.554977165566,False,False
E,SODA-A,small-vehicle,0,7414,0.0053429866773404555,1.0,6945.300927664629,-1898.7315464592782,1587.2856054486024,False,False
E,SODA-A,small-vehicle,1,28908,0.00017296250172962446,1.0,3289.5278760854303,15211.223313923376,16871.395062444695,False,False
E,SODA-A,small-vehicle,2,29219,0.00012834114788373707,1.0,3238.4973069898033,23173.861562498438,24808.534077685716,False,False
E,SODA-A,small-vehicle,3,24037,0.00036055525509284293,1.0,3634.2805741437355,22153.373733925022,23985.645045380163,False,False
E,SODA-A,small-vehicle,4,3336,0.0011990407673863057,1.0,297.74773346906915,3271.658905131044,3432.7015635107964,False,False
E,SODA-A,storage-tank,0,5583,0.2915317251695543,0.0,35242.476292265135,-10011.634927832964,7622.544440617568,True,False
E,SODA-A,storage-tank,1,1,0.0,1.0,,,,False,True
E,SODA-A,swimming-pool,0,5839,0.009827188282403214,0.6474979410995604,3793.402261547859,-5564.143347272862,-3654.4337442565075,False,False
E,SODA-A,swimming-pool,1,1053,0.0022158911047797103,1.0,284.3560309472849,357.18953526932876,509.80664851117217,False,False
E,SODA-A,swimming-pool,2,181,0.016574585635359115,1.0,16.91618537745967,106.65600924639024,122.91184748201881,False,False
E,SODA-A,swimming-pool,3,154,0.0032467532467531646,1.0,23.12131231590992,100.28634989461884,119.40243495619424,False,False
E,SODA-A,swimming-pool,4,86,0.017441860465116275,1.0,-0.8032444605831177,86.51714874668897,92.79704746077768,False,False
E,SODA-A,windmill,0,4269,0.15548137737175016,4.591822890012265e-90,22363.680280959823,-6010.555760622239,5183.823082187809,True,False
E,SODA-A,windmill,1,464,0.009698275862069172,1.0,1894.5027995970877,25.652528244068478,982.1137548709517,False,False
E,SODA-A,windmill,2,181,0.006314127861089203,1.0,-15.595491093795772,395.7969034999173,395.79690349991813,False,False
E,SODA-A,windmill,3,236,0.003389830508474745,1.0,-16.39149541506751,516.1904202839205,516.1904202839252,False,False
E,SODA-A,windmill,4,179,0.005156854318865256,1.0,-15.562157417521242,340.89828579764463,340.89828579764514,False,False
F,SODA-A,container,0,76,0.021929824561403577,1.0,0.5077597561725202,14.42062135098191,21.170601239497667,False,False
F,SODA-A,container,1,103,0.004854368932038833,1.0,-7.818296632607531,63.01379738850755,66.05674255454824,False,False
F,SODA-A,container,2,134,0.003731343283582045,1.0,-2.6149566482675652,91.86853107204867,97.90781244784125,False,False
F,SODA-A,container,3,538,0.0013940520446096654,1.0,64.25630551097223,415.9712753055495,457.5312159012783,False,False
F,SODA-A,container,4,21879,0.0004113533525296198,1.0,5944.568185395166,27508.97093951415,30496.244956039212,False,False
F,SODA-A,helicopter,0,165,0.01616161616161616,1.0,204.90344783801294,-115.68005993498002,-5.5694178051226775,False,False
F,SODA-A,helicopter,1,7,0.18045112781954875,1.0,,,,False,True
F,SODA-A,helicopter,2,6,0.14583333333333337,1.0,,,,False,True
F,SODA-A,helicopter,3,21,0.07142857142857142,1.0,-1.9607946533891454,22.194197945725875,25.780584275616437,False,False
F,SODA-A,helicopter,4,2,0.0,1.0,,,,False,True
F,SODA-A,large-vehicle,1,6,0.125,1.0,,,,False,True
F,SODA-A,large-vehicle,2,19,0.1146359048305694,1.0,,,,False,True
F,SODA-A,large-vehicle,3,123,0.01084010840108418,1.0,-7.794093553771486,122.45799124753556,125.77922100370844,False,False
F,SODA-A,large-vehicle,4,2466,0.003625432557569752,1.0,192.54553642975858,3173.693115187081,3281.6814124275465,False,False
F,SODA-A,plane,0,7975,0.07396865203761693,2.5172449769342556e-38,22890.470656762252,-10622.565280773426,836.1461479991792,True,False
F,SODA-A,plane,1,10,0.08947368421052632,1.0,,,,False,True
F,SODA-A,plane,2,1,0.0,1.0,,,,False,True
F,SODA-A,plane,3,2,0.0,1.0,,,,False,True
F,SODA-A,plane,4,1,0.0,1.0,,,,False,True
F,SODA-A,ship,0,294,0.005102040816326529,1.0,53.67494031284227,68.20930935150106,103.57214915893022,False,False
F,SODA-A,ship,1,1276,0.001306165099268508,1.0,44.05774376832106,630.5171523342763,663.2732524142939,False,False
F,SODA-A,ship,2,2316,0.004359854786174622,1.0,19.584778908953723,1421.2466360274675,1442.6604207399837,False,False
F,SODA-A,ship,3,7229,0.002074975791949041,1.0,286.37766077989124,4927.469960322059,5083.987574701505,False,False
F,SODA-A,ship,4,8704,0.0006893382352939348,1.0,646.5340422057754,7223.852945955727,7560.727274012258,False,False
F,SODA-A,small-vehicle,0,12597,0.00042338122833462943,1.0,3910.4148069301355,307.12794991532417,2276.4971743344204,False,False
F,SODA-A,small-vehicle,1,35910,0.00018100807574450428,1.0,3268.553429119102,17098.08979685933,18748.099668049712,False,False
F,SODA-A,small-vehicle,2,35581,0.0002810488743992569,1.0,3521.6416918930618,23451.781575623514,25228.3217721698,False,False
F,SODA-A,small-vehicle,3,30202,0.000562876630686715,1.0,3479.2072282634695,22389.715293566736,24144.792402837975,False,False
F,SODA-A,small-vehicle,4,5139,0.0006810663553221685,1.0,697.5050566074049,4011.92747559498,4373.496924579171,False,False
F,SODA-A,storage-tank,0,6692,0.2140078868106955,1.2237729354727848e-266,40501.462978924406,-12168.188262202022,8095.756229353343,True,False
F,SODA-A,swimming-pool,0,5986,0.002923488138990682,1.0,3038.0057588701748,-5314.4306668094105,-3782.382019341704,False,False
F,SODA-A,swimming-pool,1,842,0.003167062549485067,1.0,116.03818735967859,190.16804660647492,258.2908103076777,False,False
F,SODA-A,swimming-pool,2,250,0.005333333333333334,1.0,30.213554436507838,103.73274054603854,127.12170914108583,False,False
F,SODA-A,swimming-pool,3,169,0.0039447731755423154,1.0,-6.467140386555929,94.72154934946286,99.18282722856951,False,False
F,SODA-A,swimming-pool,4,111,0.0045045045045045695,1.0,-5.933749123391014,88.81651297882904,92.91393371910203,False,False
F,SODA-A,windmill,0,4665,0.0803598687843049,1.363342207438062e-26,25317.362220222152,-6181.38937195572,6489.963502825278,True,False
F,SODA-A,windmill,1,296,0.00633445945945946,1.0,979.6945653804415,110.91416327841368,609.2969851501206,False,False
F,SODA-A,windmill,2,142,0.004694835680750908,1.0,-14.867481172795824,303.3037318325423,303.3037318325463,False,False
F,SODA-A,windmill,3,166,0.009638554216867323,1.0,-15.335963365063265,347.68550059149794,347.6855005915011,False,False
F,SODA-A,windmill,4,148,0.005405405405405406,1.0,-14.991636821288024,310.6890024672107,310.68900246721284,False,False
G,DOTA-v1.0,baseball-diamond,0,310,0.168519741719801,4.510950331974793e-08,370.7007659410843,-565.5260349552977,-371.5707935385368,True,False
G,DOTA-v1.0,basketball-court,0,113,1.1102230246251565e-16,1.0,-3.365403900108749,73.18346495689553,78.59184473490967,False,False
G,DOTA-v1.0,basketball-court,1,114,0.008771929824561403,1.0,11.904943157699929,102.20425055142812,115.26101980286982,False,False
G,DOTA-v1.0,basketball-court,2,2,0.0,1.0,,,,False,True
G,DOTA-v1.0,bridge,0,165,0.058181818181818,0.6544607083381995,398.93163275325435,-204.14939257666768,2.9753420108103583,False,False
G,DOTA-v1.0,bridge,1,122,0.005464480874316941,1.0,7.358359207330238,55.86489976096624,66.75011093173124,False,False
G,DOTA-v1.0,bridge,2,81,0.00823045267489712,1.0,19.049903215321905,46.17973744030009,62.2963627799697,False,False
G,DOTA-v1.0,bridge,3,54,1.1102230246251565e-16,1.0,-10.839314975660857,73.9885522046178,74.55237078663379,False,False
G,DOTA-v1.0,bridge,4,123,0.008130081300813007,1.0,-4.217212517664105,172.90329873559062,178.0129690098172,False,False
G,DOTA-v1.0,ground-track-field,0,28,0.028571428571428567,1.0,27.832768044228875,5.651355547594019,24.56604633497126,False,False
G,DOTA-v1.0,ground-track-field,1,132,0.00505050505050475,1.0,-12.442807300454358,142.11413008472607,143.21692931837845,False,False
G,DOTA-v1.0,ground-track-field,2,29,0.034482758620689655,1.0,-9.52838880249635,40.2850416812405,40.571791024972036,False,False
G,DOTA-v1.0,ground-track-field,3,3,0.0,1.0,,,,False,True
G,DOTA-v1.0,harbor,0,765,0.06427015250544663,0.0036002530326519734,1734.9758546631213,-1015.1389160527448,-137.6911749704443,True,False
G,DOTA-v1.0,harbor,1,590,0.0030508474576271187,1.0,448.2657909649912,151.91137394838466,385.6144532362299,False,False
G,DOTA-v1.0,harbor,2,280,0.0071428571428571175,1.0,11.808004991297803,210.43572773423278,224.79191463463556,False,False
G,DOTA-v1.0,harbor,3,254,0.006452318460192452,1.0,-7.1678331753190605,270.44651685296424,275.1686016658325,False,False
G,DOTA-v1.0,harbor,4,1557,0.0012845215157353887,1.0,111.52107184553913,2218.1375473516728,2284.9238575321933,False,False
G,DOTA-v1.0,helicopter,0,60,0.050000000000000044,1.0,4.565256990138209,-97.21881554783018,-88.79467020942792,False,False
G,DOTA-v1.0,helicopter,1,3,0.0,1.0,,,,False,True
G,DOTA-v1.0,helicopter,2,7,0.10714285714285714,1.0,,,,False,True
G,DOTA-v1.0,helicopter,3,11,0.13479623824451425,1.0,,,,False,True
G,DOTA-v1.0,helicopter,4,8,0.14423076923076922,1.0,,,,False,True
G,DOTA-v1.0,large-vehicle,0,4,0.0,1.0,,,,False,True
G,DOTA-v1.0,large-vehicle,1,274,0.010948905109489093,1.0,-9.556365281981371,223.74782112586547,227.3893306444569,False,False
G,DOTA-v1.0,large-vehicle,2,727,0.003438789546079568,1.0,35.3910004482113,708.3130030238827,735.8918929642887,False,False
G,DOTA-v1.0,large-vehicle,3,1116,0.0022401433691756067,1.0,6.752212771055149,1512.1118153517932,1526.0141809517327,False,False
G,DOTA-v1.0,large-vehicle,4,5963,0.0015093073956061187,1.0,53.033161687361726,9915.846341252523,9955.402915579889,False,False
G,DOTA-v1.0,plane,0,4089,0.04022535619503093,3.582301168334926e-06,11087.698749973042,-3887.304665464048,1669.0187931030202,True,False
G,DOTA-v1.0,plane,1,35,0.02857142857142858,1.0,-7.480337193102677,31.52985244792214,33.12270594360492,False,False
G,DOTA-v1.0,plane,2,1,0.0,1.0,,,,False,True
G,DOTA-v1.0,roundabout,0,209,0.24743677375256323,1.5365677193245738e-11,737.0319158269018,-377.30596799477695,-0.7765087033788376,True,False
G,DOTA-v1.0,roundabout,1,1,0.0,1.0,,,,False,True
G,DOTA-v1.0,ship,0,29,0.05517241379310345,1.0,33.38291818250184,-26.191411583407852,-4.449008747177219,False,False
G,DOTA-v1.0,ship,1,667,0.0014992503748122443,1.0,18.904983138110747,429.6500157363695,448.8566923742983,False,False
G,DOTA-v1.0,ship,2,6370,0.0011965702348375462,1.0,104.77946619168651,5406.419911956518,5471.948677175211,False,False
G,DOTA-v1.0,ship,3,8254,0.0011216415471018149,1.0,141.86689942775843,8136.548584599569,8221.009714128917,False,False
G,DOTA-v1.0,ship,4,2122,0.0018850141376062224,1.0,103.38961222672377,2110.0204116848813,2173.205389277004,False,False
G,DOTA-v1.0,small-vehicle,0,205,0.004878048780487805,1.0,18.365911116098506,-28.332796502163553,-11.165325975406688,False,False
G,DOTA-v1.0,small-vehicle,1,6216,0.0012870012870012798,1.0,273.62544230584837,4648.568805786914,4798.483849777909,False,False
G,DOTA-v1.0,small-vehicle,2,2202,0.0018165304268846494,1.0,159.21634812293877,1979.9315569373944,2071.0854129747877,False,False
G,DOTA-v1.0,small-vehicle,3,77,0.025974025974025983,1.0,-12.892144198410694,71.75523179648697,71.82486783006215,False,False
G,DOTA-v1.0,small-vehicle,4,5,0.17142857142857146,1.0,,,,False,True
G,DOTA-v1.0,soccer-ball-field,0,129,0.011627906976744165,1.0,89.93245564332196,49.22012522060095,101.47607164880444,False,False
G,DOTA-v1.0,soccer-ball-field,1,56,0.0357142857142857,1.0,1.226201781097771,51.39500848010171,58.04613690675332,False,False
G,DOTA-v1.0,soccer-ball-field,2,14,0.10714285714285715,1.0,,,,False,True
G,DOTA-v1.0,soccer-ball-field,3,1,0.0,1.0,,,,False,True
G,DOTA-v1.0,storage-tank,0,3348,0.30178871789238193,2.8022422189919405e-265,16748.63388852136,-6112.167064646148,2274.3240572619443,True,False
G,DOTA-v1.0,storage-tank,1,1,0.0,1.0,,,,False,True
G,DOTA-v1.0,swimming-pool,0,288,0.007638888888888887,1.0,63.04438635333777,-267.79368649406035,-227.77705259718755,False,False
G,DOTA-v1.0,swimming-pool,1,230,0.010869565217391304,1.0,17.143904952271406,7.298550075230155,24.02762151475065,False,False
G,DOTA-v1.0,swimming-pool,2,18,0.07407407407407396,1.0,,,,False,True
G,DOTA-v1.0,swimming-pool,3,4,0.0,1.0,,,,False,True
G,DOTA-v1.0,tennis-court,0,36,0.0,1.0,-9.201285915075598,28.21730061718833,28.991936067334695,False,False
G,DOTA-v1.0,tennis-court,1,1337,0.008994271049621083,1.0,-21.594550731369495,2476.832551147814,2476.832551147782,False,False
G,DOTA-v1.0,tennis-court,2,46,0.03260869565217395,1.0,44.86808543903655,46.478361815454676,74.65536662970659,False,False
G,DOTA-v1.0,tennis-court,3,4,0.0,1.0,,,,False,True
H,DOTA-v1.0,baseball-diamond,0,316,0.20272749762915931,1.048510096796139e-11,325.02619660429883,-568.8037955583261,-397.6570839357963,True,False
H,DOTA-v1.0,basketball-court,0,75,0.040000000000000036,1.0,-4.179722335798051,70.67594652369748,75.06231752610292,False,False
H,DOTA-v1.0,basketball-court,1,142,0.0035211267605633756,1.0,5.160340535260314,152.32807293366326,162.3419837876953,False,False
H,DOTA-v1.0,basketball-court,3,1,0.0,1.0,,,,False,True
H,DOTA-v1.0,bridge,0,167,0.06586826347305397,0.46956214923953277,285.3052381555823,-213.1465113506291,-62.81690155421284,False,False
H,DOTA-v1.0,bridge,1,107,0.007788161993769194,1.0,36.662402403481565,-13.875831543091754,11.464612910341884,False,False
H,DOTA-v1.0,bridge,2,73,0.0091324200913242,1.0,0.8697441956348779,49.05426672019332,55.924827979733344,False,False
H,DOTA-v1.0,bridge,3,60,0.008333333333333333,1.0,-2.70921677768564,49.99871830404513,54.78562675853546,False,False
H,DOTA-v1.0,bridge,4,167,0.003992015968063874,1.0,6.732998519215503,208.82793686782256,219.87142684605544,False,False
H,DOTA-v1.0,ground-track-field,0,24,0.03125,1.0,7.862881428209322,6.084172012911612,14.782693472538192,False,False
H,DOTA-v1.0,ground-track-field,1,144,0.003472222222222321,1.0,-9.302811516397462,147.98547259288983,150.7887867840551,False,False
H,DOTA-v1.0,ground-track-field,2,17,0.05882352941176472,1.0,,,,False,True
H,DOTA-v1.0,ground-track-field,3,3,0.0,1.0,,,,False,True
H,DOTA-v1.0,harbor,0,803,0.06496471564964716,0.0022771328433277647,1993.6112811196992,-925.0893506341004,81.74882199666942,True,False
H,DOTA-v1.0,harbor,1,628,0.0057324840764331215,1.0,726.3279687773295,-21.270611542549602,351.55718309581744,False,False
H,DOTA-v1.0,harbor,2,309,0.01132686084142398,1.0,-13.376798217266707,220.9917379475025,222.90335075421575,False,False
H,DOTA-v1.0,harbor,3,219,0.003044140030441511,1.0,22.298152435249225,174.5761880028782,193.80887181522758,False,False
H,DOTA-v1.0,harbor,4,1641,0.001828153564899451,1.0,130.56853232197963,2068.597218778606,2144.986076576231,False,False
H,DOTA-v1.0,helicopter,0,78,0.07051282051282051,0.9208171053939864,-12.018116806753081,-120.7549908779493,-120.22898604129145,False,False
H,DOTA-v1.0,helicopter,1,3,0.0,1.0,,,,False,True
H,DOTA-v1.0,helicopter,2,18,0.10000000000000009,1.0,,,,False,True
H,DOTA-v1.0,helicopter,3,9,0.07407407407407396,1.0,,,,False,True
H,DOTA-v1.0,helicopter,4,2,0.0,1.0,,,,False,True
H,DOTA-v1.0,large-vehicle,0,3,0.0,1.0,,,,False,True
H,DOTA-v1.0,large-vehicle,1,204,0.0032679738562089167,1.0,39.521696998036774,136.5983253157493,164.336353805534,False,False
H,DOTA-v1.0,large-vehicle,2,787,0.0031766200762388674,1.0,22.114986724748658,719.8414578095014,740.9012935445019,False,False
H,DOTA-v1.0,large-vehicle,3,953,0.007869884575026187,1.0,28.49651488161451,1179.806055754258,1204.3437355505466,False,False
