dataset,cluster,cluster_index
DIOR-R,14066,1151
DIOR-R,14067,1152
DIOR-R,14070,1153
DIOR-R,14072,1154
DIOR-R,14073,1155
DIOR-R,14075,1156
DIOR-R,14077,1157
DIOR-R,14078,1158
DIOR-R,14079,1159
DIOR-R,14080,1160
DIOR-R,14081,1161
DIOR-R,14086,1162
DIOR-R,14087,1163
DIOR-R,14088,1164
DIOR-R,14089,1165
DIOR-R,14091,1166
DIOR-R,14092,1167
DIOR-R,14095,1168
DIOR-R,14097,1169
DIOR-R,14100,1170
DIOR-R,14101,1171
DIOR-R,14103,1172
DIOR-R,14104,1173
DIOR-R,14109,1174
DIOR-R,14110,1175
DIOR-R,14112,1176
DIOR-R,14113,1177
DIOR-R,14114,1178
DIOR-R,14115,1179
DIOR-R,14116,1180
DIOR-R,14120,1181
DIOR-R,14123,1182
DIOR-R,14125,1183
DIOR-R,14127,1184
DIOR-R,14130,1185
DIOR-R,14131,1186
DIOR-R,14134,1187
DIOR-R,14138,1188
DIOR-R,14142,1189
DIOR-R,14143,1190
DIOR-R,14144,1191
DIOR-R,14151,1192
DIOR-R,14152,1193
DIOR-R,14154,1194
DIOR-R,14155,1195
DIOR-R,14159,1196
DIOR-R,14162,1197
DIOR-R,14164,1198
DIOR-R,14166,1199
DIOR-R,14168,1200
DIOR-R,14170,1201
DIOR-R,14172,1202
DIOR-R,14173,1203
DIOR-R,14174,1204
DIOR-R,14176,1205
DIOR-R,14178,1206
DIOR-R,14179,1207
DIOR-R,14180,1208
DIOR-R,14186,1209
DIOR-R,14187,1210
DIOR-R,14189,1211
DIOR-R,14190,1212
DIOR-R,14193,1213
DIOR-R,14196,1214
DIOR-R,14200,1215
DIOR-R,14203,1216
DIOR-R,14206,1217
DIOR-R,14207,1218
DIOR-R,14209,1219
DIOR-R,14210,1220
DIOR-R,14212,1221
DIOR-R,14216,1222
DIOR-R,14218,1223
DIOR-R,14219,1224
DIOR-R,14222,1225
DIOR-R,14225,1226
DIOR-R,14228,1227
DIOR-R,14229,1228
DIOR-R,14231,1229
DIOR-R,14232,1230
DIOR-R,14234,1231
DIOR-R,14235,1232
DIOR-R,14237,1233
DIOR-R,14238,1234
DIOR-R,14242,1235
DIOR-R,14245,1236
DIOR-R,14246,1237
DIOR-R,14252,1238
DIOR-R,14254,1239
DIOR-R,14257,1240
DIOR-R,14258,1241
DIOR-R,14259,1242
DIOR-R,14260,1243
DIOR-R,14261,1244
DIOR-R,14265,1245
DIOR-R,14266,1246
DIOR-R,14267,1247
DIOR-R,14268,1248
DIOR-R,14270,1249
DIOR-R,14271,1250
DIOR-R,14274,1251
DIOR-R,14275,1252
DIOR-R,14276,1253
DIOR-R,14283,1254
DIOR-R,14286,1255
DIOR-R,14289,1256
DIOR-R,14292,1257
DIOR-R,14293,1258
DIOR-R,14296,1259
DIOR-R,14300,1260
DIOR-R,14302,1261
DIOR-R,14303,1262
DIOR-R,14304,1263
DIOR-R,14306,1264
DIOR-R,14307,1265
DIOR-R,14314,1266
DIOR-R,14315,1267
DIOR-R,14316,1268
DIOR-R,14319,1269
DIOR-R,14321,1270
DIOR-R,14322,1271
DIOR-R,14324,1272
DIOR-R,14331,1273
DIOR-R,14333,1274
DIOR-R,14334,1275
DIOR-R,14335,1276
DIOR-R,14336,1277
DIOR-R,14337,1278
DIOR-R,14338,1279
DIOR-R,14346,1280
DIOR-R,14352,1281
DIOR-R,14354,1282
DIOR-R,14355,1283
DIOR-R,14356,1284
DIOR-R,14361,1285
DIOR-R,14371,1286
DIOR-R,14373,1287
DIOR-R,14376,1288
DIOR-R,14378,1289
DIOR-R,14379,1290
DIOR-R,14380,1291
DIOR-R,14382,1292
DIOR-R,14385,1293
DIOR-R,14388,1294
DIOR-R,14389,1295
DIOR-R,14395,1296
DIOR-R,14396,1297
DIOR-R,14398,1298
DIOR-R,14399,1299
DIOR-R,14401,1300
DIOR-R,14403,1301
DIOR-R,14405,1302
DIOR-R,14406,1303
DIOR-R,14407,1304
DIOR-R,14409,1305
DIOR-R,14410,1306
DIOR-R,14412,1307
DIOR-R,14414,1308
DIOR-R,14415,1309
DIOR-R,14417,1310
DIOR-R,14420,1311
DIOR-R,14422,1312
DIOR-R,14423,1313
DIOR-R,14424,1314
DIOR-R,14425,1315
DIOR-R,14430,1316
DIOR-R,14431,1317
DIOR-R,14433,1318
DIOR-R,14436,1319
DIOR-R,14438,1320
DIOR-R,14439,1321
DIOR-R,14444,1322
DIOR-R,14445,1323
DIOR-R,14446,1324
DIOR-R,14450,1325
DIOR-R,14451,1326
DIOR-R,14453,1327
DIOR-R,14454,1328
DIOR-R,14455,1329
DIOR-R,14457,1330
DIOR-R,14458,1331
DIOR-R,14459,1332
DIOR-R,14460,1333
DIOR-R,14463,1334
DIOR-R,14468,1335
DIOR-R,14471,1336
DIOR-R,14474,1337
DIOR-R,14475,1338
DIOR-R,14476,1339
DIOR-R,14479,1340
DIOR-R,14487,1341
DIOR-R,14488,1342
DIOR-R,14489,1343
DIOR-R,14491,1344
DIOR-R,14492,1345
DIOR-R,14497,1346
DIOR-R,14500,1347
DIOR-R,14502,1348
DIOR-R,14504,1349
DIOR-R,14505,1350
DIOR-R,14506,1351
DIOR-R,14507,1352
DIOR-R,14510,1353
DIOR-R,14513,1354
DIOR-R,14514,1355
DIOR-R,14519,1356
DIOR-R,14520,1357
DIOR-R,14524,1358
DIOR-R,14526,1359
DIOR-R,14527,1360
DIOR-R,14534,1361
DIOR-R,14535,1362
DIOR-R,14536,1363
DIOR-R,14537,1364
DIOR-R,14539,1365
DIOR-R,14540,1366
DIOR-R,14543,1367
DIOR-R,14544,1368
DIOR-R,14545,1369
DIOR-R,14547,1370
DIOR-R,14548,1371
DIOR-R,14549,1372
DIOR-R,14550,1373
DIOR-R,14551,1374
DIOR-R,14552,1375
DIOR-R,14555,1376
DIOR-R,14559,1377
DIOR-R,14560,1378
DIOR-R,14570,1379
DIOR-R,14572,1380
DIOR-R,14573,1381
DIOR-R,14576,1382
DIOR-R,14577,1383
DIOR-R,14582,1384
DIOR-R,14583,1385
DIOR-R,14584,1386
DIOR-R,14586,1387
DIOR-R,14587,1388
DIOR-R,14588,1389
DIOR-R,14590,1390
DIOR-R,14592,1391
DIOR-R,14593,1392
DIOR-R,14596,1393
DIOR-R,14600,1394
DIOR-R,14603,1395
DIOR-R,14604,1396
DIOR-R,14609,1397
DIOR-R,14610,1398
DIOR-R,14614,1399
DIOR-R,14617,1400
DIOR-R,14618,1401
DIOR-R,14620,1402
DIOR-R,14621,1403
DIOR-R,14623,1404
DIOR-R,14624,1405
DIOR-R,14625,1406
DIOR-R,14626,1407
DIOR-R,14628,1408
DIOR-R,14630,1409
DIOR-R,14631,1410
DIOR-R,14632,1411
DIOR-R,14633,1412
DIOR-R,14638,1413
DIOR-R,14640,1414
DIOR-R,14642,1415
DIOR-R,14645,1416
DIOR-R,14653,1417
DIOR-R,14656,1418
DIOR-R,14658,1419
DIOR-R,14660,1420
DIOR-R,14662,1421
DIOR-R,14667,1422
DIOR-R,14673,1423
DIOR-R,14677,1424
DIOR-R,14681,1425
DIOR-R,14682,1426
DIOR-R,14686,1427
DIOR-R,14688,1428
DIOR-R,14689,1429
DIOR-R,14690,1430
DIOR-R,14692,1431
DIOR-R,14694,1432
DIOR-R,14695,1433
DIOR-R,14696,1434
DIOR-R,14697,1435
DIOR-R,14699,1436
DIOR-R,14700,1437
DIOR-R,14701,1438
DIOR-R,14702,1439
DIOR-R,14708,1440
DIOR-R,14709,1441
DIOR-R,14711,1442
DIOR-R,14712,1443
DIOR-R,14714,1444
DIOR-R,14715,1445
DIOR-R,14716,1446
DIOR-R,14717,1447
DIOR-R,14718,1448
DIOR-R,14720,1449
DIOR-R,14721,1450
DIOR-R,14726,1451
DIOR-R,14727,1452
DIOR-R,14728,1453
DIOR-R,14730,1454
DIOR-R,14733,1455
DIOR-R,14738,1456
DIOR-R,14739,1457
DIOR-R,14745,1458
DIOR-R,14746,1459
DIOR-R,14747,1460
DIOR-R,14748,1461
DIOR-R,14750,1462
DIOR-R,14752,1463
DIOR-R,14755,1464
DIOR-R,14757,1465
DIOR-R,14758,1466
DIOR-R,14760,1467
DIOR-R,14762,1468
DIOR-R,14765,1469
DIOR-R,14766,1470
DIOR-R,14768,1471
DIOR-R,14769,1472
DIOR-R,14772,1473
DIOR-R,14777,1474
DIOR-R,14779,1475
DIOR-R,14780,1476
DIOR-R,14781,1477
DIOR-R,14782,1478
DIOR-R,14784,1479
DIOR-R,14785,1480
DIOR-R,14788,1481
DIOR-R,14789,1482
DIOR-R,14793,1483
DIOR-R,14796,1484
DIOR-R,14797,1485
DIOR-R,14798,1486
DIOR-R,14802,1487
DIOR-R,14807,1488
DIOR-R,14809,1489
DIOR-R,14814,1490
DIOR-R,14815,1491
DIOR-R,14819,1492
DIOR-R,14821,1493
DIOR-R,14822,1494
DIOR-R,14827,1495
DIOR-R,14831,1496
DIOR-R,14832,1497
DIOR-R,14833,1498
DIOR-R,14835,1499
DIOR-R,14836,1500
DIOR-R,14840,1501
DIOR-R,14843,1502
DIOR-R,14845,1503
DIOR-R,14847,1504
DIOR-R,14849,1505
DIOR-R,14850,1506
DIOR-R,14851,1507
DIOR-R,14852,1508
DIOR-R,14853,1509
DIOR-R,14856,1510
DIOR-R,14857,1511
DIOR-R,14858,1512
DIOR-R,14859,1513
DIOR-R,14860,1514
DIOR-R,14862,1515
DIOR-R,14865,1516
DIOR-R,14866,1517
DIOR-R,14868,1518
DIOR-R,14870,1519
DIOR-R,14871,1520
DIOR-R,14873,1521
DIOR-R,14874,1522
DIOR-R,14878,1523
DIOR-R,14880,1524
DIOR-R,14883,1525
DIOR-R,14884,1526
DIOR-R,14888,1527
DIOR-R,14889,1528
DIOR-R,14890,1529
DIOR-R,14891,1530
DIOR-R,14895,1531
DIOR-R,14899,1532
DIOR-R,14900,1533
DIOR-R,14902,1534
DIOR-R,14905,1535
DIOR-R,14906,1536
DIOR-R,14907,1537
DIOR-R,14908,1538
DIOR-R,14910,1539
DIOR-R,14911,1540
DIOR-R,14913,1541
DIOR-R,14915,1542
DIOR-R,14916,1543
DIOR-R,14917,1544
DIOR-R,14918,1545
DIOR-R,14920,1546
DIOR-R,14922,1547
DIOR-R,14924,1548
DIOR-R,14925,1549
DIOR-R,14928,1550
DIOR-R,14930,1551
DIOR-R,14931,1552
DIOR-R,14932,1553
DIOR-R,14933,1554
DIOR-R,14935,1555
DIOR-R,14940,1556
DIOR-R,14942,1557
DIOR-R,14945,1558
DIOR-R,14947,1559
DIOR-R,14949,1560
DIOR-R,14950,1561
DIOR-R,14951,1562
DIOR-R,14953,1563
DIOR-R,14957,1564
DIOR-R,14959,1565
DIOR-R,14961,1566
DIOR-R,14964,1567
DIOR-R,14966,1568
DIOR-R,14967,1569
DIOR-R,14969,1570
DIOR-R,14970,1571
DIOR-R,14971,1572
DIOR-R,14972,1573
DIOR-R,14973,1574
DIOR-R,14976,1575
DIOR-R,14978,1576
DIOR-R,14979,1577
DIOR-R,14985,1578
DIOR-R,14988,1579
DIOR-R,14996,1580
DIOR-R,14998,1581
DIOR-R,14999,1582
DIOR-R,15000,1583
DIOR-R,15001,1584
DIOR-R,15003,1585
DIOR-R,15006,1586
DIOR-R,15009,1587
DIOR-R,15010,1588
DIOR-R,15013,1589
DIOR-R,15018,1590
DIOR-R,15019,1591
DIOR-R,15021,1592
DIOR-R,15023,1593
DIOR-R,15024,1594
DIOR-R,15027,1595
DIOR-R,15029,1596
DIOR-R,15034,1597
DIOR-R,15035,1598
DIOR-R,15037,1599
DIOR-R,15040,1600
DIOR-R,15041,1601
DIOR-R,15042,1602
DIOR-R,15043,1603
DIOR-R,15044,1604
DIOR-R,15046,1605
DIOR-R,15047,1606
DIOR-R,15049,1607
DIOR-R,15050,1608
DIOR-R,15052,1609
DIOR-R,15058,1610
DIOR-R,15059,1611
DIOR-R,15060,1612
DIOR-R,15064,1613
DIOR-R,15067,1614
DIOR-R,15069,1615
DIOR-R,15071,1616
DIOR-R,15074,1617
DIOR-R,15075,1618
DIOR-R,15077,1619
DIOR-R,15080,1620
DIOR-R,15081,1621
DIOR-R,15082,1622
DIOR-R,15084,1623
DIOR-R,15085,1624
DIOR-R,15088,1625
DIOR-R,15091,1626
DIOR-R,15096,1627
DIOR-R,15098,1628
DIOR-R,15099,1629
DIOR-R,15100,1630
DIOR-R,15101,1631
DIOR-R,15102,1632
DIOR-R,15103,1633
DIOR-R,15107,1634
DIOR-R,15108,1635
DIOR-R,15111,1636
DIOR-R,15112,1637
DIOR-R,15113,1638
DIOR-R,15114,1639
DIOR-R,15115,1640
DIOR-R,15116,1641
DIOR-R,15117,1642
DIOR-R,15118,1643
DIOR-R,15121,1644
DIOR-R,15124,1645
DIOR-R,15126,1646
DIOR-R,15128,1647
DIOR-R,15130,1648
DIOR-R,15133,1649
DIOR-R,15136,1650
DIOR-R,15138,1651
DIOR-R,15139,1652
DIOR-R,15140,1653
DIOR-R,15143,1654
DIOR-R,15145,1655
DIOR-R,15146,1656
DIOR-R,15147,1657
DIOR-R,15148,1658
DIOR-R,15152,1659
DIOR-R,15153,1660
DIOR-R,15155,1661
DIOR-R,15157,1662
DIOR-R,15158,1663
DIOR-R,15159,1664
DIOR-R,15160,1665
DIOR-R,15161,1666
DIOR-R,15167,1667
DIOR-R,15169,1668
DIOR-R,15170,1669
DIOR-R,15172,1670
DIOR-R,15173,1671
DIOR-R,15175,1672
DIOR-R,15177,1673
DIOR-R,15178,1674
DIOR-R,15181,1675
DIOR-R,15183,1676
DIOR-R,15184,1677
DIOR-R,15185,1678
DIOR-R,15186,1679
DIOR-R,15189,1680
DIOR-R,15191,1681
DIOR-R,15194,1682
DIOR-R,15195,1683
DIOR-R,15196,1684
DIOR-R,15200,1685
DIOR-R,15201,1686
DIOR-R,15206,1687
DIOR-R,15207,1688
DIOR-R,15210,1689
DIOR-R,15213,1690
DIOR-R,15214,1691
DIOR-R,15219,1692
DIOR-R,15226,1693
DIOR-R,15227,1694
DIOR-R,15229,1695
DIOR-R,15233,1696
DIOR-R,15234,1697
DIOR-R,15238,1698
DIOR-R,15239,1699
DIOR-R,15241,1700
DIOR-R,15242,1701
DIOR-R,15244,1702
DIOR-R,15248,1703
DIOR-R,15250,1704
DIOR-R,15254,1705
DIOR-R,15255,1706
DIOR-R,15258,1707
DIOR-R,15259,1708
DIOR-R,15260,1709
DIOR-R,15262,1710
DIOR-R,15263,1711
DIOR-R,15265,1712
DIOR-R,15266,1713
DIOR-R,15268,1714
DIOR-R,15272,1715
DIOR-R,15273,1716
DIOR-R,15275,1717
DIOR-R,15280,1718
DIOR-R,15281,1719
DIOR-R,15282,1720
DIOR-R,15287,1721
DIOR-R,15288,1722
DIOR-R,15289,1723
DIOR-R,15290,1724
DIOR-R,15293,1725
DIOR-R,15294,1726
DIOR-R,15295,1727
DIOR-R,15303,1728
DIOR-R,15305,1729
DIOR-R,15306,1730
DIOR-R,15309,1731
DIOR-R,15315,1732
DIOR-R,15317,1733
DIOR-R,15318,1734
DIOR-R,15319,1735
DIOR-R,15320,1736
DIOR-R,15333,1737
DIOR-R,15334,1738
DIOR-R,15336,1739
DIOR-R,15337,1740
DIOR-R,15338,1741
DIOR-R,15340,1742
DIOR-R,15345,1743
DIOR-R,15346,1744
DIOR-R,15347,1745
DIOR-R,15351,1746
DIOR-R,15352,1747
DIOR-R,15356,1748
DIOR-R,15358,1749
DIOR-R,15360,1750
DIOR-R,15362,1751
DIOR-R,15364,1752
DIOR-R,15365,1753
DIOR-R,15366,1754
DIOR-R,15367,1755
DIOR-R,15368,1756
DIOR-R,15369,1757
DIOR-R,15372,1758
DIOR-R,15376,1759
DIOR-R,15384,1760
DIOR-R,15385,1761
DIOR-R,15394,1762
DIOR-R,15395,1763
DIOR-R,15407,1764
DIOR-R,15410,1765
DIOR-R,15411,1766
DIOR-R,15416,1767
DIOR-R,15418,1768
DIOR-R,15419,1769
DIOR-R,15420,1770
DIOR-R,15421,1771
DIOR-R,15422,1772
DIOR-R,15423,1773
DIOR-R,15424,1774
DIOR-R,15425,1775
DIOR-R,15427,1776
DIOR-R,15430,1777
DIOR-R,15435,1778
DIOR-R,15437,1779
DIOR-R,15440,1780
DIOR-R,15444,1781
DIOR-R,15448,1782
DIOR-R,15449,1783
DIOR-R,15451,1784
DIOR-R,15452,1785
DIOR-R,15454,1786
DIOR-R,15456,1787
DIOR-R,15457,1788
DIOR-R,15459,1789
DIOR-R,15460,1790
DIOR-R,15461,1791
DIOR-R,15463,1792
DIOR-R,15464,1793
DIOR-R,15465,1794
DIOR-R,15468,1795
DIOR-R,15469,1796
DIOR-R,15478,1797
DIOR-R,15479,1798
DIOR-R,15480,1799
DIOR-R,15482,1800
DIOR-R,15485,1801
DIOR-R,15487,1802
DIOR-R,15488,1803
DIOR-R,15493,1804
DIOR-R,15494,1805
DIOR-R,15497,1806
DIOR-R,15502,1807
DIOR-R,15506,1808
DIOR-R,15509,1809
DIOR-R,15514,1810
DIOR-R,15515,1811
DIOR-R,15516,1812
DIOR-R,15517,1813
DIOR-R,15520,1814
DIOR-R,15522,1815
DIOR-R,15524,1816
DIOR-R,15525,1817
DIOR-R,15526,1818
DIOR-R,15531,1819
DIOR-R,15533,1820
DIOR-R,15534,1821
DIOR-R,15535,1822
DIOR-R,15536,1823
DIOR-R,15537,1824
DIOR-R,15538,1825
DIOR-R,15539,1826
DIOR-R,15541,1827
DIOR-R,15544,1828
DIOR-R,15547,1829
DIOR-R,15549,1830
DIOR-R,15550,1831
DIOR-R,15553,1832
DIOR-R,15555,1833
DIOR-R,15556,1834
DIOR-R,15557,1835
DIOR-R,15561,1836
DIOR-R,15564,1837
DIOR-R,15565,1838
DIOR-R,15566,1839
DIOR-R,15568,1840
DIOR-R,15573,1841
DIOR-R,15574,1842
DIOR-R,15575,1843
DIOR-R,15576,1844
DIOR-R,15577,1845
DIOR-R,15578,1846
DIOR-R,15580,1847
DIOR-R,15581,1848
DIOR-R,15583,1849
DIOR-R,15586,1850
DIOR-R,15587,1851
DIOR-R,15589,1852
DIOR-R,15590,1853
DIOR-R,15592,1854
DIOR-R,15593,1855
DIOR-R,15594,1856
DIOR-R,15599,1857
DIOR-R,15600,1858
DIOR-R,15601,1859
DIOR-R,15602,1860
DIOR-R,15604,1861
DIOR-R,15605,1862
DIOR-R,15606,1863
DIOR-R,15607,1864
DIOR-R,15609,1865
DIOR-R,15610,1866
DIOR-R,15612,1867
DIOR-R,15613,1868
DIOR-R,15618,1869
DIOR-R,15619,1870
DIOR-R,15623,1871
DIOR-R,15624,1872
DIOR-R,15625,1873
DIOR-R,15627,1874
DIOR-R,15629,1875
DIOR-R,15630,1876
DIOR-R,15632,1877
DIOR-R,15634,1878
DIOR-R,15636,1879
DIOR-R,15638,1880
DIOR-R,15641,1881
DIOR-R,15642,1882
DIOR-R,15645,1883
DIOR-R,15646,1884
DIOR-R,15651,1885
DIOR-R,15654,1886
DIOR-R,15655,1887
DIOR-R,15659,1888
DIOR-R,15660,1889
DIOR-R,15662,1890
DIOR-R,15663,1891
DIOR-R,15665,1892
DIOR-R,15666,1893
DIOR-R,15667,1894
DIOR-R,15673,1895
DIOR-R,15677,1896
DIOR-R,15678,1897
DIOR-R,15683,1898
DIOR-R,15684,1899
DIOR-R,15688,1900
DIOR-R,15689,1901
DIOR-R,15690,1902
DIOR-R,15692,1903
DIOR-R,15693,1904
DIOR-R,15695,1905
DIOR-R,15699,1906
DIOR-R,15702,1907
DIOR-R,15703,1908
DIOR-R,15704,1909
DIOR-R,15706,1910
DIOR-R,15707,1911
DIOR-R,15708,1912
DIOR-R,15709,1913
DIOR-R,15712,1914
DIOR-R,15715,1915
DIOR-R,15719,1916
DIOR-R,15722,1917
DIOR-R,15727,1918
DIOR-R,15731,1919
DIOR-R,15733,1920
DIOR-R,15736,1921
DIOR-R,15737,1922
DIOR-R,15738,1923
DIOR-R,15739,1924
DIOR-R,15741,1925
DIOR-R,15744,1926
DIOR-R,15745,1927
DIOR-R,15748,1928
DIOR-R,15749,1929
DIOR-R,15754,1930
DIOR-R,15756,1931
DIOR-R,15760,1932
DIOR-R,15763,1933
DIOR-R,15768,1934
DIOR-R,15769,1935
DIOR-R,15770,1936
DIOR-R,15771,1937
DIOR-R,15774,1938
DIOR-R,15775,1939
DIOR-R,15776,1940
DIOR-R,15777,1941
DIOR-R,15778,1942
DIOR-R,15779,1943
DIOR-R,15782,1944
DIOR-R,15784,1945
DIOR-R,15789,1946
DIOR-R,15791,1947
DIOR-R,15792,1948
DIOR-R,15793,1949
DIOR-R,15794,1950
DIOR-R,15795,1951
DIOR-R,15797,1952
DIOR-R,15799,1953
DIOR-R,15803,1954
DIOR-R,15804,1955
DIOR-R,15806,1956
DIOR-R,15808,1957
DIOR-R,15809,1958
DIOR-R,15811,1959
DIOR-R,15813,1960
DIOR-R,15814,1961
DIOR-R,15815,1962
DIOR-R,15816,1963
DIOR-R,15817,1964
DIOR-R,15818,1965
DIOR-R,15820,1966
DIOR-R,15821,1967
DIOR-R,15823,1968
DIOR-R,15824,1969
DIOR-R,15825,1970
DIOR-R,15829,1971
DIOR-R,15830,1972
DIOR-R,15831,1973
DIOR-R,15832,1974
DIOR-R,15836,1975
DIOR-R,15837,1976
DIOR-R,15843,1977
DIOR-R,15844,1978
DIOR-R,15847,1979
DIOR-R,15850,1980
DIOR-R,15851,1981
DIOR-R,15852,1982
DIOR-R,15855,1983
DIOR-R,15857,1984
DIOR-R,15861,1985
DIOR-R,15862,1986
DIOR-R,15864,1987
DIOR-R,15865,1988
DIOR-R,15866,1989
DIOR-R,15867,1990
DIOR-R,15868,1991
DIOR-R,15869,1992
DIOR-R,15870,1993
DIOR-R,15871,1994
DIOR-R,15872,1995
DIOR-R,15873,1996
DIOR-R,15876,1997
DIOR-R,15877,1998
DIOR-R,15882,1999
DIOR-R,15885,2000
DIOR-R,15886,2001
DIOR-R,15889,2002
DIOR-R,15890,2003
DIOR-R,15891,2004
DIOR-R,15893,2005
DIOR-R,15894,2006
DIOR-R,15896,2007
DIOR-R,15897,2008
DIOR-R,15899,2009
DIOR-R,15900,2010
DIOR-R,15901,2011
DIOR-R,15905,2012
DIOR-R,15907,2013
DIOR-R,15908,2014
DIOR-R,15909,2015
DIOR-R,15910,2016
DIOR-R,15912,2017
DIOR-R,15914,2018
DIOR-R,15915,2019
DIOR-R,15916,2020
DIOR-R,15920,2021
DIOR-R,15923,2022
DIOR-R,15927,2023
DIOR-R,15928,2024
DIOR-R,15929,2025
DIOR-R,15930,2026
DIOR-R,15932,2027
DIOR-R,15934,2028
DIOR-R,15935,2029
DIOR-R,15936,2030
DIOR-R,15937,2031
DIOR-R,15939,2032
DIOR-R,15940,2033
DIOR-R,15941,2034
DIOR-R,15943,2035
DIOR-R,15944,2036
DIOR-R,15948,2037
DIOR-R,15950,2038
DIOR-R,15959,2039
DIOR-R,15960,2040
DIOR-R,15963,2041
DIOR-R,15967,2042
DIOR-R,15970,2043
DIOR-R,15971,2044
DIOR-R,15972,2045
DIOR-R,15977,2046
DIOR-R,15980,2047
DIOR-R,15981,2048
DIOR-R,15985,2049
DIOR-R,15988,2050
DIOR-R,15989,2051
DIOR-R,15990,2052
DIOR-R,15992,2053
DIOR-R,15993,2054
DIOR-R,15994,2055
DIOR-R,15998,2056
DIOR-R,15999,2057
DIOR-R,16000,2058
DIOR-R,16003,2059
DIOR-R,16004,2060
DIOR-R,16007,2061
DIOR-R,16009,2062
DIOR-R,16012,2063
DIOR-R,16015,2064
DIOR-R,16016,2065
DIOR-R,16017,2066
DIOR-R,16019,2067
DIOR-R,16022,2068
DIOR-R,16024,2069
DIOR-R,16025,2070
DIOR-R,16028,2071
DIOR-R,16031,2072
DIOR-R,16033,2073
DIOR-R,16036,2074
DIOR-R,16038,2075
DIOR-R,16039,2076
DIOR-R,16041,2077
DIOR-R,16042,2078
DIOR-R,16048,2079
DIOR-R,16049,2080
DIOR-R,16050,2081
DIOR-R,16051,2082
DIOR-R,16052,2083
DIOR-R,16054,2084
DIOR-R,16055,2085
DIOR-R,16057,2086
DIOR-R,16058,2087
DIOR-R,16059,2088
DIOR-R,16060,2089
DIOR-R,16061,2090
DIOR-R,16062,2091
DIOR-R,16067,2092
DIOR-R,16068,2093
DIOR-R,16072,2094
DIOR-R,16073,2095
DIOR-R,16074,2096
DIOR-R,16076,2097
DIOR-R,16079,2098
DIOR-R,16082,2099
DIOR-R,16085,2100
DIOR-R,16086,2101
DIOR-R,16092,2102
DIOR-R,16095,2103
DIOR-R,16096,2104
DIOR-R,16098,2105
DIOR-R,16103,2106
DIOR-R,16107,2107
DIOR-R,16109,2108
DIOR-R,16114,2109
DIOR-R,16115,2110
DIOR-R,16116,2111
DIOR-R,16119,2112
DIOR-R,16120,2113
DIOR-R,16123,2114
DIOR-R,16125,2115
DIOR-R,16126,2116
DIOR-R,16131,2117
DIOR-R,16137,2118
DIOR-R,16138,2119
DIOR-R,16141,2120
DIOR-R,16142,2121
DIOR-R,16143,2122
DIOR-R,16151,2123
DIOR-R,16152,2124
DIOR-R,16154,2125
DIOR-R,16156,2126
DIOR-R,16157,2127
DIOR-R,16160,2128
DIOR-R,16161,2129
DIOR-R,16164,2130
DIOR-R,16166,2131
DIOR-R,16168,2132
DIOR-R,16169,2133
DIOR-R,16171,2134
DIOR-R,16172,2135
DIOR-R,16173,2136
DIOR-R,16176,2137
DIOR-R,16177,2138
DIOR-R,16179,2139
DIOR-R,16184,2140
DIOR-R,16185,2141
DIOR-R,16187,2142
DIOR-R,16191,2143
DIOR-R,16193,2144
DIOR-R,16194,2145
DIOR-R,16195,2146
DIOR-R,16198,2147
DIOR-R,16200,2148
DIOR-R,16202,2149
DIOR-R,16203,2150
DIOR-R,16205,2151
DIOR-R,16206,2152
DIOR-R,16209,2153
DIOR-R,16214,2154
DIOR-R,16217,2155
DIOR-R,16218,2156
DIOR-R,16219,2157
DIOR-R,16221,2158
DIOR-R,16223,2159
DIOR-R,16227,2160
DIOR-R,16228,2161
DIOR-R,16229,2162
DIOR-R,16233,2163
DIOR-R,16235,2164
DIOR-R,16236,2165
DIOR-R,16237,2166
DIOR-R,16238,2167
DIOR-R,16239,2168
DIOR-R,16243,2169
DIOR-R,16245,2170
DIOR-R,16246,2171
DIOR-R,16249,2172
DIOR-R,16250,2173
DIOR-R,16251,2174
DIOR-R,16252,2175
DIOR-R,16253,2176
DIOR-R,16254,2177
DIOR-R,16259,2178
DIOR-R,16262,2179
DIOR-R,16263,2180
DIOR-R,16264,2181
DIOR-R,16265,2182
DIOR-R,16266,2183
DIOR-R,16267,2184
DIOR-R,16268,2185
DIOR-R,16270,2186
DIOR-R,16271,2187
DIOR-R,16272,2188
DIOR-R,16276,2189
DIOR-R,16278,2190
DIOR-R,16280,2191
DIOR-R,16281,2192
DIOR-R,16283,2193
DIOR-R,16284,2194
DIOR-R,16285,2195
DIOR-R,16286,2196
DIOR-R,16291,2197
DIOR-R,16294,2198
DIOR-R,16296,2199
DIOR-R,16299,2200
DIOR-R,16300,2201
DIOR-R,16303,2202
DIOR-R,16304,2203
DIOR-R,16308,2204
DIOR-R,16309,2205
DIOR-R,16315,2206
DIOR-R,16316,2207
DIOR-R,16317,2208
DIOR-R,16318,2209
DIOR-R,16321,2210
DIOR-R,16322,2211
DIOR-R,16323,2212
DIOR-R,16325,2213
DIOR-R,16327,2214
DIOR-R,16330,2215
DIOR-R,16331,2216
DIOR-R,16332,2217
DIOR-R,16333,2218
DIOR-R,16335,2219
DIOR-R,16336,2220
DIOR-R,16339,2221
DIOR-R,16341,2222
DIOR-R,16343,2223
DIOR-R,16346,2224
DIOR-R,16348,2225
