radial_norm,noise_level,modulation_threshold,boundary_mass,radial_risk_coupling,unwrap_ambiguity,frequency_ratio,n,decoded_angle_mean_deg,angle_error_mean_deg,phase_mod_mean,negative_phase_mod_nrc_continuous,phase_mod_nrc_continuous,phase_mod_nrc_severe_event,direction_margin_nrc_continuous,multi_frequency_disagreement_nrc_continuous,unwrap_energy_gap_nrc_continuous,candidate_switch_rate,severe_event_rate,phase_mod_direction
0.55,0.12,0.47,0.75,0.0,0.85,1:2,512,0.0,75.41742394,0.3025,1.00996349,1.00996349,1.03889557,0.88483192,0.90458749,0.90458749,0.0,0.97070312,NEAR_RANDOM
0.55,0.12,0.47,0.75,0.8,0.05,1:2,512,-0.95063533,61.21037686,0.3598625,1.44658572,0.2045273,0.05923647,0.20893582,1.14954168,1.14954168,0.0,0.76953125,INFORMATIVE
0.55,0.12,0.47,0.75,0.8,0.45,1:2,512,0.0,77.53909017,0.35146273,1.04375139,1.02236789,1.06597004,1.00043791,0.97045305,0.97045305,0.0,0.98046875,NEAR_RANDOM
0.55,0.12,0.47,0.75,0.8,0.85,1:2,512,0.0,75.42139458,0.34581353,1.07721982,0.96920978,1.00256771,0.98012871,1.06885246,1.06885246,0.0,0.97265625,NEAR_RANDOM
0.55,0.12,0.8,0.1,-0.8,0.05,1:2,512,-0.32339828,47.43523987,0.35513606,1.03155721,0.85875136,0.67154581,0.85955445,1.00189361,1.00189361,0.0,0.88085938,INFORMATIVE
0.55,0.12,0.8,0.1,-0.8,0.45,1:2,512,0.0,50.02321759,0.3634268,0.95786475,1.06598594,1.098837,1.07287127,1.02282254,1.02282254,0.0,0.91601562,NEAR_RANDOM
0.55,0.12,0.8,0.1,-0.8,0.85,1:2,512,0.0,47.43127282,0.34491818,0.92223728,1.03953291,0.96561973,1.15744617,1.02560065,1.02560065,0.0,0.91015625,NEAR_RANDOM
0.55,0.12,0.8,0.1,0.0,0.05,1:2,512,0.0,51.36079846,0.3025,0.96336275,0.96336275,1.07324977,1.00906498,0.9861455,0.9861455,0.0,0.91015625,NEAR_RANDOM
0.55,0.12,0.8,0.1,0.0,0.45,1:2,512,0.0,50.36054008,0.3025,0.98975147,0.98975147,0.98915372,1.01022443,1.03699913,1.03699913,0.0,0.91210938,NEAR_RANDOM
0.55,0.12,0.8,0.1,0.0,0.85,1:2,512,0.0,48.56913206,0.3025,1.02722542,1.02722542,1.03880855,1.06653883,0.99561392,0.99562973,0.00390625,0.8828125,NEAR_RANDOM
0.55,0.12,0.8,0.1,0.8,0.05,1:2,512,-0.91555695,48.80580145,0.34713779,1.09856385,0.75322899,0.56451318,0.75725677,0.98475792,0.98475792,0.0,0.89257812,INFORMATIVE
0.55,0.12,0.8,0.1,0.8,0.45,1:2,512,0.0,49.5463507,0.35847606,0.99878403,0.99525049,0.90810406,0.96123157,0.99965232,0.99965232,0.0,0.91015625,NEAR_RANDOM
0.55,0.12,0.8,0.1,0.8,0.85,1:2,512,0.0,49.9868567,0.37140268,0.93792227,1.08247258,1.08286836,0.98710044,1.01104597,1.01104597,0.0,0.89257812,NEAR_RANDOM
0.55,0.12,0.8,0.4,-0.8,0.05,1:2,512,-0.95247127,57.53356721,0.34546898,1.0294018,0.82831331,0.58190629,0.82609502,1.01582712,1.01582712,0.0,0.90429688,INFORMATIVE
0.55,0.12,0.8,0.4,-0.8,0.45,1:2,512,0.0,60.99523197,0.36044811,1.01320251,0.97253608,0.97277195,0.97166682,1.02621045,1.02621045,0.0,0.94140625,NEAR_RANDOM
0.55,0.12,0.8,0.4,-0.8,0.85,1:2,512,0.0,62.74414415,0.36208214,0.95217107,1.01966819,1.05812331,0.98303023,0.89777406,0.89777406,0.0,0.92773438,NEAR_RANDOM
0.55,0.12,0.8,0.4,0.0,0.05,1:2,512,0.0,59.63583653,0.3025,1.05977099,1.05977099,0.96994183,1.01333049,1.05890278,1.05890278,0.0,0.91992188,NEAR_RANDOM
0.55,0.12,0.8,0.4,0.0,0.45,1:2,512,0.0,59.31235407,0.3025,1.04497929,1.04497929,1.05296248,0.96747789,1.02470474,1.02470474,0.0,0.92773438,NEAR_RANDOM
0.55,0.12,0.8,0.4,0.0,0.85,1:2,512,0.0,62.61176921,0.3025,0.98401932,0.98401932,0.92925188,0.97101479,0.98053689,0.98053689,0.0,0.921875,NEAR_RANDOM
0.55,0.12,0.8,0.4,0.8,0.05,1:2,512,0.76064617,56.4195083,0.35222152,0.95681361,0.83621657,0.66412088,0.85101931,1.07800979,1.07800979,0.0,0.88085938,INFORMATIVE
0.55,0.12,0.8,0.4,0.8,0.45,1:2,512,0.0,62.74649422,0.36364045,0.99338196,1.04382406,0.99566288,1.05950732,1.05682695,1.05682695,0.0,0.9375,NEAR_RANDOM
0.55,0.12,0.8,0.4,0.8,0.85,1:2,512,0.0,61.39431456,0.36387734,1.04028132,0.89555976,0.94443253,0.98867732,0.95791449,0.95791449,0.0,0.92382812,INFORMATIVE
0.55,0.12,0.8,0.75,-0.8,0.05,1:2,512,0.92735502,75.7086626,0.34400676,1.01929171,0.73281135,0.52513415,0.7327398,0.98619857,0.98619857,0.0,0.94921875,INFORMATIVE
0.55,0.12,0.8,0.75,-0.8,0.45,1:2,512,0.0,77.00383877,0.36361267,0.93794302,1.07416783,1.01467044,1.10905464,1.06142006,1.06142006,0.0,0.98046875,NEAR_RANDOM
0.55,0.12,0.8,0.75,-0.8,0.85,1:2,512,0.0,76.93082271,0.36471067,1.08423787,0.94726818,0.80485954,1.00729136,1.03116379,1.03116379,0.0,0.9765625,NEAR_RANDOM
0.55,0.12,0.8,0.75,0.0,0.05,1:2,512,0.0,76.77499353,0.3025,0.97998835,0.97998835,0.96068229,0.96407893,1.02523613,1.02523613,0.0,0.97851562,NEAR_RANDOM
0.55,0.12,0.8,0.75,0.0,0.45,1:2,512,0.0,76.64246977,0.3025,0.99832584,0.99832584,0.95194087,0.93114657,1.00959959,1.00959959,0.0,0.97851562,NEAR_RANDOM
0.55,0.12,0.8,0.75,0.0,0.85,1:2,512,0.0,77.37171237,0.3025,1.01750059,1.01750059,0.9098759,0.98941162,0.93195321,0.93195321,0.00195312,0.97851562,NEAR_RANDOM
0.55,0.12,0.8,0.75,0.8,0.05,1:2,512,0.12890084,72.53068457,0.37138465,1.19952933,0.55885113,0.32358575,0.56369008,1.0071519,1.0071519,0.0,0.92382812,INFORMATIVE
0.55,0.12,0.8,0.75,0.8,0.45,1:2,512,0.0,75.10183686,0.35110666,0.9473718,1.10316423,1.0271982,1.08074273,1.05331418,1.05331418,0.0,0.98242188,REVERSE
0.55,0.12,0.8,0.75,0.8,0.85,1:2,512,0.0,75.88062119,0.35372961,1.04936957,0.95753279,0.91682898,0.99836531,0.92644719,0.92644719,0.0,0.98046875,NEAR_RANDOM
0.55,0.28,0.3,0.1,-0.8,0.05,1:2,512,-1.67532169,24.52113866,0.34869302,1.76881929,0.1843846,0.07065655,0.20206778,0.7705165,0.7705165,0.0,0.4453125,INFORMATIVE
0.55,0.28,0.3,0.1,-0.8,0.45,1:2,512,1.72553794,27.78163685,0.34100572,1.85738584,0.21426763,0.27353284,0.21608661,0.83990131,0.83990131,0.00195312,0.5390625,INFORMATIVE
0.55,0.28,0.3,0.1,-0.8,0.85,1:2,512,0.29508781,46.96903755,0.3669052,1.00115861,1.04053051,1.0706504,0.862598,0.9290262,0.92906378,0.00390625,0.88867188,NEAR_RANDOM
0.55,0.28,0.3,0.1,0.0,0.05,1:2,512,-0.73164823,40.54005867,0.3025,1.0327063,1.0327063,1.06570338,0.81714023,1.01419523,1.01418582,0.00585938,0.75585938,NEAR_RANDOM
0.55,0.28,0.3,0.1,0.0,0.45,1:2,512,-0.36693228,45.60616903,0.3025,0.92490028,0.92490028,0.92870569,0.81634183,0.94371922,0.94370815,0.00195312,0.85351562,NEAR_RANDOM
0.55,0.28,0.3,0.1,0.0,0.85,1:2,512,-0.14654323,49.78357605,0.3025,1.01540485,1.01540485,1.02664343,1.02602108,1.02111221,1.02107749,0.00585938,0.90820312,NEAR_RANDOM
0.55,0.28,0.3,0.1,0.8,0.05,1:2,512,2.26085991,30.14522921,0.35141885,1.70387995,0.26094405,0.43930194,0.29197526,1.25064006,1.25064006,0.0,0.56640625,INFORMATIVE
0.55,0.28,0.3,0.1,0.8,0.45,1:2,512,0.026457,28.27048712,0.34719878,1.70611903,0.32783655,0.51745098,0.34763391,1.10824236,1.10827104,0.00390625,0.58789062,INFORMATIVE
0.55,0.28,0.3,0.1,0.8,0.85,1:2,512,0.13542469,48.59833818,0.35353506,1.0621224,1.01264751,0.96143756,0.80484428,0.9955976,0.99571184,0.00585938,0.87304688,NEAR_RANDOM
0.55,0.28,0.3,0.4,-0.8,0.05,1:2,512,-1.93138631,29.8891423,0.36233811,1.86576334,0.14197887,0.06117208,0.15691769,0.68561634,0.68561634,0.00195312,0.44140625,INFORMATIVE
0.55,0.28,0.3,0.4,-0.8,0.45,1:2,512,-0.77767877,33.97013868,0.34284764,1.76386452,0.19923993,0.20018291,0.20409685,0.7187281,0.7187281,0.00195312,0.54492188,INFORMATIVE
0.55,0.28,0.3,0.4,-0.8,0.85,1:2,512,-0.85560212,57.25999495,0.35395245,1.03097193,1.06877029,1.06873058,0.74050065,0.91409291,0.91417053,0.00585938,0.88476562,NEAR_RANDOM
0.55,0.28,0.3,0.4,0.0,0.05,1:2,512,0.56225983,52.33258099,0.3025,1.03073108,1.03073108,0.93193756,0.79571786,1.06708073,1.06707858,0.00390625,0.77734375,NEAR_RANDOM
0.55,0.28,0.3,0.4,0.0,0.45,1:2,512,0.1200233,61.84087962,0.3025,1.08427865,1.08427865,1.05591504,0.90865133,1.06307014,1.06305997,0.00390625,0.91210938,NEAR_RANDOM
0.55,0.28,0.3,0.4,0.0,0.85,1:2,512,-0.00895281,59.87547987,0.3025,0.8753514,0.8753514,0.9432636,0.9260806,0.96011877,0.96017748,0.00390625,0.91992188,INFORMATIVE
0.55,0.28,0.3,0.4,0.8,0.05,1:2,512,-1.77936439,33.94168538,0.35943613,1.77360946,0.25883765,0.38596456,0.23301964,1.28126285,1.28129551,0.00585938,0.53710938,INFORMATIVE
0.55,0.28,0.3,0.4,0.8,0.45,1:2,512,1.03003267,33.34351402,0.35834053,1.86242061,0.22566059,0.47237722,0.25756012,1.11163858,1.11163858,0.0,0.59570312,INFORMATIVE
0.55,0.28,0.3,0.4,0.8,0.85,1:2,512,0.54728981,58.06886527,0.35014609,0.97934654,1.1038039,1.07002678,0.82302925,0.99230361,0.9923154,0.00976562,0.89257812,REVERSE
0.55,0.28,0.3,0.75,-0.8,0.05,1:2,512,3.42579895,41.29829118,0.3508538,1.87258026,0.0813774,0.01855716,0.09869373,0.72950941,0.72950941,0.0,0.51367188,INFORMATIVE
0.55,0.28,0.3,0.75,-0.8,0.45,1:2,512,-2.48998388,39.09816988,0.35079671,1.88432384,0.13121928,0.20672746,0.13069488,0.70646802,0.70646802,0.0,0.55078125,INFORMATIVE
0.55,0.28,0.3,0.75,-0.8,0.85,1:2,512,1.16525972,71.10322142,0.34598761,1.06751216,1.06041377,1.05486237,0.68025989,0.95367598,0.95358273,0.00585938,0.9296875,NEAR_RANDOM
0.55,0.28,0.3,0.75,0.0,0.05,1:2,512,-1.08048678,59.50761631,0.3025,0.99056836,0.99056836,0.98132442,0.63664038,0.9306897,0.9306897,0.00195312,0.76757812,NEAR_RANDOM
0.55,0.28,0.3,0.75,0.0,0.45,1:2,512,-0.14366897,74.8561203,0.3025,1.03435555,1.03435555,1.09236648,0.82661405,0.89699227,0.89699227,0.0,0.97265625,NEAR_RANDOM
0.55,0.28,0.3,0.75,0.0,0.85,1:2,512,-0.40371499,76.2055993,0.3025,1.00507504,1.00507504,1.05927287,0.9591396,0.95569037,0.95569037,0.0,0.953125,NEAR_RANDOM
0.55,0.28,0.3,0.75,0.8,0.05,1:2,512,-0.48262602,39.67097191,0.35572524,1.89898806,0.13634052,0.19088862,0.19132734,1.31405739,1.31405739,0.0,0.52734375,INFORMATIVE
0.55,0.28,0.3,0.75,0.8,0.45,1:2,512,-1.87809173,42.8902318,0.3373294,1.80549741,0.16954755,0.40050973,0.25383263,1.17459781,1.17459781,0.0,0.63671875,INFORMATIVE
0.55,0.28,0.3,0.75,0.8,0.85,1:2,512,0.22098451,68.85123264,0.33801692,1.07741918,1.03477683,1.00684214,0.67241116,0.97337418,0.9733823,0.00390625,0.91992188,NEAR_RANDOM
0.55,0.28,0.47,0.1,-0.8,0.05,1:2,512,-0.05653274,37.93958869,0.36270017,1.42282048,0.35412743,0.16573098,0.35828788,0.90885417,0.90896877,0.00585938,0.69140625,INFORMATIVE
0.55,0.28,0.47,0.1,-0.8,0.45,1:2,512,0.0,49.03394114,0.33853325,0.88811588,1.03632334,0.93319316,1.01697979,1.0347978,1.0347978,0.0,0.9140625,NEAR_RANDOM
0.55,0.28,0.47,0.1,-0.8,0.85,1:2,512,0.0,48.41388568,0.35902234,1.02649205,0.8911993,1.04602549,1.01338382,1.0315332,1.03150556,0.00390625,0.90234375,INFORMATIVE
0.55,0.28,0.47,0.1,0.0,0.05,1:2,512,0.0,50.97313636,0.3025,1.01224787,1.01224787,0.98374532,0.97567809,0.93628,0.93628,0.0,0.90625,NEAR_RANDOM
0.55,0.28,0.47,0.1,0.0,0.45,1:2,512,0.0,48.60106418,0.3025,1.03754205,1.03754205,1.11279293,1.03770967,0.98090137,0.98090137,0.0,0.90039062,NEAR_RANDOM
0.55,0.28,0.47,0.1,0.0,0.85,1:2,512,0.0,46.40803494,0.3025,1.06793668,1.06793668,1.0164853,1.0121377,0.95342303,0.9533846,0.00390625,0.88476562,NEAR_RANDOM
0.55,0.28,0.47,0.1,0.8,0.05,1:2,512,0.01040892,41.33429736,0.35613407,1.3344636,0.43214368,0.37331832,0.48128889,1.13583458,1.13583458,0.0,0.76953125,INFORMATIVE
0.55,0.28,0.47,0.1,0.8,0.45,1:2,512,0.0,50.24024033,0.35879581,0.97401452,1.04527644,1.02918063,0.98600248,1.03087872,1.03070225,0.00195312,0.91992188,NEAR_RANDOM
0.55,0.28,0.47,0.1,0.8,0.85,1:2,512,0.0,48.29694944,0.34193085,0.93128609,1.07537043,1.05834405,0.94760594,0.896491,0.89649542,0.00390625,0.90625,NEAR_RANDOM
0.55,0.28,0.47,0.4,-0.8,0.05,1:2,512,-0.44068971,50.06931835,0.35805236,1.40848299,0.32931981,0.10498574,0.34049035,0.73335309,0.73335309,0.0,0.75195312,INFORMATIVE
0.55,0.28,0.47,0.4,-0.8,0.45,1:2,512,0.0,61.58677672,0.34676278,0.96374428,0.97069742,0.94410051,0.98576434,1.05661898,1.05661898,0.0,0.92773438,NEAR_RANDOM
0.55,0.28,0.47,0.4,-0.8,0.85,1:2,512,0.0,63.18571277,0.35890238,1.01668349,1.06086899,1.08084194,0.94238282,1.04558413,1.04479631,0.00585938,0.953125,NEAR_RANDOM
0.55,0.28,0.47,0.4,0.0,0.05,1:2,512,0.0,62.71049207,0.3025,1.02334487,1.02334487,0.96962763,1.001751,1.02006621,1.02009272,0.00195312,0.95117188,NEAR_RANDOM
0.55,0.28,0.47,0.4,0.0,0.45,1:2,512,0.0,61.0507566,0.3025,0.94356472,0.94356472,0.87803172,1.04593155,1.02405075,1.02404637,0.00195312,0.91992188,NEAR_RANDOM
0.55,0.28,0.47,0.4,0.0,0.85,1:2,512,0.0,61.98249462,0.3025,0.94143279,0.94143279,0.96530234,1.0952421,1.0451891,1.04548804,0.00976562,0.953125,NEAR_RANDOM
0.55,0.28,0.47,0.4,0.8,0.05,1:2,512,1.93896503,49.87416954,0.35930237,1.31280093,0.40967536,0.23403476,0.48446354,1.07759699,1.0776063,0.00195312,0.79492188,INFORMATIVE
0.55,0.28,0.47,0.4,0.8,0.45,1:2,512,0.0,60.34479158,0.34342189,1.00982225,0.98932036,0.98449286,0.9958267,1.04086166,1.04086166,0.0,0.92578125,NEAR_RANDOM
0.55,0.28,0.47,0.4,0.8,0.85,1:2,512,0.0,62.5713379,0.35355852,1.06721178,0.93179776,0.92132077,0.96365382,1.01356458,1.01354632,0.00585938,0.94140625,NEAR_RANDOM
0.55,0.28,0.47,0.75,-0.8,0.05,1:2,512,1.45538742,60.20659441,0.36982061,1.4456557,0.19224198,0.04215628,0.2001155,0.76090246,0.76090246,0.0,0.7578125,INFORMATIVE
0.55,0.28,0.47,0.75,-0.8,0.45,1:2,512,0.0,75.96610205,0.35634269,1.02620238,0.98801037,1.10290433,0.9900383,0.98462597,0.98466291,0.00390625,0.96679688,NEAR_RANDOM
0.55,0.28,0.47,0.75,-0.8,0.85,1:2,512,0.0,76.34148882,0.36955577,1.07853936,0.92324403,0.90465158,0.96730537,0.93726515,0.93729015,0.0078125,0.97265625,NEAR_RANDOM
0.55,0.28,0.47,0.75,0.0,0.05,1:2,512,0.0,75.97205697,0.3025,1.03516686,1.03516686,0.98411101,0.98276856,0.8966149,0.8966149,0.0,0.95898438,NEAR_RANDOM
0.55,0.28,0.47,0.75,0.0,0.45,1:2,512,0.0,74.63785967,0.3025,1.06926022,1.06926022,1.07077546,1.01468061,1.08327877,1.08363474,0.00195312,0.96484375,NEAR_RANDOM
0.55,0.28,0.47,0.75,0.0,0.85,1:2,512,0.0,76.46951731,0.3025,1.02629975,1.02629975,1.13394485,0.99974547,1.03905357,1.03916429,0.00390625,0.97265625,NEAR_RANDOM
0.55,0.28,0.47,0.75,0.8,0.05,1:2,512,0.79703889,60.88941084,0.34717151,1.45201054,0.26800156,0.28959864,0.35488086,1.12285243,1.12285243,0.0,0.80273438,INFORMATIVE
0.55,0.28,0.47,0.75,0.8,0.45,1:2,512,0.0,76.32594893,0.37282377,0.94848296,0.99687481,0.99331198,1.06934303,1.04591259,1.04596093,0.00585938,0.96875,NEAR_RANDOM
0.55,0.28,0.47,0.75,0.8,0.85,1:2,512,0.0,77.01377689,0.35052588,1.01009983,0.95214557,0.8923055,0.99075287,0.99138244,0.99151648,0.00585938,0.97265625,NEAR_RANDOM
0.55,0.28,0.8,0.1,-0.8,0.05,1:2,512,-0.6361509,45.90969933,0.36137225,1.02996409,0.76386839,0.54186178,0.77163353,0.96866386,0.9686354,0.00195312,0.86132812,INFORMATIVE
0.55,0.28,0.8,0.1,-0.8,0.45,1:2,512,0.0,47.95709303,0.34977651,0.97457469,0.99024604,0.99169629,0.99091989,1.0610478,1.06105155,0.00195312,0.87695312,NEAR_RANDOM
0.55,0.28,0.8,0.1,-0.8,0.85,1:2,512,0.0,48.07624831,0.35371321,0.96370768,0.99285083,1.04922554,1.00844384,0.99929119,0.99927104,0.0078125,0.89257812,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.0,0.05,1:2,512,0.0,47.60196957,0.3025,1.01042961,1.01042961,0.91978102,0.98987039,1.00656643,1.00656643,0.0,0.8671875,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.0,0.45,1:2,512,0.0,48.82317427,0.3025,1.01661011,1.01661011,1.00652334,1.0035572,0.96098443,0.96095615,0.00390625,0.88867188,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.0,0.85,1:2,512,0.0,47.93869447,0.3025,0.99028539,0.99028539,0.99657024,0.93326543,0.97148753,0.97129441,0.00976562,0.89257812,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.8,0.05,1:2,512,0.14465892,47.50942819,0.34719172,1.08131772,0.91804416,0.98804704,0.9714766,1.11433336,1.11433336,0.0,0.87109375,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.8,0.45,1:2,512,0.0,48.19489553,0.35927901,0.89094965,1.09144603,1.08588824,1.04273191,1.02108719,1.02100329,0.00390625,0.86914062,NEAR_RANDOM
0.55,0.28,0.8,0.1,0.8,0.85,1:2,512,0.0,48.37480696,0.34448657,1.01225863,1.02021931,0.95026584,0.9535977,0.96272447,0.96259833,0.00976562,0.890625,NEAR_RANDOM
0.55,0.28,0.8,0.4,-0.8,0.05,1:2,512,-0.69491365,59.67481999,0.37746891,1.06645194,0.71691983,0.49990685,0.70947828,0.99172571,0.99172571,0.0,0.89648438,INFORMATIVE
0.55,0.28,0.8,0.4,-0.8,0.45,1:2,512,0.0,62.28137463,0.33799984,1.02198588,0.97010014,1.00675868,1.03208649,1.05089512,1.05092923,0.00390625,0.93554688,NEAR_RANDOM
0.55,0.28,0.8,0.4,-0.8,0.85,1:2,512,0.0,64.13857881,0.35104986,0.99125976,1.0322107,1.05808919,0.96234868,0.9521661,0.95211959,0.00585938,0.92578125,NEAR_RANDOM
0.55,0.28,0.8,0.4,0.0,0.05,1:2,512,0.0,62.77374568,0.3025,1.01261071,1.01261071,1.04306529,0.92444905,0.95490925,0.95491541,0.00195312,0.9453125,NEAR_RANDOM
0.55,0.28,0.8,0.4,0.0,0.45,1:2,512,0.0,62.46833595,0.3025,1.02390267,1.02390267,1.0182581,0.93460606,1.02652322,1.02656222,0.00390625,0.93554688,NEAR_RANDOM
0.55,0.28,0.8,0.4,0.0,0.85,1:2,512,0.0,62.15293959,0.3025,0.96704487,0.96704487,1.00219736,0.98908799,1.08217857,1.08217857,0.00195312,0.9375,NEAR_RANDOM
0.55,0.28,0.8,0.4,0.8,0.05,1:2,512,-1.28226315,59.19176133,0.35898164,1.04990935,0.82535112,0.85008547,0.82917642,1.06100407,1.06100068,0.00195312,0.90429688,INFORMATIVE
0.55,0.28,0.8,0.4,0.8,0.45,1:2,512,0.0,63.17705408,0.35775354,1.07215884,0.96416058,0.9221876,0.97824773,1.00111016,1.00111016,0.0,0.93164062,NEAR_RANDOM
0.55,0.28,0.8,0.4,0.8,0.85,1:2,512,0.0,63.20885047,0.35770653,1.07450778,0.98774531,1.04564808,0.93906126,1.01326314,1.0132563,0.00585938,0.94335938,NEAR_RANDOM
0.55,0.28,0.8,0.75,-0.8,0.05,1:2,512,-0.29898047,73.85691664,0.34189358,1.06842691,0.71991555,0.33418672,0.72751264,0.96376658,0.96376658,0.0,0.95507812,INFORMATIVE
0.55,0.28,0.8,0.75,-0.8,0.45,1:2,512,0.0,77.38517393,0.35908651,1.08264946,0.92681337,0.92323108,0.91697479,1.00723565,1.00724306,0.00195312,0.97851562,NEAR_RANDOM
0.55,0.28,0.8,0.75,-0.8,0.85,1:2,512,0.0,75.64207344,0.34951649,0.8865006,1.04478769,0.94835203,1.02706001,1.01587485,1.01588284,0.00390625,0.97851562,NEAR_RANDOM
0.55,0.28,0.8,0.75,0.0,0.05,1:2,512,0.0,75.52029636,0.3025,0.96615196,0.96615196,0.93028334,0.98477616,0.97263766,0.97263766,0.0,0.96484375,NEAR_RANDOM
0.55,0.28,0.8,0.75,0.0,0.45,1:2,512,0.0,76.82406689,0.3025,0.98516735,0.98516735,0.93291394,0.9153915,0.98549713,0.98549713,0.00195312,0.9765625,NEAR_RANDOM
0.55,0.28,0.8,0.75,0.0,0.85,1:2,512,0.0,74.93880102,0.3025,1.05601898,1.05601898,1.06643041,1.03298671,1.00573092,1.00589997,0.00976562,0.96289062,NEAR_RANDOM
0.55,0.28,0.8,0.75,0.8,0.05,1:2,512,0.09674527,75.02138686,0.34680123,1.04811123,0.74173855,0.51668172,0.8075649,1.03788569,1.03788569,0.0,0.96289062,INFORMATIVE
0.55,0.28,0.8,0.75,0.8,0.45,1:2,512,0.0,75.87991365,0.35706079,0.98711928,1.03134841,1.07082258,1.00664335,0.99244187,0.99243395,0.00390625,0.96289062,NEAR_RANDOM
0.55,0.28,0.8,0.75,0.8,0.85,1:2,512,0.0,75.69651401,0.35251378,1.00346383,1.01543012,1.02951847,1.00421655,1.02027592,1.02030133,0.0078125,0.97265625,NEAR_RANDOM
0.9,0.03,0.3,0.1,-0.8,0.05,1:2,512,3.40615873,3.86777699,0.89622332,3.56062726,0.09533262,0.00109631,0.09533243,0.72011915,0.72011915,0.0,0.05664062,INFORMATIVE
0.9,0.03,0.3,0.1,-0.8,0.45,1:2,512,-2.53740945,11.92660091,0.92491528,2.58306524,0.27365949,0.42487841,0.21875186,0.75268003,0.75268003,0.0,0.20898438,INFORMATIVE
0.9,0.03,0.3,0.1,-0.8,0.85,1:2,512,-1.19758294,17.6557407,0.96190454,2.0192494,0.49145696,0.80413818,0.17824735,0.7132945,0.7132945,0.0,0.48632812,INFORMATIVE
0.9,0.03,0.3,0.1,0.0,0.05,1:2,512,0.02129045,0.71154774,0.81,1.02629081,1.02629081,nan,0.82548902,0.59574816,0.59574816,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.3,0.1,0.0,0.45,1:2,512,1.94935716,5.54662962,0.81,0.99482444,0.99482444,1.03092001,0.47213237,0.20825469,0.20825469,0.0,0.09960938,NEAR_RANDOM
0.9,0.03,0.3,0.1,0.0,0.85,1:2,512,2.29368231,16.6264707,0.81,1.01763397,1.01763397,1.04771244,0.21250945,0.55809257,0.55809257,0.0,0.47070312,NEAR_RANDOM
0.9,0.03,0.3,0.1,0.8,0.05,1:2,512,1.33654022,2.39877745,0.90338065,3.53756751,0.21370977,0.0022578,0.21321165,1.15059453,1.15059453,0.0,0.04101562,INFORMATIVE
0.9,0.03,0.3,0.1,0.8,0.45,1:2,512,-0.4896351,10.52862048,0.97497123,2.57533966,0.32867252,0.41567044,0.2452074,0.73109914,0.73109914,0.0,0.19335938,INFORMATIVE
0.9,0.03,0.3,0.1,0.8,0.85,1:2,512,-2.15244415,16.36045302,0.94774736,2.06293149,0.60726242,0.83432796,0.18101434,0.787727,0.787727,0.0,0.44140625,INFORMATIVE
0.9,0.03,0.3,0.4,-0.8,0.05,1:2,512,-0.98779564,3.94876039,0.93038927,3.80402624,0.08228176,0.00083541,0.08193313,0.77229486,0.77229486,0.0,0.04882812,INFORMATIVE
0.9,0.03,0.3,0.4,-0.8,0.45,1:2,512,-4.81768356,12.57634437,0.95817494,2.56318139,0.27219811,0.49047877,0.19843503,0.91072307,0.91072307,0.0,0.21679688,INFORMATIVE
0.9,0.03,0.3,0.4,-0.8,0.85,1:2,512,0.05013219,19.63322489,0.9662451,2.01305997,0.65889409,0.83112189,0.15692095,0.73698258,0.73698258,0.0,0.4609375,INFORMATIVE
0.9,0.03,0.3,0.4,0.0,0.05,1:2,512,4.81049838,0.67543078,0.81,0.96834763,0.96834763,nan,0.87242064,0.65059983,0.65059983,0.0,0.0,NEAR_RANDOM
0.9,0.03,0.3,0.4,0.0,0.45,1:2,512,0.16369521,5.53034773,0.81,0.97520261,0.97520261,1.050605,0.52869621,0.17330378,0.17330378,0.0,0.1015625,NEAR_RANDOM
0.9,0.03,0.3,0.4,0.0,0.85,1:2,512,-3.06806258,17.98821976,0.81,1.01129668,1.01129668,1.0849939,0.16737438,0.71626658,0.71626658,0.0,0.45703125,NEAR_RANDOM
0.9,0.03,0.3,0.4,0.8,0.05,1:2,512,0.24944777,3.50345927,0.95062505,3.63149216,0.15033851,0.00197715,0.1496795,1.29031203,1.29031203,0.0,0.04882812,INFORMATIVE
0.9,0.03,0.3,0.4,0.8,0.45,1:2,512,0.39675763,14.77200934,0.93542105,2.56641969,0.2274357,0.50309615,0.16863329,0.98134471,0.98134471,0.0,0.2421875,INFORMATIVE
0.9,0.03,0.3,0.4,0.8,0.85,1:2,512,-2.52532085,20.28323867,0.9186623,2.10897326,0.43884145,0.87461191,0.1365418,0.68216108,0.68216108,0.0,0.48242188,INFORMATIVE
0.9,0.03,0.3,0.75,-0.8,0.05,1:2,512,3.63058947,3.52120938,0.93030237,3.83229325,0.09343091,0.00203657,0.09316357,0.30036846,0.30036846,0.0,0.0390625,INFORMATIVE
0.9,0.03,0.3,0.75,-0.8,0.45,1:2,512,-2.29488011,15.68314388,0.92870914,2.64712994,0.17550129,0.33468662,0.13539425,0.79252546,0.79252546,0.0,0.21875,INFORMATIVE
