dataset,cluster_index,cluster
DIOR-R,2617,16941
DIOR-R,2618,16942
DIOR-R,2619,16943
DIOR-R,2620,16944
DIOR-R,2621,16947
DIOR-R,2622,16950
DIOR-R,2623,16951
DIOR-R,2624,16954
DIOR-R,2625,16956
DIOR-R,2626,16957
DIOR-R,2627,16959
DIOR-R,2628,16960
DIOR-R,2629,16961
DIOR-R,2630,16962
DIOR-R,2631,16963
DIOR-R,2632,16965
DIOR-R,2633,16967
DIOR-R,2634,16968
DIOR-R,2635,16969
DIOR-R,2636,16970
DIOR-R,2637,16972
DIOR-R,2638,16975
DIOR-R,2639,16977
DIOR-R,2640,16979
DIOR-R,2641,16980
DIOR-R,2642,16984
DIOR-R,2643,16987
DIOR-R,2644,16990
DIOR-R,2645,16991
DIOR-R,2646,16995
DIOR-R,2647,16997
DIOR-R,2648,17000
DIOR-R,2649,17001
DIOR-R,2650,17005
DIOR-R,2651,17007
DIOR-R,2652,17010
DIOR-R,2653,17011
DIOR-R,2654,17013
DIOR-R,2655,17015
DIOR-R,2656,17017
DIOR-R,2657,17020
DIOR-R,2658,17022
DIOR-R,2659,17023
DIOR-R,2660,17026
DIOR-R,2661,17038
DIOR-R,2662,17040
DIOR-R,2663,17042
DIOR-R,2664,17047
DIOR-R,2665,17048
DIOR-R,2666,17050
DIOR-R,2667,17053
DIOR-R,2668,17054
DIOR-R,2669,17056
DIOR-R,2670,17059
DIOR-R,2671,17060
DIOR-R,2672,17061
DIOR-R,2673,17062
DIOR-R,2674,17066
DIOR-R,2675,17069
DIOR-R,2676,17070
DIOR-R,2677,17071
DIOR-R,2678,17073
DIOR-R,2679,17074
DIOR-R,2680,17076
DIOR-R,2681,17079
DIOR-R,2682,17080
DIOR-R,2683,17082
DIOR-R,2684,17086
DIOR-R,2685,17087
DIOR-R,2686,17093
DIOR-R,2687,17094
DIOR-R,2688,17096
DIOR-R,2689,17097
DIOR-R,2690,17098
DIOR-R,2691,17103
DIOR-R,2692,17104
DIOR-R,2693,17107
DIOR-R,2694,17108
DIOR-R,2695,17109
DIOR-R,2696,17111
DIOR-R,2697,17112
DIOR-R,2698,17113
DIOR-R,2699,17114
DIOR-R,2700,17115
DIOR-R,2701,17117
DIOR-R,2702,17119
DIOR-R,2703,17122
DIOR-R,2704,17124
DIOR-R,2705,17125
DIOR-R,2706,17126
DIOR-R,2707,17127
DIOR-R,2708,17135
DIOR-R,2709,17136
DIOR-R,2710,17137
DIOR-R,2711,17140
DIOR-R,2712,17141
DIOR-R,2713,17142
DIOR-R,2714,17145
DIOR-R,2715,17147
DIOR-R,2716,17149
DIOR-R,2717,17150
DIOR-R,2718,17151
DIOR-R,2719,17152
DIOR-R,2720,17155
DIOR-R,2721,17157
DIOR-R,2722,17158
DIOR-R,2723,17160
DIOR-R,2724,17161
DIOR-R,2725,17163
DIOR-R,2726,17164
DIOR-R,2727,17169
DIOR-R,2728,17171
DIOR-R,2729,17175
DIOR-R,2730,17176
DIOR-R,2731,17179
DIOR-R,2732,17183
DIOR-R,2733,17184
DIOR-R,2734,17186
DIOR-R,2735,17190
DIOR-R,2736,17192
DIOR-R,2737,17193
DIOR-R,2738,17194
DIOR-R,2739,17195
DIOR-R,2740,17197
DIOR-R,2741,17199
DIOR-R,2742,17202
DIOR-R,2743,17207
DIOR-R,2744,17208
DIOR-R,2745,17209
DIOR-R,2746,17210
DIOR-R,2747,17212
DIOR-R,2748,17213
DIOR-R,2749,17217
DIOR-R,2750,17218
DIOR-R,2751,17219
DIOR-R,2752,17220
DIOR-R,2753,17221
DIOR-R,2754,17222
DIOR-R,2755,17223
DIOR-R,2756,17225
DIOR-R,2757,17226
DIOR-R,2758,17230
DIOR-R,2759,17231
DIOR-R,2760,17233
DIOR-R,2761,17234
DIOR-R,2762,17235
DIOR-R,2763,17238
DIOR-R,2764,17239
DIOR-R,2765,17240
DIOR-R,2766,17241
DIOR-R,2767,17245
DIOR-R,2768,17246
DIOR-R,2769,17248
DIOR-R,2770,17250
DIOR-R,2771,17256
DIOR-R,2772,17260
DIOR-R,2773,17263
DIOR-R,2774,17264
DIOR-R,2775,17269
DIOR-R,2776,17271
DIOR-R,2777,17272
DIOR-R,2778,17274
DIOR-R,2779,17275
DIOR-R,2780,17277
DIOR-R,2781,17278
DIOR-R,2782,17280
DIOR-R,2783,17282
DIOR-R,2784,17283
DIOR-R,2785,17284
DIOR-R,2786,17286
DIOR-R,2787,17287
DIOR-R,2788,17291
DIOR-R,2789,17294
DIOR-R,2790,17295
DIOR-R,2791,17297
DIOR-R,2792,17298
DIOR-R,2793,17301
DIOR-R,2794,17303
DIOR-R,2795,17304
DIOR-R,2796,17305
DIOR-R,2797,17307
DIOR-R,2798,17309
DIOR-R,2799,17310
DIOR-R,2800,17311
DIOR-R,2801,17313
DIOR-R,2802,17314
DIOR-R,2803,17316
DIOR-R,2804,17317
DIOR-R,2805,17319
DIOR-R,2806,17321
DIOR-R,2807,17322
DIOR-R,2808,17323
DIOR-R,2809,17324
DIOR-R,2810,17327
DIOR-R,2811,17328
DIOR-R,2812,17329
DIOR-R,2813,17330
DIOR-R,2814,17331
DIOR-R,2815,17335
DIOR-R,2816,17337
DIOR-R,2817,17339
DIOR-R,2818,17340
DIOR-R,2819,17341
DIOR-R,2820,17346
DIOR-R,2821,17349
DIOR-R,2822,17352
DIOR-R,2823,17353
DIOR-R,2824,17354
DIOR-R,2825,17360
DIOR-R,2826,17361
DIOR-R,2827,17362
DIOR-R,2828,17364
DIOR-R,2829,17365
DIOR-R,2830,17368
DIOR-R,2831,17369
DIOR-R,2832,17370
DIOR-R,2833,17372
DIOR-R,2834,17374
DIOR-R,2835,17375
DIOR-R,2836,17376
DIOR-R,2837,17377
DIOR-R,2838,17379
DIOR-R,2839,17380
DIOR-R,2840,17382
DIOR-R,2841,17384
DIOR-R,2842,17385
DIOR-R,2843,17386
DIOR-R,2844,17387
DIOR-R,2845,17388
DIOR-R,2846,17390
DIOR-R,2847,17391
DIOR-R,2848,17392
DIOR-R,2849,17393
DIOR-R,2850,17394
DIOR-R,2851,17395
DIOR-R,2852,17398
DIOR-R,2853,17399
DIOR-R,2854,17400
DIOR-R,2855,17402
DIOR-R,2856,17403
DIOR-R,2857,17405
DIOR-R,2858,17407
DIOR-R,2859,17409
DIOR-R,2860,17411
DIOR-R,2861,17412
DIOR-R,2862,17418
DIOR-R,2863,17419
DIOR-R,2864,17422
DIOR-R,2865,17423
DIOR-R,2866,17426
DIOR-R,2867,17430
DIOR-R,2868,17431
DIOR-R,2869,17433
DIOR-R,2870,17438
DIOR-R,2871,17439
DIOR-R,2872,17441
DIOR-R,2873,17442
DIOR-R,2874,17443
DIOR-R,2875,17445
DIOR-R,2876,17446
DIOR-R,2877,17449
DIOR-R,2878,17451
DIOR-R,2879,17452
DIOR-R,2880,17454
DIOR-R,2881,17456
DIOR-R,2882,17457
DIOR-R,2883,17458
DIOR-R,2884,17459
DIOR-R,2885,17460
DIOR-R,2886,17461
DIOR-R,2887,17462
DIOR-R,2888,17464
DIOR-R,2889,17467
DIOR-R,2890,17469
DIOR-R,2891,17470
DIOR-R,2892,17473
DIOR-R,2893,17479
DIOR-R,2894,17481
DIOR-R,2895,17483
DIOR-R,2896,17485
DIOR-R,2897,17486
DIOR-R,2898,17493
DIOR-R,2899,17496
DIOR-R,2900,17498
DIOR-R,2901,17499
DIOR-R,2902,17506
DIOR-R,2903,17507
DIOR-R,2904,17508
DIOR-R,2905,17509
DIOR-R,2906,17510
DIOR-R,2907,17520
DIOR-R,2908,17522
DIOR-R,2909,17524
DIOR-R,2910,17525
DIOR-R,2911,17532
DIOR-R,2912,17534
DIOR-R,2913,17537
DIOR-R,2914,17538
DIOR-R,2915,17539
DIOR-R,2916,17540
DIOR-R,2917,17543
DIOR-R,2918,17545
DIOR-R,2919,17552
DIOR-R,2920,17553
DIOR-R,2921,17558
DIOR-R,2922,17562
DIOR-R,2923,17563
DIOR-R,2924,17565
DIOR-R,2925,17566
DIOR-R,2926,17567
DIOR-R,2927,17570
DIOR-R,2928,17573
DIOR-R,2929,17574
DIOR-R,2930,17575
DIOR-R,2931,17576
DIOR-R,2932,17579
DIOR-R,2933,17580
DIOR-R,2934,17582
DIOR-R,2935,17583
DIOR-R,2936,17587
DIOR-R,2937,17595
DIOR-R,2938,17597
DIOR-R,2939,17600
DIOR-R,2940,17602
DIOR-R,2941,17603
DIOR-R,2942,17607
DIOR-R,2943,17608
DIOR-R,2944,17609
DIOR-R,2945,17613
DIOR-R,2946,17615
DIOR-R,2947,17618
DIOR-R,2948,17620
DIOR-R,2949,17621
DIOR-R,2950,17623
DIOR-R,2951,17625
DIOR-R,2952,17627
DIOR-R,2953,17629
DIOR-R,2954,17630
DIOR-R,2955,17631
DIOR-R,2956,17632
DIOR-R,2957,17634
DIOR-R,2958,17635
DIOR-R,2959,17636
DIOR-R,2960,17637
DIOR-R,2961,17638
DIOR-R,2962,17639
DIOR-R,2963,17640
DIOR-R,2964,17641
DIOR-R,2965,17643
DIOR-R,2966,17646
DIOR-R,2967,17648
DIOR-R,2968,17650
DIOR-R,2969,17651
DIOR-R,2970,17653
DIOR-R,2971,17654
DIOR-R,2972,17655
DIOR-R,2973,17658
DIOR-R,2974,17660
DIOR-R,2975,17663
DIOR-R,2976,17665
DIOR-R,2977,17666
DIOR-R,2978,17668
DIOR-R,2979,17671
DIOR-R,2980,17672
DIOR-R,2981,17673
DIOR-R,2982,17676
DIOR-R,2983,17677
DIOR-R,2984,17679
DIOR-R,2985,17680
DIOR-R,2986,17683
DIOR-R,2987,17684
DIOR-R,2988,17687
DIOR-R,2989,17688
DIOR-R,2990,17690
DIOR-R,2991,17692
DIOR-R,2992,17693
DIOR-R,2993,17694
DIOR-R,2994,17696
DIOR-R,2995,17697
DIOR-R,2996,17698
DIOR-R,2997,17700
DIOR-R,2998,17701
DIOR-R,2999,17704
DIOR-R,3000,17705
DIOR-R,3001,17708
DIOR-R,3002,17709
DIOR-R,3003,17710
DIOR-R,3004,17712
DIOR-R,3005,17713
DIOR-R,3006,17714
DIOR-R,3007,17717
DIOR-R,3008,17718
DIOR-R,3009,17719
DIOR-R,3010,17720
DIOR-R,3011,17721
DIOR-R,3012,17723
DIOR-R,3013,17725
DIOR-R,3014,17726
DIOR-R,3015,17729
DIOR-R,3016,17730
DIOR-R,3017,17731
DIOR-R,3018,17734
DIOR-R,3019,17735
DIOR-R,3020,17736
DIOR-R,3021,17738
DIOR-R,3022,17740
DIOR-R,3023,17743
DIOR-R,3024,17746
DIOR-R,3025,17749
DIOR-R,3026,17750
DIOR-R,3027,17751
DIOR-R,3028,17752
DIOR-R,3029,17753
DIOR-R,3030,17754
DIOR-R,3031,17756
DIOR-R,3032,17757
DIOR-R,3033,17759
DIOR-R,3034,17760
DIOR-R,3035,17764
DIOR-R,3036,17765
DIOR-R,3037,17768
DIOR-R,3038,17769
DIOR-R,3039,17771
DIOR-R,3040,17772
DIOR-R,3041,17775
DIOR-R,3042,17778
DIOR-R,3043,17781
DIOR-R,3044,17782
DIOR-R,3045,17785
DIOR-R,3046,17791
DIOR-R,3047,17792
DIOR-R,3048,17793
DIOR-R,3049,17794
DIOR-R,3050,17795
DIOR-R,3051,17796
DIOR-R,3052,17797
DIOR-R,3053,17800
DIOR-R,3054,17806
DIOR-R,3055,17807
DIOR-R,3056,17808
DIOR-R,3057,17809
DIOR-R,3058,17811
DIOR-R,3059,17812
DIOR-R,3060,17815
DIOR-R,3061,17822
DIOR-R,3062,17823
DIOR-R,3063,17825
DIOR-R,3064,17830
DIOR-R,3065,17832
DIOR-R,3066,17833
DIOR-R,3067,17834
DIOR-R,3068,17835
DIOR-R,3069,17838
DIOR-R,3070,17839
DIOR-R,3071,17841
DIOR-R,3072,17843
DIOR-R,3073,17845
DIOR-R,3074,17846
DIOR-R,3075,17847
DIOR-R,3076,17848
DIOR-R,3077,17854
DIOR-R,3078,17856
DIOR-R,3079,17859
DIOR-R,3080,17860
DIOR-R,3081,17864
DIOR-R,3082,17865
DIOR-R,3083,17866
DIOR-R,3084,17869
DIOR-R,3085,17873
DIOR-R,3086,17876
DIOR-R,3087,17877
DIOR-R,3088,17878
DIOR-R,3089,17880
DIOR-R,3090,17884
DIOR-R,3091,17891
DIOR-R,3092,17894
DIOR-R,3093,17899
DIOR-R,3094,17901
DIOR-R,3095,17904
DIOR-R,3096,17908
DIOR-R,3097,17909
DIOR-R,3098,17910
DIOR-R,3099,17912
DIOR-R,3100,17916
DIOR-R,3101,17917
DIOR-R,3102,17918
DIOR-R,3103,17921
DIOR-R,3104,17922
DIOR-R,3105,17925
DIOR-R,3106,17926
DIOR-R,3107,17928
DIOR-R,3108,17930
DIOR-R,3109,17935
DIOR-R,3110,17936
DIOR-R,3111,17937
DIOR-R,3112,17938
DIOR-R,3113,17939
DIOR-R,3114,17941
DIOR-R,3115,17942
DIOR-R,3116,17944
DIOR-R,3117,17945
DIOR-R,3118,17947
DIOR-R,3119,17951
DIOR-R,3120,17952
DIOR-R,3121,17955
DIOR-R,3122,17956
DIOR-R,3123,17959
DIOR-R,3124,17960
DIOR-R,3125,17962
DIOR-R,3126,17963
DIOR-R,3127,17964
DIOR-R,3128,17967
DIOR-R,3129,17969
DIOR-R,3130,17971
DIOR-R,3131,17972
DIOR-R,3132,17974
DIOR-R,3133,17975
DIOR-R,3134,17977
DIOR-R,3135,17978
DIOR-R,3136,17980
DIOR-R,3137,17982
DIOR-R,3138,17983
DIOR-R,3139,17984
DIOR-R,3140,17987
DIOR-R,3141,17989
DIOR-R,3142,17993
DIOR-R,3143,17996
DIOR-R,3144,17997
DIOR-R,3145,18000
DIOR-R,3146,18001
DIOR-R,3147,18002
DIOR-R,3148,18005
DIOR-R,3149,18009
DIOR-R,3150,18012
DIOR-R,3151,18015
DIOR-R,3152,18017
DIOR-R,3153,18018
DIOR-R,3154,18020
DIOR-R,3155,18022
DIOR-R,3156,18023
DIOR-R,3157,18025
DIOR-R,3158,18026
DIOR-R,3159,18033
DIOR-R,3160,18034
DIOR-R,3161,18036
DIOR-R,3162,18038
DIOR-R,3163,18040
DIOR-R,3164,18041
DIOR-R,3165,18042
DIOR-R,3166,18043
DIOR-R,3167,18046
DIOR-R,3168,18048
DIOR-R,3169,18051
DIOR-R,3170,18056
DIOR-R,3171,18057
DIOR-R,3172,18058
DIOR-R,3173,18062
DIOR-R,3174,18063
DIOR-R,3175,18066
DIOR-R,3176,18067
DIOR-R,3177,18068
DIOR-R,3178,18070
DIOR-R,3179,18071
DIOR-R,3180,18072
DIOR-R,3181,18074
DIOR-R,3182,18076
DIOR-R,3183,18080
DIOR-R,3184,18083
DIOR-R,3185,18084
DIOR-R,3186,18085
DIOR-R,3187,18091
DIOR-R,3188,18092
DIOR-R,3189,18093
DIOR-R,3190,18095
DIOR-R,3191,18097
DIOR-R,3192,18099
DIOR-R,3193,18102
DIOR-R,3194,18105
DIOR-R,3195,18109
DIOR-R,3196,18112
DIOR-R,3197,18113
DIOR-R,3198,18114
DIOR-R,3199,18115
DIOR-R,3200,18117
DIOR-R,3201,18118
DIOR-R,3202,18126
DIOR-R,3203,18128
DIOR-R,3204,18130
DIOR-R,3205,18131
DIOR-R,3206,18134
DIOR-R,3207,18140
DIOR-R,3208,18141
DIOR-R,3209,18147
DIOR-R,3210,18150
DIOR-R,3211,18152
DIOR-R,3212,18154
DIOR-R,3213,18155
DIOR-R,3214,18157
DIOR-R,3215,18159
DIOR-R,3216,18160
DIOR-R,3217,18161
DIOR-R,3218,18164
DIOR-R,3219,18166
DIOR-R,3220,18168
DIOR-R,3221,18169
DIOR-R,3222,18170
DIOR-R,3223,18171
DIOR-R,3224,18174
DIOR-R,3225,18175
DIOR-R,3226,18176
DIOR-R,3227,18178
DIOR-R,3228,18179
DIOR-R,3229,18180
DIOR-R,3230,18181
DIOR-R,3231,18183
DIOR-R,3232,18185
DIOR-R,3233,18186
DIOR-R,3234,18187
DIOR-R,3235,18190
DIOR-R,3236,18191
DIOR-R,3237,18192
DIOR-R,3238,18194
DIOR-R,3239,18195
DIOR-R,3240,18199
DIOR-R,3241,18201
DIOR-R,3242,18202
DIOR-R,3243,18204
DIOR-R,3244,18205
DIOR-R,3245,18206
DIOR-R,3246,18208
DIOR-R,3247,18210
DIOR-R,3248,18213
DIOR-R,3249,18216
DIOR-R,3250,18217
DIOR-R,3251,18222
DIOR-R,3252,18223
DIOR-R,3253,18225
DIOR-R,3254,18226
DIOR-R,3255,18230
DIOR-R,3256,18233
DIOR-R,3257,18235
DIOR-R,3258,18238
DIOR-R,3259,18243
DIOR-R,3260,18245
DIOR-R,3261,18247
DIOR-R,3262,18252
DIOR-R,3263,18253
DIOR-R,3264,18255
DIOR-R,3265,18256
DIOR-R,3266,18258
DIOR-R,3267,18263
DIOR-R,3268,18264
DIOR-R,3269,18266
DIOR-R,3270,18270
DIOR-R,3271,18271
DIOR-R,3272,18274
DIOR-R,3273,18275
DIOR-R,3274,18277
DIOR-R,3275,18279
DIOR-R,3276,18281
DIOR-R,3277,18282
DIOR-R,3278,18284
DIOR-R,3279,18285
DIOR-R,3280,18286
DIOR-R,3281,18289
DIOR-R,3282,18291
DIOR-R,3283,18294
DIOR-R,3284,18299
DIOR-R,3285,18300
DIOR-R,3286,18302
DIOR-R,3287,18304
DIOR-R,3288,18305
DIOR-R,3289,18306
DIOR-R,3290,18310
DIOR-R,3291,18313
DIOR-R,3292,18314
DIOR-R,3293,18316
DIOR-R,3294,18317
DIOR-R,3295,18318
DIOR-R,3296,18320
DIOR-R,3297,18324
DIOR-R,3298,18326
DIOR-R,3299,18327
DIOR-R,3300,18328
DIOR-R,3301,18330
DIOR-R,3302,18331
DIOR-R,3303,18332
DIOR-R,3304,18339
DIOR-R,3305,18343
DIOR-R,3306,18345
DIOR-R,3307,18347
DIOR-R,3308,18349
DIOR-R,3309,18352
DIOR-R,3310,18353
DIOR-R,3311,18356
DIOR-R,3312,18360
DIOR-R,3313,18361
DIOR-R,3314,18363
DIOR-R,3315,18364
DIOR-R,3316,18370
DIOR-R,3317,18373
DIOR-R,3318,18375
DIOR-R,3319,18379
DIOR-R,3320,18380
DIOR-R,3321,18388
DIOR-R,3322,18390
DIOR-R,3323,18391
DIOR-R,3324,18393
DIOR-R,3325,18395
DIOR-R,3326,18398
DIOR-R,3327,18401
DIOR-R,3328,18405
DIOR-R,3329,18410
DIOR-R,3330,18412
DIOR-R,3331,18413
DIOR-R,3332,18417
DIOR-R,3333,18419
DIOR-R,3334,18420
DIOR-R,3335,18422
DIOR-R,3336,18424
DIOR-R,3337,18425
DIOR-R,3338,18427
DIOR-R,3339,18428
DIOR-R,3340,18430
DIOR-R,3341,18431
DIOR-R,3342,18432
DIOR-R,3343,18433
DIOR-R,3344,18434
DIOR-R,3345,18436
DIOR-R,3346,18437
DIOR-R,3347,18438
DIOR-R,3348,18439
DIOR-R,3349,18441
DIOR-R,3350,18442
DIOR-R,3351,18444
DIOR-R,3352,18445
DIOR-R,3353,18447
DIOR-R,3354,18449
DIOR-R,3355,18450
DIOR-R,3356,18451
DIOR-R,3357,18452
DIOR-R,3358,18454
DIOR-R,3359,18458
DIOR-R,3360,18460
DIOR-R,3361,18461
DIOR-R,3362,18462
DIOR-R,3363,18463
DIOR-R,3364,18464
DIOR-R,3365,18470
DIOR-R,3366,18474
DIOR-R,3367,18475
DIOR-R,3368,18480
DIOR-R,3369,18481
DIOR-R,3370,18483
DIOR-R,3371,18486
DIOR-R,3372,18487
DIOR-R,3373,18490
DIOR-R,3374,18493
DIOR-R,3375,18494
DIOR-R,3376,18495
DIOR-R,3377,18498
DIOR-R,3378,18499
DIOR-R,3379,18501
DIOR-R,3380,18502
DIOR-R,3381,18504
DIOR-R,3382,18505
DIOR-R,3383,18508
DIOR-R,3384,18509
DIOR-R,3385,18511
DIOR-R,3386,18513
DIOR-R,3387,18514
DIOR-R,3388,18515
DIOR-R,3389,18516
DIOR-R,3390,18517
DIOR-R,3391,18518
DIOR-R,3392,18522
DIOR-R,3393,18523
DIOR-R,3394,18525
DIOR-R,3395,18526
DIOR-R,3396,18527
DIOR-R,3397,18531
DIOR-R,3398,18533
DIOR-R,3399,18534
DIOR-R,3400,18536
DIOR-R,3401,18538
DIOR-R,3402,18539
DIOR-R,3403,18540
DIOR-R,3404,18542
DIOR-R,3405,18545
DIOR-R,3406,18547
DIOR-R,3407,18550
DIOR-R,3408,18552
DIOR-R,3409,18555
DIOR-R,3410,18559
DIOR-R,3411,18561
DIOR-R,3412,18562
DIOR-R,3413,18563
DIOR-R,3414,18564
DIOR-R,3415,18565
DIOR-R,3416,18568
DIOR-R,3417,18569
DIOR-R,3418,18572
DIOR-R,3419,18574
DIOR-R,3420,18575
DIOR-R,3421,18576
DIOR-R,3422,18578
DIOR-R,3423,18583
DIOR-R,3424,18585
DIOR-R,3425,18586
DIOR-R,3426,18594
DIOR-R,3427,18595
DIOR-R,3428,18599
DIOR-R,3429,18601
DIOR-R,3430,18603
DIOR-R,3431,18605
DIOR-R,3432,18606
DIOR-R,3433,18610
DIOR-R,3434,18612
DIOR-R,3435,18613
DIOR-R,3436,18614
DIOR-R,3437,18615
DIOR-R,3438,18616
DIOR-R,3439,18617
DIOR-R,3440,18618
DIOR-R,3441,18622
DIOR-R,3442,18623
DIOR-R,3443,18624
DIOR-R,3444,18626
DIOR-R,3445,18629
DIOR-R,3446,18631
DIOR-R,3447,18632
DIOR-R,3448,18638
DIOR-R,3449,18639
DIOR-R,3450,18640
DIOR-R,3451,18645
DIOR-R,3452,18646
DIOR-R,3453,18647
DIOR-R,3454,18648
DIOR-R,3455,18649
DIOR-R,3456,18653
DIOR-R,3457,18654
DIOR-R,3458,18655
DIOR-R,3459,18657
DIOR-R,3460,18659
DIOR-R,3461,18660
DIOR-R,3462,18662
DIOR-R,3463,18663
DIOR-R,3464,18664
DIOR-R,3465,18665
DIOR-R,3466,18666
DIOR-R,3467,18668
DIOR-R,3468,18670
DIOR-R,3469,18672
DIOR-R,3470,18673
DIOR-R,3471,18675
DIOR-R,3472,18676
DIOR-R,3473,18678
DIOR-R,3474,18680
DIOR-R,3475,18683
DIOR-R,3476,18684
DIOR-R,3477,18689
DIOR-R,3478,18690
DIOR-R,3479,18691
DIOR-R,3480,18692
DIOR-R,3481,18696
DIOR-R,3482,18699
DIOR-R,3483,18701
DIOR-R,3484,18702
DIOR-R,3485,18703
DIOR-R,3486,18704
DIOR-R,3487,18705
DIOR-R,3488,18707
DIOR-R,3489,18708
DIOR-R,3490,18709
DIOR-R,3491,18710
DIOR-R,3492,18717
DIOR-R,3493,18718
DIOR-R,3494,18719
DIOR-R,3495,18721
DIOR-R,3496,18722
DIOR-R,3497,18726
DIOR-R,3498,18732
DIOR-R,3499,18734
DIOR-R,3500,18735
DIOR-R,3501,18737
DIOR-R,3502,18738
DIOR-R,3503,18739
DIOR-R,3504,18740
DIOR-R,3505,18741
DIOR-R,3506,18743
DIOR-R,3507,18746
DIOR-R,3508,18750
DIOR-R,3509,18752
DIOR-R,3510,18753
DIOR-R,3511,18755
DIOR-R,3512,18757
DIOR-R,3513,18758
DIOR-R,3514,18759
DIOR-R,3515,18760
DIOR-R,3516,18761
DIOR-R,3517,18762
DIOR-R,3518,18765
DIOR-R,3519,18766
DIOR-R,3520,18767
DIOR-R,3521,18770
DIOR-R,3522,18772
DIOR-R,3523,18773
DIOR-R,3524,18774
DIOR-R,3525,18775
DIOR-R,3526,18777
DIOR-R,3527,18779
DIOR-R,3528,18781
DIOR-R,3529,18782
DIOR-R,3530,18787
DIOR-R,3531,18788
DIOR-R,3532,18790
DIOR-R,3533,18792
DIOR-R,3534,18793
DIOR-R,3535,18795
DIOR-R,3536,18796
DIOR-R,3537,18801
DIOR-R,3538,18803
DIOR-R,3539,18804
DIOR-R,3540,18809
DIOR-R,3541,18812
DIOR-R,3542,18813
DIOR-R,3543,18816
DIOR-R,3544,18818
DIOR-R,3545,18820
DIOR-R,3546,18823
DIOR-R,3547,18826
DIOR-R,3548,18827
DIOR-R,3549,18828
DIOR-R,3550,18829
DIOR-R,3551,18834
DIOR-R,3552,18835
DIOR-R,3553,18836
DIOR-R,3554,18837
DIOR-R,3555,18838
DIOR-R,3556,18840
DIOR-R,3557,18841
DIOR-R,3558,18847
DIOR-R,3559,18848
DIOR-R,3560,18849
DIOR-R,3561,18851
DIOR-R,3562,18852
DIOR-R,3563,18853
DIOR-R,3564,18856
DIOR-R,3565,18857
DIOR-R,3566,18858
DIOR-R,3567,18861
DIOR-R,3568,18862
DIOR-R,3569,18863
DIOR-R,3570,18865
DIOR-R,3571,18867
DIOR-R,3572,18868
DIOR-R,3573,18869
DIOR-R,3574,18870
DIOR-R,3575,18871
DIOR-R,3576,18872
DIOR-R,3577,18873
DIOR-R,3578,18875
DIOR-R,3579,18877
DIOR-R,3580,18879
DIOR-R,3581,18885
DIOR-R,3582,18888
DIOR-R,3583,18889
DIOR-R,3584,18891
DIOR-R,3585,18896
DIOR-R,3586,18898
DIOR-R,3587,18901
DIOR-R,3588,18903
DIOR-R,3589,18904
DIOR-R,3590,18905
DIOR-R,3591,18906
DIOR-R,3592,18908
DIOR-R,3593,18909
DIOR-R,3594,18910
DIOR-R,3595,18912
DIOR-R,3596,18918
DIOR-R,3597,18923
DIOR-R,3598,18926
DIOR-R,3599,18927
DIOR-R,3600,18931
DIOR-R,3601,18932
DIOR-R,3602,18933
DIOR-R,3603,18934
DIOR-R,3604,18938
DIOR-R,3605,18939
DIOR-R,3606,18940
DIOR-R,3607,18941
DIOR-R,3608,18946
DIOR-R,3609,18947
DIOR-R,3610,18948
DIOR-R,3611,18949
DIOR-R,3612,18950
DIOR-R,3613,18951
DIOR-R,3614,18952
DIOR-R,3615,18953
DIOR-R,3616,18954
DIOR-R,3617,18956
DIOR-R,3618,18957
DIOR-R,3619,18958
DIOR-R,3620,18963
DIOR-R,3621,18964
DIOR-R,3622,18966
DIOR-R,3623,18967
DIOR-R,3624,18968
DIOR-R,3625,18970
DIOR-R,3626,18971
DIOR-R,3627,18972
DIOR-R,3628,18973
DIOR-R,3629,18978
DIOR-R,3630,18979
DIOR-R,3631,18982
DIOR-R,3632,18984
DIOR-R,3633,18985
DIOR-R,3634,18986
DIOR-R,3635,18987
DIOR-R,3636,18988
DIOR-R,3637,18989
DIOR-R,3638,18990
DIOR-R,3639,18991
DIOR-R,3640,18996
DIOR-R,3641,18997
DIOR-R,3642,18998
DIOR-R,3643,18999
DIOR-R,3644,19004
DIOR-R,3645,19005
DIOR-R,3646,19006
DIOR-R,3647,19007
DIOR-R,3648,19008
DIOR-R,3649,19009
DIOR-R,3650,19011
DIOR-R,3651,19012
DIOR-R,3652,19013
DIOR-R,3653,19015
DIOR-R,3654,19016
DIOR-R,3655,19021
DIOR-R,3656,19022
DIOR-R,3657,19027
DIOR-R,3658,19028
DIOR-R,3659,19029
DIOR-R,3660,19033
DIOR-R,3661,19034
DIOR-R,3662,19036
DIOR-R,3663,19037
DIOR-R,3664,19044
DIOR-R,3665,19048
DIOR-R,3666,19050
DIOR-R,3667,19051
DIOR-R,3668,19052
DIOR-R,3669,19054
DIOR-R,3670,19056
DIOR-R,3671,19059
DIOR-R,3672,19061
DIOR-R,3673,19062
DIOR-R,3674,19063
DIOR-R,3675,19069
DIOR-R,3676,19072
DIOR-R,3677,19074
DIOR-R,3678,19075
DIOR-R,3679,19076
DIOR-R,3680,19077
DIOR-R,3681,19078
DIOR-R,3682,19079
DIOR-R,3683,19080
DIOR-R,3684,19081
DIOR-R,3685,19085
DIOR-R,3686,19087
DIOR-R,3687,19090
DIOR-R,3688,19091
DIOR-R,3689,19092
DIOR-R,3690,19096
DIOR-R,3691,19099
