assignment_version,annotator_slot,task_order,task_id,dataset,crop_relpath,long_side_angle_deg_le90,ambiguous,skip,annotator_id,annotation_timestamp_utc
m4-070-final-v1,A,220,762d9e0817b1795c5b32,SODA-A,crops/762d9e0817b1795c5b32.jpg,,,,,
m4-070-final-v1,A,221,e1308b6a6ce80fb0afaf,DIOR-R,crops/e1308b6a6ce80fb0afaf.jpg,,,,,
m4-070-final-v1,A,222,f30c194043ad665c2db9,DIOR-R,crops/f30c194043ad665c2db9.jpg,,,,,
m4-070-final-v1,A,223,e366edc3fef26d513c7a,SODA-A,crops/e366edc3fef26d513c7a.jpg,,,,,
m4-070-final-v1,A,224,73ebfd140b362459a0ff,SODA-A,crops/73ebfd140b362459a0ff.jpg,,,,,
m4-070-final-v1,A,225,e0a66775f9b6e9e76282,SODA-A,crops/e0a66775f9b6e9e76282.jpg,,,,,
m4-070-final-v1,A,226,2ca41a2f1b0a24e120ff,FAIR1M-v1.0,crops/2ca41a2f1b0a24e120ff.jpg,,,,,
m4-070-final-v1,A,227,dcb5f6bb3446fabd336c,DIOR-R,crops/dcb5f6bb3446fabd336c.jpg,,,,,
m4-070-final-v1,A,228,111f9e9f032ee52cfea0,DIOR-R,crops/111f9e9f032ee52cfea0.jpg,,,,,
m4-070-final-v1,A,229,9b7ac94d2375ba0c566a,SODA-A,crops/9b7ac94d2375ba0c566a.jpg,,,,,
m4-070-final-v1,A,230,643d7fd6c959f74d63d4,DIOR-R,crops/643d7fd6c959f74d63d4.jpg,,,,,
m4-070-final-v1,A,231,07ead42fe8317dc2e4a0,DIOR-R,crops/07ead42fe8317dc2e4a0.jpg,,,,,
m4-070-final-v1,A,232,1f219d40c15ccc564308,SODA-A,crops/1f219d40c15ccc564308.jpg,,,,,
m4-070-final-v1,A,233,7cf192c4224c87b6221b,DIOR-R,crops/7cf192c4224c87b6221b.jpg,,,,,
m4-070-final-v1,A,234,56247c2471cf4c2dee2b,SODA-A,crops/56247c2471cf4c2dee2b.jpg,,,,,
m4-070-final-v1,A,235,34ee3213a4ba3f679f4e,FAIR1M-v1.0,crops/34ee3213a4ba3f679f4e.jpg,,,,,
m4-070-final-v1,A,236,5b251dbefd6822f9f863,DIOR-R,crops/5b251dbefd6822f9f863.jpg,,,,,
m4-070-final-v1,A,237,3fdefccab6b59029d50d,SODA-A,crops/3fdefccab6b59029d50d.jpg,,,,,
m4-070-final-v1,A,238,4f23830d2c23b4f4baa3,DIOR-R,crops/4f23830d2c23b4f4baa3.jpg,,,,,
m4-070-final-v1,A,239,d1bb4d826a13a48e4dd0,FAIR1M-v1.0,crops/d1bb4d826a13a48e4dd0.jpg,,,,,
m4-070-final-v1,A,240,0f56f03020e5dabd6a47,DIOR-R,crops/0f56f03020e5dabd6a47.jpg,,,,,
m4-070-final-v1,A,241,5ff98edf266ae069fbdf,SODA-A,crops/5ff98edf266ae069fbdf.jpg,,,,,
m4-070-final-v1,A,242,8afbe089e2b959319ba1,SODA-A,crops/8afbe089e2b959319ba1.jpg,,,,,
m4-070-final-v1,A,243,f96194ce91bd3bbdf418,FAIR1M-v1.0,crops/f96194ce91bd3bbdf418.jpg,,,,,
m4-070-final-v1,A,244,3b5909c8e665a8d47e0b,SODA-A,crops/3b5909c8e665a8d47e0b.jpg,,,,,
m4-070-final-v1,A,245,12fa37054711c4997c44,DIOR-R,crops/12fa37054711c4997c44.jpg,,,,,
m4-070-final-v1,A,246,effe50b8eb965efa9e18,DIOR-R,crops/effe50b8eb965efa9e18.jpg,,,,,
m4-070-final-v1,A,247,e30002cac6606979022a,DIOR-R,crops/e30002cac6606979022a.jpg,,,,,
m4-070-final-v1,A,248,7063fc6d325cacf93850,DIOR-R,crops/7063fc6d325cacf93850.jpg,,,,,
m4-070-final-v1,A,249,88cd6332002e1c0d1e31,DIOR-R,crops/88cd6332002e1c0d1e31.jpg,,,,,
m4-070-final-v1,A,250,e239f97e5921cb86f5ee,SODA-A,crops/e239f97e5921cb86f5ee.jpg,,,,,
m4-070-final-v1,A,251,03785ce2ff0aa13d8986,DIOR-R,crops/03785ce2ff0aa13d8986.jpg,,,,,
m4-070-final-v1,A,252,d818da4213eb7e157c00,FAIR1M-v1.0,crops/d818da4213eb7e157c00.jpg,,,,,
m4-070-final-v1,A,253,26c22cc4796c401d190e,SODA-A,crops/26c22cc4796c401d190e.jpg,,,,,
m4-070-final-v1,A,254,7b468087bfde9baf2ea8,DIOR-R,crops/7b468087bfde9baf2ea8.jpg,,,,,
m4-070-final-v1,A,255,d0128ff9cdf2768ab039,FAIR1M-v1.0,crops/d0128ff9cdf2768ab039.jpg,,,,,
m4-070-final-v1,A,256,5d2ca81f1279811bc82c,DIOR-R,crops/5d2ca81f1279811bc82c.jpg,,,,,
m4-070-final-v1,A,257,00dade83822c177efaa9,FAIR1M-v1.0,crops/00dade83822c177efaa9.jpg,,,,,
m4-070-final-v1,A,258,c84c6fd6096a35422972,SODA-A,crops/c84c6fd6096a35422972.jpg,,,,,
m4-070-final-v1,A,259,aaecab7e243289276a79,DIOR-R,crops/aaecab7e243289276a79.jpg,,,,,
m4-070-final-v1,A,260,f1a039b7bf583d325824,FAIR1M-v1.0,crops/f1a039b7bf583d325824.jpg,,,,,
m4-070-final-v1,A,261,8d7cde07595413d204d8,DIOR-R,crops/8d7cde07595413d204d8.jpg,,,,,
m4-070-final-v1,A,262,f55988d47c92a436ea49,DIOR-R,crops/f55988d47c92a436ea49.jpg,,,,,
m4-070-final-v1,A,263,545703c627b8b0ff65f4,DIOR-R,crops/545703c627b8b0ff65f4.jpg,,,,,
m4-070-final-v1,A,264,48d15a15ffaa054f2564,DIOR-R,crops/48d15a15ffaa054f2564.jpg,,,,,
m4-070-final-v1,A,265,95effffcf1a87b5e760c,FAIR1M-v1.0,crops/95effffcf1a87b5e760c.jpg,,,,,
m4-070-final-v1,A,266,93cb700e2240ad6e0bee,SODA-A,crops/93cb700e2240ad6e0bee.jpg,,,,,
m4-070-final-v1,A,267,3214411174e673424ca0,SODA-A,crops/3214411174e673424ca0.jpg,,,,,
m4-070-final-v1,A,268,93c2c59a5cf1d458a9ab,DIOR-R,crops/93c2c59a5cf1d458a9ab.jpg,,,,,
m4-070-final-v1,A,269,b77abf295af7065255ea,SODA-A,crops/b77abf295af7065255ea.jpg,,,,,
m4-070-final-v1,A,270,b47ed872de5b4b068cae,DIOR-R,crops/b47ed872de5b4b068cae.jpg,,,,,
m4-070-final-v1,A,271,c8b5f5e20a73cd41c207,DIOR-R,crops/c8b5f5e20a73cd41c207.jpg,,,,,
m4-070-final-v1,A,272,57e0c55d48d808d98c9a,SODA-A,crops/57e0c55d48d808d98c9a.jpg,,,,,
m4-070-final-v1,A,273,532d3274f9822d9da213,FAIR1M-v1.0,crops/532d3274f9822d9da213.jpg,,,,,
m4-070-final-v1,A,274,3c0bd586e29a4e635501,FAIR1M-v1.0,crops/3c0bd586e29a4e635501.jpg,,,,,
m4-070-final-v1,A,275,756346690413c8248f47,DIOR-R,crops/756346690413c8248f47.jpg,,,,,
m4-070-final-v1,A,276,a58162bbf2f94c626215,FAIR1M-v1.0,crops/a58162bbf2f94c626215.jpg,,,,,
m4-070-final-v1,A,277,56cc04ce7fc85a47fcbe,FAIR1M-v1.0,crops/56cc04ce7fc85a47fcbe.jpg,,,,,
m4-070-final-v1,A,278,f43d2f348933885199e5,SODA-A,crops/f43d2f348933885199e5.jpg,,,,,
m4-070-final-v1,A,279,c02861fcf92408545e66,FAIR1M-v1.0,crops/c02861fcf92408545e66.jpg,,,,,
m4-070-final-v1,A,280,cd4e0affadd1fe7d1a9f,DIOR-R,crops/cd4e0affadd1fe7d1a9f.jpg,,,,,
m4-070-final-v1,A,281,496042fe4b3b71afb348,DIOR-R,crops/496042fe4b3b71afb348.jpg,,,,,
m4-070-final-v1,A,282,a399412e6a4ce62d7dde,DIOR-R,crops/a399412e6a4ce62d7dde.jpg,,,,,
m4-070-final-v1,A,283,36719f38541b9f541691,DIOR-R,crops/36719f38541b9f541691.jpg,,,,,
m4-070-final-v1,A,284,645892968de68fe0f644,SODA-A,crops/645892968de68fe0f644.jpg,,,,,
m4-070-final-v1,A,285,22c76885861a7b19626c,DIOR-R,crops/22c76885861a7b19626c.jpg,,,,,
m4-070-final-v1,A,286,be51f4ee40e467c0f9a9,DIOR-R,crops/be51f4ee40e467c0f9a9.jpg,,,,,
m4-070-final-v1,A,287,c93bd1956895ae07b9a9,SODA-A,crops/c93bd1956895ae07b9a9.jpg,,,,,
m4-070-final-v1,A,288,a9ee8b8a224c912f0fd0,DIOR-R,crops/a9ee8b8a224c912f0fd0.jpg,,,,,
m4-070-final-v1,A,289,88979f35b564a539f3aa,SODA-A,crops/88979f35b564a539f3aa.jpg,,,,,
m4-070-final-v1,A,290,e29bb5156aa1a38be608,FAIR1M-v1.0,crops/e29bb5156aa1a38be608.jpg,,,,,
m4-070-final-v1,A,291,89327261fea45aa71a2c,SODA-A,crops/89327261fea45aa71a2c.jpg,,,,,
m4-070-final-v1,A,292,c3521fd7b22d4fffd385,DIOR-R,crops/c3521fd7b22d4fffd385.jpg,,,,,
m4-070-final-v1,A,293,7cb3e3f25cf4e3a280a6,FAIR1M-v1.0,crops/7cb3e3f25cf4e3a280a6.jpg,,,,,
m4-070-final-v1,A,294,663ce9a4cd0f264e0b48,FAIR1M-v1.0,crops/663ce9a4cd0f264e0b48.jpg,,,,,
m4-070-final-v1,A,295,e6d2823e78619757aa73,DIOR-R,crops/e6d2823e78619757aa73.jpg,,,,,
m4-070-final-v1,A,296,75ec5d4ec07cd7bd3d3a,FAIR1M-v1.0,crops/75ec5d4ec07cd7bd3d3a.jpg,,,,,
m4-070-final-v1,A,297,4b5c1da1d805c5eb73fb,FAIR1M-v1.0,crops/4b5c1da1d805c5eb73fb.jpg,,,,,
m4-070-final-v1,A,298,eede659405174cbc04e9,FAIR1M-v1.0,crops/eede659405174cbc04e9.jpg,,,,,
m4-070-final-v1,A,299,e7b4444d685b825ee6ca,FAIR1M-v1.0,crops/e7b4444d685b825ee6ca.jpg,,,,,
m4-070-final-v1,A,300,b480ada8a24a0b20cc96,SODA-A,crops/b480ada8a24a0b20cc96.jpg,,,,,
m4-070-final-v1,A,301,b49b4016377890a681a8,SODA-A,crops/b49b4016377890a681a8.jpg,,,,,
m4-070-final-v1,A,302,ab4dc191c5a7735eff2c,FAIR1M-v1.0,crops/ab4dc191c5a7735eff2c.jpg,,,,,
m4-070-final-v1,A,303,fed9d5b1869c4996b43b,FAIR1M-v1.0,crops/fed9d5b1869c4996b43b.jpg,,,,,
m4-070-final-v1,A,304,5ca2dd0a897bea15c41f,SODA-A,crops/5ca2dd0a897bea15c41f.jpg,,,,,
m4-070-final-v1,A,305,df2990b74556c553789c,FAIR1M-v1.0,crops/df2990b74556c553789c.jpg,,,,,
m4-070-final-v1,A,306,ff38c9fbca63efdabfea,SODA-A,crops/ff38c9fbca63efdabfea.jpg,,,,,
m4-070-final-v1,A,307,d3c1487515b70f077221,FAIR1M-v1.0,crops/d3c1487515b70f077221.jpg,,,,,
m4-070-final-v1,A,308,5cc8e2ec4d7414ee4c5e,DIOR-R,crops/5cc8e2ec4d7414ee4c5e.jpg,,,,,
m4-070-final-v1,A,309,70e8f40dd768bc2a559e,SODA-A,crops/70e8f40dd768bc2a559e.jpg,,,,,
m4-070-final-v1,A,310,874e7c79b57d6cb53d29,DIOR-R,crops/874e7c79b57d6cb53d29.jpg,,,,,
m4-070-final-v1,A,311,f159ae3f1afe35de71e8,DIOR-R,crops/f159ae3f1afe35de71e8.jpg,,,,,
m4-070-final-v1,A,312,0be0bf152ff9430d5b20,SODA-A,crops/0be0bf152ff9430d5b20.jpg,,,,,
m4-070-final-v1,A,313,31ee0329e4e7e643bba0,SODA-A,crops/31ee0329e4e7e643bba0.jpg,,,,,
m4-070-final-v1,A,314,32deb3c1ba28e7d0f071,SODA-A,crops/32deb3c1ba28e7d0f071.jpg,,,,,
m4-070-final-v1,A,315,e01fa6cb3cb2fd3b9ef2,DIOR-R,crops/e01fa6cb3cb2fd3b9ef2.jpg,,,,,
m4-070-final-v1,A,316,751e326a4dd8078bb468,SODA-A,crops/751e326a4dd8078bb468.jpg,,,,,
m4-070-final-v1,A,317,2a88deb336140bd46e1e,SODA-A,crops/2a88deb336140bd46e1e.jpg,,,,,
m4-070-final-v1,A,318,4506a92afb77c9b84fa1,FAIR1M-v1.0,crops/4506a92afb77c9b84fa1.jpg,,,,,
m4-070-final-v1,A,319,f2ad651d897c973245bd,FAIR1M-v1.0,crops/f2ad651d897c973245bd.jpg,,,,,
m4-070-final-v1,A,320,413dec50894ab0f98444,DIOR-R,crops/413dec50894ab0f98444.jpg,,,,,
m4-070-final-v1,A,321,8314fb37dce4bb7adf8f,FAIR1M-v1.0,crops/8314fb37dce4bb7adf8f.jpg,,,,,
m4-070-final-v1,A,322,e5ca13d96ec94362e430,FAIR1M-v1.0,crops/e5ca13d96ec94362e430.jpg,,,,,
m4-070-final-v1,A,323,ebe413ebdc7dd2d379dc,DIOR-R,crops/ebe413ebdc7dd2d379dc.jpg,,,,,
m4-070-final-v1,A,324,4bd4ddf3187b38bea373,DIOR-R,crops/4bd4ddf3187b38bea373.jpg,,,,,
m4-070-final-v1,A,325,08fb750466793186a35c,FAIR1M-v1.0,crops/08fb750466793186a35c.jpg,,,,,
m4-070-final-v1,A,326,1a0e79f44f37a33d8e7c,SODA-A,crops/1a0e79f44f37a33d8e7c.jpg,,,,,
m4-070-final-v1,A,327,4cfc4129e808a077ffe0,DIOR-R,crops/4cfc4129e808a077ffe0.jpg,,,,,
m4-070-final-v1,A,328,fd67190ddb0c89795f36,FAIR1M-v1.0,crops/fd67190ddb0c89795f36.jpg,,,,,
m4-070-final-v1,A,329,a177a7ab4110586e2905,FAIR1M-v1.0,crops/a177a7ab4110586e2905.jpg,,,,,
m4-070-final-v1,A,330,3d4c447b9918cf26cd62,FAIR1M-v1.0,crops/3d4c447b9918cf26cd62.jpg,,,,,
m4-070-final-v1,A,331,e4cadb69e9760d415c5e,SODA-A,crops/e4cadb69e9760d415c5e.jpg,,,,,
m4-070-final-v1,A,332,f29a5e9fe83d4df75290,FAIR1M-v1.0,crops/f29a5e9fe83d4df75290.jpg,,,,,
m4-070-final-v1,A,333,e8f8d2bc5b95bc5d4718,SODA-A,crops/e8f8d2bc5b95bc5d4718.jpg,,,,,
m4-070-final-v1,A,334,7d422933401055a8e686,SODA-A,crops/7d422933401055a8e686.jpg,,,,,
m4-070-final-v1,A,335,215a9b38071f9c64d073,DIOR-R,crops/215a9b38071f9c64d073.jpg,,,,,
m4-070-final-v1,A,336,eef4a045517efc9eaac4,DIOR-R,crops/eef4a045517efc9eaac4.jpg,,,,,
m4-070-final-v1,A,337,0c686251843ecd775af0,DIOR-R,crops/0c686251843ecd775af0.jpg,,,,,
m4-070-final-v1,A,338,5e95d7b767716bdeed07,DIOR-R,crops/5e95d7b767716bdeed07.jpg,,,,,
m4-070-final-v1,A,339,21038b9eff65bf3d92fe,FAIR1M-v1.0,crops/21038b9eff65bf3d92fe.jpg,,,,,
m4-070-final-v1,A,340,b6ba31f513096d23ceca,SODA-A,crops/b6ba31f513096d23ceca.jpg,,,,,
m4-070-final-v1,A,341,a7d4dde28d7417d03e3e,FAIR1M-v1.0,crops/a7d4dde28d7417d03e3e.jpg,,,,,
m4-070-final-v1,A,342,95d798aecd0c9aa795c6,FAIR1M-v1.0,crops/95d798aecd0c9aa795c6.jpg,,,,,
m4-070-final-v1,A,343,148f574105201bcfecfb,DIOR-R,crops/148f574105201bcfecfb.jpg,,,,,
m4-070-final-v1,A,344,ab63e23a198d1563a984,DIOR-R,crops/ab63e23a198d1563a984.jpg,,,,,
m4-070-final-v1,A,345,75d0b9080b95b235c4a0,DIOR-R,crops/75d0b9080b95b235c4a0.jpg,,,,,
m4-070-final-v1,A,346,25048c4d6cdf61ca19d8,FAIR1M-v1.0,crops/25048c4d6cdf61ca19d8.jpg,,,,,
m4-070-final-v1,A,347,0c14e8335e2a6e7063cc,SODA-A,crops/0c14e8335e2a6e7063cc.jpg,,,,,
m4-070-final-v1,A,348,57834b1f827d04c5425d,SODA-A,crops/57834b1f827d04c5425d.jpg,,,,,
m4-070-final-v1,A,349,83b37764a8946e48ad44,FAIR1M-v1.0,crops/83b37764a8946e48ad44.jpg,,,,,
m4-070-final-v1,A,350,3f8811ab4c2325bd95b5,SODA-A,crops/3f8811ab4c2325bd95b5.jpg,,,,,
m4-070-final-v1,A,351,56209d6fe67f00b1c6fa,FAIR1M-v1.0,crops/56209d6fe67f00b1c6fa.jpg,,,,,
m4-070-final-v1,A,352,75aa3a0b2b10d6fa56f1,FAIR1M-v1.0,crops/75aa3a0b2b10d6fa56f1.jpg,,,,,
m4-070-final-v1,A,353,e52bb4f9cbf6715e7584,SODA-A,crops/e52bb4f9cbf6715e7584.jpg,,,,,
m4-070-final-v1,A,354,cb269ca2ffc7dbc20029,DIOR-R,crops/cb269ca2ffc7dbc20029.jpg,,,,,
m4-070-final-v1,A,355,96a832736768a4008c11,DIOR-R,crops/96a832736768a4008c11.jpg,,,,,
m4-070-final-v1,A,356,e50644218a5efa4eba18,SODA-A,crops/e50644218a5efa4eba18.jpg,,,,,
m4-070-final-v1,A,357,da7a00b600ff252cab26,DIOR-R,crops/da7a00b600ff252cab26.jpg,,,,,
m4-070-final-v1,A,358,9b0242a9cb9cd17fc780,SODA-A,crops/9b0242a9cb9cd17fc780.jpg,,,,,
m4-070-final-v1,A,359,111b168f46ed5263e84d,FAIR1M-v1.0,crops/111b168f46ed5263e84d.jpg,,,,,
m4-070-final-v1,A,360,8306b8d0ae64620a7c23,DIOR-R,crops/8306b8d0ae64620a7c23.jpg,,,,,
m4-070-final-v1,A,361,91a2d8ef4695737d3203,FAIR1M-v1.0,crops/91a2d8ef4695737d3203.jpg,,,,,
m4-070-final-v1,A,362,d64f1e942e8f89cf6f0a,DIOR-R,crops/d64f1e942e8f89cf6f0a.jpg,,,,,
m4-070-final-v1,A,363,ba12039587ee0763db4c,DIOR-R,crops/ba12039587ee0763db4c.jpg,,,,,
m4-070-final-v1,A,364,44fc770bccaf204e8508,FAIR1M-v1.0,crops/44fc770bccaf204e8508.jpg,,,,,
m4-070-final-v1,A,365,f8f1d81045d43ddfb67e,DIOR-R,crops/f8f1d81045d43ddfb67e.jpg,,,,,
m4-070-final-v1,A,366,606e803e53b10a81710d,SODA-A,crops/606e803e53b10a81710d.jpg,,,,,
m4-070-final-v1,A,367,712736789e2ddbd39480,SODA-A,crops/712736789e2ddbd39480.jpg,,,,,
m4-070-final-v1,A,368,6dee68dbb21a461ae70c,SODA-A,crops/6dee68dbb21a461ae70c.jpg,,,,,
m4-070-final-v1,A,369,23496c32e19507620a3e,SODA-A,crops/23496c32e19507620a3e.jpg,,,,,
m4-070-final-v1,A,370,1f0e35e22101a32c78dd,SODA-A,crops/1f0e35e22101a32c78dd.jpg,,,,,
m4-070-final-v1,A,371,cae6c166361b0863efb3,FAIR1M-v1.0,crops/cae6c166361b0863efb3.jpg,,,,,
m4-070-final-v1,A,372,24917941606f4d39636e,FAIR1M-v1.0,crops/24917941606f4d39636e.jpg,,,,,
m4-070-final-v1,A,373,cdf09c8767a4bcc78a0c,FAIR1M-v1.0,crops/cdf09c8767a4bcc78a0c.jpg,,,,,
m4-070-final-v1,A,374,34f7aad9beaea32422f9,SODA-A,crops/34f7aad9beaea32422f9.jpg,,,,,
m4-070-final-v1,A,375,714c542f37a7379a475e,FAIR1M-v1.0,crops/714c542f37a7379a475e.jpg,,,,,
m4-070-final-v1,A,376,71dedbf35ceee3a78a77,FAIR1M-v1.0,crops/71dedbf35ceee3a78a77.jpg,,,,,
m4-070-final-v1,A,377,15160f2cea29c087a140,FAIR1M-v1.0,crops/15160f2cea29c087a140.jpg,,,,,
m4-070-final-v1,A,378,8e27e5fb0482f42eed7f,FAIR1M-v1.0,crops/8e27e5fb0482f42eed7f.jpg,,,,,
m4-070-final-v1,A,379,b3ee07720a06b98192df,SODA-A,crops/b3ee07720a06b98192df.jpg,,,,,
m4-070-final-v1,A,380,1aa7012fc87d4e2b0e9f,DIOR-R,crops/1aa7012fc87d4e2b0e9f.jpg,,,,,
m4-070-final-v1,A,381,897b9a80848f42732e8e,SODA-A,crops/897b9a80848f42732e8e.jpg,,,,,
m4-070-final-v1,A,382,97bca995e22a419943e6,SODA-A,crops/97bca995e22a419943e6.jpg,,,,,
m4-070-final-v1,A,383,5d13e3c15d26feb63326,DIOR-R,crops/5d13e3c15d26feb63326.jpg,,,,,
m4-070-final-v1,A,384,2d7b12c1ccab0e6943b8,DIOR-R,crops/2d7b12c1ccab0e6943b8.jpg,,,,,
m4-070-final-v1,A,385,4e8d26da9c29a4bcc114,DIOR-R,crops/4e8d26da9c29a4bcc114.jpg,,,,,
m4-070-final-v1,A,386,8c8d2db9e87fa7570b0f,SODA-A,crops/8c8d2db9e87fa7570b0f.jpg,,,,,
m4-070-final-v1,A,387,ca46d2d19a3934d44858,FAIR1M-v1.0,crops/ca46d2d19a3934d44858.jpg,,,,,
m4-070-final-v1,A,388,4888d6826dbafb8d34d0,FAIR1M-v1.0,crops/4888d6826dbafb8d34d0.jpg,,,,,
m4-070-final-v1,A,389,163eec52080ab2071846,SODA-A,crops/163eec52080ab2071846.jpg,,,,,
m4-070-final-v1,A,390,c997899215caf7e7063e,SODA-A,crops/c997899215caf7e7063e.jpg,,,,,
m4-070-final-v1,A,391,68c1cee8ff1d0ee4f0c0,DIOR-R,crops/68c1cee8ff1d0ee4f0c0.jpg,,,,,
m4-070-final-v1,A,392,7f9252d2142c1b08b688,DIOR-R,crops/7f9252d2142c1b08b688.jpg,,,,,
m4-070-final-v1,A,393,6608ae9646832134470c,DIOR-R,crops/6608ae9646832134470c.jpg,,,,,
m4-070-final-v1,A,394,db2187c88f70cf9f7d3a,FAIR1M-v1.0,crops/db2187c88f70cf9f7d3a.jpg,,,,,
m4-070-final-v1,A,395,7dcabbf69e7b2b7ac99c,DIOR-R,crops/7dcabbf69e7b2b7ac99c.jpg,,,,,
m4-070-final-v1,A,396,599f3eb9322a19ddc438,SODA-A,crops/599f3eb9322a19ddc438.jpg,,,,,
m4-070-final-v1,A,397,2ba51a2d4818eec6a61d,DIOR-R,crops/2ba51a2d4818eec6a61d.jpg,,,,,
m4-070-final-v1,A,398,5d8c7e47731e074c8b5c,FAIR1M-v1.0,crops/5d8c7e47731e074c8b5c.jpg,,,,,
m4-070-final-v1,A,399,fd172ebdba467d405c4f,DIOR-R,crops/fd172ebdba467d405c4f.jpg,,,,,
m4-070-final-v1,A,400,2a3f944cbba4b42d35c3,SODA-A,crops/2a3f944cbba4b42d35c3.jpg,,,,,
m4-070-final-v1,A,401,26da55843313c1afb7ed,SODA-A,crops/26da55843313c1afb7ed.jpg,,,,,
m4-070-final-v1,A,402,e790972003a4832bc4a0,SODA-A,crops/e790972003a4832bc4a0.jpg,,,,,
m4-070-final-v1,A,403,2bb8e973126356aca708,FAIR1M-v1.0,crops/2bb8e973126356aca708.jpg,,,,,
m4-070-final-v1,A,404,a096a954f916e48408c4,FAIR1M-v1.0,crops/a096a954f916e48408c4.jpg,,,,,
m4-070-final-v1,A,405,70908dd5bc210fd2310b,DIOR-R,crops/70908dd5bc210fd2310b.jpg,,,,,
m4-070-final-v1,A,406,f62ea75982150387cab8,SODA-A,crops/f62ea75982150387cab8.jpg,,,,,
m4-070-final-v1,A,407,ff2612371da1b4caec7c,DIOR-R,crops/ff2612371da1b4caec7c.jpg,,,,,
m4-070-final-v1,A,408,a635373b158adeefc356,FAIR1M-v1.0,crops/a635373b158adeefc356.jpg,,,,,
m4-070-final-v1,A,409,e3224b4099a806e961a5,FAIR1M-v1.0,crops/e3224b4099a806e961a5.jpg,,,,,
m4-070-final-v1,A,410,a6292c566f9c17934aaa,DIOR-R,crops/a6292c566f9c17934aaa.jpg,,,,,
m4-070-final-v1,A,411,c3f11694b2134bf6c895,FAIR1M-v1.0,crops/c3f11694b2134bf6c895.jpg,,,,,
m4-070-final-v1,A,412,26a391560db1c2d6f03e,DIOR-R,crops/26a391560db1c2d6f03e.jpg,,,,,
m4-070-final-v1,A,413,481dac2080d0b39fd63e,FAIR1M-v1.0,crops/481dac2080d0b39fd63e.jpg,,,,,
m4-070-final-v1,A,414,00648b184ced96c1ca0a,DIOR-R,crops/00648b184ced96c1ca0a.jpg,,,,,
m4-070-final-v1,A,415,c6861af9ae9b9ea0190e,DIOR-R,crops/c6861af9ae9b9ea0190e.jpg,,,,,
m4-070-final-v1,A,416,13ee8143218b5c3165ab,DIOR-R,crops/13ee8143218b5c3165ab.jpg,,,,,
m4-070-final-v1,A,417,2f2f8e98b4a6dfe91675,SODA-A,crops/2f2f8e98b4a6dfe91675.jpg,,,,,
m4-070-final-v1,A,418,ba4d66cd7f5e60c04fb0,SODA-A,crops/ba4d66cd7f5e60c04fb0.jpg,,,,,
m4-070-final-v1,A,419,dfb36c0834e02e04b8e1,SODA-A,crops/dfb36c0834e02e04b8e1.jpg,,,,,
m4-070-final-v1,A,420,3b82eb1a473ef4311ebe,FAIR1M-v1.0,crops/3b82eb1a473ef4311ebe.jpg,,,,,
m4-070-final-v1,A,421,10ac24333898cf56868a,SODA-A,crops/10ac24333898cf56868a.jpg,,,,,
m4-070-final-v1,A,422,eca842c05c5279a1b7dc,DIOR-R,crops/eca842c05c5279a1b7dc.jpg,,,,,
m4-070-final-v1,A,423,b59d365dbe6ef9f3c8e2,DIOR-R,crops/b59d365dbe6ef9f3c8e2.jpg,,,,,
m4-070-final-v1,A,424,499312a3a1deb845781e,SODA-A,crops/499312a3a1deb845781e.jpg,,,,,
m4-070-final-v1,A,425,a78a82814c1a0e442e96,SODA-A,crops/a78a82814c1a0e442e96.jpg,,,,,
m4-070-final-v1,A,426,05090a5ae146eaeebc06,DIOR-R,crops/05090a5ae146eaeebc06.jpg,,,,,
m4-070-final-v1,A,427,c2b69cf38432c915f85e,SODA-A,crops/c2b69cf38432c915f85e.jpg,,,,,
m4-070-final-v1,A,428,9a77ee5a2d965519fdaa,SODA-A,crops/9a77ee5a2d965519fdaa.jpg,,,,,
m4-070-final-v1,A,429,f10eb2c937682302b10c,DIOR-R,crops/f10eb2c937682302b10c.jpg,,,,,
m4-070-final-v1,A,430,5541ed8be61d6a0f35fb,SODA-A,crops/5541ed8be61d6a0f35fb.jpg,,,,,
m4-070-final-v1,A,431,5635082c1787ab8ceae8,FAIR1M-v1.0,crops/5635082c1787ab8ceae8.jpg,,,,,
m4-070-final-v1,A,432,b3f2ff96405946967b0c,SODA-A,crops/b3f2ff96405946967b0c.jpg,,,,,
m4-070-final-v1,A,433,25c51555734910beb625,FAIR1M-v1.0,crops/25c51555734910beb625.jpg,,,,,
m4-070-final-v1,A,434,69721122aed22ed49644,SODA-A,crops/69721122aed22ed49644.jpg,,,,,
m4-070-final-v1,A,435,46a734d6dfe23391ef48,FAIR1M-v1.0,crops/46a734d6dfe23391ef48.jpg,,,,,
m4-070-final-v1,A,436,895f8cbeb1c9b8c6f38c,FAIR1M-v1.0,crops/895f8cbeb1c9b8c6f38c.jpg,,,,,
m4-070-final-v1,A,437,a3a2bdc61decc17a2acf,DIOR-R,crops/a3a2bdc61decc17a2acf.jpg,,,,,
m4-070-final-v1,A,438,d8e13c2cee7f6539c29e,DIOR-R,crops/d8e13c2cee7f6539c29e.jpg,,,,,
m4-070-final-v1,A,439,2575c277eb76f1c726b5,SODA-A,crops/2575c277eb76f1c726b5.jpg,,,,,
m4-070-final-v1,A,440,7c6c45bbc5ccf800a060,FAIR1M-v1.0,crops/7c6c45bbc5ccf800a060.jpg,,,,,
