endpoint,relative_path,bytes,sha256
DOTA-v2.0 val annotations,P1154.txt,1446,f05f384bfba3853e9370cb77f9c64c44336d47e12fa7598b36402f1a1e479461
DOTA-v2.0 val annotations,P1156.txt,863,6a8076093838a16afb8a7c646344a49b8ff048457bc387e183ff2fa75cb15428
DOTA-v2.0 val annotations,P1178.txt,25677,72f28b95c0ade6628691eb611944291395606806cb931dec0d4a0aa976445f21
DOTA-v2.0 val annotations,P1179.txt,9231,0d16244ac51e5d24ff28827f11919d258c24c6f896e6806b680cf39b719df9c4
DOTA-v2.0 val annotations,P1184.txt,1850,c60320b4f41012a82a8c115cda10eb1d5c3cc47a5e46a8558872d6f2dd59ef87
DOTA-v2.0 val annotations,P1189.txt,2852,daba2a5e007dc0a26d5c51c12a302a7ee5e90caf228a6f984b7ddcdfa9b67591
DOTA-v2.0 val annotations,P1210.txt,109,bbaf6a9c490dd3b97861d973cfe5ece32e15c6a987b6f5a02e08a80e4acd32aa
DOTA-v2.0 val annotations,P1212.txt,178,f773d61d51b9e03855288a15bbc21ee601ea1ba6a996d58a7a089ea6144fbbbc
DOTA-v2.0 val annotations,P1213.txt,178,60165b6ab9bcc5c95a9d4365f60fb19fc9dc9e06ade2e319db502680c84d55f6
DOTA-v2.0 val annotations,P1219.txt,3712,730de9517fbe8440edc8f7ddddaf7924b292bb67b7fb03ffbc84ba11ba947f06
DOTA-v2.0 val annotations,P1225.txt,1341,ff19745d1aa5c40fc31537d8fd094614624f4bc15271aed1c8772d37c095ced3
DOTA-v2.0 val annotations,P1230.txt,774,905134d30d0a2bce7083d011abc5cdf15783fa2c79adafe3d4fa8ad692324418
DOTA-v2.0 val annotations,P1234.txt,13020,42c775591d8cc4a70e09f03599d3db67b190f2fe25d9ffc62db8d616d241a6a6
DOTA-v2.0 val annotations,P1240.txt,1386,6132dc5ec8d396c9f1a454c0170e458e4e1d6140a011ff18aa19b02fab387410
DOTA-v2.0 val annotations,P1242.txt,19481,c32c24efa801570d9baa57683b9e5b187d14ed751cae21a7561d75ee7d6931f0
DOTA-v2.0 val annotations,P1246.txt,954,fe1d3df6cb76d4e361ab611e486c6b9c80bf43ef91b7dc04fe19b74ccd0b8862
DOTA-v2.0 val annotations,P1257.txt,1175,315d0c56b2e8ef4e23d9cb675054e84b0d5342aaff04dc1e66544050484aead1
DOTA-v2.0 val annotations,P1266.txt,786,1c16a2203fca5429823eb650d2fad74eeb498c26c15b15616908678fb265c0ec
DOTA-v2.0 val annotations,P1268.txt,1121,320932e31a87bb9710497ced1f69e03cc12569ae535ac8688c55410ab5e1c53b
DOTA-v2.0 val annotations,P1269.txt,2160,88a9cc53531f98432b530c74c8fe3f1b93217649f7132d3d398eeff0cd60761f
DOTA-v2.0 val annotations,P1273.txt,1341,fb5e26b5a65e62a55cea9ad7c2b92073c2dd2d3f1ee4aab7d1a96e9b1bf8601b
DOTA-v2.0 val annotations,P1275.txt,2948,dffe54a7e1978fd0606dab081112791e25a533e54e5f2a38ed048f57b6baa412
DOTA-v2.0 val annotations,P1278.txt,711,76381aa29dedb778ff352261c75318f01c6d6eb81f2a3d5f5c95ff174fb3962e
DOTA-v2.0 val annotations,P1283.txt,556,6fe1fac64b2f70ce313bcda6cdb0bb851b6633633f34134b69d819f274ac1ed6
DOTA-v2.0 val annotations,P1314.txt,2522,11791f02477c9a0597aeda63148fc54b9c11bf1e7e902c8fec92b2bfcc82f1d4
DOTA-v2.0 val annotations,P1315.txt,2145,5223c893811a9236eeb03dfc94a51be0fcc6106136c0a6691f58f3ef52297231
DOTA-v2.0 val annotations,P1323.txt,1875,d5c985e49748ff723ba45aabe66dd2f61b10221c7c813cc28840560989b8e5e6
DOTA-v2.0 val annotations,P1332.txt,2362,cb773de2945a83c70c2e6ccc4a1203e0579543eff9034f4937c9fab0ad18d2b7
DOTA-v2.0 val annotations,P1342.txt,3888,182efaf0ccced6ea2c2ee81f414c4467b5a0ad338e775aa6ac3b9f8a6735e892
DOTA-v2.0 val annotations,P1356.txt,6345,bedb2109ed7a9a1b9230a06b6529b70f1152ee3a37f7adb0c2061ec575c2f879
DOTA-v2.0 val annotations,P1370.txt,389,9fa6b42d41b594fd19cd47cc6f41095cc18a13de19b51bce1e10fe08d5e53693
DOTA-v2.0 val annotations,P1371.txt,320,8c0641c183ce01b1783370f3e038a7bfda84b3c97377a028b03f7fd6ab8816c8
DOTA-v2.0 val annotations,P1373.txt,4485,45d480cda6b304aa7e85f73e8397ba386cdaf6d62a52955d5619f30b96eb40b1
DOTA-v2.0 val annotations,P1376.txt,19442,69bd35e55d0da260615387878d110e17300be0fc1133ebe78fcb1a4a93a10188
DOTA-v2.0 val annotations,P1377.txt,18551,9831460feaccf8ed34b8dc472f808b837064a989bbbee7fcc79700b4e14eed20
DOTA-v2.0 val annotations,P1380.txt,92108,943dd4a3ec86689af1b5c1e7f026cdced549ef1eb3673b859d50c54a6d49fb23
DOTA-v2.0 val annotations,P1384.txt,20216,ad1977b306fe35611849a0659f7cd8d038e15076f2f18b28072ae04a7a0f2093
DOTA-v2.0 val annotations,P1386.txt,13702,aa34dd9937d4485338286083d49449e7d1be8b7656f70ee4bbfa794b0ae4c134
DOTA-v2.0 val annotations,P1390.txt,19016,d83a4f43f3f1f176ca41e407f5e8cf0eb25d4b3bf8e52ec0ef54283d81296f35
DOTA-v2.0 val annotations,P1397.txt,33167,e3b5576ce0a939ff8e70f5dac8acab51e1a2ee1f8ebfc160104f5c280420f3be
DOTA-v2.0 val annotations,P1398.txt,6361,b3544f7b57fd08b8975bfdd4e3e9359a30fa40a889efbdc20b85a21ee5dac9fc
DOTA-v2.0 val annotations,P1410.txt,141939,ca70b9328e160a6ff89190ad5124608e292d40b94349f519fa8d7ecd86d39511
DOTA-v2.0 val annotations,P1429.txt,1369,de40eaa77dad6e5729465d5ca76269460db351d48cb8cdaa376dc780400b125c
DOTA-v2.0 val annotations,P1432.txt,1852,2013960f7615486fab1d1e0fc0c4fbe91c1dcaa680594a35480fb0cef2f30c32
DOTA-v2.0 val annotations,P1434.txt,8575,9de07da96e54977f71acd2db56ffdec0003318c2625de6d692f062c126c8b8cc
DOTA-v2.0 val annotations,P1440.txt,565,59810797c10e8055f69a59d8f81cd8beb8bcea5c31fbac40113b1048e314f63f
DOTA-v2.0 val annotations,P1452.txt,2865,ceb4a3ae958ede258d4ac833e7e79d57c4ce5a090024cba8af9d4ca0c1eb40f7
DOTA-v2.0 val annotations,P1456.txt,925,12a32bb5da3a0c32041bf5824539ee258d9a620ed1178f91bc3467237d1291e8
DOTA-v2.0 val annotations,P1463.txt,2905,23c1e945683866424a83d04eec935df4655af814d681bb548564829748c8c83d
DOTA-v2.0 val annotations,P1471.txt,44739,7ad57575103ef7c9b1c9c42ab2c21e1e6a786786940a2402760c654925fdcfa4
DOTA-v2.0 val annotations,P1473.txt,1735,961d7a96196eda1547d8bfe72129449d8e9535c7b9bc529de684f91c2a83b168
DOTA-v2.0 val annotations,P1474.txt,2654,20abe6f60b13b6f7ca536ac525ef552ba5cc72dba245d3ee8e459abfdce67993
DOTA-v2.0 val annotations,P1476.txt,4163,ace1e7d65a7c32cdf61951b7425f174e638a33a489ea9241db8827c536f94b35
DOTA-v2.0 val annotations,P1478.txt,95235,eb325586e3322ae709ded948f4f0e3ea1530966e597cd101bd3f141b2cb1f3cb
DOTA-v2.0 val annotations,P1483.txt,645,bf02b44076d850d8da203b9e0c8f54dd147489eea03629fe4fdd9f191a423dbf
DOTA-v2.0 val annotations,P1492.txt,365,668ea2e453dadd330c939c1e7db97107ff50e628df33ffef79b2a614ddb8b361
DOTA-v2.0 val annotations,P1506.txt,624,ca0ab725cf18a5a0ab77cdfe21a1a62ba58fdf43d7d38b2143ce6d11be5148c0
DOTA-v2.0 val annotations,P1508.txt,2357,38807b365c0877e20ab61f9f8fdea689fdc3eda01e20f5b384ce844649d5c351
DOTA-v2.0 val annotations,P1512.txt,5743,fc11467b5f2c789d228cf68a4e03cd693e382afacb6e3cc9f4ac1b131d281c05
DOTA-v2.0 val annotations,P1513.txt,7311,4305550a4e85133a124eb8e06d661073b092e371622fbd7aabcfccf9f47413de
DOTA-v2.0 val annotations,P1518.txt,385,66b8a0fd0c2b5bfb6399b86ccdf50074bff4ace1fd3059cc75839269dd2c6497
DOTA-v2.0 val annotations,P1529.txt,1170,f432743b35e03b0708a6a83bf6b64d323d29db4963c1bb7014af3c256d085c5c
DOTA-v2.0 val annotations,P1541.txt,365,680ff0f6bfc4a6d768d31994e3eeaac62c64b9a7ee80c656c1b88102f029c357
DOTA-v2.0 val annotations,P1542.txt,117,f9c2b3ca292f375a827e53c79be62ed33dd4f492b54f390fa84b32cf53496455
DOTA-v2.0 val annotations,P1547.txt,320,460b6e014dfaed38deffe2a90c2a1e789db8dff5da56c327a3b379b11fe3e774
DOTA-v2.0 val annotations,P1557.txt,182,d917c46e6c2d56f340cc9f358734ac3dedd99642f73a7375a4ea42f4faa05e00
DOTA-v2.0 val annotations,P1560.txt,332,774b17810c4f04fc1d1e07be254b79db13fed97bb71733a1b7d08a60a382f051
DOTA-v2.0 val annotations,P1561.txt,178,3bcf7f3801b8fc59defb6f8fab26d796978ba75a4c5fe7edc70883d678595406
DOTA-v2.0 val annotations,P1566.txt,1244,e8dd502ffc31a270b516d0e215f4f4b666da9ccd6910d4cd90def06ee76bfd14
DOTA-v2.0 val annotations,P1569.txt,484,e7a2ff19e9a74b85978d1cd82a055af18cf9e7c82ab14f5b1e48dfb302bdaae4
DOTA-v2.0 val annotations,P1570.txt,535,57fbee12d4d6f44ac5addec1a32332bd1b157f311daea619476b1a32f21c51b7
DOTA-v2.0 val annotations,P1573.txt,1376,a2c955622d56f1a9473c4764d41b8568aba230c38e8d71018e64755524332a4d
DOTA-v2.0 val annotations,P1577.txt,490,d2cad35eca4ce637810e837098203ca74f56ada04af1bb903933f1cdb6d5bb35
DOTA-v2.0 val annotations,P1579.txt,1044,89db4a3f94d45f908c780da6e1ae711c0676484203867714c3a3c8716d5e66be
DOTA-v2.0 val annotations,P1581.txt,858,095f90de7a03c893cc04ee15511072e6d9cc9ebf7ed275f16f520e8ddb005176
DOTA-v2.0 val annotations,P1583.txt,1917,e9d0e22b9cdcedb824de5c1bcb8ae1c97a3c2f597020bf1d91ce6c88641044a6
DOTA-v2.0 val annotations,P1584.txt,1482,1917ec9d6a115cb1ec3c889f1a72e2f1137404f256348ff0e43dc06dec6624ed
DOTA-v2.0 val annotations,P1586.txt,999,c3b7912909b9084f966175c4b2701abf93d77a034c15055a200de9eeaa6fb20d
DOTA-v2.0 val annotations,P1596.txt,264,5a2d0293dab473e31f23977f6415fe1896948e7d78d5e0b667d2d9188f6acdc9
DOTA-v2.0 val annotations,P1598.txt,2339,981cfb0023e136c9f2a62ad4684184904d4cee317a766083ffa33c0f60f0c8f0
DOTA-v2.0 val annotations,P1601.txt,1594,d58ca1a894f2a6ebc36567dc506d9b77b4f0276496768dcc08e2526d67312478
DOTA-v2.0 val annotations,P1604.txt,833,786466dff2a94bef7fb732980796c9207dc1d1be82e6f90f7aa7c3173ff84d74
DOTA-v2.0 val annotations,P1610.txt,2743,d48e73d94bd10ebcbe09c65741c45e8e2d8f93688319c24c5ad2dfe9508a0254
DOTA-v2.0 val annotations,P1619.txt,450,b7a2933c5b97249afc668d1d3bacfcb2d75cd065c6110681d5cd1c160c6178d2
DOTA-v2.0 val annotations,P1623.txt,1995,b61f32b28cfd20e37d6a2888a0545f1cabb7ee56005ea6d1663cd623da292827
DOTA-v2.0 val annotations,P1643.txt,940,bb8f8e2bf477655f51a47d85438dda2da48fcdc4ea30eab5a989a3bbf0eb26c3
DOTA-v2.0 val annotations,P1647.txt,1945,c7ee865c9e35a2afe052232d56b524bc6e06accc3b1ee520de5fbc5562b9d405
DOTA-v2.0 val annotations,P1650.txt,419,1d9765bc5cd1adeaf9aaa46d7149c289f184f97b893f2fec6c6c49d0d3082420
DOTA-v2.0 val annotations,P1651.txt,1569,28b069a6ae2b6fb0dfabaae5471007505778ac309a830f359f30dfb52b555873
DOTA-v2.0 val annotations,P1666.txt,516,def30a703105f8ec0dbc027b877a41ccd0ed94af209cb8295fb993d5ddd5a56d
DOTA-v2.0 val annotations,P1672.txt,2196,9ffe90bf483ba7f1fa8e5efc4bd6585fe029b677701c0c1842c9376b230bbab1
DOTA-v2.0 val annotations,P1679.txt,401,5f3c75a2384325c0d1df02dfc3c7c3b6fd1c974652e9a3e903909293f8b17668
DOTA-v2.0 val annotations,P1693.txt,705,72da934292eb4d806e2acba2add702e100660999407e881b127ad3b811b0afca
DOTA-v2.0 val annotations,P1699.txt,113,a5033c45123ee9108a8c708d1eb5776cee444ceda0faf896b40cae701fedcd53
DOTA-v2.0 val annotations,P1700.txt,1121,e5a019435eac9c156c3c53ba06aac704456ee09f0ab410c6f72b7cbdf54cfe0c
DOTA-v2.0 val annotations,P1713.txt,1170,cc789db404ebef1d018901bbd1ea44a4844b369e3de5b6a2036aaeb06d84a254
DOTA-v2.0 val annotations,P1720.txt,186,fb80e35abaa35cc31ed06cefc3369e9ce641740c7d20018ae17f3fcca259b77d
DOTA-v2.0 val annotations,P1732.txt,1451,e51a6e38f5b1d776b63f3747b2ffe71157492f9a6b34234f3f11a07e4744a7e2
DOTA-v2.0 val annotations,P1738.txt,8819,0c5e3bd0829ada7e9cba7957c3431c5392ca2577b45a9b0aef321b46a4f73523
DOTA-v2.0 val annotations,P1742.txt,1247,26fe6bb255cefe9453f6670b14c1db9d84f9a477bc38241e9ea5b303b386ed6c
DOTA-v2.0 val annotations,P1749.txt,361,b4fa972458ab27290e33e6810a6274de3631359cfe9eccf2787342bbbd212e65
DOTA-v2.0 val annotations,P1750.txt,245,0960722329a234a8bfd08d9a2cddd227f1decf24953bed7dd381e35e11b05174
DOTA-v2.0 val annotations,P1751.txt,1090,6c41ee003cada33e00e537bebfe1ef18b067134c1d57c456edab1cd54b31427a
DOTA-v2.0 val annotations,P1752.txt,941,ccdf614227cc97ea2e7199623454f62534841b2d49bc1d1e2c6e4554b1b63f66
DOTA-v2.0 val annotations,P1754.txt,1031,6cbee4924842fd5491fec048e1acded26008f66e7c220ad8560d6d51b36d95b1
DOTA-v2.0 val annotations,P1759.txt,190,66b329bec90315e06a018087d50dea4274fab66b7ac8916fa3c275017f9acea4
DOTA-v2.0 val annotations,P1763.txt,312,9708db3cef87cdb3c2aa64bdffa3c15b1b1ea483c4c21d1b59eb14c21cfecc09
DOTA-v2.0 val annotations,P1770.txt,1220,7406765d6def4b6fe2016aea5eedb7a0eab811d25476ef97548a0168233ade4d
DOTA-v2.0 val annotations,P1786.txt,42413,69aa487842b5aae5f81f2cf6ac345a60089863d2858c405acc55944ae3d69975
DOTA-v2.0 val annotations,P1787.txt,2699,de99eaaaa01ba398db8404ecb0c0d8d5dce93586a8ead57c2d252c9905f7b82d
DOTA-v2.0 val annotations,P1806.txt,2108,1314553536bdf7dcc875cc9cdb17eaf67ca8f6a7f435aa27f842bd086359f0eb
DOTA-v2.0 val annotations,P1809.txt,278966,594d544da2fb048bab00cf5f1f597d5264cfa3ce68883dcb708992fb42ff4df2
DOTA-v2.0 val annotations,P1821.txt,8285,b79bc08dad843d6a2f97bd8a321ca035268d9e249b13012afe464da6448abfbf
DOTA-v2.0 val annotations,P1825.txt,1461,b58cc7f57866fb8d1e1ff0c742b569dd921845229796a92ac1cf9fbe5009d931
DOTA-v2.0 val annotations,P1829.txt,5497,8f0423223504f79aa352595c816e95837ceb2066abdf6580c27740db19fc5dd3
DOTA-v2.0 val annotations,P1838.txt,3074,865cc115d7f687f80419a46dc1612cf879f472b6531bdc00e85843a9438276d0
DOTA-v2.0 val annotations,P1854.txt,119193,57adaaa44ffae73c617070d7635419bad589b683f0e5d4eecfbd4f4472f7ffe8
DOTA-v2.0 val annotations,P1860.txt,3007,6dd0a8ca80d24fd28d1b50af8bd6427071cd08cec550d87d87a7ef9d4805f92c
DOTA-v2.0 val annotations,P1877.txt,7095,31a8607bf5a1a94ecb57a95b86dcbc5028898e973cf20498f8a090f63c8e0c8c
DOTA-v2.0 val annotations,P1878.txt,2270,84eaa8f20ae01b42d6ffe21487e69faf16c2cbb61d11c0526cadddc1160ec1f8
DOTA-v2.0 val annotations,P1880.txt,3117,58c8c506345e4bb7f05105af4f83cb319938fc32dea86b30f909ee323a6f3c45
DOTA-v2.0 val annotations,P1888.txt,4355,5566685b7493241893d4eb65a4549b609337456bdb46ff3fbe0c83834aef605e
DOTA-v2.0 val annotations,P1903.txt,9337,9db1a72e4d2f8bfc518b0048bae90ec097039bb493c1f5eebd89a25fcd4ff5f8
DOTA-v2.0 val annotations,P1904.txt,8419,7d762b9c94adbabaa577d781348895730f3fd1d0fcd5b2e57b3efb3a832307a3
DOTA-v2.0 val annotations,P1905.txt,3841,ecfd07492d1c8456391557c4bc5c1f5264e6e95ebb2e655b6c4f27288a8943a5
DOTA-v2.0 val annotations,P1911.txt,3245,38dfaefd7dd9f674a5662f0c792f07a3f3d333f2bd2549c4eb21dd9622ecdc06
DOTA-v2.0 val annotations,P1919.txt,1433,b7df0abdaeaa5784325afd597df2a65d5b8ad75239a93e5c85d6c5360f5ef4cb
DOTA-v2.0 val annotations,P1924.txt,2807,3e45affce8823455c174d3f9a3b053b065e0d61ffb5ff3fac7a20774606d7a41
DOTA-v2.0 val annotations,P1940.txt,12351,9abde10980677d171fe54be307acfa87834e76ac4ab586f3956c49eb27e2488e
DOTA-v2.0 val annotations,P1950.txt,4559,35c36912bfcd3051aefa5c66325a8e774e23a63b51bef1285d9c2d06e1e69d6f
DOTA-v2.0 val annotations,P1957.txt,12803,513a1c229c74a77635934f9f569bf87265a71ca8d090e2fb2c45070ecebc89bd
DOTA-v2.0 val annotations,P1958.txt,9603,9c6e21cd92fa275df031356d4f33569a06812131d1daf2b55d26e1f63e7902fd
DOTA-v2.0 val annotations,P1960.txt,9377,04fd2897bd0caa2f3776ee3bd9d1ff687c6864d564db5b3d2f711ecc91c7f54b
DOTA-v2.0 val annotations,P1973.txt,5775,ecae4bff33b90632d1d4d360deb810f024cb19d432cf464bcf20d7886d82971f
DOTA-v2.0 val annotations,P1978.txt,12952,86b61d90764ff1dd1807c0c6cb0758586411588cc144a91f69856d3e6bddb448
DOTA-v2.0 val annotations,P1982.txt,9792,a10168472950fb747b04b4a461414d33e7d2508e129df5a80871afdcd30b4355
DOTA-v2.0 val annotations,P1983.txt,19295,608f4c23b9e5919ef7a8b4394f17988228e182352c963d6920870cbde2c7d69d
DOTA-v2.0 val annotations,P1992.txt,22802,9a8a220673975167d3db3ad7503bcb2c7ae2ac8ed563bd0857827c4f9f37c913
DOTA-v2.0 val annotations,P1995.txt,7033,c66f0c706b35ba853c5a94a1dbca6f4d99c8950eec186544f1ae1540f1aae041
DOTA-v2.0 val annotations,P2003.txt,6095,855eed9feaeea49f44ccd8e2d5166174df752aa8373f26821278b767c8af1815
DOTA-v2.0 val annotations,P2011.txt,1351,fca479d746eeca7b96d07da8d9726aec4dfc1ff1b95d04a4e2bd5d592535d0b1
DOTA-v2.0 val annotations,P2012.txt,842,2d69b07b11809e3ae2c4477fdb6378f1fe08ff995bdc50b3f431f4d8c74ca42d
DOTA-v2.0 val annotations,P2027.txt,8174,0d537cac88ac530e5bc888c0e9178c033c1b10d998789caff85d5bb8eb81323f
DOTA-v2.0 val annotations,P2042.txt,1069,6982851c4b7504422f16e2e836b1eeeccc5080bd9ece37d6662960893e253ea5
DOTA-v2.0 val annotations,P2044.txt,771,867a0bc9ecd717184eb6eb85575cd6944c3b7ce3ce569bd3c2bcebd2516700fd
DOTA-v2.0 val annotations,P2050.txt,4005,1310fb709c8704c635c8aa1dc6862dee872dda35454dcc1b16d12dfa2d5ed761
DOTA-v2.0 val annotations,P2059.txt,26445,9794868d34652bc88fa632b970d88ceec984cf98ad4f68fd8f63af710680ef98
DOTA-v2.0 val annotations,P2068.txt,9347,676a6a540d4495451494ab667760ded39940d01b291bbc72f5d2306ab82e2544
DOTA-v2.0 val annotations,P2082.txt,19301,c307266ebc8804f545e4df9a8b874bb576c692b9778d9ce9b6f8b55742cef0f5
DOTA-v2.0 val annotations,P2085.txt,392,9ae5094220a27e3e4b6161d6bd2aafbde32326e37951a94a13f29643fdb5b9e8
DOTA-v2.0 val annotations,P2088.txt,3817,a6a1e7e1f333a3f41c57d0c2d8441f3e826be3c21b27cf90fb80331fac41f560
DOTA-v2.0 val annotations,P2093.txt,7915,575c34f48acbd26a18b148ec667831ba7a2f3bd8d6c794016c2183623ebaa3b6
DOTA-v2.0 val annotations,P2097.txt,46261,b4c98a48e277b25a105b8ff4a2274b7b0481a24a46fdfee8f53e9cc842ec0519
DOTA-v2.0 val annotations,P2098.txt,1453,8fa42c6ccc261a6e566f569d4ccaf0847756befa5d93778b12e0265fe356a714
DOTA-v2.0 val annotations,P2111.txt,2810,f4168246f8fa39250204f14f6b3829ac3a6e90b1e25832217c49da61a45a4d5f
DOTA-v2.0 val annotations,P2121.txt,1165,468084eec091e3ba5a2361d0f19b6a3cba8d76378fdc89e6b6bd3530b037547d
DOTA-v2.0 val annotations,P2124.txt,13469,fec4ef131a061106135bfbcc8e600301ae397c861a085b8c8abc4a23f6148219
DOTA-v2.0 val annotations,P2126.txt,6025,e24487fc3c4f7eb9c6e6096d9506796a797e49eb43f944430e07873c3620c3f7
DOTA-v2.0 val annotations,P2129.txt,5667,e4fe7db788ab610b71f31d8ac631808afbebe6e2a29d306e18d97132f7adae18
DOTA-v2.0 val annotations,P2135.txt,3551,9bb4ca75d3df6038116d62bfcfdf1df22c6bbdef807fd22292a22c7f2891f133
DOTA-v2.0 val annotations,P2150.txt,1688,ca20f395532570ad444d4a0da5005c2dd937ae2e39e3b49763e99cb66db468a1
DOTA-v2.0 val annotations,P2152.txt,1138,4e8dc06a9c80c4dc808e7d04ac8bd5c23c94c5fdfd7df01977146a5c64a57bb2
DOTA-v2.0 val annotations,P2155.txt,5271,b12d69fd893f99776be3bc69e2533b87d3e0b4174a375ae3daab8da453e0e484
DOTA-v2.0 val annotations,P2166.txt,1016,d5858f3b7013c9c2b2563e4f333954de286ab33fc109e2d0d59c594334cc9079
DOTA-v2.0 val annotations,P2167.txt,714,cd43b3b6528a57acf577977fba8d83d50d480c8113b02e3d043489d26fc10057
DOTA-v2.0 val annotations,P2168.txt,2831,f9b6257c05cbca961ac21bab93d4cee80c77a55f69bcb793a9383692b1f00e9f
DOTA-v2.0 val annotations,P2169.txt,258,a98c4a7dcc3d8a4fe388195e5f6ee6d8815a07329c4f8f77044be6bbb63609fe
DOTA-v2.0 val annotations,P2181.txt,2020,6d6af7df2d928dbb4330d20f8babe0e070da07b4c2c0971f32555ab17559d7a4
DOTA-v2.0 val annotations,P2194.txt,17475,8b084e7bf2a4e47ed1dc11125a3192eb07bf17613a55f66197edb66ace59042f
DOTA-v2.0 val annotations,P2197.txt,14504,747dd74fa085ba86639618fef55be0866b6362d3029de4f00cd005466363e248
DOTA-v2.0 val annotations,P2198.txt,6043,c4d296b9b4970eb625ef9bfa7c1da61409069c6c657c63a41fdf3cc59cfb8b7d
DOTA-v2.0 val annotations,P2214.txt,5375,82a8bb5e5debd95f91d0e3714c5423c411625a3dc74290e7ab66dcd6ed8e9957
DOTA-v2.0 val annotations,P2215.txt,1723,b7b91ae87e81834092e2b5248bdbb86770a02e45ec146df5da8228a6d6aaa836
DOTA-v2.0 val annotations,P2218.txt,797,acb3e8082fe891fba9f1e379d5117499f12e4e9a897e0d93417162a2ef1ae35e
DOTA-v2.0 val annotations,P2220.txt,28631,be03cc710b6894f5ec45a9c7c87b9f755443ca010ea2108d3c69562b492ca06f
DOTA-v2.0 val annotations,P2230.txt,17409,40fd4f565e5f4d3c2e8a00a9333d2e419bd9261e7ca6da7dce3d3ed87cfd7f84
DOTA-v2.0 val annotations,P2231.txt,15007,2e7b816e92a9f3d5c7faf2971015048272ad0dc0453667811edd4393c87a091a
DOTA-v2.0 val annotations,P2236.txt,3366,e50d7c4d7cdb74fc272221292b73eb906ef77e00523e65b385f1ecd5b8c6b631
DOTA-v2.0 val annotations,P2239.txt,1993,2421b5df5d354af933e24e94c160d5330713913be301bf01777dc8067683e0d1
DOTA-v2.0 val annotations,P2241.txt,1972,d1d9183ffdc557b1158e3a28e9de5dfb9e2da6abadd66f8fefff523fa3c90a07
DOTA-v2.0 val annotations,P2242.txt,20390,17aae25a52ecd94c39bd1e18e54e4167e765fbef607c919fa5ba02e41a38355c
DOTA-v2.0 val annotations,P2255.txt,540,7c168708ea5ecd23b2317afe59059c032517e11dc353954ce367a48ba22d8224
DOTA-v2.0 val annotations,P2256.txt,2184,5679d6775e0179fadf83ddb7675e951f3bd2905955c8b286d3b2a26d4b6bcaf8
DOTA-v2.0 val annotations,P2271.txt,127140,befa8bb934ef3b958693ac7db81e860a2600a964dff15fc2ba9b7a149dc5321f
DOTA-v2.0 val annotations,P2285.txt,13029,16b82473181ae46df860421978d37c0b00011f605b5d05d7526253e34f324641
DOTA-v2.0 val annotations,P2286.txt,9247,6b3ac3079548ebe4506f582f30cb6c068b9bb11eddd8941192ff767c5e2852b4
DOTA-v2.0 val annotations,P2294.txt,290,1a2a032d81e48d284f55e6c4db488a7d285f4cbf62ad7e749d38ba8457756116
DOTA-v2.0 val annotations,P2310.txt,344,64039c2c79301efae96954ecf55ec47f1865e5ad11ac994b2d93107c14c1e8c7
DOTA-v2.0 val annotations,P2322.txt,400,8da999b48d2ecf264749ddc8007e01b95b879866c472ae4b5b462864e4c8130c
DOTA-v2.0 val annotations,P2330.txt,10558,3bc6541526efda47d53726049aaf5f5135f7e1cbbf0976bd347d858556d05e55
DOTA-v2.0 val annotations,P2331.txt,109996,c00e9203da71df0559fa4e9accc5ba34cf625fc16f6fc4dedddc65e4e6e99b79
DOTA-v2.0 val annotations,P2337.txt,12192,378775afa3a7ab514551003685318deeece7be3997ccc6ace0005cf4d6c2a46a
DOTA-v2.0 val annotations,P2342.txt,18150,1d6f57f6c74b4eab442887bd590cc2a6ef3c564c2e6ec0d5cbe14fe2c24cae75
DOTA-v2.0 val annotations,P2351.txt,319,1b16bef4c51be958061413889a49b5a9c8257993ca1d76c98bec04ed0a1cacbe
DOTA-v2.0 val annotations,P2363.txt,378,2ff27af9571d9157983032fcb1223d23da9fe63c29a2ddd2055f94b04e53659f
DOTA-v2.0 val annotations,P2365.txt,546,583d50cb864e8f37783ac2c433aec5994c5c66e69f10988f6bc8e24de63ef0b6
DOTA-v2.0 val annotations,P2374.txt,265,e61c019099ce9436b6913d555105e5849f3a0a1312664cff71b1422b9450bbab
DOTA-v2.0 val annotations,P2375.txt,331,c75c53a96abbe0bde676a6bb81368f455df7065dd2bc1d163e8a8c7d985ecefe
DOTA-v2.0 val annotations,P2378.txt,134,a2109e3adca1ac50ed32c10ac0be559f00428804c5530f08ca227377a3f7b9c9
DOTA-v2.0 val annotations,P2385.txt,194,22c98380765315fb06d43f178760e715d388f622b6193de04c5dfd2a28018689
DOTA-v2.0 val annotations,P2393.txt,187,65ae568ee39ffddfdf6a561b169cfe81b317b89a052766471fcb1ff8a4c810a4
DOTA-v2.0 val annotations,P2394.txt,245,6012d123bb668463ce0def64041e8b1f37e26e82dba52f7a10ad7b53d566b1f2
DOTA-v2.0 val annotations,P2404.txt,713,653bf82c6135932fb516367ebaa2025b0bebdc182c1d4d85c5d3ead456380ca7
DOTA-v2.0 val annotations,P2408.txt,218,850cc3c4ba33e1b732c450bfd6b28c7e0a29fe126e170d6ad658afedb3c7fd96
DOTA-v2.0 val annotations,P2413.txt,382,aca65020ef3b9969f8f133d82a81519d2fd74904f03e3b653bfd9ca10d4822e9
