dataset,unit,cutoff,endpoint,rows,delta_linear_minus_raw,ci_low,ci_high,bootstrap_replicates,status
DOTA-v1.0,orcnn,1.7,AUGRC,38874,0.00044554460350011704,2.214890152100416e-06,0.0008120361321898275,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.7,Risk@70,38874,0.0009999971353033266,0.00018120312534053312,0.0017617062407431123,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.7,Risk@90,38874,9.661997990589866e-05,-0.00036150914628032985,0.0004973920160720592,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.8,AUGRC,38088,0.0004348709705653542,-1.1819156048196595e-06,0.0008116961561681305,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.8,Risk@70,38088,0.0010338318951387399,0.00017948904876526956,0.0017540298506274364,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.8,Risk@90,38088,0.00017686295193813928,-0.0002707903278808078,0.0005268799656895223,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.9,AUGRC,36751,0.00042916992948808727,-9.713537679881255e-06,0.0008122572496346491,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.9,Risk@70,36751,0.0011622834288223804,0.0001830874745297133,0.0019076964409092902,200,DESCRIPTIVE
DOTA-v1.0,orcnn,1.9,Risk@90,36751,0.00020498784411547566,-0.0001526476742347467,0.0005858251089742627,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.0,AUGRC,35305,0.00041576834385979866,-1.690661164289904e-05,0.000835157684596397,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.0,Risk@70,35305,0.001166318746661836,0.00014114619523192422,0.001928166676242997,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.0,Risk@90,35305,0.00027704747066065877,-0.00010138353976331965,0.0006398158245298536,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.1,AUGRC,33030,0.00035402022752095,-5.9521066397234636e-05,0.000765521422721271,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.1,Risk@70,33030,0.0011087151171827944,8.290621460071027e-05,0.0019867547809327432,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.1,Risk@90,33030,0.00035685023632251595,-4.970857985502547e-05,0.0006775023833812423,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.2,AUGRC,30585,0.00027185411437512935,-0.00013286345898869687,0.0006609032476075761,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.2,Risk@70,30585,0.0010199924400100327,-3.2070988713489535e-05,0.0019420166577346428,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.2,Risk@90,30585,0.0003028957943259289,-3.71395660778175e-05,0.0006382598976047198,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.3,AUGRC,28735,0.00021524291484786157,-0.00017123122534856393,0.0006020145012877984,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.3,Risk@70,28735,0.0009091787304085844,-0.00021197658678279337,0.0018411552125320461,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.3,Risk@90,28735,0.00023224499219975936,-0.00010622359121907533,0.0005334071164567303,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.4,AUGRC,27047,0.00014857568011615932,-0.00020962871891207238,0.0005332441081678434,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.4,Risk@70,27047,0.0006290706534440443,-0.00032852069577498397,0.0015420975739240238,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.4,Risk@90,27047,0.00023494282961696034,-7.101562966775766e-05,0.0006134147536775213,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.5,AUGRC,24986,0.00010866524810711556,-0.0002637066017635053,0.0004803877442215104,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.5,Risk@70,24986,0.00048214397817997884,-0.0004793100882365184,0.0013256627777994442,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.5,Risk@90,24986,0.00020709818769155952,-0.00011850676089513247,0.000595300745109372,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.6,AUGRC,22990,3.795224913106035e-05,-0.0003429625618389166,0.00042035108887686096,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.6,Risk@70,22990,0.00040797986911334655,-0.0007599361754311203,0.0012322795570730064,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.6,Risk@90,22990,0.0002292962117061148,-0.00011654464784288492,0.0005446834302383397,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.7,AUGRC,20912,6.73919037196373e-05,-0.00028162699430381923,0.0004682438890537663,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.7,Risk@70,20912,0.0004389990148872397,-0.0006409517157710165,0.0011530699265809967,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.7,Risk@90,20912,0.0003277224862389752,1.0957882279429359e-05,0.0006731352942090296,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.8,AUGRC,18743,7.799883925704507e-05,-0.00031050445748393975,0.0005131558105546332,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.8,Risk@70,18743,0.0004136487667601857,-0.0006519739285647735,0.001275836355646594,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.8,Risk@90,18743,0.00030747362981031756,-5.431041277818155e-05,0.0006349224542417975,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.9,AUGRC,16718,0.00010806866914121055,-0.00024364720379676448,0.0005132015504734356,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.9,Risk@70,16718,0.0003310718836920107,-0.0007294573506542681,0.0011704247945605248,200,DESCRIPTIVE
DOTA-v1.0,orcnn,2.9,Risk@90,16718,0.00032118259777364627,-4.49959210094681e-05,0.0006413604129682047,200,DESCRIPTIVE
DOTA-v1.0,orcnn,3.0,AUGRC,14765,0.00018306962303307056,-0.00017239604103660484,0.0006093826206171759,200,DESCRIPTIVE
DOTA-v1.0,orcnn,3.0,Risk@70,14765,0.0002518119865224794,-0.0008412944859928756,0.0010917504538975713,200,DESCRIPTIVE
DOTA-v1.0,orcnn,3.0,Risk@90,14765,0.0003296974460777896,-8.960139531487762e-05,0.0006717339963651433,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.0,AUGRC,51736,-0.013609864980906779,-0.01970916046855461,-0.006997524602880018,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.0,Risk@70,51736,-0.02960365547402343,-0.04324100121502541,-0.014554594547108692,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.0,Risk@90,51736,-0.016321926736424658,-0.020984996767887957,-0.010608937618421752,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.1,AUGRC,47370,-0.00031349551959439226,-0.0021321571453758173,0.001181313128170799,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.1,Risk@70,47370,-0.001757385629364172,-0.005549801634608442,0.0012569967094193005,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.1,Risk@90,47370,-0.005978258091286187,-0.009384688886855364,-0.0038386944818507933,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.2,AUGRC,45528,0.0018335238840106044,0.0008649291485012329,0.0027418841880830023,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.2,Risk@70,45528,0.0027310432928009665,0.0010932185535150129,0.004611522034298806,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.2,Risk@90,45528,-0.00165123317100873,-0.002740271344907536,-0.0006187365095162081,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.3,AUGRC,44393,0.002068665787205645,0.0013037844479544761,0.0028386675792613286,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.3,Risk@70,44393,0.0032286023487108004,0.0018228733778689024,0.0047071600791543725,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.3,Risk@90,44393,-0.0009992339540715184,-0.0018053494789942851,-0.00022456304811561666,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.4,AUGRC,43201,0.002307619118257217,0.0016092767041992334,0.0030094649236121875,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.4,Risk@70,43201,0.003695046588185029,0.002405330282299685,0.004948944594181903,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.4,Risk@90,43201,-7.667600615358927e-05,-0.0007474337023175927,0.0003435622883322591,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.5,AUGRC,42273,0.0022643389379458125,0.0015750824092563493,0.0029702468032370153,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.5,Risk@70,42273,0.003638172834839977,0.0023960913163018635,0.004770427290777101,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.5,Risk@90,42273,0.00019643506256381005,-0.0004536601970741341,0.0005007240137629021,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.6,AUGRC,41544,0.0022420082110849553,0.0015462889658026259,0.0029724839202482397,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.6,Risk@70,41544,0.0035984266738591855,0.0022232391752466047,0.004773896775506726,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.6,Risk@90,41544,0.0002517793848611019,-0.00027840813101925773,0.0006212257203148796,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.7,AUGRC,40854,0.0022720033245764854,0.0015558856911667201,0.0030369651487414744,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.7,Risk@70,40854,0.003685247213382696,0.002228006564425812,0.005041602060026884,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.7,Risk@90,40854,0.0002857410050391418,-0.00013618833489003872,0.0006869784868445153,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.8,AUGRC,39967,0.00230149443053166,0.0015600576432905464,0.0030820030997365517,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.8,Risk@70,39967,0.0038585038010992695,0.002314339140322977,0.005085148080236629,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.8,Risk@90,39967,0.00021582385162530193,-0.00014937704117629015,0.0007438949584516689,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.9,AUGRC,38473,0.0023238066494029735,0.0015735243491419423,0.0031478800875112977,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.9,Risk@70,38473,0.003949259950633895,0.002382376476567686,0.005323503386809954,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,1.9,Risk@90,38473,0.0003125483298553819,-9.861699346430697e-05,0.000826124444600908,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.0,AUGRC,36876,0.0023823912628393937,0.0015916254441143965,0.0032620640839246787,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.0,Risk@70,36876,0.004118848707807904,0.0025049700042365152,0.005570838390392,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.0,Risk@90,36876,0.00048629867750498573,2.3047973841562774e-05,0.0009194481226842943,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.1,AUGRC,34385,0.0023628573819338937,0.0015886296682278394,0.0033264454531222293,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.1,Risk@70,34385,0.004339282099262071,0.0024549787607126626,0.006262890151637394,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.1,Risk@90,34385,0.0005900301691023624,0.00012596646905998576,0.001044388286046419,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.2,AUGRC,31722,0.0022780603431900442,0.0014952699405124939,0.0032295901226211724,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.2,Risk@70,31722,0.0042894043182800795,0.002537572059136182,0.00629991398303128,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.2,Risk@90,31722,0.000741355578300705,0.00024714691079374566,0.0011481461096311246,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.3,AUGRC,29687,0.0023243179825289256,0.0015709802665478663,0.003263274874413465,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.3,Risk@70,29687,0.004196955188242202,0.0025251731427157324,0.0063413372188540484,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.3,Risk@90,29687,0.0007531592316249863,0.00025010510084701334,0.0012035605396952646,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.4,AUGRC,27832,0.002355009931414735,0.0015894697568078612,0.0033142557900038253,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.4,Risk@70,27832,0.004175563089991438,0.0024356833390930476,0.0061802389438172555,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.4,Risk@90,27832,0.0007920558825623772,0.00028164040460901,0.0013410205589367374,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.5,AUGRC,25666,0.002473637913494045,0.0017138423905124123,0.0034014114043356895,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.5,Risk@70,25666,0.004269330820965686,0.002657094253474694,0.006406919674840107,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.5,Risk@90,25666,0.0008956149765165858,0.00031899137747816566,0.0014934622639538305,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.6,AUGRC,23558,0.0025939186949408,0.0017495100571690114,0.0035954891115796196,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.6,Risk@70,23558,0.004364175504910306,0.002627176873815036,0.006569219462425227,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.6,Risk@90,23558,0.0010560710142303378,0.00043760034536469757,0.0017825285073520057,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.7,AUGRC,21406,0.0027721666445306332,0.0019237740721746877,0.003836962648377504,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.7,Risk@70,21406,0.004672806734827201,0.0028211802747360555,0.006893767154605375,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.7,Risk@90,21406,0.0012709739601726236,0.0006216488483699413,0.00206853381763051,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.8,AUGRC,19176,0.0029431977749557053,0.002045575053964448,0.004037935234784039,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.8,Risk@70,19176,0.004833756081517336,0.003015589542975384,0.007083151642356168,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.8,Risk@90,19176,0.0016136458946771695,0.0007679576665601918,0.0024051620745609696,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.9,AUGRC,17107,0.0031922090022733704,0.0022995092564723706,0.004320442126962884,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.9,Risk@70,17107,0.005408306702338543,0.003313866770401874,0.007518897060020578,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,2.9,Risk@90,17107,0.0017767770841486674,0.0009229980358794701,0.0025391006342079764,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,3.0,AUGRC,15128,0.0034509174932904237,0.0024727403730916897,0.004711798859602186,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,3.0,Risk@70,15128,0.006186605022310686,0.003971214896745193,0.00849726142011671,200,DESCRIPTIVE
DOTA-v1.0,rtmdet,3.0,Risk@90,15128,0.0017791666812331103,0.0009096591835002548,0.002668879030468885,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.0,AUGRC,100625,-0.012962674939520177,-0.019537603268033717,-0.007168420699596313,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.0,Risk@70,100625,-0.026283727112631845,-0.04275694598028925,-0.01422666715806419,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.0,Risk@90,100625,-0.01175456853718946,-0.015149678288189576,-0.007274536155662042,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.1,AUGRC,92229,-0.0013564702220798686,-0.0033398212584483363,5.8646406134433275e-05,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.1,Risk@70,92229,-0.0035186718989925446,-0.007535103945252492,-0.0008605222199998671,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.1,Risk@90,92229,-0.004354338677750473,-0.006305912078204339,-0.0026485457442655433,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.2,AUGRC,88792,0.0008055432079233562,1.2016907168598695e-05,0.001479981533449097,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.2,Risk@70,88792,0.0009052630079498386,-0.0007189129753349089,0.002155866923665871,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.2,Risk@90,88792,-0.0013985653182330832,-0.0021547709183851183,-0.0007842749603855236,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.3,AUGRC,86615,0.0010954862268340824,0.0004523262190722921,0.0016463073350552822,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.3,Risk@70,86615,0.001533866925962784,0.0003182698657509435,0.0026030992084662245,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.3,Risk@90,86615,-0.0008083496849658582,-0.001390867657187207,-0.00017824574911250626,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.4,AUGRC,84296,0.0013619409642157704,0.0008761562674813794,0.0018841966680272634,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.4,Risk@70,84296,0.00214767162205632,0.0011182499367006489,0.003108438530804061,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.4,Risk@90,84296,-0.00019043308684877844,-0.0006293543415306378,0.00014846125061373356,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.5,AUGRC,82472,0.0013403229345174145,0.0008082115871738659,0.0018752462531372277,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.5,Risk@70,82472,0.0022252420312771186,0.0011969531499930778,0.003152896625022028,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.5,Risk@90,82472,3.0073520097120138e-05,-0.000375401357927432,0.000347352340774644,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.6,AUGRC,81051,0.001329043861214907,0.0007741409763477223,0.001869051261071949,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.6,Risk@70,81051,0.0022324618140499956,0.0012024853962149258,0.0032518203618837832,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.6,Risk@90,81051,0.00015498350474437567,-0.0002500949343595597,0.0004582671617556079,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.7,AUGRC,79728,0.0013587739640383012,0.0008162666951535288,0.0019302412381943237,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.7,Risk@70,79728,0.0023426221743430113,0.0012704426739044736,0.0033901422017235277,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.7,Risk@90,79728,0.00019118049247252022,-0.00016897965159002777,0.0004991607361545874,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.8,AUGRC,78055,0.0013681827005485071,0.0008195626381959643,0.0019523316113975644,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.8,Risk@70,78055,0.0024461678481190047,0.001360929190116714,0.003349857574761304,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.8,Risk@90,78055,0.0001963434017817206,-0.00011972620183800918,0.0005189971717872041,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.9,AUGRC,75224,0.0013764882894455304,0.0008345551038642411,0.0019769019665780456,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.9,Risk@70,75224,0.0025557716897281375,0.0014455308558796944,0.0034310425141261852,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,1.9,Risk@90,75224,0.0002587680869854288,-9.09860606506307e-05,0.0006151611633798274,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.0,AUGRC,72181,0.0013990798033495962,0.0008256376698257215,0.0019918491990379263,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.0,Risk@70,72181,0.00264258372723487,0.0014692894068421903,0.0035766879557551277,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.0,Risk@90,72181,0.00038167307408282225,-8.077472994391127e-06,0.0006800678670880324,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.1,AUGRC,67415,0.0013584388047274219,0.0008143570365159597,0.0019557417055125646,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.1,Risk@70,67415,0.0027239986082224325,0.0014438764676363528,0.0038085829611790253,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.1,Risk@90,67415,0.00047344020271243917,6.569772777805186e-05,0.0007690547581006339,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.2,AUGRC,62307,0.0012749572287825868,0.0007861574077133715,0.001853185649423158,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.2,Risk@70,62307,0.002654698379145056,0.001441921815525253,0.0037776260929878245,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.2,Risk@90,62307,0.000522125686313317,0.00010931919943146622,0.0007722704949011787,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.3,AUGRC,58422,0.0012697804486883936,0.0007673625111173963,0.0018544053019645642,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.3,Risk@70,58422,0.002553066959325393,0.0013545009716070722,0.0037215170227782673,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.3,Risk@90,58422,0.0004927021119123728,0.00012220914982980397,0.0007926278944901822,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.4,AUGRC,54879,0.0012517928057654473,0.0007492230848960668,0.0018177087183012734,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.4,Risk@70,54879,0.0024023168717177412,0.001222759248633768,0.003451813384100968,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.4,Risk@90,54879,0.0005134993560896688,0.00013115496760182332,0.000850228938794122,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.5,AUGRC,50652,0.0012911515808005803,0.0007569320911316923,0.0018545610092157733,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.5,Risk@70,50652,0.0023757373995728324,0.0013221228999475791,0.00348467399939888,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.5,Risk@90,50652,0.0005513565821040727,0.0001514705776325608,0.000880418045852493,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.6,AUGRC,46548,0.0013159354720359302,0.0007771153975502575,0.0019127895603193667,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.6,Risk@70,46548,0.0023860776870118262,0.0012674913796766945,0.0035609554221462617,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.6,Risk@90,46548,0.0006426836129682263,0.0001610767785407582,0.0010203878467852081,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.7,AUGRC,42318,0.0014197792741251353,0.0008410724774024434,0.002029632201648413,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.7,Risk@70,42318,0.00255590287485722,0.001402324846006534,0.0036472396924767266,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.7,Risk@90,42318,0.0007993482232057994,0.0003293634900800207,0.0012643886611942287,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.8,AUGRC,37919,0.0015105983071063752,0.0009218237786345639,0.0021526972524917682,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.8,Risk@70,37919,0.002623702424138761,0.0013934394489005335,0.003893703068948687,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.8,Risk@90,37919,0.0009605597622437435,0.00041301962243384674,0.0013904478469629108,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.9,AUGRC,33825,0.0016501388357072905,0.00101073164311815,0.0023035766463369587,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.9,Risk@70,33825,0.002869689293015277,0.0015164724404838363,0.004162456822911048,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,2.9,Risk@90,33825,0.0010489798409611568,0.0004972202787961524,0.0015381323347345975,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,3.0,AUGRC,29893,0.0018169935581617471,0.001113094502622259,0.0024530993915284514,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,3.0,Risk@70,29893,0.0032192085044165826,0.0016506612982195288,0.004455486612014639,200,DESCRIPTIVE
DOTA-v1.0,equal_unit,3.0,Risk@90,29893,0.00105443206365545,0.0005189283168959896,0.0015859120045282464,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.0,AUGRC,100625,-0.010359326173414653,-0.016061463688726265,-0.005272680680896573,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.0,Risk@70,100625,-0.018669236744649598,-0.03003902788232564,-0.008737150023316494,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.0,Risk@90,100625,-0.01252616408855993,-0.016967502733504246,-0.007708752424710284,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.1,AUGRC,92229,-0.0016635407169756401,-0.0035976603043061323,-0.0004843058436305619,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.1,Risk@70,92229,-0.001263175382947651,-0.005016529200299486,0.0007427835155110597,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.1,Risk@90,92229,-0.004089929348772572,-0.005951351702315777,-0.0022710711063104803,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.2,AUGRC,88792,0.00015652976988565423,-0.0005635313533978668,0.0006412835126624387,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.2,Risk@70,88792,0.0016281021298096693,0.00017117901998809368,0.002667174438410399,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.2,Risk@90,88792,-0.0012761696159308625,-0.0022050579117812432,-0.0003645428140902449,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.3,AUGRC,86615,0.0004591261967717905,-8.426659552601118e-05,0.0008622592116169091,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.3,Risk@70,86615,0.00205162828703101,0.0006622223940277849,0.003063822153957808,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.3,Risk@90,86615,-0.0006935476877929364,-0.0014799733065959293,5.6486607785729115e-05,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.4,AUGRC,84296,0.000717102444637914,0.00025535317867882043,0.0011417438217771034,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.4,Risk@70,84296,0.0023600440778044837,0.0010511691612256871,0.0032303092219129314,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.4,Risk@90,84296,-7.066350589605974e-05,-0.0004476179768169436,0.0004223001257120797,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.5,AUGRC,82472,0.000750930323289354,0.0003057417313864358,0.001190068151727398,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.5,Risk@70,82472,0.002389155394207955,0.00107931269300509,0.0032836544968580577,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.5,Risk@90,82472,0.00011175145227438482,-0.0002332045463411255,0.0005148991341803232,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.6,AUGRC,81051,0.0007759785824578563,0.00034929962040883885,0.0012086095771149422,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.6,Risk@70,81051,0.0024483844910033956,0.0011839545432506975,0.0033594251477201526,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.6,Risk@90,81051,0.0002471383568522015,-0.0001311586002594317,0.0005851497793112936,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.7,AUGRC,79728,0.0008169640238631024,0.00039580266283835083,0.0012427672597453937,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.7,Risk@70,79728,0.002521961229970518,0.0012773858238544799,0.0035523554083846547,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.7,Risk@90,79728,0.00032223497545084273,-6.891649318506684e-05,0.0006365888736242903,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.8,AUGRC,78055,0.000831659309918676,0.0004248986389307232,0.001252555397151146,200,DESCRIPTIVE
DOTA-v1.0,pooled_units,1.8,Risk@70,78055,0.00259131979271042,0.0013973494006147918,0.0035798324274305187,200,DESCRIPTIVE
