hypothesis_key,level,key,dataset,risk,estimand,contrast,left_ranker,right_ranker,endpoint,primary,delta_ar21,delta_all,dod,delta_ar21_ci_low,delta_ar21_ci_high,delta_all_ci_low,delta_all_ci_high,dod_ci_low,dod_ci_high,p_raw,p_holm,epsilon_ar21,epsilon_all,swap_ar21_70,swap_all_70,witness
unit|C|R_raw|pooled|probe-ARonly|Risk@70,unit,C,DIOR-R,R_raw,pooled,probe-ARonly,probe,ARonly,Risk@70,False,-0.008489178122515248,-0.08526546142729532,0.07677628330478008,-0.009226024088835789,-0.007668946835124021,-0.09497389081222492,-0.07832663382993676,0.0695115197841921,0.08592235984484038,0.047619047619047616,,0.001,0.002636143376649971,0.5403575503993914,0.5813510539236434,False
unit|C|R_raw|pooled|oracleAR-conf|AUGRC,unit,C,DIOR-R,R_raw,pooled,oracleAR-conf,oracleAR,conf,AUGRC,False,0.0038658600398382807,0.03953441937055132,-0.03566855933071304,0.0035161234132694602,0.004169103052454716,0.03639132750969257,0.043859844836923276,-0.0397048088725535,-0.032328797707859944,0.047619047619047616,,0.0005,0.0015676187934012395,0.4236627119339874,0.4894311505301308,False
unit|C|R_raw|pooled|oracleAR-conf|Risk@70,unit,C,DIOR-R,R_raw,pooled,oracleAR-conf,oracleAR,conf,Risk@70,False,0.007823550351988413,0.05676212538183832,-0.04893857502984991,0.007203280278230559,0.008489956657581859,0.05134410738963488,0.0627772269224616,-0.05455128356991752,-0.04333498902029398,0.047619047619047616,,0.001,0.0026246979690702113,0.4236627119339874,0.4894311505301308,False
unit|C|R_raw|pooled|probe-oracleAR|AUGRC,unit,C,DIOR-R,R_raw,pooled,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.003899592876779656,-0.053761752677007904,0.04986215980022825,-0.004265761350889608,-0.003549946899652262,-0.059076299846137686,-0.05007621766240986,0.046066582330649315,0.05485475524235491,0.047619047619047616,,0.0005,0.0015676187934012395,0.5077724234416291,0.5679286354517905,False
unit|C|R_raw|pooled|probe-oracleAR|Risk@70,unit,C,DIOR-R,R_raw,pooled,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.008018526825037415,-0.08469319104830733,0.07667466422326992,-0.008684983832575995,-0.007400880394558475,-0.0943500975115356,-0.07764611881755272,0.06947577100888556,0.08575577069976695,0.047619047619047616,,0.001,0.0026246979690702113,0.5077724234416291,0.5679286354517905,False
unit|C|R_raw|pooled|ARonly-oracleAR|AUGRC,unit,C,DIOR-R,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0008240771101889685,0.0001948405024076727,0.0006292366077812958,0.0006943958691870295,0.0010586638050605458,-7.680686229455876e-05,0.00042357145361684024,0.00035587984777542546,0.0008247592972189055,0.047619047619047616,,0.0005,0.001571515603449393,0.18500661750803554,0.14834437086092717,False
unit|C|R_raw|pooled|ARonly-oracleAR|Risk@70,unit,C,DIOR-R,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.00047065129747783305,0.0005722703789879935,-0.00010161908151016044,0.00024330509501877036,0.0006242479234006452,0.00014184568165545448,0.0008322372370860755,-0.00029119698082628236,0.0003047449072309816,0.7142857142857143,,0.001,0.002636143376649971,0.18500661750803554,0.14834437086092717,False
unit|C|R_raw|class-standardized|probe-conf|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,probe-conf,probe,conf,AUGRC,False,-0.0022192173692236073,-0.0057859366815781535,0.003566719312354546,-0.0025748775488291776,-0.0012701368577051652,-0.006845344092685925,-0.004968410395156291,0.002698038995182557,0.004846269211462005,0.047619047619047616,,0.0005,0.0007814413997172487,0.1764873598175252,0.21490200255645506,False
unit|C|R_raw|class-standardized|probe-conf|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,probe-conf,probe,conf,Risk@70,False,-0.006162890632572575,-0.010834974846942333,0.004672084214369758,-0.007088201647342885,-0.0025193282399721016,-0.014844590913942203,-0.008587684354741044,0.002565980399893192,0.009606362633082718,0.09523809523809523,,0.001,0.0015850377669441025,0.1764873598175252,0.21490200255645506,False
unit|C|R_raw|class-standardized|ARonly-conf|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,ARonly-conf,ARonly,conf,AUGRC,False,0.0053780646756690885,0.02058317798052424,-0.01520511330485515,0.004420049296641435,0.006322506387177825,0.01986885199264634,0.022494309463705134,-0.0172469380141253,-0.013857915071744293,0.047619047619047616,,0.0005,0.0011931049593277335,0.4438767234387672,0.5031039256844267,False
unit|C|R_raw|class-standardized|ARonly-conf|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,ARonly-conf,ARonly,conf,Risk@70,False,0.00636875897884278,0.030047585853702652,-0.023678826874859872,0.004302914867535233,0.008621696060648044,0.027684768646306254,0.032838975088195645,-0.027064815994737968,-0.02054547838362912,0.047619047619047616,,0.001,0.0021859894840181556,0.4438767234387672,0.5031039256844267,False
unit|C|R_raw|class-standardized|probe-ARonly|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,probe-ARonly,probe,ARonly,AUGRC,False,-0.007597282044892696,-0.026369114662102393,0.018771832617209695,-0.008595476236925536,-0.006177506034398516,-0.02843837323149343,-0.02526661679535802,0.016768235294338768,0.021444770796537636,0.047619047619047616,,0.0005,0.0011931049593277335,0.5403575503993914,0.5813510539236434,False
unit|C|R_raw|class-standardized|probe-ARonly|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,probe-ARonly,probe,ARonly,Risk@70,False,-0.012531649611415355,-0.040882560700644985,0.02835091108922963,-0.013928080385195229,-0.009336950220807078,-0.043981580894861115,-0.037596056579086115,0.02447609213328195,0.033580139423686345,0.047619047619047616,,0.001,0.0021859894840181556,0.5403575503993914,0.5813510539236434,False
unit|C|R_raw|class-standardized|oracleAR-conf|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,AUGRC,False,0.0031241971193825407,0.02017389652009223,-0.01704969940070969,0.0017683777262560907,0.004536706453497562,0.018767590088988602,0.021827128126305502,-0.0195107583678649,-0.015239549488767129,0.047619047619047616,,0.0005,0.0011849193301190933,0.4236627119339874,0.4894311505301308,False
unit|C|R_raw|class-standardized|oracleAR-conf|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0043966393792323685,0.029308151664448015,-0.024911512285215646,0.002650709668460659,0.0066279729665849095,0.026732114655570967,0.031603780332035036,-0.02762055803566841,-0.021624702034648776,0.047619047619047616,,0.001,0.002171200800233063,0.4236627119339874,0.4894311505301308,False
unit|C|R_raw|class-standardized|probe-oracleAR|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.005343414488606148,-0.025959833201670383,0.020616418713064237,-0.006389700817032265,-0.003994680734584949,-0.02784008386713589,-0.02400815105112634,0.01847771996535562,0.02317025564923072,0.047619047619047616,,0.0005,0.0011849193301190933,0.5077724234416291,0.5679286354517905,False
unit|C|R_raw|class-standardized|probe-oracleAR|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.010559530011804943,-0.04014312651139035,0.029583596499585404,-0.01163639175282593,-0.0066269063077491665,-0.04292839234631521,-0.03715516548233682,0.026205890833645974,0.03415183445739526,0.047619047619047616,,0.001,0.002171200800233063,0.5077724234416291,0.5679286354517905,False
unit|C|R_raw|class-standardized|ARonly-oracleAR|AUGRC,unit,C,DIOR-R,R_raw,class-standardized,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0022538675562865478,0.0004092814604320094,0.0018445860958545383,0.0006270715153573761,0.003022054588782092,-0.00014476279534099065,0.0013812644793023171,2.040192624533401e-05,0.0025625288860491743,0.09523809523809523,,0.0005,0.0011931049593277335,0.18500661750803554,0.14834437086092717,False
unit|C|R_raw|class-standardized|ARonly-oracleAR|Risk@70,unit,C,DIOR-R,R_raw,class-standardized,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.0019721195996104113,0.0007394341892546369,0.0012326854103557744,0.0011546175429103162,0.0034359369868611654,-0.00025358173230245474,0.0016946974652029578,0.00012334790999012616,0.003348131456411221,0.19047619047619047,,0.001,0.0021859894840181556,0.18500661750803554,0.14834437086092717,False
unit|D|R_norm|pooled|probe-conf|AUGRC,unit,D,FAIR1M,R_norm,pooled,probe-conf,probe,conf,AUGRC,False,0.00037595931079915934,0.0030216308117708146,-0.0026456715009716553,0.00020037486531736484,0.000665021614423533,0.0023753833358581412,0.0034755803929659383,-0.0030808384789465727,-0.0019558291023959707,0.047619047619047616,,0.0006462556159690024,0.000971966493551395,0.21109516169889386,0.1829389540664148,False
unit|D|R_norm|pooled|probe-conf|Risk@70,unit,D,FAIR1M,R_norm,pooled,probe-conf,probe,conf,Risk@70,False,0.0005714260546512417,0.0036715916215352973,-0.0031001655668840555,-0.00019694512496677417,0.0011479218511070745,0.002834654148139601,0.004325453175212103,-0.003794371776139578,-0.0022422993516473958,0.047619047619047616,,0.0012904109939992766,0.0017918002724374121,0.21109516169889386,0.1829389540664148,False
unit|D|R_norm|pooled|ARonly-conf|AUGRC,unit,D,FAIR1M,R_norm,pooled,ARonly-conf,ARonly,conf,AUGRC,False,0.0021942805995155204,0.005051280777323329,-0.0028570001778078086,0.0015908044372043724,0.0026268118698998125,0.004064815949974839,0.005620271318788496,-0.0034475155167219508,-0.0020884087642835548,0.047619047619047616,,0.0006826220417433296,0.0010125594928624452,0.4020214210288128,0.41827859275606905,False
unit|D|R_norm|pooled|ARonly-conf|Risk@70,unit,D,FAIR1M,R_norm,pooled,ARonly-conf,ARonly,conf,Risk@70,False,0.0036828936247053495,0.006129430442148351,-0.0024465368174430013,0.0025418500480358596,0.004540367775227642,0.004615493740628348,0.007434774299433295,-0.003987248772946884,-0.001568056704092978,0.047619047619047616,,0.001352640345400359,0.0018409570488496733,0.4020214210288128,0.41827859275606905,False
unit|D|R_norm|pooled|probe-ARonly|AUGRC,unit,D,FAIR1M,R_norm,pooled,probe-ARonly,probe,ARonly,AUGRC,False,-0.001818321288716361,-0.0020296499655525144,0.0002113286768361533,-0.002286793836296026,-0.0013656695205377747,-0.002516846714494674,-0.001538768149473059,-0.0002155648985349763,0.0007393191937753562,0.47619047619047616,,0.0006826220417433296,0.0010125594928624452,0.5153468815697267,0.49214141330803185,False
unit|D|R_norm|pooled|probe-ARonly|Risk@70,unit,D,FAIR1M,R_norm,pooled,probe-ARonly,probe,ARonly,Risk@70,False,-0.003111467570054108,-0.0024578388206130536,-0.0006536287494410542,-0.0039637689487538996,-0.0019653166744560877,-0.003546314746076081,-0.0015934264029135838,-0.0013936428581372787,0.0002230543523727816,0.19047619047619047,,0.001352640345400359,0.0018409570488496733,0.5153468815697267,0.49214141330803185,False
unit|D|R_norm|pooled|oracleAR-conf|AUGRC,unit,D,FAIR1M,R_norm,pooled,oracleAR-conf,oracleAR,conf,AUGRC,False,0.00035496689843883544,0.003942350130727537,-0.0035873832322887017,-0.00016394723548289816,0.0007168838897198642,0.002847373258284235,0.0045180462472808386,-0.004208759532439744,-0.0027919636925586035,0.047619047619047616,,0.0006458357677217958,0.0009903808799305294,0.3960269865067466,0.40960501131024885,False
unit|D|R_norm|pooled|oracleAR-conf|Risk@70,unit,D,FAIR1M,R_norm,pooled,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0006736015043205257,0.003259235010898101,-0.0025856335065775754,-1.431293259963707e-06,0.0018257381929608545,0.0019774588564586363,0.004472227146271557,-0.003825027085053157,-0.001445582140712723,0.047619047619047616,,0.0012924545029926625,0.0017835531402246683,0.3960269865067466,0.40960501131024885,False
unit|D|R_norm|pooled|probe-oracleAR|AUGRC,unit,D,FAIR1M,R_norm,pooled,probe-oracleAR,probe,oracleAR,AUGRC,False,2.0992412360323898e-05,-0.0009207193189567225,0.0009417117313170464,-0.00035219551137471056,0.00045609688538961597,-0.0014147435242133452,-0.00031558870006562326,0.0005381186918482758,0.0014545919896293,0.047619047619047616,,0.0006462556159690024,0.0009903808799305294,0.49571147356580425,0.47901152390065316,False
unit|D|R_norm|pooled|probe-oracleAR|Risk@70,unit,D,FAIR1M,R_norm,pooled,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.00010217544966928394,0.0004123566106371962,-0.0005145320603064801,-0.001626262183637096,0.0008963820761933695,-0.0007022048206769798,0.0010974865270294359,-0.001635589286696269,0.00021797600788729684,0.38095238095238093,,0.0012924545029926625,0.0017918002724374121,0.49571147356580425,0.47901152390065316,False
unit|D|R_norm|pooled|ARonly-oracleAR|AUGRC,unit,D,FAIR1M,R_norm,pooled,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.001839313701076685,0.0011089306465957918,0.0007303830544808931,0.001574815861316668,0.001981795595956043,0.0008603083939099134,0.0012633235541452375,0.0005371267726462719,0.000870748023740899,0.047619047619047616,,0.0006826220417433296,0.0010125594928624452,0.22047571523619428,0.1832637646591135,False
unit|D|R_norm|pooled|ARonly-oracleAR|Risk@70,unit,D,FAIR1M,R_norm,pooled,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.003009292120384824,0.00287019543125025,0.00013909668913457407,0.0018852491223870734,0.0033960137652133842,0.0021291966565491907,0.00305274609966482,-0.0007710322622862291,0.0005611622636353117,0.8571428571428571,,0.001352640345400359,0.0018409570488496733,0.22047571523619428,0.1832637646591135,False
unit|D|R_norm|class-standardized|probe-conf|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,probe-conf,probe,conf,AUGRC,False,-0.0004581413068628082,-0.0013375825857028026,0.0008794412788399944,-0.0010761816206853716,4.5892346746087315e-05,-0.00244852970843724,-0.00012488658378532455,-0.0005145681264117679,0.002369511866740688,0.38095238095238093,,0.0006918688546632383,0.0010993622836707841,0.21109516169889386,0.1829389540664148,False
unit|D|R_norm|class-standardized|probe-conf|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,probe-conf,probe,conf,Risk@70,False,-0.0024595741890236084,-0.003130978000105006,0.0006714038110813975,-0.003099485429716189,0.00047213793547838786,-0.006042155548006127,0.0002455424003971112,-0.0026383772623119446,0.004797802338078938,0.7142857142857143,,0.0013946892227682825,0.0022124033114997613,0.21109516169889386,0.1829389540664148,False
unit|D|R_norm|class-standardized|ARonly-conf|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,ARonly-conf,ARonly,conf,AUGRC,False,0.0009321332552346406,0.01220497649708542,-0.01127284324185078,-0.00018711632444950302,0.0022561815273503616,0.00934138699811931,0.014893905233920878,-0.014717580415809449,-0.007956397438374804,0.047619047619047616,,0.0007105115197679311,0.0013434618136124927,0.4020214210288128,0.41827859275606905,False
unit|D|R_norm|class-standardized|ARonly-conf|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,ARonly-conf,ARonly,conf,Risk@70,False,0.0006142769342178528,0.017761674146070563,-0.01714739721185271,0.00045673196951951343,0.004179068324871087,0.013492388644153615,0.027338641733028086,-0.025447378825614323,-0.009604906935508814,0.047619047619047616,,0.0014069747614526395,0.0025676367944211724,0.4020214210288128,0.41827859275606905,False
unit|D|R_norm|class-standardized|probe-ARonly|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,probe-ARonly,probe,ARonly,AUGRC,False,-0.0013902745620974488,-0.013542559082788223,0.012152284520690775,-0.0029531120631177215,-0.0005115796861300484,-0.016550506026261486,-0.011135856142031716,0.008792434841419474,0.015348098705223117,0.047619047619047616,,0.0007105115197679311,0.0013434618136124927,0.5153468815697267,0.49214141330803185,False
unit|D|R_norm|class-standardized|probe-ARonly|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,probe-ARonly,probe,ARonly,Risk@70,False,-0.003073851123241461,-0.02089265214617557,0.017818801022934108,-0.00565639331017442,-0.0005409979478711809,-0.0285305552668108,-0.017196888451013567,0.012910036971821642,0.02595219707723765,0.047619047619047616,,0.0014069747614526395,0.0025676367944211724,0.5153468815697267,0.49214141330803185,False
unit|D|R_norm|class-standardized|oracleAR-conf|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,oracleAR-conf,oracleAR,conf,AUGRC,False,-0.000535298642687615,0.009668605529118884,-0.0102039041718065,-0.001461002730996861,0.000690106182405614,0.007203181159713254,0.012094639758178418,-0.012694628889301922,-0.0072672093343623,0.047619047619047616,,0.0006918688546632383,0.0012927343942531618,0.3960269865067466,0.40960501131024885,False
unit|D|R_norm|class-standardized|oracleAR-conf|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,oracleAR-conf,oracleAR,conf,Risk@70,False,-0.0007358259532306843,0.01439946545330932,-0.015135291406540005,-0.0027448974736674413,0.002069599539756301,0.007125375044826493,0.02118873607351348,-0.021429459226402308,-0.005930322015430374,0.047619047619047616,,0.0013946892227682825,0.0025003926205659477,0.3960269865067466,0.40960501131024885,False
unit|D|R_norm|class-standardized|probe-oracleAR|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,probe-oracleAR,probe,oracleAR,AUGRC,False,7.715733582480677e-05,-0.011006188114821687,0.011083345450646494,-0.0013926874648898541,0.0007205098786491895,-0.013086979358563887,-0.00864839521737626,0.007944285713875336,0.013616291778661447,0.047619047619047616,,0.0006827060285259822,0.0012927343942531618,0.49571147356580425,0.47901152390065316,False
unit|D|R_norm|class-standardized|probe-oracleAR|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.001723748235792924,-0.017530443453414327,0.015806695217621403,-0.003474667207920623,0.0021909402334096967,-0.022989019552102974,-0.011552696047293283,0.009452473067566095,0.022329312406043692,0.047619047619047616,,0.0013799727037036688,0.0025003926205659477,0.49571147356580425,0.47901152390065316,False
unit|D|R_norm|class-standardized|ARonly-oracleAR|AUGRC,unit,D,FAIR1M,R_norm,class-standardized,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0014674318979222556,0.0025363709679665364,-0.0010689390700442808,0.0007063162300843716,0.001973338032529852,-0.0011730568308587382,0.005547858190792194,-0.004341925247395256,0.002889507212716867,0.6666666666666666,,0.0007105115197679311,0.0013434618136124927,0.22047571523619428,0.1832637646591135,False
unit|D|R_norm|class-standardized|ARonly-oracleAR|Risk@70,unit,D,FAIR1M,R_norm,class-standardized,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.0013501028874485371,0.0033622086927612427,-0.0020121058053127056,0.0008491060997559419,0.00465405495731032,-0.0029664555885503927,0.00816406061662989,-0.005856372787716892,0.004576489323731119,0.7142857142857143,,0.0014069747614526395,0.0025676367944211724,0.22047571523619428,0.1832637646591135,False
unit|D|R_raw|pooled|probe-conf|AUGRC,unit,D,FAIR1M,R_raw,pooled,probe-conf,probe,conf,AUGRC,False,-0.0008007258007179628,0.0023896203865813384,-0.0031903461872993012,-0.0009279543769490098,-0.0006774533743917521,0.0016842844794390508,0.002863335587067179,-0.0036436081059861144,-0.0025013526115937133,0.047619047619047616,,0.0005,0.0006878772280015938,0.21109516169889386,0.1829389540664148,False
unit|D|R_raw|pooled|probe-conf|Risk@70,unit,D,FAIR1M,R_raw,pooled,probe-conf,probe,conf,Risk@70,False,-0.0012782013683309938,0.002053596750027753,-0.003331798118358747,-0.0016459240284006692,-0.0010504855272582127,0.001186510669213402,0.002696319090103193,-0.003955009410983574,-0.002558851866514883,0.047619047619047616,,0.001,0.0012049396444318709,0.21109516169889386,0.1829389540664148,False
unit|D|R_raw|pooled|ARonly-conf|AUGRC,unit,D,FAIR1M,R_raw,pooled,ARonly-conf,ARonly,conf,AUGRC,False,0.0018501630430015278,0.006220631362618849,-0.004370468319617321,0.0016005284799324169,0.0020222542475515602,0.00537286737504453,0.006706964420146668,-0.004854211138237985,-0.003598522753724646,0.047619047619047616,,0.0005,0.000764497447522344,0.4020214210288128,0.41827859275606905,False
unit|D|R_raw|pooled|ARonly-conf|Risk@70,unit,D,FAIR1M,R_raw,pooled,ARonly-conf,ARonly,conf,Risk@70,False,0.003153520561226565,0.007288594869448967,-0.0041350743082224015,0.002745285872681964,0.0034964169145429874,0.006217607510598879,0.008326511996661857,-0.005214368413416467,-0.0033001313092718377,0.047619047619047616,,0.001,0.001309639606820295,0.4020214210288128,0.41827859275606905,False
unit|D|R_raw|pooled|probe-ARonly|AUGRC,unit,D,FAIR1M,R_raw,pooled,probe-ARonly,probe,ARonly,AUGRC,False,-0.0026508888437194907,-0.0038310109760375105,0.0011801221323180199,-0.0028308205517646305,-0.002403659420502018,-0.0042478462752299955,-0.0034963016986893653,0.0009528316975711975,0.0015678982403884408,0.047619047619047616,,0.0005,0.000764497447522344,0.5153468815697267,0.49214141330803185,False
unit|D|R_raw|pooled|probe-ARonly|Risk@70,unit,D,FAIR1M,R_raw,pooled,probe-ARonly,probe,ARonly,Risk@70,False,-0.004431721929557559,-0.005234998119421214,0.0008032761898636546,-0.004813333062167158,-0.00394622631868764,-0.005885454730087147,-0.004733251763165375,0.00040812969134383127,0.0012808493767021813,0.047619047619047616,,0.001,0.001309639606820295,0.5153468815697267,0.49214141330803185,False
unit|D|R_raw|pooled|oracleAR-conf|AUGRC,unit,D,FAIR1M,R_raw,pooled,oracleAR-conf,oracleAR,conf,AUGRC,False,0.0014453525198627713,0.005955005255650778,-0.004509652735788006,0.001242449316017866,0.0016005499657502534,0.005030140233852039,0.0065069131790267305,-0.005040313755853178,-0.0037231517393288244,0.047619047619047616,,0.0005,0.0007591849253829826,0.3960269865067466,0.40960501131024885,False
unit|D|R_raw|pooled|oracleAR-conf|Risk@70,unit,D,FAIR1M,R_raw,pooled,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0025533306068468223,0.006620054008903017,-0.004066723402056195,0.0023048468449671845,0.003089357733484483,0.005638826233908062,0.007561673467812048,-0.00494391226240801,-0.0031058170766198804,0.047619047619047616,,0.001,0.001296268789609376,0.3960269865067466,0.40960501131024885,False
unit|D|R_raw|pooled|probe-oracleAR|AUGRC,unit,D,FAIR1M,R_raw,pooled,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.002246078320580734,-0.0035653848690694392,0.001319306548488705,-0.0024063914085678114,-0.0020338528799090615,-0.003977166071614185,-0.003151821749101036,0.0010185565756425316,0.0017061431344201202,0.047619047619047616,,0.0005,0.0007591849253829826,0.49571147356580425,0.47901152390065316,False
unit|D|R_raw|pooled|probe-oracleAR|Risk@70,unit,D,FAIR1M,R_raw,pooled,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.003831531975177816,-0.0045664572588752644,0.0007349252836974483,-0.004463863418372572,-0.003470772003603303,-0.005173968334835401,-0.00419310016555071,0.00017483147219163236,0.0010850600135795898,0.047619047619047616,,0.001,0.001296268789609376,0.49571147356580425,0.47901152390065316,False
unit|D|R_raw|pooled|ARonly-oracleAR|AUGRC,unit,D,FAIR1M,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,AUGRC,False,0.0004048105231387565,0.00026562610696807126,0.00013918441617068525,0.00031051610053797854,0.0004664253365916906,0.00010369967232296187,0.00039503171478771497,2.01722367687416e-08,0.00023421500161812284,0.09523809523809523,,0.0005,0.000764497447522344,0.22047571523619428,0.1832637646591135,False
unit|D|R_raw|pooled|ARonly-oracleAR|Risk@70,unit,D,FAIR1M,R_raw,pooled,ARonly-oracleAR,ARonly,oracleAR,Risk@70,False,0.0006001899543797429,0.0006685408605459492,-6.835090616620632e-05,0.00011903156425711855,0.0007050522761479317,0.0004124423034310338,0.0007860550208496222,-0.00044204522009541256,1.707774887548719e-05,0.8095238095238095,,0.001,0.001309639606820295,0.22047571523619428,0.1832637646591135,False
unit|D|R_raw|class-standardized|probe-conf|AUGRC,unit,D,FAIR1M,R_raw,class-standardized,probe-conf,probe,conf,AUGRC,False,-0.00034024820460079076,-0.0013333667396043317,0.000993118535003541,-0.0005194455396126222,-0.00017090761630196208,-0.0024206938929276075,-0.00011735501418420241,-0.00025212915327664585,0.002211779250409091,0.2857142857142857,,0.0005,0.0008310310037981665,0.21109516169889386,0.1829389540664148,False
unit|D|R_raw|class-standardized|probe-conf|Risk@70,unit,D,FAIR1M,R_raw,class-standardized,probe-conf,probe,conf,Risk@70,False,-0.0012187491801193308,-0.002954312454195751,0.0017355632740764203,-0.0012643137049523471,-0.00015743072052552628,-0.005759895223674871,0.00029354369182626067,-0.0013665146295414603,0.0050424989436476135,0.42857142857142855,,0.001,0.001675459369844428,0.21109516169889386,0.1829389540664148,False
unit|D|R_raw|class-standardized|ARonly-conf|AUGRC,unit,D,FAIR1M,R_raw,class-standardized,ARonly-conf,ARonly,conf,AUGRC,False,0.0008810929924696047,0.012161234612649167,-0.011280141620179563,0.0004576784476903507,0.0013512428447038773,0.009262470914804068,0.014794988581122572,-0.014264309916962013,-0.008224639296896291,0.047619047619047616,,0.0005,0.00107425569605115,0.4020214210288128,0.41827859275606905,False
unit|D|R_raw|class-standardized|ARonly-conf|Risk@70,unit,D,FAIR1M,R_raw,class-standardized,ARonly-conf,ARonly,conf,Risk@70,False,0.001139330340948163,0.01750006950356997,-0.016360739162621808,0.0009562936598230289,0.002399981598241567,0.012979665665968509,0.02618428419695471,-0.02456875769704603,-0.010595760867493524,0.047619047619047616,,0.001,0.0020254607599158275,0.4020214210288128,0.41827859275606905,False
unit|D|R_raw|class-standardized|probe-ARonly|AUGRC,unit,D,FAIR1M,R_raw,class-standardized,probe-ARonly,probe,ARonly,AUGRC,False,-0.0012213411970703955,-0.013494601352253499,0.012273260155183104,-0.0017423373006282764,-0.0008495441112546043,-0.016392102211225463,-0.0109332460720549,0.009326897925160359,0.015182575294992989,0.047619047619047616,,0.0005,0.00107425569605115,0.5153468815697267,0.49214141330803185,False
unit|D|R_raw|class-standardized|probe-ARonly|Risk@70,unit,D,FAIR1M,R_raw,class-standardized,probe-ARonly,probe,ARonly,Risk@70,False,-0.0023580795210674937,-0.02045438195776572,0.018096302436698228,-0.003183982142379828,-0.0014510534824707121,-0.027742213422166866,-0.016275078101835046,0.01352377898702014,0.025521829338823132,0.047619047619047616,,0.001,0.0020254607599158275,0.5153468815697267,0.49214141330803185,False
unit|D|R_raw|class-standardized|oracleAR-conf|AUGRC,unit,D,FAIR1M,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,AUGRC,False,0.0007525777142043631,0.010533163565782301,-0.009780585851577938,0.00038505827374843833,0.001228646669595299,0.00840992506151494,0.01285395861135232,-0.012062267039172932,-0.0073921888577505954,0.047619047619047616,,0.0005,0.0010416942751138125,0.3960269865067466,0.40960501131024885,False
unit|D|R_raw|class-standardized|oracleAR-conf|Risk@70,unit,D,FAIR1M,R_raw,class-standardized,oracleAR-conf,oracleAR,conf,Risk@70,False,0.0013414808642325804,0.015430232522236492,-0.014088751658003912,0.0006243835196790249,0.0023679479714909407,0.008447221943083266,0.02157780169221268,-0.020244815116000087,-0.006235737479561037,0.047619047619047616,,0.001,0.001984064020289158,0.3960269865067466,0.40960501131024885,False
unit|D|R_raw|class-standardized|probe-oracleAR|AUGRC,unit,D,FAIR1M,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,AUGRC,False,-0.0010928259188051539,-0.011866530305386633,0.010773704386581479,-0.0016267072505705337,-0.0007804614899295854,-0.013818851164817458,-0.009646689674292854,0.008229498361824595,0.012887436799996233,0.047619047619047616,,0.0005,0.0010416942751138125,0.49571147356580425,0.47901152390065316,False
unit|D|R_raw|class-standardized|probe-oracleAR|Risk@70,unit,D,FAIR1M,R_raw,class-standardized,probe-oracleAR,probe,oracleAR,Risk@70,False,-0.002560230044351911,-0.018384544976432243,0.015824314932080332,-0.0031285310077766846,-0.0011626285926146355,-0.023287102374426268,-0.012526983604959956,0.009949581273026193,0.02120243742157184,0.047619047619047616,,0.001,0.001984064020289158,0.49571147356580425,0.47901152390065316,False
