cell_id,dataset,baseline_id,image_id,pred_id,score,n_tta_angles,circular_variance,theta_to_2theta,naive_linear_std_used,status
DIOR-R/3,DIOR-R,3,11210,0,0.9916433095932007,3,5.044963627920396e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11210,1,0.9880285263061523,3,0.00022189452815146726,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11209,0,0.9961448907852173,3,0.00011583834804151927,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11209,1,0.9929078817367554,3,0.00017321682427684504,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11209,2,0.9667678475379944,3,1.909073140105022e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11208,0,0.9740521311759949,3,0.6666919019602328,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11208,1,0.947509229183197,3,0.0003309299071929672,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11208,2,0.9207912683486938,3,0.6666648647195955,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,0,0.9999779462814331,3,9.392594373724972e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,1,0.9999691247940063,3,6.297402633703708e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,2,0.9999654293060303,3,7.875855179617641e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,3,0.9999619722366333,3,5.2611167811189574e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,4,0.9999576807022095,3,0.00023102405701846962,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,5,0.9999504089355469,3,0.0003599484471737968,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,6,0.9988879561424255,3,6.334893831083654e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,7,0.7547756433486938,3,0.0001852854645799651,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11207,8,0.4547630250453949,1,1.1102230246251565e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11206,0,0.7247282266616821,2,0.01776001653935111,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11206,1,0.35063832998275757,1,-2.220446049250313e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,0,0.9999761581420898,3,1.0419326446964305e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,1,0.9999709129333496,3,8.206107768260473e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,2,0.999944806098938,3,0.0006341313639198765,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,3,0.9957937002182007,3,0.00012147805431861336,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,4,0.99333256483078,3,9.58483515116626e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,5,0.9897779822349548,3,3.851757954065338e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11205,6,0.7528651356697083,3,0.00026358429988271315,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11204,0,0.9999648332595825,3,1.916936179013895e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11204,1,0.9999594688415527,3,4.1063006643193845e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11203,0,0.9992445707321167,3,7.645407590672892e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11203,1,0.9991782307624817,3,0.0004975587279286708,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11203,2,0.9991657733917236,3,3.9220003781537116e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11203,3,0.9987289309501648,3,0.0003395685649261182,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11203,4,0.8342465758323669,3,0.00010150150276100334,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11202,0,0.8096349239349365,3,0.0011341184890836242,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11201,0,0.9598402976989746,3,0.0006291131975748598,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11200,0,0.9998894929885864,3,0.0014787252079380142,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,0,0.977770984172821,3,0.000661701017303451,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,1,0.9733554720878601,2,1.0881728787492939e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,2,0.9721126556396484,3,0.001153340617560561,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,3,0.9460822939872742,3,0.0005507115763543347,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,4,0.8571221232414246,3,0.0005283941873013287,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,5,0.8205105662345886,3,0.004819503089977251,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,6,0.8012080788612366,3,0.0012688972500337625,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11199,7,0.6189534664154053,2,0.0008680499826299037,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11198,0,0.9987205266952515,3,2.0168656289731857e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11198,1,0.9984464049339294,3,0.00010069599626605363,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11198,2,0.9973282814025879,3,9.551875746693916e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11198,3,0.995371401309967,3,0.0010012366079822366,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11198,4,0.9879204034805298,3,1.3828724034326001e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11197,0,0.995387852191925,3,0.01918529617815201,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,0,0.9998383522033691,3,1.263271320772752e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,1,0.999688982963562,3,2.482086801325334e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,2,0.9996565580368042,3,1.3854753607267511e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,3,0.9993933439254761,3,4.84000973518528e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,4,0.9993677735328674,3,0.0003009416870399795,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,5,0.999326229095459,3,5.431322718207898e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,6,0.9989755153656006,3,4.233887205273845e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11196,7,0.9986407160758972,3,0.00031743838028830407,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11195,0,0.9995138645172119,3,0.0009035700236232902,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11194,0,0.969456672668457,3,0.0005847525262692166,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11194,1,0.6942852139472961,2,0.0004294755082339119,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11194,2,0.3501514792442322,2,0.01413320658798356,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,0,0.9885759949684143,3,0.000247273348413235,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,1,0.9836573004722595,3,0.0007859121897729748,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,2,0.8671092391014099,3,0.001513923261657668,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,3,0.8376098275184631,3,0.0007109259836803883,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,4,0.7539767026901245,3,0.0002810469685476935,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,5,0.7533330917358398,3,0.008277437502795304,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,6,0.6891167759895325,3,0.0007989103388297281,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,7,0.6127118468284607,3,0.0005677912253999606,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,8,0.5923492908477783,3,0.0004173418962608588,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,9,0.455667108297348,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,10,0.39898425340652466,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,11,0.38474753499031067,1,1.1102230246251565e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,12,0.3629753291606903,2,3.582026342896505e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,13,0.3448776602745056,2,0.0004620059324869086,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,14,0.3359468877315521,3,0.0007225380833009165,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,15,0.3358633518218994,3,0.0005746916149653725,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,16,0.33263692259788513,2,0.0036966195309157124,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11193,17,0.31646040081977844,3,0.0005571285139596149,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11192,0,0.99777752161026,3,7.902198531495319e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11192,1,0.9936803579330444,3,1.6408947267954055e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,0,0.9995203018188477,3,2.9730392050453247e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,1,0.9993839263916016,3,9.178514228269652e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,2,0.9992135763168335,3,1.7905978750176743e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,3,0.9989870190620422,3,0.0001476359569801966,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,4,0.998925507068634,3,0.0001749923241800566,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,5,0.9988767504692078,3,0.000599962765160722,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,6,0.9988701939582825,3,0.00011800428569730403,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,7,0.9987906813621521,3,0.00016405615969627974,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,8,0.9985449314117432,3,7.185905350970412e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,9,0.998512327671051,3,5.331961473231672e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,10,0.9985082745552063,3,6.008991155725951e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,11,0.99843829870224,3,0.00013303099456940526,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,12,0.9984012246131897,3,0.00018823290875402687,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,13,0.99834144115448,3,0.00012012356025725701,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,14,0.9982181191444397,3,9.273345154370283e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,15,0.9981905817985535,3,0.00017234156230894193,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,16,0.9981591105461121,3,4.802221355726388e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,17,0.9981200098991394,3,7.600907179416971e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,18,0.9980660080909729,3,0.00011140349578153685,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,19,0.9977837204933167,3,1.1675163834490299e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,20,0.9976779818534851,3,6.336647567750653e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,21,0.997471809387207,3,0.0001771525645536398,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,22,0.9969955682754517,3,3.385547057999094e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,23,0.98944491147995,3,1.852116063072451e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,24,0.9886243343353271,3,0.00019706036311817332,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,25,0.9861339926719666,3,0.0002048478361161843,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,26,0.9825078845024109,3,0.00046198152650789304,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,27,0.9645851254463196,3,0.0012668881751235483,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,28,0.8941177129745483,3,0.00029916518769923517,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,29,0.871082603931427,3,4.039764073970886e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,30,0.8615802526473999,3,0.0005590488380582403,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,31,0.8522402048110962,3,0.00014637402787276432,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,32,0.8291556239128113,3,0.00010460987479865569,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,33,0.7845963835716248,2,0.0003296627185866985,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,34,0.7477045655250549,3,0.00017343996948893103,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,35,0.7038754224777222,3,0.0011386614474441226,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,36,0.622735321521759,3,0.00011798116751715604,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,37,0.5433878302574158,3,0.009611232456877228,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,38,0.5066771507263184,3,0.002682059681710758,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11191,39,0.42551618814468384,2,0.0007207175279673184,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,0,0.9986351132392883,3,8.822444342548863e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,1,0.9975605010986328,3,1.693940112723613e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,2,0.9973589777946472,3,3.489716658688913e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,3,0.9967519044876099,3,4.975777874249854e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,4,0.9964744448661804,3,0.00018862262137342434,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,5,0.9961684346199036,3,0.000517202600041955,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11190,6,0.4624694883823395,2,3.020545437104616e-07,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11189,0,0.9995930790901184,3,0.6666655686362151,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11189,1,0.9929693341255188,3,0.0006592561301898003,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,0,0.9998360872268677,3,0.6666907086551447,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,1,0.999529242515564,3,0.00029355784846063493,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,2,0.9982155561447144,3,5.039925380068144e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,3,0.9981396198272705,3,2.629709109558398e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,4,0.9980487823486328,3,0.00017464930746280416,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,5,0.9975583553314209,3,0.0001987439179662598,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,6,0.9970769882202148,3,6.913021715515555e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,7,0.997057318687439,3,0.0002627905849527101,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,8,0.9956112504005432,3,0.0012991399770105883,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,9,0.994472324848175,3,0.00019445738758683273,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,10,0.9909687638282776,3,5.9062670625165126e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,11,0.641939640045166,2,0.0015381531293571227,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,12,0.5727443695068359,1,-2.220446049250313e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11188,13,0.459904283285141,2,0.004315150503604537,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,0,0.9999864101409912,3,5.037664369400563e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,1,0.999984622001648,3,1.977269429687123e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,2,0.9999823570251465,3,5.562305975181925e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,3,0.9999756813049316,3,9.177268981730435e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,4,0.9999688863754272,3,7.097633135355608e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,5,0.9999630451202393,3,1.106682628138067e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,6,0.9984239339828491,3,0.00039912595856561595,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,7,0.9975672960281372,3,5.667953944010762e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11187,8,0.37541744112968445,3,0.00028404993985930993,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,0,0.9994660019874573,3,0.0008630781529082032,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,1,0.9993923902511597,3,0.00010838461289908174,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,2,0.9979689717292786,3,0.00011675167068503356,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,3,0.996563732624054,3,0.0006971905151318403,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,4,0.996351957321167,3,0.0009975186515104317,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,5,0.9883927702903748,3,0.00041287378040333333,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11186,6,0.9037800431251526,3,0.0004335916197769629,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11185,0,0.9999417066574097,3,0.00012943831549161455,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11185,1,0.9997791647911072,3,0.6708827227255909,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11184,0,0.9997758269309998,3,1.30456386138178e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,0,0.8607599139213562,3,0.006406503332883728,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,1,0.5860815048217773,3,0.15169159277252464,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,2,0.5053602457046509,2,0.0013254432431624164,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,3,0.41678377985954285,2,0.0007357551530583484,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,4,0.40097081661224365,1,1.1102230246251565e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11183,5,0.3073302209377289,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11182,0,0.9998319149017334,3,0.0006607611536401103,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11181,0,0.9995344877243042,3,9.169320380553181e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11180,0,0.9994909763336182,3,0.0001666983406363176,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11180,1,0.6257648468017578,2,0.00033463667371280703,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11179,0,0.99983811378479,3,0.00024794258138383096,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11179,1,0.9996646642684937,3,1.5317155463434595e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11179,2,0.9995771050453186,3,0.0020873223326595136,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11179,3,0.999528169631958,3,6.684433791726008e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11178,0,0.9992609620094299,3,2.530679502343869e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11177,0,0.663345217704773,3,5.2420535098907095e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11176,0,0.9955638647079468,3,6.531649017871288e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11176,1,0.9904566407203674,3,0.00046593934899441525,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11176,2,0.9723118543624878,3,3.087062797790807e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11175,0,0.9996682405471802,3,3.426924595517633e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11175,1,0.9986121654510498,3,2.884832459348896e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,0,0.9996104836463928,3,0.666552169451827,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,1,0.9991186261177063,3,5.565093688075784e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,2,0.9986820816993713,3,0.000100006247451212,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,3,0.9960343241691589,3,0.0004345076838443429,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,4,0.9913801550865173,3,0.00038429957715457874,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,5,0.9876905679702759,3,0.0010528616407492475,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,6,0.7034962773323059,3,0.00609111419651176,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11174,7,0.5189247727394104,3,4.5803853120696125e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,0,0.9997777342796326,3,0.00046827937122351226,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,1,0.9996957778930664,3,0.0003034595178852406,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,2,0.9993608593940735,3,6.425212222593846e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,3,0.9939349293708801,3,8.315035551476058e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,4,0.9517110586166382,3,0.00031373497963083086,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,5,0.9042475819587708,3,0.0005273065959582324,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,6,0.36443260312080383,1,1.1102230246251565e-16,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,7,0.35157352685928345,2,9.6921175836151e-06,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11173,8,0.3406766355037689,2,5.676953861910583e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,0,0.9993994235992432,3,6.737137703882734e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,1,0.950747013092041,3,0.003374753376820472,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,2,0.9308592081069946,3,0.0005213140066935296,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,3,0.800152599811554,3,0.01190969088021887,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,4,0.5428358912467957,1,0.0,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11172,5,0.5269079804420471,3,3.519165745269337e-05,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11171,0,0.8964019417762756,3,0.0003091194819865306,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11171,1,0.8889883756637573,3,0.0004660774229692244,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11171,2,0.8831750154495239,3,0.0016683788346125716,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11171,3,0.7209453582763672,3,0.661268349988694,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11171,4,0.6263571381568909,3,0.00014489579204912673,True,False,recovered_from_persistent_tta_pkls
DIOR-R/3,DIOR-R,3,11170,0,0.9903032183647156,3,0.00012826141560284832,True,False,recovered_from_persistent_tta_pkls
