evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,coverage,fit_threshold,selected_calibration_instances,nonempty_calibration_scenes,conditional_scene_risk,hb_ucb,pointwise_pass,prefix_open_before,prefix_open_after,after_first_failure_pointwise_pass
B,DIOR-R,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.200000,1.000001,3032,316,0.000000,0.007260,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.300000,1.000001,4475,518,0.000000,0.004435,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.400000,1.000001,5377,712,0.000000,0.003229,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.500000,1.000000,7250,921,0.000000,0.002497,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.600000,1.000000,8272,1071,0.000000,0.002148,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.700000,1.000000,9571,1239,0.000000,0.001857,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.800000,1.000000,11385,1491,0.000000,0.001543,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.900000,1.000000,13172,1690,0.000000,0.001362,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.005,absolute,0.005000,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.200000,1.000001,3032,316,0.000000,0.007260,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.300000,1.000001,4475,518,0.000000,0.004435,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.400000,1.000001,5377,712,0.000000,0.003229,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.500000,1.000000,7250,921,0.000000,0.002497,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.600000,1.000000,8272,1071,0.000000,0.002148,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.700000,1.000000,9571,1239,0.000000,0.001857,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.800000,1.000000,11385,1491,0.000000,0.001543,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.900000,1.000000,13172,1690,0.000000,0.001362,True,False,False,True
B,DIOR-R,geometry_normalized_severe,absolute_0.01,absolute,0.010000,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.200000,1.000001,3032,316,0.000000,0.007260,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.300000,1.000001,4475,518,0.000000,0.004435,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.400000,1.000001,5377,712,0.000000,0.003229,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.500000,1.000000,7250,921,0.000000,0.002497,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.600000,1.000000,8272,1071,0.000000,0.002148,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.700000,1.000000,9571,1239,0.000000,0.001857,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.800000,1.000000,11385,1491,0.000000,0.001543,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.900000,1.000000,13172,1690,0.000000,0.001362,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.050000,1.000001,632,55,0.000000,0.041001,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.100000,1.000001,1039,129,0.000000,0.017691,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.200000,1.000001,3032,316,0.000000,0.007260,False,False,False,False
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.300000,1.000001,4475,518,0.000000,0.004435,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.400000,1.000001,5377,712,0.000000,0.003229,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.500000,1.000000,7250,921,0.000000,0.002497,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.600000,1.000000,8272,1071,0.000000,0.002148,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.700000,1.000000,9571,1239,0.000000,0.001857,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.800000,1.000000,11385,1491,0.000000,0.001543,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.900000,1.000000,13172,1690,0.000000,0.001362,True,False,False,True
B,DIOR-R,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,1.000000,0.000000,14226,1870,0.018138,0.024670,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,617,61,0.000000,0.037044,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1822,176,0.000000,0.012998,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,3197,355,0.000000,0.006465,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,4294,534,0.000000,0.004303,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,5531,759,0.000000,0.003029,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.500000,1.000000,7431,970,0.000000,0.002371,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,8539,1145,0.000000,0.002009,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,10056,1353,0.000000,0.001700,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,11613,1571,0.000000,0.001465,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,12631,1723,0.000000,0.001335,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,617,61,0.000000,0.037044,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1822,176,0.000000,0.012998,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,3197,355,0.000000,0.006465,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,4294,534,0.000000,0.004303,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,5531,759,0.000000,0.003029,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.500000,1.000000,7431,970,0.000000,0.002371,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,8539,1145,0.000000,0.002009,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,10056,1353,0.000000,0.001700,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,11613,1571,0.000000,0.001465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.900000,1.000000,12631,1723,0.000000,0.001335,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,617,61,0.000000,0.037044,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,1822,176,0.000000,0.012998,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,3197,355,0.000000,0.006465,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,4294,534,0.000000,0.004303,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,5531,759,0.000000,0.003029,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.500000,1.000000,7431,970,0.000000,0.002371,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,8539,1145,0.000000,0.002009,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,10056,1353,0.000000,0.001700,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,11613,1571,0.000000,0.001465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,12631,1723,0.000000,0.001335,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,617,61,0.000000,0.037044,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1822,176,0.000000,0.012998,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,3197,355,0.000000,0.006465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,4294,534,0.000000,0.004303,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,5531,759,0.000000,0.003029,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.500000,1.000000,7431,970,0.000000,0.002371,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,8539,1145,0.000000,0.002009,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,10056,1353,0.000000,0.001700,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,11613,1571,0.000000,0.001465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,12631,1723,0.000000,0.001335,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.050000,1.000001,617,61,0.000000,0.037044,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.100000,1.000001,1822,176,0.000000,0.012998,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.200000,1.000001,3197,355,0.000000,0.006465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.300000,1.000001,4294,534,0.000000,0.004303,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.400000,1.000001,5531,759,0.000000,0.003029,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.500000,1.000000,7431,970,0.000000,0.002371,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.600000,1.000000,8539,1145,0.000000,0.002009,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.700000,1.000000,10056,1353,0.000000,0.001700,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.800000,1.000000,11613,1571,0.000000,0.001465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.900000,1.000000,12631,1723,0.000000,0.001335,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.010000,1.000001,62,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.025000,1.000001,77,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.050000,1.000001,617,61,0.000000,0.037044,False,False,False,False
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.100000,1.000001,1822,176,0.000000,0.012998,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.200000,1.000001,3197,355,0.000000,0.006465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.300000,1.000001,4294,534,0.000000,0.004303,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.400000,1.000001,5531,759,0.000000,0.003029,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.500000,1.000000,7431,970,0.000000,0.002371,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.600000,1.000000,8539,1145,0.000000,0.002009,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.700000,1.000000,10056,1353,0.000000,0.001700,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.800000,1.000000,11613,1571,0.000000,0.001465,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.900000,1.000000,12631,1723,0.000000,0.001335,True,False,False,True
B,DIOR-R,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,1.000000,0.000000,14231,1868,0.079783,0.092390,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,647,58,0.000000,0.038922,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,1203,139,0.000000,0.016429,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,3048,322,0.000000,0.007125,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,4468,522,0.000000,0.004401,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,5400,718,0.000000,0.003202,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.500000,1.000000,7235,925,0.000000,0.002486,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,8264,1079,0.000000,0.002132,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,9588,1245,0.000000,0.001848,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,11479,1507,0.000000,0.001527,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,13143,1698,0.000000,0.001355,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,14226,1870,0.016949,0.023442,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,647,58,0.000000,0.038922,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,1203,139,0.000000,0.016429,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,3048,322,0.000000,0.007125,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,4468,522,0.000000,0.004401,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,5400,718,0.000000,0.003202,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.500000,1.000000,7235,925,0.000000,0.002486,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,8264,1079,0.000000,0.002132,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,9588,1245,0.000000,0.001848,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,11479,1507,0.000000,0.001527,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.900000,1.000000,13143,1698,0.000000,0.001355,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,14226,1870,0.016949,0.023442,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,647,58,0.000000,0.038922,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,1203,139,0.000000,0.016429,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,3048,322,0.000000,0.007125,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,4468,522,0.000000,0.004401,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,5400,718,0.000000,0.003202,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.500000,1.000000,7235,925,0.000000,0.002486,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,8264,1079,0.000000,0.002132,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,9588,1245,0.000000,0.001848,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,11479,1507,0.000000,0.001527,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,13143,1698,0.000000,0.001355,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,14226,1870,0.016949,0.023442,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,647,58,0.000000,0.038922,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,1203,139,0.000000,0.016429,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,3048,322,0.000000,0.007125,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,4468,522,0.000000,0.004401,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,5400,718,0.000000,0.003202,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.500000,1.000000,7235,925,0.000000,0.002486,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,8264,1079,0.000000,0.002132,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,9588,1245,0.000000,0.001848,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,11479,1507,0.000000,0.001527,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,13143,1698,0.000000,0.001355,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,14226,1870,0.016949,0.023442,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.010000,1.000001,65,16,0.000000,0.134036,False,True,False,False
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.025000,1.000001,85,20,0.000000,0.108749,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.050000,1.000001,647,58,0.000000,0.038922,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.100000,1.000001,1203,139,0.000000,0.016429,False,False,False,False
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.200000,1.000001,3048,322,0.000000,0.007125,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.300000,1.000001,4468,522,0.000000,0.004401,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.400000,1.000001,5400,718,0.000000,0.003202,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.500000,1.000000,7235,925,0.000000,0.002486,True,False,False,True
B,DIOR-R,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.600000,1.000000,8264,1079,0.000000,0.002132,True,False,False,True
