evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha,alpha_type,grid_index,fit_n,cal_event_k,cal_event_n,scene_event_hb_scalar,scene_event_hb_exact_integer,scene_event_exact_match,match_test
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,0,97,0,91,0.633724,0.633724,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,1,121,0,117,0.556289,0.556289,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,2,180,0,174,0.418038,0.418038,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,3,354,4,354,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,4,585,32,613,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,5,765,62,826,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,6,946,89,1036,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,7,1035,106,1125,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,8,1193,139,1296,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,9,1348,184,1475,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,10,1435,226,1571,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,11,1554,286,1671,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,absolute,12,1673,375,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,0,97,0,91,0.400685,0.400685,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,1,121,0,117,0.308544,0.308544,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,2,180,0,174,0.173990,0.173990,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,3,354,4,354,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,4,585,32,613,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,5,765,62,826,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,6,946,89,1036,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,7,1035,106,1125,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,8,1193,139,1296,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,9,1348,184,1475,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,10,1435,226,1571,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,11,1554,286,1671,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,absolute,12,1673,375,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,0,97,0,91,0.022275,0.022275,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,1,121,0,117,0.007512,0.007512,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,2,180,0,174,0.000693,0.000693,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,3,354,4,354,0.002884,0.002884,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,4,585,32,613,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,5,765,62,826,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,6,946,89,1036,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,7,1035,106,1125,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,8,1193,139,1296,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,9,1348,184,1475,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,10,1435,226,1571,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,11,1554,286,1671,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.040944,relative,12,1673,375,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,0,97,0,91,0.152245,0.152245,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,1,121,0,117,0.088917,0.088917,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,2,180,0,174,0.027349,0.027349,False,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,3,354,4,354,0.404717,0.404717,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,4,585,32,613,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,5,765,62,826,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,6,946,89,1036,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,7,1035,106,1125,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,8,1193,139,1296,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,9,1348,184,1475,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,10,1435,226,1571,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,11,1554,286,1671,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.020472,relative,12,1673,375,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,0,49,0,54,0.947407,0.947407,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,1,107,0,107,0.898478,0.898478,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,2,184,0,175,0.839384,0.839384,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,3,352,0,352,0.703156,0.703156,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,4,508,0,507,0.602147,0.602147,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,5,588,2,591,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,6,664,4,682,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,0,49,0,54,0.873568,0.873568,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,1,107,0,107,0.765034,0.765034,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,2,184,0,175,0.645295,0.645295,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,3,352,0,352,0.414326,0.414326,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,4,508,0,507,0.281088,0.281088,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,5,588,2,591,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,6,664,4,682,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,0,49,0,54,0.762863,0.762863,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,1,107,0,107,0.584884,0.584884,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,2,184,0,175,0.415948,0.415948,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,3,352,0,352,0.171287,0.171287,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,4,508,0,507,0.078759,0.078759,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,5,588,2,591,0.839396,0.839396,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,6,664,4,682,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,0,49,0,54,0.581166,0.581166,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,1,107,0,107,0.341166,0.341166,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,2,184,0,175,0.172250,0.172250,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,3,352,0,352,0.029080,0.029080,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,4,508,0,507,0.006124,0.006124,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,5,588,2,591,0.172728,0.172728,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,6,664,4,682,0.500764,0.500764,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,0,49,0,54,0.600882,0.600882,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,1,107,0,107,0.364481,0.364481,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,2,184,0,175,0.191917,0.191917,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,3,352,0,352,0.036144,0.036144,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,4,508,0,507,0.008377,0.008377,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,5,588,2,591,0.219058,0.219058,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,6,664,4,682,0.591388,0.591388,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.009388,relative,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,0,49,0,54,0.775631,0.775631,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,1,107,0,107,0.604441,0.604441,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,2,184,0,175,0.438936,0.438936,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,3,352,0,352,0.190861,0.190861,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,4,508,0,507,0.092042,0.092042,False,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,5,588,2,591,0.886671,0.886671,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,6,664,4,682,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,7,770,9,798,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,8,914,26,965,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,9,1062,40,1145,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,10,1253,48,1361,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,11,1480,72,1612,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.004694,relative,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,0,92,5,83,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,1,191,7,197,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,2,302,8,330,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,3,459,15,518,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,4,652,19,717,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,5,803,24,903,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,6,947,25,1037,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,7,1103,30,1211,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,8,1254,35,1353,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,9,1361,38,1489,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,10,1471,49,1583,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,11,1563,58,1677,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,0,92,5,83,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,1,191,7,197,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,2,302,8,330,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,3,459,15,518,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,4,652,19,717,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,5,803,24,903,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,6,947,25,1037,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,7,1103,30,1211,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,8,1254,35,1353,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,9,1361,38,1489,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,10,1471,49,1583,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,11,1563,58,1677,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,absolute,12,1673,97,1794,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,0,92,5,83,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,1,191,7,197,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,2,302,8,330,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,3,459,15,518,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,4,652,19,717,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,5,803,24,903,1.000000,1.000000,True,family
A,DIOR-R,rotated_retinanet_psc,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,absolute,6,947,25,1037,1.000000,1.000000,True,family
