identity_key,evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,alpha,r_fit,trivial_guarantee,actual_feasible,actual_practical,actual_target_coverage,actual_selected_count,n_max_calibration_scenes,zero_loss_hb_ucb_delta_0.1,oracle_primary_feasible,oracle_chosen_coverage,attribution
A|source_supervised_leave_geometry|angle_error_gt_15deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.001,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,STRUCTURAL_POWER_LIMIT
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.0025,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.005,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|absolute_0.01,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.009917,True,False,False,0.000000,0,1794,0.001283,False,0.000000,TRIVIAL_BUDGET
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|relative_0.5_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.004958,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
A|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_15deg|relative_0.25_r_fit,A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.009917,False,False,False,0.000000,0,1794,0.001283,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|geometry_normalized_severe|absolute_0.001,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|detection_score|geometry_normalized_severe|absolute_0.0025,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|geometry_normalized_severe|absolute_0.005,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|geometry_normalized_severe|absolute_0.01,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|geometry_normalized_severe|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|geometry_normalized_severe|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|absolute_0.001,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|absolute_0.0025,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|absolute_0.005,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|absolute_0.01,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|geometry_normalized_severe|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.001,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.0025,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.005,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|absolute_0.01,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|geometry_normalized_severe|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.001,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.0025,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.005,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|absolute_0.01,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|geometry_normalized_severe|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_5deg|absolute_0.001,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|detection_score|angle_error_gt_5deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_5deg|absolute_0.005,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_5deg|absolute_0.01,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_5deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.084693,False,True,True,0.500000,13584,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_5deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|absolute_0.001,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|absolute_0.005,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|absolute_0.01,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_5deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.001,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.005,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|absolute_0.01,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.084693,False,True,False,0.050000,1589,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_5deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.001,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.005,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|absolute_0.01,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.042347,0.084693,False,True,True,0.600000,16424,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_5deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.021173,0.084693,False,True,True,0.200000,5539,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_10deg|absolute_0.001,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|detection_score|angle_error_gt_10deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_10deg|absolute_0.005,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_10deg|absolute_0.01,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_10deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_10deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.005602,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|absolute_0.001,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|absolute_0.005,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|absolute_0.01,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_10deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.005602,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.001,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.005,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|absolute_0.01,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|source_supervised_leave_geometry|angle_error_gt_10deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.005602,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.001,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.005,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|absolute_0.01,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.011203,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|target_gt_nonlinear_geometry_upper_bound|angle_error_gt_10deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.005602,0.022406,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_15deg|absolute_0.001,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|detection_score|angle_error_gt_15deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_15deg|absolute_0.005,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_15deg|absolute_0.01,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_15deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.005946,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|detection_score|angle_error_gt_15deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002973,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|absolute_0.001,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,STRUCTURAL_POWER_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|absolute_0.0025,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|absolute_0.005,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|absolute_0.01,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|relative_0.5_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.005946,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
B|tta_circular_consistency|angle_error_gt_15deg|relative_0.25_r_fit,B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002973,0.011892,False,False,False,0.000000,0,1870,0.001231,False,0.000000,ORACLE_DATA_OR_GRID_LIMIT
