candidate_id,dataset,dataset_version,split,detector,angle_head_coder,backbone,seed,checkpoint_alias,checkpoint_present,checkpoint_bytes,checkpoint_sha256,checkpoint_source,checkpoint_selection_rule,config_alias,config_bytes,config_sha256,log_alias,log_bytes,log_sha256,framework,framework_commit,code_license,code_license_sha256,dataset_license,evaluator,tile_merge_nms,full_split_present,all_image_count,empty_gt_images_verified,complete_gt_verified,class_mapping_verified,angle_convention_verified,mother_scene_mapping_verified,split_aggregate_hash,raw_to_final_persistence,tta_availability,prior_outcome_exposure,protocol_participation,outcome_exposure_evidence,protocol_evidence,independence_tier,neutral_sort_key,first_failed_gate,gate_status,estimated_gpu_hours,estimated_disk_gb,official_url,public_checksum,notes
SODA-A|registered|RotatedRetinaNet|CSL|seed0|b777eb8fa651,SODA-A,registered,frozen train -> val,RotatedRetinaNet,CSL,ResNet-50-FPN,0,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed0/best_dota_mAP_epoch_11.pth,True,161541226,b777eb8fa6516adb10acd2887d968560d85e6a0b08d32842f5af9c4f1e987241,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed0/csl_soda_seed0.py,10981,c7dd77f164f2767d95d8fef383ebaf297a323f781a6be9a1bebe4ac09d77a2f3,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed0/20260709_144407/20260709_144407.log,567381,dd068848acf7c43d7c4ae0b2fc67ec4d2bb53e57d7327ca82200f399ac940411,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|CSL|seed1|60892eef4b9d,SODA-A,registered,frozen train -> val,RotatedRetinaNet,CSL,ResNet-50-FPN,1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed1/best_dota_mAP_epoch_11.pth,True,161346090,60892eef4b9d8beb8b3171359ba5d204b46d6fa80fcce446a54ec147728a1ea9,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed1/csl_soda_seed0.py,10981,2a83fef164980b06ee6873af48ddcbcd475b29ad656b425e97bdd923b184a3dd,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed1/20260710_221047/20260710_221047.log,259918,f8be2bfe10aef6a9d6f2dcbc923ffe00dae722ec9546af64276515b4a566ea13,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|CSL|seed2|fa075ed3087b,SODA-A,registered,frozen train -> val,RotatedRetinaNet,CSL,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed2/best_dota_mAP_epoch_10.pth,True,160509098,fa075ed3087bcaa1d0b8bbd8664f32bdb400f1f792bac9283fdb1dcec4daee3b,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed2/csl_soda_seed0.py,10981,04ed17bee74812af414a621b8fc7d3f340bad080ee5aebee9b9a654feba2af97,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__CSL__SODA-A__seed2/20260710_221115/20260710_221115.log,567456,e26ebb5c6abe37e835478e30acf17ad3357babb9bb8e0425529d77ee4a5744f5,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|DCL|seed0|cf63e803ff3e,SODA-A,registered,frozen train -> val,RotatedRetinaNet,DCL,ResNet-50-FPN,0,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed0/best_dota_mAP_epoch_10.pth,True,157394474,cf63e803ff3e26ede1c7cdfeb3347a814b77c76f1bd5c0e87705de347d35bcd1,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed0/dcl_soda_seed0.py,11003,954f7546b1f7f87ca7d7c77806c9a168158e0f992ab209856c8c939e2d72d445,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed0/20260709_223402/20260709_223402.log,568121,f1422395c1f1ce591dab45cdb4c9767dc5ae5b495e5ae6bbd0516a270a639526,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|DCL|seed1|76e6f54db65e,SODA-A,registered,frozen train -> val,RotatedRetinaNet,DCL,ResNet-50-FPN,1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed1/best_dota_mAP_epoch_12.pth,True,159260330,76e6f54db65e637b5f84a473784d21e3177c9e71f1b2203ca2e8426f8c853504,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed1/dcl_soda_seed0.py,11002,cae115edab3bfd2e791ae1ff7e084aeb8ab1159c397a347f8d3fec61e3842a0d,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed1/20260711_125224/20260711_125224.log,260207,0e10077871d7eeae5c15872f25b4442c6f65777dd86fbfba8d07a85247e9a686,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|DCL|seed2|d7f6ab834c87,SODA-A,registered,frozen train -> val,RotatedRetinaNet,DCL,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed2/best_dota_mAP_epoch_12.pth,True,159453290,d7f6ab834c87372e1dd24906cc348eda0c335ef24f50d1bf8b61a29db4fd24b6,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed2/dcl_soda_seed0.py,11003,a8a4cb912ea10ef569362242f1b7e6141a58cceaac5c5b36f6a68de1fc12857c,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__DCL__SODA-A__seed2/20260711_124931/20260711_124931.log,568492,0762d8b01f0b9b23f1d08e6b4fdda7ca889aba6d5ba2c1db580cf812cfbd7b40,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|PSC|seed0|709dd4a3cf70,SODA-A,registered,frozen train -> val,RotatedRetinaNet,PSC,ResNet-50-FPN,0,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed0/best_dota_mAP_epoch_11.pth,True,158313642,709dd4a3cf70c80ff3b89f6a896f4769f47b7b50174583a8cb798aa957e9b25e,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed0/psc_soda_seed0.py,10884,66eefa4bcb7fa8dd6b482d818a269f8642db6af61be4a4b023938f06336dc7c4,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed0/20260709_002523/20260709_002523.log,569014,dc8e7c8116cfe1f7186ea6a2b7c94ac07e2671d82043283a5ccc9e6dca15e3c6,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|PSC|seed1|29b4a959cde7,SODA-A,registered,frozen train -> val,RotatedRetinaNet,PSC,ResNet-50-FPN,1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed1/best_dota_mAP_epoch_12.pth,True,159438506,29b4a959cde7ecda42f02022d4532aaa6fd2143346413082d09eaf7c8120f085,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed1/psc_soda_seed0.py,10882,94981dd59d299bcb77a637cfd19c55db5b30b6daecfd7f67e7baeb0981a04731,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed1/20260709_200752/20260709_200752.log,568675,1d3688b249ad05ea589c672c5de5cd46a0cb822eed9b4dd573f8b764545a5c5b,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|PSC|seed2|6af6f1b924c8,SODA-A,registered,frozen train -> val,RotatedRetinaNet,PSC,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed2/best_dota_mAP_epoch_12.pth,True,159443754,6af6f1b924c8f04e8c883364384b4171be6e5d8016012dddeb4fdd18cba36731,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed2/psc_soda_seed0.py,10883,45dc30cf9cc3da27949395b7c49f06b3d45642ad62e26ca17ded3a1c773c17fa,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__PSC__SODA-A__seed2/20260710_083703/20260710_083703.log,524744,8b5f0186f0855182e6df3c9c27ceedde572a1a1868bd434044bc7c9af90d89a8,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|direct_regression_le90|seed0|34c143c476d4,SODA-A,registered,frozen train -> val,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,0,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed0/best_dota_mAP_epoch_2.pth,True,148285422,34c143c476d4a905ea6c27d2a66eab45cf97a8171fae8e48946acc81ecd18457,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed0/regression_soda_seed0.py,10691,247941578daf3c1edbdca893d7b6e450e8cc4f2af97875ce96e0291fe41283cd,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed0/20260710_015012/20260710_015012.log,524201,3aea57dbcbd7c77811696fe65456c72574de9db7ab49bb2bde28a231a51b09cb,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|direct_regression_le90|seed1|d707407a1841,SODA-A,registered,frozen train -> val,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,1,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed1/best_dota_mAP_epoch_1.pth,True,147384878,d707407a18414c81a2839dc1104b27682104c547a4df58443f7cd19eaad7e329,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed1/regression_soda_seed0.py,10691,c95c562598b8cb9f64a45b5b5fea0ab87e800258c693bcb3944eb428fab1056e,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed1/20260711_225639/20260711_225639.log,521682,f734fa47fb68e94bf30b8bd237217607f12f240c534f147e70fc5f14e1924140,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
SODA-A|registered|RotatedRetinaNet|direct_regression_le90|seed2|2a51b7b15906,SODA-A,registered,frozen train -> val,RotatedRetinaNet,direct_regression_le90,ResNet-50-FPN,2,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed2/best_dota_mAP_epoch_1.pth,True,147356014,2a51b7b15906053496b5aede03de8aff42eb955c0b339dd3d354252870715240,project-trained existing asset,best detector mAP checkpoint; target risk not used for checkpoint selection,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed2/regression_soda_seed0.py,10691,a5bcbfcb80db82c84be117f835320402b2b393787f34b06fa048dbe77e152a2a,top_journal_v3_reaudit_055/work_dirs/k2/K2_final__direct_regression_le90__SODA-A__seed2/20260711_232311/20260711_232311.log,522499,9f6e597c0ed84e87c863b7b095c88609a5a995b529fa62c6a2b8f7d8720486df,mmrotate_1x,3ff004eb21ea040455b5585db229edba4037f1bf,Apache-2.0 repository license,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,UNVERIFIED_DATASET_NOT_PRESENT,historical full evaluator exists but candidate excluded before evaluator gate,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,False,0,False,False,False,False,False,,NOT_EVALUATED_AFTER_EARLY_EXCLUSION,NOT_EVALUATED; frozen missing-TTA policy would apply,False,True,K2 full-converged angle-head and native-score outcomes,K2 score-direction/native-signal design,EXCLUDED,,PRIOR_OUTCOME_OR_PROTOCOL_PARTICIPATION,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,dataset store is empty on this server; no outcome file was opened
Strip-RCNN_DIOR-R/47,DIOR-R,UNVERIFIED,reported full-val / audited actual identity,Strip-RCNN,registered historical head,registered historical backbone,registered,external_baseline_library/registered_baseline,False,0,,historical pth_data registration; library absent on current server,historical detector criterion; exact source unavailable,,0,,,0,,historical,UNVERIFIED,UNVERIFIED,,UNVERIFIED_DATASET_NOT_PRESENT,historical evaluator,UNVERIFIED,False,5859,False,False,False,False,False,,NOT_COMPLETE,UNVERIFIED,True,False,5859-image legacy universe; prior NRC inspected,original A6 provenance audit,EXCLUDED,,PRIOR_OUTCOME_EXPOSURE,EXCLUDED,NOT_ESTIMATED_AFTER_EXCLUSION,NOT_ESTIMATED_AFTER_EXCLUSION,,,5859-image legacy universe; prior NRC inspected; historical unit tag /47; pth_data and dataset store unavailable on current server
