cell,track,dose_deg,stratum,matched_count,severe_count,status,severe_rate,mean_angle_error_deg
DIOR-R/3,-,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.29640774873048714,
DIOR-R/3,-,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.8057820167801172,
DIOR-R/3,-,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9767391772560844,
DIOR-R/3,-,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9951300410655997,
DIOR-R/3,-,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9974910239217891,
DIOR-R/3,-,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,-,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,0,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.005532805532805533,
DIOR-R/3,S,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,2,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.009738148803593007,
DIOR-R/3,S,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,5,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.046722444076337646,
DIOR-R/3,S,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,10,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.2971768636060832,
DIOR-R/3,S,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,15,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.8087489145843986,
DIOR-R/3,S,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,20,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9758002367722081,
DIOR-R/3,S,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,25,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9944537805190893,
DIOR-R/3,S,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,30,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9974113178571717,
DIOR-R/3,S,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/3,S,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,P,0,all,53388,471,COMPUTED_R011,0.008822207237581479,1.9980970709237937
DIOR-R/61,P,0,"[2.1,3)",33708,173,COMPUTED_R011,0.005132312804082117,2.103283685199523
DIOR-R/61,P,0,"[3,5)",16687,151,COMPUTED_R011,0.009048960268472463,1.8624822145220636
DIOR-R/61,P,0,"[5,+inf)",2993,147,COMPUTED_R011,0.04911460073504845,1.569555378564489
DIOR-R/61,P,2,all,53327,716,COMPUTED_R011,0.013426594408085961,2.7426640697102953
DIOR-R/61,P,2,"[2.1,3)",33692,184,COMPUTED_R011,0.005461237088923186,2.822767489744931
DIOR-R/61,P,2,"[3,5)",16681,239,COMPUTED_R011,0.014327678196750794,2.6390231001824342
DIOR-R/61,P,2,"[5,+inf)",2954,293,COMPUTED_R011,0.0991875423155044,2.414292568317758
DIOR-R/61,P,5,all,53001,2652,COMPUTED_R011,0.05003679175864607,5.176101749077388
DIOR-R/61,P,5,"[2.1,3)",33639,432,COMPUTED_R011,0.012842236689556764,5.212671221527816
DIOR-R/61,P,5,"[3,5)",16612,913,COMPUTED_R011,0.054960269684565376,5.14343862450721
DIOR-R/61,P,5,"[5,+inf)",2750,1307,COMPUTED_R011,0.4752727272727273,4.926079691477039
DIOR-R/61,P,10,all,51648,15703,COMPUTED_R011,0.30403887856257744,9.960198991010243
DIOR-R/61,P,10,"[2.1,3)",33514,4635,COMPUTED_R011,0.13830041176821628,9.988340269273277
DIOR-R/61,P,10,"[3,5)",16356,9384,COMPUTED_R011,0.5737344093910491,9.968116220849566
DIOR-R/61,P,10,"[5,+inf)",1778,1684,COMPUTED_R011,0.9471316085489314,9.356925081582897
DIOR-R/61,P,15,all,49107,39354,COMPUTED_R011,0.801392876779278,14.867464986458515
DIOR-R/61,P,15,"[2.1,3)",33284,24000,COMPUTED_R011,0.7210671794255498,14.916773547215048
DIOR-R/61,P,15,"[3,5)",15412,14950,COMPUTED_R011,0.9700233584220088,14.81933356844094
DIOR-R/61,P,15,"[5,+inf)",411,404,COMPUTED_R011,0.9829683698296837,12.67918099197272
DIOR-R/61,P,20,all,45248,44069,COMPUTED_R011,0.9739435997171145,19.759572689806742
DIOR-R/61,P,20,"[2.1,3)",32691,31571,COMPUTED_R011,0.9657398060628307,19.840174974580595
DIOR-R/61,P,20,"[3,5)",12531,12474,COMPUTED_R011,0.9954512808235576,19.5650871399984
DIOR-R/61,P,20,"[5,+inf)",26,24,COMPUTED_R011,0.9230769230769231,12.149154732448288
DIOR-R/61,P,25,all,37345,37089,COMPUTED_R011,0.9931449993305663,24.475120601874867
DIOR-R/61,P,25,"[2.1,3)",30806,30556,COMPUTED_R011,0.9918846977861455,24.638881713069672
DIOR-R/61,P,25,"[3,5)",6533,6528,COMPUTED_R011,0.999234654829328,23.71488313306377
DIOR-R/61,P,25,"[5,+inf)",6,5,COMPUTED_R011,0.8333333333333334,11.442885980954065
DIOR-R/61,P,30,all,22928,22849,COMPUTED_R011,0.9965544312630844,28.98102850041142
DIOR-R/61,P,30,"[2.1,3)",22209,22133,COMPUTED_R011,0.9965779638885137,29.09825692673558
DIOR-R/61,P,30,"[3,5)",718,715,COMPUTED_R011,0.9958217270194986,25.385310058580156
DIOR-R/61,P,30,"[5,+inf)",1,1,COMPUTED_R011,1.0,7.1807495018848835
DIOR-R/61,D,0,all,53388,471,COMPUTED_R011,0.008822207237581479,1.9980970709237937
DIOR-R/61,D,0,"[2.1,3)",33708,173,COMPUTED_R011,0.005132312804082117,2.103283685199523
DIOR-R/61,D,0,"[3,5)",16687,151,COMPUTED_R011,0.009048960268472463,1.8624822145220636
DIOR-R/61,D,0,"[5,+inf)",2993,147,COMPUTED_R011,0.04911460073504845,1.569555378564489
DIOR-R/61,D,2,all,53228,1157,COMPUTED_R011,0.0217366799428872,3.9859462265242365
DIOR-R/61,D,2,"[2.1,3)",33680,291,COMPUTED_R011,0.008640142517814727,4.094471428947321
DIOR-R/61,D,2,"[3,5)",16648,377,COMPUTED_R011,0.022645362806343106,3.850040309265951
DIOR-R/61,D,2,"[5,+inf)",2900,489,COMPUTED_R011,0.1686206896551724,3.5057506723540466
DIOR-R/61,D,5,all,52750,4582,COMPUTED_R011,0.08686255924170616,6.962990991432286
DIOR-R/61,D,5,"[2.1,3)",33610,855,COMPUTED_R011,0.025438857482891996,7.081171686188888
DIOR-R/61,D,5,"[3,5)",16545,1731,COMPUTED_R011,0.10462375339981868,6.818386454610832
DIOR-R/61,D,5,"[5,+inf)",2595,1996,COMPUTED_R011,0.7691714836223507,6.3542930765734145
DIOR-R/61,D,10,all,50965,25379,COMPUTED_R011,0.49796919454527616,11.923855670657922
DIOR-R/61,D,10,"[2.1,3)",33436,9390,COMPUTED_R011,0.2808350281134107,12.0491080124581
DIOR-R/61,D,10,"[3,5)",16134,14608,COMPUTED_R011,0.9054171315234908,11.743782425868337
DIOR-R/61,D,10,"[5,+inf)",1395,1381,COMPUTED_R011,0.9899641577060931,11.004403649871566
DIOR-R/61,D,15,all,47801,45808,COMPUTED_R011,0.9583063115834397,16.875207630618014
DIOR-R/61,D,15,"[2.1,3)",33067,31088,COMPUTED_R011,0.9401518129857562,16.998133111585464
DIOR-R/61,D,15,"[3,5)",14645,14633,COMPUTED_R011,0.999180607715944,16.609113677219902
DIOR-R/61,D,15,"[5,+inf)",89,87,COMPUTED_R011,0.9775280898876404,14.989466825749998
DIOR-R/61,D,20,all,43293,43234,COMPUTED_R011,0.9986371930797127,21.76841190081863
DIOR-R/61,D,20,"[2.1,3)",32190,32139,COMPUTED_R011,0.9984156570363467,21.89656954805073
DIOR-R/61,D,20,"[3,5)",11100,11094,COMPUTED_R011,0.9994594594594595,21.401200341621244
DIOR-R/61,D,20,"[5,+inf)",3,1,COMPUTED_R011,0.3333333333333333,5.3196261311192705
DIOR-R/61,D,25,all,32696,32682,COMPUTED_R011,0.9995718130658184,26.566206816617516
DIOR-R/61,D,25,"[2.1,3)",28988,28977,COMPUTED_R011,0.9996205326341935,26.659846806895573
DIOR-R/61,D,25,"[3,5)",3706,3704,COMPUTED_R011,0.9994603345925526,25.844755962128087
DIOR-R/61,D,25,"[5,+inf)",2,1,COMPUTED_R011,0.5,6.196621094561854
DIOR-R/61,D,30,all,16924,16915,COMPUTED_R011,0.9994682108248641,31.360679591123777
DIOR-R/61,D,30,"[2.1,3)",16910,16902,COMPUTED_R011,0.9995269071555293,31.36562016480563
DIOR-R/61,D,30,"[3,5)",13,12,COMPUTED_R011,0.9230769230769231,26.79412798568088
DIOR-R/61,D,30,"[5,+inf)",1,1,COMPUTED_R011,1.0,7.1807495018848835
DIOR-R/61,+,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.008822207237581479,
DIOR-R/61,+,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.013426594408085961,
DIOR-R/61,+,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.05003679175864607,
DIOR-R/61,+,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.30403887856257744,
DIOR-R/61,+,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.801392876779278,
DIOR-R/61,+,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9739435997171145,
DIOR-R/61,+,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9931449993305663,
DIOR-R/61,+,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9965544312630844,
DIOR-R/61,+,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,+,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.008822207237581479,
DIOR-R/61,-,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.012396384231649226,
DIOR-R/61,-,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.0481979944205685,
DIOR-R/61,-,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.3034654709213553,
DIOR-R/61,-,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.8037074760643715,
DIOR-R/61,-,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9759820030436029,
DIOR-R/61,-,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9937956301981654,
DIOR-R/61,-,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9966541932643628,
DIOR-R/61,-,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,-,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,0,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.008822207237581479,
DIOR-R/61,S,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,2,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.012911489319867592,
DIOR-R/61,S,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,5,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.04911739308960728,
DIOR-R/61,S,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,10,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.30375217474196636,
DIOR-R/61,S,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,15,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.8025501764218248,
DIOR-R/61,S,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,20,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9749628013803587,
DIOR-R/61,S,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,25,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9934703147643659,
DIOR-R/61,S,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,30,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9966043122637236,
DIOR-R/61,S,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
DIOR-R/61,S,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,P,0,all,29391,130,COMPUTED_R011,0.004423122724643598,2.230996207158702
FAIR1M-v1.0/24,P,0,"[2.1,3)",19425,54,COMPUTED_R011,0.0027799227799227798,2.4905054912738667
FAIR1M-v1.0/24,P,0,"[3,5)",8083,63,COMPUTED_R011,0.007794135840653223,1.845574960966235
FAIR1M-v1.0/24,P,0,"[5,+inf)",1883,13,COMPUTED_R011,0.006903876792352629,1.2083685327225522
FAIR1M-v1.0/24,P,2,all,29388,218,COMPUTED_R011,0.007417993738941064,2.845981343285978
FAIR1M-v1.0/24,P,2,"[2.1,3)",19443,64,COMPUTED_R011,0.0032916730957156816,3.00279394767219
FAIR1M-v1.0/24,P,2,"[3,5)",8075,88,COMPUTED_R011,0.010897832817337461,2.619883101213472
FAIR1M-v1.0/24,P,2,"[5,+inf)",1870,66,COMPUTED_R011,0.03529411764705882,2.191882860748119
FAIR1M-v1.0/24,P,5,all,29288,1354,COMPUTED_R011,0.04623053810434308,5.077062508044155
FAIR1M-v1.0/24,P,5,"[2.1,3)",19428,206,COMPUTED_R011,0.010603253036854025,5.092574033905663
FAIR1M-v1.0/24,P,5,"[3,5)",8057,424,COMPUTED_R011,0.05262504654337843,5.064259677078243
FAIR1M-v1.0/24,P,5,"[5,+inf)",1803,724,COMPUTED_R011,0.40155296727676093,4.967131551112753
FAIR1M-v1.0/24,P,10,all,28563,8617,COMPUTED_R011,0.30168399677904983,9.818958244061076
FAIR1M-v1.0/24,P,10,"[2.1,3)",19348,2876,COMPUTED_R011,0.14864585486872028,9.808896321076398
FAIR1M-v1.0/24,P,10,"[3,5)",7842,4385,COMPUTED_R011,0.5591685794440194,9.869262993013592
FAIR1M-v1.0/24,P,10,"[5,+inf)",1373,1356,COMPUTED_R011,0.98761835396941,9.673428924777605
FAIR1M-v1.0/24,P,15,all,26140,19540,COMPUTED_R011,0.7475133894414691,14.688906904441415
FAIR1M-v1.0/24,P,15,"[2.1,3)",18937,12592,COMPUTED_R011,0.6649416486243861,14.71434094938822
FAIR1M-v1.0/24,P,15,"[3,5)",7020,6765,COMPUTED_R011,0.9636752136752137,14.662729310067421
FAIR1M-v1.0/24,P,15,"[5,+inf)",183,183,COMPUTED_R011,1.0,13.061159381761843
FAIR1M-v1.0/24,P,20,all,22662,21554,COMPUTED_R011,0.9511075809725532,19.502545872197903
FAIR1M-v1.0/24,P,20,"[2.1,3)",17758,16674,COMPUTED_R011,0.9389570897623606,19.565610241353472
FAIR1M-v1.0/24,P,20,"[3,5)",4904,4880,COMPUTED_R011,0.9951060358890701,19.274181869860243
FAIR1M-v1.0/24,P,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,P,25,all,16478,16334,COMPUTED_R011,0.9912610753732249,24.031455011633984
FAIR1M-v1.0/24,P,25,"[2.1,3)",14677,14536,COMPUTED_R011,0.990393132111467,24.159421827288824
FAIR1M-v1.0/24,P,25,"[3,5)",1801,1798,COMPUTED_R011,0.9983342587451416,22.988607175228836
FAIR1M-v1.0/24,P,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,P,30,all,9219,9198,COMPUTED_R011,0.9977220956719818,28.3536731344231
FAIR1M-v1.0/24,P,30,"[2.1,3)",9022,9002,COMPUTED_R011,0.9977831966304589,28.439699993889757
FAIR1M-v1.0/24,P,30,"[3,5)",197,196,COMPUTED_R011,0.9949238578680203,24.413904981591013
FAIR1M-v1.0/24,P,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
FAIR1M-v1.0/24,D,0,all,29391,130,COMPUTED_R011,0.004423122724643598,2.230996207158702
FAIR1M-v1.0/24,D,0,"[2.1,3)",19425,54,COMPUTED_R011,0.0027799227799227798,2.4905054912738667
FAIR1M-v1.0/24,D,0,"[3,5)",8083,63,COMPUTED_R011,0.007794135840653223,1.845574960966235
FAIR1M-v1.0/24,D,0,"[5,+inf)",1883,13,COMPUTED_R011,0.006903876792352629,1.2083685327225522
FAIR1M-v1.0/24,D,2,all,29375,363,COMPUTED_R011,0.012357446808510638,4.223609538334575
FAIR1M-v1.0/24,D,2,"[2.1,3)",19439,108,COMPUTED_R011,0.005555841349863676,4.4862730034544755
FAIR1M-v1.0/24,D,2,"[3,5)",8070,142,COMPUTED_R011,0.017596034696406443,3.830046776419134
FAIR1M-v1.0/24,D,2,"[5,+inf)",1866,113,COMPUTED_R011,0.060557341907824226,3.1893846670548656
FAIR1M-v1.0/24,D,5,all,29210,2588,COMPUTED_R011,0.08859979459089352,7.200730294112443
FAIR1M-v1.0/24,D,5,"[2.1,3)",19412,478,COMPUTED_R011,0.02462394395219452,7.46450854069691
FAIR1M-v1.0/24,D,5,"[3,5)",8024,867,COMPUTED_R011,0.10805084745762712,6.796504791098321
FAIR1M-v1.0/24,D,5,"[5,+inf)",1774,1243,COMPUTED_R011,0.7006764374295378,6.142693154026619
FAIR1M-v1.0/24,D,10,all,28125,14027,COMPUTED_R011,0.4987377777777778,12.160720352972307
FAIR1M-v1.0/24,D,10,"[2.1,3)",19253,6203,COMPUTED_R011,0.3221835558094842,12.421161367109017
FAIR1M-v1.0/24,D,10,"[3,5)",7705,6658,COMPUTED_R011,0.8641142115509409,11.697040106114683
FAIR1M-v1.0/24,D,10,"[5,+inf)",1167,1166,COMPUTED_R011,0.9991431019708654,10.92540369218973
FAIR1M-v1.0/24,D,15,all,25146,23885,COMPUTED_R011,0.9498528593016782,17.14702343035746
