dataset,tile_id,mother_scene_id,mapping_source,mapping_confidence,verified
FAIR1M-v1.0,13439__1024__0___976,13439__1024__0___976,original_image_identity,HIGH,True
FAIR1M-v1.0,12689__1024__0___0,12689__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1616__1024__0___0,1616__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3994__1024__0___0,3994__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__2472___1648,12481__1024__2472___1648,original_image_identity,HIGH,True
FAIR1M-v1.0,13983__1024__0___0,13983__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,671__1024__0___476,671__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,15007__1024__0___0,15007__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11506__1024__824___824,11506__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,12201__1024__0___0,12201__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5129__1024__0___0,5129__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14794__1024__0___0,14794__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1558__1024__476___0,1558__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6347__1024__0___0,6347__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13932__1024__0___0,13932__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15641__1024__824___824,15641__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,5730__1024__0___0,5730__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4961__1024__0___0,4961__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7170__1024__0___0,7170__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1900__1024__0___0,1900__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3905__1024__0___0,3905__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,321__1024__476___476,321__1024__476___476,original_image_identity,HIGH,True
FAIR1M-v1.0,5699__1024__976___0,5699__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,563__1024__476___0,563__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7128__1024__0___0,7128__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7389__1024__0___0,7389__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12226__1024__0___0,12226__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7969__1024__0___0,7969__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__0___824,12481__1024__0___824,original_image_identity,HIGH,True
FAIR1M-v1.0,10458__1024__976___824,10458__1024__976___824,original_image_identity,HIGH,True
FAIR1M-v1.0,583__1024__0___0,583__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4970__1024__0___0,4970__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,760__1024__1648___0,760__1024__1648___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10785__1024__824___2976,10785__1024__824___2976,original_image_identity,HIGH,True
FAIR1M-v1.0,10381__1024__0___0,10381__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11016__1024__0___0,11016__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16442__1024__0___0,16442__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7__1024__1648___1976,7__1024__1648___1976,original_image_identity,HIGH,True
FAIR1M-v1.0,32__1024__0___0,32__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6782__1024__0___0,6782__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4252__1024__824___824,4252__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,10521__1024__0___0,10521__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12150__1024__1648___4120,12150__1024__1648___4120,original_image_identity,HIGH,True
FAIR1M-v1.0,12802__1024__0___0,12802__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7749__1024__0___0,7749__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7740__1024__2976___2976,7740__1024__2976___2976,original_image_identity,HIGH,True
FAIR1M-v1.0,5727__1024__0___0,5727__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15972__1024__0___0,15972__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11010__1024__0___0,11010__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10836__1024__824___2472,10836__1024__824___2472,original_image_identity,HIGH,True
FAIR1M-v1.0,9554__1024__0___0,9554__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,764__1024__476___476,764__1024__476___476,original_image_identity,HIGH,True
FAIR1M-v1.0,9580__1024__0___0,9580__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7740__1024__824___2472,7740__1024__824___2472,original_image_identity,HIGH,True
FAIR1M-v1.0,11578__1024__0___0,11578__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11187__1024__0___0,11187__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16274__1024__0___0,16274__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15105__1024__0___0,15105__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7547__1024__0___0,7547__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10625__1024__0___0,10625__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14120__1024__0___0,14120__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,9893__1024__0___0,9893__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5112__1024__0___0,5112__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14427__1024__0___0,14427__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2563__1024__0___0,2563__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11560__1024__0___0,11560__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7880__1024__0___0,7880__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10941__1024__0___0,10941__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8696__1024__0___0,8696__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,760__1024__824___1976,760__1024__824___1976,original_image_identity,HIGH,True
FAIR1M-v1.0,12945__1024__0___0,12945__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8948__1024__0___0,8948__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10471__1024__0___0,10471__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12878__1024__0___0,12878__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15879__1024__0___0,15879__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15833__1024__0___0,15833__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11559__1024__824___824,11559__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,2191__1024__0___0,2191__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6254__1024__824___0,6254__1024__824___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3937__1024__0___2472,3937__1024__0___2472,original_image_identity,HIGH,True
FAIR1M-v1.0,5605__1024__0___0,5605__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4861__1024__0___0,4861__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12150__1024__1648___1648,12150__1024__1648___1648,original_image_identity,HIGH,True
FAIR1M-v1.0,6704__1024__0___0,6704__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6409__1024__0___0,6409__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1074__1024__476___0,1074__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13405__1024__0___0,13405__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5997__1024__0___0,5997__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__1648___2472,12481__1024__1648___2472,original_image_identity,HIGH,True
FAIR1M-v1.0,15268__1024__0___824,15268__1024__0___824,original_image_identity,HIGH,True
FAIR1M-v1.0,8175__1024__0___0,8175__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6477__1024__0___0,6477__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7436__1024__0___0,7436__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3011__1024__0___0,3011__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13104__1024__0___0,13104__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2979__1024__0___0,2979__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14150__1024__0___0,14150__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5415__1024__0___0,5415__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5442__1024__0___0,5442__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11196__1024__0___0,11196__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15565__1024__2976___0,15565__1024__2976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4336__1024__0___0,4336__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6254__1024__0___0,6254__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3395__1024__976___0,3395__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3424__1024__0___0,3424__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8869__1024__0___0,8869__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2267__1024__0___0,2267__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10356__1024__3296___0,10356__1024__3296___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1756__1024__0___0,1756__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16070__1024__0___0,16070__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4983__1024__0___0,4983__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1237__1024__0___0,1237__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13483__1024__0___0,13483__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14871__1024__0___0,14871__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2582__1024__0___0,2582__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1418__1024__0___476,1418__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,8299__1024__0___0,8299__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11097__1024__0___0,11097__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,453__1024__3976___1648,453__1024__3976___1648,original_image_identity,HIGH,True
FAIR1M-v1.0,453__1024__1648___0,453__1024__1648___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12561__1024__0___0,12561__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14410__1024__0___0,14410__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4703__1024__0___0,4703__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13439__1024__824___824,13439__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,1207__1024__0___0,1207__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1024__1024__476___0,1024__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14028__1024__0___0,14028__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10844__1024__976___824,10844__1024__976___824,original_image_identity,HIGH,True
FAIR1M-v1.0,4626__1024__0___0,4626__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10567__1024__0___0,10567__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__0___3296,12481__1024__0___3296,original_image_identity,HIGH,True
FAIR1M-v1.0,11779__1024__0___0,11779__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14653__1024__0___0,14653__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1897__1024__0___0,1897__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,154__1024__0___0,154__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14530__1024__0___0,14530__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14989__1024__0___0,14989__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5058__1024__0___0,5058__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2712__1024__0___0,2712__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10543__1024__0___0,10543__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3719__1024__0___0,3719__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3178__1024__0___0,3178__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7537__1024__0___0,7537__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13253__1024__0___0,13253__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,382__1024__0___0,382__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5879__1024__0___0,5879__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13226__1024__0___0,13226__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15641__1024__976___976,15641__1024__976___976,original_image_identity,HIGH,True
FAIR1M-v1.0,6038__1024__0___0,6038__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14335__1024__0___0,14335__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10576__1024__0___0,10576__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13702__1024__0___0,13702__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13250__1024__0___0,13250__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12838__1024__0___0,12838__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10436__1024__0___0,10436__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5109__1024__0___0,5109__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7099__1024__0___0,7099__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7075__1024__0___0,7075__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7997__1024__0___0,7997__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3356__1024__0___0,3356__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,9508__1024__0___0,9508__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1874__1024__0___0,1874__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3973__1024__976___976,3973__1024__976___976,original_image_identity,HIGH,True
FAIR1M-v1.0,14239__1024__0___0,14239__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1066__1024__476___476,1066__1024__476___476,original_image_identity,HIGH,True
FAIR1M-v1.0,7748__1024__0___0,7748__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14350__1024__0___0,14350__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12808__1024__0___976,12808__1024__0___976,original_image_identity,HIGH,True
FAIR1M-v1.0,10827__1024__0___0,10827__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,51__1024__0___476,51__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,10713__1024__0___0,10713__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1840__1024__976___0,1840__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16480__1024__0___0,16480__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5920__1024__0___0,5920__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5017__1024__824___1648,5017__1024__824___1648,original_image_identity,HIGH,True
FAIR1M-v1.0,506__1024__0___0,506__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,987__1024__0___0,987__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,91__1024__476___0,91__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,414__1024__476___0,414__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1283__1024__0___476,1283__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,2544__1024__0___0,2544__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12150__1024__2472___4976,12150__1024__2472___4976,original_image_identity,HIGH,True
FAIR1M-v1.0,14058__1024__0___0,14058__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__824___3296,12481__1024__824___3296,original_image_identity,HIGH,True
FAIR1M-v1.0,7657__1024__0___0,7657__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5735__1024__0___0,5735__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7334__1024__0___0,7334__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15841__1024__0___0,15841__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15514__1024__0___0,15514__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14691__1024__0___0,14691__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14928__1024__0___0,14928__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7943__1024__0___0,7943__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12849__1024__824___0,12849__1024__824___0,original_image_identity,HIGH,True
FAIR1M-v1.0,9522__1024__824___0,9522__1024__824___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3395__1024__976___824,3395__1024__976___824,original_image_identity,HIGH,True
FAIR1M-v1.0,12808__1024__976___824,12808__1024__976___824,original_image_identity,HIGH,True
FAIR1M-v1.0,364__1024__476___0,364__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11559__1024__976___824,11559__1024__976___824,original_image_identity,HIGH,True
FAIR1M-v1.0,951__1024__476___0,951__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12127__1024__0___0,12127__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12419__1024__0___0,12419__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,586__1024__0___0,586__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5327__1024__0___0,5327__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14485__1024__0___0,14485__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10545__1024__0___0,10545__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14593__1024__0___0,14593__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10174__1024__0___0,10174__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1588__1024__0___0,1588__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16452__1024__0___0,16452__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,605__1024__0___0,605__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8145__1024__0___0,8145__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10785__1024__1648___824,10785__1024__1648___824,original_image_identity,HIGH,True
FAIR1M-v1.0,8119__1024__0___0,8119__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5947__1024__0___0,5947__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,13786__1024__0___0,13786__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5737__1024__0___0,5737__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15976__1024__0___0,15976__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6180__1024__0___0,6180__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3026__1024__0___0,3026__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5879__1024__0___2976,5879__1024__0___2976,original_image_identity,HIGH,True
FAIR1M-v1.0,15268__1024__976___0,15268__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10844__1024__0___0,10844__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3600__1024__0___0,3600__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16228__1024__0___0,16228__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3408__1024__0___0,3408__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__1648___824,12481__1024__1648___824,original_image_identity,HIGH,True
FAIR1M-v1.0,15224__1024__0___0,15224__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,9945__1024__0___0,9945__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14231__1024__0___0,14231__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3695__1024__0___0,3695__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,453__1024__3296___3976,453__1024__3296___3976,original_image_identity,HIGH,True
FAIR1M-v1.0,6062__1024__824___976,6062__1024__824___976,original_image_identity,HIGH,True
FAIR1M-v1.0,15100__1024__0___0,15100__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4742__1024__0___0,4742__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8355__1024__0___0,8355__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,546__1024__476___0,546__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5879__1024__2472___2976,5879__1024__2472___2976,original_image_identity,HIGH,True
FAIR1M-v1.0,4196__1024__0___0,4196__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1283__1024__476___476,1283__1024__476___476,original_image_identity,HIGH,True
FAIR1M-v1.0,4269__1024__0___0,4269__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,611__1024__0___0,611__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2160__1024__0___0,2160__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,953__1024__0___0,953__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12808__1024__976___976,12808__1024__976___976,original_image_identity,HIGH,True
FAIR1M-v1.0,7384__1024__0___0,7384__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,546__1024__0___476,546__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,9107__1024__0___0,9107__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3937__1024__824___2472,3937__1024__824___2472,original_image_identity,HIGH,True
FAIR1M-v1.0,15043__1024__0___0,15043__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4069__1024__0___0,4069__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1092__1024__476___0,1092__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2376__1024__0___0,2376__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,789__1024__824___1976,789__1024__824___1976,original_image_identity,HIGH,True
FAIR1M-v1.0,6254__1024__0___824,6254__1024__0___824,original_image_identity,HIGH,True
FAIR1M-v1.0,11569__1024__0___0,11569__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,5729__1024__0___0,5729__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1640__1024__0___476,1640__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,1698__1024__0___0,1698__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8715__1024__0___0,8715__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14132__1024__0___0,14132__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,4042__1024__0___0,4042__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,8493__1024__0___0,8493__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12442__1024__0___0,12442__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11832__1024__0___0,11832__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1381__1024__0___0,1381__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10785__1024__1648___0,10785__1024__1648___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1712__1024__0___476,1712__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,453__1024__0___824,453__1024__0___824,original_image_identity,HIGH,True
FAIR1M-v1.0,7854__1024__0___0,7854__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12108__1024__0___0,12108__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10820__1024__0___976,10820__1024__0___976,original_image_identity,HIGH,True
FAIR1M-v1.0,585__1024__0___0,585__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,789__1024__1648___824,789__1024__1648___824,original_image_identity,HIGH,True
FAIR1M-v1.0,5660__1024__0___0,5660__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,3636__1024__0___0,3636__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15828__1024__824___824,15828__1024__824___824,original_image_identity,HIGH,True
FAIR1M-v1.0,9657__1024__0___0,9657__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,10836__1024__3117___0,10836__1024__3117___0,original_image_identity,HIGH,True
FAIR1M-v1.0,2328__1024__0___0,2328__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7595__1024__0___0,7595__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12481__1024__4120___4944,12481__1024__4120___4944,original_image_identity,HIGH,True
FAIR1M-v1.0,8631__1024__976___976,8631__1024__976___976,original_image_identity,HIGH,True
FAIR1M-v1.0,12808__1024__976___0,12808__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1829__1024__0___0,1829__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14463__1024__0___0,14463__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,16102__1024__0___0,16102__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,810__1024__476___476,810__1024__476___476,original_image_identity,HIGH,True
FAIR1M-v1.0,9569__1024__0___0,9569__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,11709__1024__0___0,11709__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,6965__1024__0___0,6965__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,15543__1024__0___0,15543__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7182__1024__0___0,7182__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,87__1024__0___0,87__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,833__1024__1976___1648,833__1024__1976___1648,original_image_identity,HIGH,True
FAIR1M-v1.0,6022__1024__0___0,6022__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,14411__1024__0___0,14411__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,517__1024__476___0,517__1024__476___0,original_image_identity,HIGH,True
FAIR1M-v1.0,381__1024__0___0,381__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,7761__1024__976___0,7761__1024__976___0,original_image_identity,HIGH,True
FAIR1M-v1.0,1663__1024__0___476,1663__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,1360__1024__0___476,1360__1024__0___476,original_image_identity,HIGH,True
FAIR1M-v1.0,7750__1024__0___0,7750__1024__0___0,original_image_identity,HIGH,True
FAIR1M-v1.0,12150__1024__3296___4976,12150__1024__3296___4976,original_image_identity,HIGH,True
