evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,delta,n_max_calibration_scenes,zero_loss_hb_ucb,zero_event_cp_ucb,structural_power_limit,role
C,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.1,1877,0.001226,0.001226,True,PRIMARY
C,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.05,1877,0.001595,0.001595,True,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.01,1877,0.002450,0.002450,True,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.1,1877,0.001226,0.001226,False,PRIMARY
C,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.05,1877,0.001595,0.001595,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.01,1877,0.002450,0.002450,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.1,1877,0.001226,0.001226,False,PRIMARY
C,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.05,1877,0.001595,0.001595,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.01,1877,0.002450,0.002450,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.1,1877,0.001226,0.001226,False,PRIMARY
C,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.05,1877,0.001595,0.001595,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.01,1877,0.002450,0.002450,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.007185,0.1,1877,0.001226,0.001226,False,PRIMARY
C,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.007185,0.05,1877,0.001595,0.001595,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.007185,0.01,1877,0.002450,0.002450,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.003593,0.1,1877,0.001226,0.001226,False,PRIMARY
C,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.003593,0.05,1877,0.001595,0.001595,False,SENSITIVITY_ONLY
C,DIOR-R,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.003593,0.01,1877,0.002450,0.002450,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001529,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001529,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001529,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000764,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000764,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000764,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.033535,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.016767,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.002584,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.001292,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.1,646,0.003558,0.003558,False,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.05,646,0.004627,0.004627,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.01,646,0.007103,0.007103,False,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.000338,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.000338,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.000338,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000169,0.1,646,0.003558,0.003558,True,PRIMARY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000169,0.05,646,0.004627,0.004627,True,SENSITIVITY_ONLY
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000169,0.01,646,0.007103,0.007103,True,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.002188,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.002188,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.002188,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.001094,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.001094,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.001094,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.046883,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.046883,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.046883,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.023442,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.023442,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.023442,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.05,1858,0.001611,0.001611,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.01,1858,0.002475,0.002475,False,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.1,1858,0.001239,0.001239,False,PRIMARY
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.1,1858,0.001239,0.001239,True,PRIMARY
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.05,1858,0.001611,0.001611,True,SENSITIVITY_ONLY
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.01,1858,0.002475,0.002475,True,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.1,1886,0.001220,0.001220,True,PRIMARY
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.05,1886,0.001587,0.001587,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.01,1886,0.002439,0.002439,True,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.050650,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.050650,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.050650,0.01,1886,0.002439,0.002439,False,SENSITIVITY_ONLY
F,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.025325,0.1,1886,0.001220,0.001220,False,PRIMARY
F,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.025325,0.05,1886,0.001587,0.001587,False,SENSITIVITY_ONLY
