evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,alpha,r_fit,arm,trivial_guarantee,certified,selected_threshold,target_coverage,calibration_nonempty_scenes,calibration_conditional_risk,calibration_hb_pvalue,calibration_hb_ucb,audit_conditional_risk,audit_risk_ucb,audit_nonempty_scene_rate,audit_selected_instance_coverage,audit_selected_count,audit_direction_consistent,practical,reason
A,DIOR-R,rotated_retinanet_psc,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.002479,0.009917,any_grid,False,True,-1.613411,0.500000,1125,0.000000,0.061268,0.002045,0.001401,0.003827,0.613051,0.498344,12491,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,split_fst,False,True,0.995589,0.400000,874,0.000000,0.012513,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,any_grid,False,True,0.995589,0.400000,874,0.000000,0.012513,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,split_fst,False,True,0.991413,0.500000,997,0.003009,0.027992,0.008212,0.002316,0.005498,0.533645,0.490911,13584,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,holm,False,True,0.995589,0.400000,874,0.000000,0.000153,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,any_grid,False,True,0.991413,0.500000,997,0.003009,0.027992,0.008212,0.002316,0.005498,0.533645,0.490911,13584,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,split_fst,False,True,0.991413,0.500000,997,0.003009,0.004088,0.008212,0.002316,0.005498,0.533645,0.490911,13584,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,holm,False,True,0.991413,0.500000,997,0.003009,0.004088,0.008212,0.002316,0.005498,0.533645,0.490911,13584,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,any_grid,False,True,0.991413,0.500000,997,0.003009,0.004088,0.008212,0.002316,0.005498,0.533645,0.490911,13584,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,split_fst,False,True,0.995589,0.400000,874,0.000000,0.004134,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,holm,False,True,0.995589,0.400000,874,0.000000,0.004134,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,any_grid,False,True,0.995589,0.400000,874,0.000000,0.004134,0.002631,0.000000,0.001329,0.475419,0.383506,10612,True,True,certified
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,split_fst,False,True,-0.000065,0.200000,808,0.002682,0.045805,0.008656,0.006009,0.011110,0.434221,0.213979,5921,True,True,certified
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,any_grid,False,True,-0.000065,0.200000,808,0.002682,0.045805,0.008656,0.006009,0.011110,0.434221,0.213979,5921,True,True,certified
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,split_fst,False,True,-0.000065,0.200000,808,0.002682,0.009558,0.008656,0.006009,0.011110,0.434221,0.213979,5921,True,True,certified
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,any_grid,False,True,-0.000589,0.700000,1526,0.006855,0.087496,0.012336,0.010421,0.014659,0.822302,0.707636,19581,True,True,certified
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,any_grid,False,True,-0.854898,0.025000,299,0.000000,0.049536,0.007671,0.015383,0.029437,0.151332,0.030068,832,False,False,certified
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,any_grid,False,True,-0.854898,0.025000,299,0.000000,0.023117,0.007671,0.015383,0.029437,0.151332,0.030068,832,False,False,certified
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025040,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,split_fst,False,True,-1.070775,0.100000,526,0.000000,0.071605,0.004368,0.000000,0.002186,0.288932,0.095118,2632,True,False,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025040,any_grid,False,True,-1.070775,0.100000,526,0.000000,0.071605,0.004368,0.000000,0.002186,0.288932,0.095118,2632,True,False,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,split_fst,False,True,-1.278429,0.200000,867,0.001730,0.010376,0.006721,0.002345,0.005643,0.468553,0.200173,5539,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,holm,False,True,-1.070775,0.100000,526,0.000000,0.005060,0.004368,0.000000,0.002186,0.288932,0.095118,2632,True,False,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025040,any_grid,False,True,-1.278429,0.200000,867,0.001730,0.010376,0.006721,0.002345,0.005643,0.468553,0.200173,5539,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,split_fst,False,True,-1.278429,0.200000,867,0.001730,0.001601,0.006721,0.002345,0.005643,0.468553,0.200173,5539,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,holm,False,True,-1.278429,0.200000,867,0.001730,0.001601,0.006721,0.002345,0.005643,0.468553,0.200173,5539,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.012520,0.025040,any_grid,False,True,-1.805943,0.500000,1357,0.006590,0.069542,0.012000,0.007845,0.012001,0.709970,0.493043,13643,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,split_fst,False,True,-1.070775,0.100000,526,0.000000,0.036766,0.004368,0.000000,0.002186,0.288932,0.095118,2632,True,False,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.006260,0.025040,any_grid,False,True,-1.070775,0.100000,526,0.000000,0.036766,0.004368,0.000000,0.002186,0.288932,0.095118,2632,True,False,certified
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.084693,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.084693,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,0.084693,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,split_fst,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,historical,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,holm,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,0.084693,any_grid,False,False,,0.000000,0,,,,,,0.000000,0.000000,0,False,False,no frozen-grid candidate passes selected sequence
