evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha,perturbation,changed_count,baseline_order_sha256,perturbed_order_sha256,match
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,calib,1,bb4619c5cacf784412ef273a3af7fa2daa4be238d591d412b12f9dbf9343ed81,bb4619c5cacf784412ef273a3af7fa2daa4be238d591d412b12f9dbf9343ed81,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,0.002500,audit,1,bb4619c5cacf784412ef273a3af7fa2daa4be238d591d412b12f9dbf9343ed81,bb4619c5cacf784412ef273a3af7fa2daa4be238d591d412b12f9dbf9343ed81,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,calib,1,9a3262818ddceba3cd49f4b22f7be046e731452e8f9884ee0bbdebea3b967044,9a3262818ddceba3cd49f4b22f7be046e731452e8f9884ee0bbdebea3b967044,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,0.005000,audit,1,9a3262818ddceba3cd49f4b22f7be046e731452e8f9884ee0bbdebea3b967044,9a3262818ddceba3cd49f4b22f7be046e731452e8f9884ee0bbdebea3b967044,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,calib,1,1d75a26908a524478fc8aeb296040e2274e0c19571137a034e3d4aafbd158e4a,1d75a26908a524478fc8aeb296040e2274e0c19571137a034e3d4aafbd158e4a,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,0.010000,audit,1,1d75a26908a524478fc8aeb296040e2274e0c19571137a034e3d4aafbd158e4a,1d75a26908a524478fc8aeb296040e2274e0c19571137a034e3d4aafbd158e4a,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.042347,calib,1,0d0e8b4a1e3845b3384baf80d422d359fac0d8891335fc437352b6e7226df14f,0d0e8b4a1e3845b3384baf80d422d359fac0d8891335fc437352b6e7226df14f,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,0.042347,audit,1,0d0e8b4a1e3845b3384baf80d422d359fac0d8891335fc437352b6e7226df14f,0d0e8b4a1e3845b3384baf80d422d359fac0d8891335fc437352b6e7226df14f,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.021173,calib,1,a78ccbba37a745e1c025376c43033bb781eca01a1e35842299a63b5d6fe40372,a78ccbba37a745e1c025376c43033bb781eca01a1e35842299a63b5d6fe40372,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,0.021173,audit,1,a78ccbba37a745e1c025376c43033bb781eca01a1e35842299a63b5d6fe40372,a78ccbba37a745e1c025376c43033bb781eca01a1e35842299a63b5d6fe40372,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,calib,1,a810b895d2c9f8d8d8793165a9c4805ffc8a274198a8bb0b33808b3d8403db5f,a810b895d2c9f8d8d8793165a9c4805ffc8a274198a8bb0b33808b3d8403db5f,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.001,0.001000,audit,1,a810b895d2c9f8d8d8793165a9c4805ffc8a274198a8bb0b33808b3d8403db5f,a810b895d2c9f8d8d8793165a9c4805ffc8a274198a8bb0b33808b3d8403db5f,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,calib,1,6dd7a81a44f39ddb2ff6c455cf5338b0ec6c31506f491aec077397611e5cc035,6dd7a81a44f39ddb2ff6c455cf5338b0ec6c31506f491aec077397611e5cc035,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.0025,0.002500,audit,1,6dd7a81a44f39ddb2ff6c455cf5338b0ec6c31506f491aec077397611e5cc035,6dd7a81a44f39ddb2ff6c455cf5338b0ec6c31506f491aec077397611e5cc035,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,calib,1,08354c9902222df2b10b5284bd6f75313fc717d7348541178ba1cef3a20c7a79,08354c9902222df2b10b5284bd6f75313fc717d7348541178ba1cef3a20c7a79,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.005,0.005000,audit,1,08354c9902222df2b10b5284bd6f75313fc717d7348541178ba1cef3a20c7a79,08354c9902222df2b10b5284bd6f75313fc717d7348541178ba1cef3a20c7a79,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,calib,1,826d32eaa636d46616be9a1ab7fe0753e375b5d037be2ef6d179fc0cc05cea31,826d32eaa636d46616be9a1ab7fe0753e375b5d037be2ef6d179fc0cc05cea31,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.01,0.010000,audit,1,826d32eaa636d46616be9a1ab7fe0753e375b5d037be2ef6d179fc0cc05cea31,826d32eaa636d46616be9a1ab7fe0753e375b5d037be2ef6d179fc0cc05cea31,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,calib,1,0e5f7e229cdb15df120a8a5ba83961053858066fa199da6731603e541ed1956c,0e5f7e229cdb15df120a8a5ba83961053858066fa199da6731603e541ed1956c,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,audit,1,0e5f7e229cdb15df120a8a5ba83961053858066fa199da6731603e541ed1956c,0e5f7e229cdb15df120a8a5ba83961053858066fa199da6731603e541ed1956c,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,calib,1,2bc56024f690347536ce4b06ca9a2d9ee896e2e69993231653672dbd4dc61851,2bc56024f690347536ce4b06ca9a2d9ee896e2e69993231653672dbd4dc61851,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,audit,1,2bc56024f690347536ce4b06ca9a2d9ee896e2e69993231653672dbd4dc61851,2bc56024f690347536ce4b06ca9a2d9ee896e2e69993231653672dbd4dc61851,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,calib,1,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,0.001000,audit,1,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,calib,1,3393e885f17527521368ef57dae5d938bd3d0e123dda269f3d6067c83f6feeb7,3393e885f17527521368ef57dae5d938bd3d0e123dda269f3d6067c83f6feeb7,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,0.002500,audit,1,3393e885f17527521368ef57dae5d938bd3d0e123dda269f3d6067c83f6feeb7,3393e885f17527521368ef57dae5d938bd3d0e123dda269f3d6067c83f6feeb7,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,calib,1,62882ec84a7d9bfdd5ba80f4e8d7f6078c60c180161fefaf1601eb3de46c361c,62882ec84a7d9bfdd5ba80f4e8d7f6078c60c180161fefaf1601eb3de46c361c,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,0.005000,audit,1,62882ec84a7d9bfdd5ba80f4e8d7f6078c60c180161fefaf1601eb3de46c361c,62882ec84a7d9bfdd5ba80f4e8d7f6078c60c180161fefaf1601eb3de46c361c,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,0.010000,calib,1,f44edf9c4aaf17448c46f8132f971c5f1ded17e0d82047c7510d5ac4cf977b64,f44edf9c4aaf17448c46f8132f971c5f1ded17e0d82047c7510d5ac4cf977b64,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,0.010000,audit,1,f44edf9c4aaf17448c46f8132f971c5f1ded17e0d82047c7510d5ac4cf977b64,f44edf9c4aaf17448c46f8132f971c5f1ded17e0d82047c7510d5ac4cf977b64,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,calib,1,89bab23bbe79fd5900ee207289328ffdc5c312f3d14c634b454030fda870ed51,89bab23bbe79fd5900ee207289328ffdc5c312f3d14c634b454030fda870ed51,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,audit,1,89bab23bbe79fd5900ee207289328ffdc5c312f3d14c634b454030fda870ed51,89bab23bbe79fd5900ee207289328ffdc5c312f3d14c634b454030fda870ed51,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,calib,1,5e30b6f95f99a4f0d3b9d38d6f3b30e017af0c4a081f135a8d660c9f0bae2f0e,5e30b6f95f99a4f0d3b9d38d6f3b30e017af0c4a081f135a8d660c9f0bae2f0e,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,audit,1,5e30b6f95f99a4f0d3b9d38d6f3b30e017af0c4a081f135a8d660c9f0bae2f0e,5e30b6f95f99a4f0d3b9d38d6f3b30e017af0c4a081f135a8d660c9f0bae2f0e,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,0.001000,calib,1,00e1ead7e7a78319f6fa662667eb76ddadbcf42f2d4e8038ec97d2ebf29bbb02,00e1ead7e7a78319f6fa662667eb76ddadbcf42f2d4e8038ec97d2ebf29bbb02,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,0.001000,audit,1,00e1ead7e7a78319f6fa662667eb76ddadbcf42f2d4e8038ec97d2ebf29bbb02,00e1ead7e7a78319f6fa662667eb76ddadbcf42f2d4e8038ec97d2ebf29bbb02,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,0.002500,calib,1,b5e67d18893d2363a30694514887f88bd64e25e31e6fbcce5720141976f09996,b5e67d18893d2363a30694514887f88bd64e25e31e6fbcce5720141976f09996,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,0.002500,audit,1,b5e67d18893d2363a30694514887f88bd64e25e31e6fbcce5720141976f09996,b5e67d18893d2363a30694514887f88bd64e25e31e6fbcce5720141976f09996,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,0.005000,calib,1,04be3a5206e80e4dc74c6d38f2b898518b53923e16861a435991e07b4fc1d02b,04be3a5206e80e4dc74c6d38f2b898518b53923e16861a435991e07b4fc1d02b,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,0.005000,audit,1,04be3a5206e80e4dc74c6d38f2b898518b53923e16861a435991e07b4fc1d02b,04be3a5206e80e4dc74c6d38f2b898518b53923e16861a435991e07b4fc1d02b,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,0.010000,calib,1,ee79775dd15dc4afb8f6f52e2d67f38305cdcf974a377f2bf94041238e1b4e8f,ee79775dd15dc4afb8f6f52e2d67f38305cdcf974a377f2bf94041238e1b4e8f,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,0.010000,audit,1,ee79775dd15dc4afb8f6f52e2d67f38305cdcf974a377f2bf94041238e1b4e8f,ee79775dd15dc4afb8f6f52e2d67f38305cdcf974a377f2bf94041238e1b4e8f,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,calib,1,e216491fce3f2a249f078cd3e297de764eab44dbd851a44ec461c3f7d0dc470f,e216491fce3f2a249f078cd3e297de764eab44dbd851a44ec461c3f7d0dc470f,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,audit,1,e216491fce3f2a249f078cd3e297de764eab44dbd851a44ec461c3f7d0dc470f,e216491fce3f2a249f078cd3e297de764eab44dbd851a44ec461c3f7d0dc470f,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,calib,1,bd8c4087f770f71c4a5738d00bd7f8669a56e432dad4179fb358256d4d3f61ec,bd8c4087f770f71c4a5738d00bd7f8669a56e432dad4179fb358256d4d3f61ec,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,audit,1,bd8c4087f770f71c4a5738d00bd7f8669a56e432dad4179fb358256d4d3f61ec,bd8c4087f770f71c4a5738d00bd7f8669a56e432dad4179fb358256d4d3f61ec,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,0.001000,calib,1,4b76bba5222f5b16148771fe357a7097069cafa362c248bd964f9a189a9d296c,4b76bba5222f5b16148771fe357a7097069cafa362c248bd964f9a189a9d296c,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,0.001000,audit,1,4b76bba5222f5b16148771fe357a7097069cafa362c248bd964f9a189a9d296c,4b76bba5222f5b16148771fe357a7097069cafa362c248bd964f9a189a9d296c,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,0.002500,calib,1,3eb58227f33f7ed70744458ddb92dc2797a48dbc1d211b3ceb5ea7143a984411,3eb58227f33f7ed70744458ddb92dc2797a48dbc1d211b3ceb5ea7143a984411,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,0.002500,audit,1,3eb58227f33f7ed70744458ddb92dc2797a48dbc1d211b3ceb5ea7143a984411,3eb58227f33f7ed70744458ddb92dc2797a48dbc1d211b3ceb5ea7143a984411,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,0.005000,calib,1,61a0d061e519087f461458a4f42515c5e266433523ed79014ae034b63f356a40,61a0d061e519087f461458a4f42515c5e266433523ed79014ae034b63f356a40,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,0.005000,audit,1,61a0d061e519087f461458a4f42515c5e266433523ed79014ae034b63f356a40,61a0d061e519087f461458a4f42515c5e266433523ed79014ae034b63f356a40,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,0.010000,calib,1,7af65be8b0281635efa1043d74e507f57843ecf560858e4a25cbb8fe525d4c21,7af65be8b0281635efa1043d74e507f57843ecf560858e4a25cbb8fe525d4c21,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,0.010000,audit,1,7af65be8b0281635efa1043d74e507f57843ecf560858e4a25cbb8fe525d4c21,7af65be8b0281635efa1043d74e507f57843ecf560858e4a25cbb8fe525d4c21,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,calib,1,50822004c663a550b345d043876706a4b6088b629190d736dab2615fbbca6616,50822004c663a550b345d043876706a4b6088b629190d736dab2615fbbca6616,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,0.011203,audit,1,50822004c663a550b345d043876706a4b6088b629190d736dab2615fbbca6616,50822004c663a550b345d043876706a4b6088b629190d736dab2615fbbca6616,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,calib,1,672ea718c621a2bced4fc7a6740bd771ecc0282e977f266ae1708f2409ba33ed,672ea718c621a2bced4fc7a6740bd771ecc0282e977f266ae1708f2409ba33ed,True
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,0.005602,audit,1,672ea718c621a2bced4fc7a6740bd771ecc0282e977f266ae1708f2409ba33ed,672ea718c621a2bced4fc7a6740bd771ecc0282e977f266ae1708f2409ba33ed,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.001,0.001000,calib,1,8a34b19beb5231e1e503a8523c5c1995000fdbc9d86e1d900f767495c01f5611,8a34b19beb5231e1e503a8523c5c1995000fdbc9d86e1d900f767495c01f5611,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.001,0.001000,audit,1,8a34b19beb5231e1e503a8523c5c1995000fdbc9d86e1d900f767495c01f5611,8a34b19beb5231e1e503a8523c5c1995000fdbc9d86e1d900f767495c01f5611,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.0025,0.002500,calib,1,cf9377091dc02776af4bf4df8d41c93735e20b62fe0a8076a3254f3b42df15c4,cf9377091dc02776af4bf4df8d41c93735e20b62fe0a8076a3254f3b42df15c4,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.0025,0.002500,audit,1,cf9377091dc02776af4bf4df8d41c93735e20b62fe0a8076a3254f3b42df15c4,cf9377091dc02776af4bf4df8d41c93735e20b62fe0a8076a3254f3b42df15c4,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.005,0.005000,calib,1,ea4f4f40055533141edba8f146d3182137789509942840c7bea1d05e57595f2a,ea4f4f40055533141edba8f146d3182137789509942840c7bea1d05e57595f2a,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.005,0.005000,audit,1,ea4f4f40055533141edba8f146d3182137789509942840c7bea1d05e57595f2a,ea4f4f40055533141edba8f146d3182137789509942840c7bea1d05e57595f2a,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.01,0.010000,calib,1,45836e1edc594237bd9ccddea3b1726d867a464cf1d149dd31b753d895618f8e,45836e1edc594237bd9ccddea3b1726d867a464cf1d149dd31b753d895618f8e,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.01,0.010000,audit,1,45836e1edc594237bd9ccddea3b1726d867a464cf1d149dd31b753d895618f8e,45836e1edc594237bd9ccddea3b1726d867a464cf1d149dd31b753d895618f8e,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,calib,1,b65e326fa310eb22525327f31d69dfb6de5c7c2bb889f5aad755259911b0ac41,b65e326fa310eb22525327f31d69dfb6de5c7c2bb889f5aad755259911b0ac41,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,audit,1,b65e326fa310eb22525327f31d69dfb6de5c7c2bb889f5aad755259911b0ac41,b65e326fa310eb22525327f31d69dfb6de5c7c2bb889f5aad755259911b0ac41,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,calib,1,bee98eaf452024a4e1862bb69888eda8a7b18c338dd95d22acafb93628ca613d,bee98eaf452024a4e1862bb69888eda8a7b18c338dd95d22acafb93628ca613d,True
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,audit,1,bee98eaf452024a4e1862bb69888eda8a7b18c338dd95d22acafb93628ca613d,bee98eaf452024a4e1862bb69888eda8a7b18c338dd95d22acafb93628ca613d,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,0.001000,calib,1,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,0.001000,audit,1,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,48ac48ca58c547068ffbab8c77d433b66ac022b53397663b93bf29323ad941fa,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,0.002500,calib,1,5b7e44a8270251f42db289eb56b0fa438cd59f6fd52d8999335d13a887ebedbf,5b7e44a8270251f42db289eb56b0fa438cd59f6fd52d8999335d13a887ebedbf,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,0.002500,audit,1,5b7e44a8270251f42db289eb56b0fa438cd59f6fd52d8999335d13a887ebedbf,5b7e44a8270251f42db289eb56b0fa438cd59f6fd52d8999335d13a887ebedbf,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,0.005000,calib,1,5bc998835f6d57dafef79df05b9f4a45756312f90fc144cbeff211d139d9f824,5bc998835f6d57dafef79df05b9f4a45756312f90fc144cbeff211d139d9f824,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,0.005000,audit,1,5bc998835f6d57dafef79df05b9f4a45756312f90fc144cbeff211d139d9f824,5bc998835f6d57dafef79df05b9f4a45756312f90fc144cbeff211d139d9f824,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,0.010000,calib,1,4237fd515e93c3ae9caacdb60d95c00a59824e03f0a80abe02cab8ee94b8a536,4237fd515e93c3ae9caacdb60d95c00a59824e03f0a80abe02cab8ee94b8a536,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,0.010000,audit,1,4237fd515e93c3ae9caacdb60d95c00a59824e03f0a80abe02cab8ee94b8a536,4237fd515e93c3ae9caacdb60d95c00a59824e03f0a80abe02cab8ee94b8a536,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,calib,1,01517f25079dc6cb0fb21e00b7a6e28a884de925f00259647114887866a79569,01517f25079dc6cb0fb21e00b7a6e28a884de925f00259647114887866a79569,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,audit,1,01517f25079dc6cb0fb21e00b7a6e28a884de925f00259647114887866a79569,01517f25079dc6cb0fb21e00b7a6e28a884de925f00259647114887866a79569,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,calib,1,9acb86eb2ca21d91f6ac8a2829fa4751c8325390ca170aacd822a6dc7e3d7528,9acb86eb2ca21d91f6ac8a2829fa4751c8325390ca170aacd822a6dc7e3d7528,True
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,audit,1,9acb86eb2ca21d91f6ac8a2829fa4751c8325390ca170aacd822a6dc7e3d7528,9acb86eb2ca21d91f6ac8a2829fa4751c8325390ca170aacd822a6dc7e3d7528,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,0.001000,calib,1,a964d044445015eb2dad2a0b41e30202ff96079cf4cbca759e2840290df1ff62,a964d044445015eb2dad2a0b41e30202ff96079cf4cbca759e2840290df1ff62,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,0.001000,audit,1,a964d044445015eb2dad2a0b41e30202ff96079cf4cbca759e2840290df1ff62,a964d044445015eb2dad2a0b41e30202ff96079cf4cbca759e2840290df1ff62,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,0.002500,calib,1,f1cdfed86b3c977e446aad259b23eed1899b5f9ee582dbc2db1711fba32ff50d,f1cdfed86b3c977e446aad259b23eed1899b5f9ee582dbc2db1711fba32ff50d,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,0.002500,audit,1,f1cdfed86b3c977e446aad259b23eed1899b5f9ee582dbc2db1711fba32ff50d,f1cdfed86b3c977e446aad259b23eed1899b5f9ee582dbc2db1711fba32ff50d,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,0.005000,calib,1,ebffd771e3b4b7fbe4570aa2bdfda7cac37dfe2f65490cffbab4a3033dca9bc6,ebffd771e3b4b7fbe4570aa2bdfda7cac37dfe2f65490cffbab4a3033dca9bc6,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,0.005000,audit,1,ebffd771e3b4b7fbe4570aa2bdfda7cac37dfe2f65490cffbab4a3033dca9bc6,ebffd771e3b4b7fbe4570aa2bdfda7cac37dfe2f65490cffbab4a3033dca9bc6,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,0.010000,calib,1,3f96b9ca8543f7f65fd2f0010316a36113b4ddfa348900c17b345fcf0b8ce90b,3f96b9ca8543f7f65fd2f0010316a36113b4ddfa348900c17b345fcf0b8ce90b,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,0.010000,audit,1,3f96b9ca8543f7f65fd2f0010316a36113b4ddfa348900c17b345fcf0b8ce90b,3f96b9ca8543f7f65fd2f0010316a36113b4ddfa348900c17b345fcf0b8ce90b,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,calib,1,9fc3eaf512e84db71fd3b2a2f02efebb91500eab6211a8cf5ca25ae4b13b3cd3,9fc3eaf512e84db71fd3b2a2f02efebb91500eab6211a8cf5ca25ae4b13b3cd3,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,0.005946,audit,1,9fc3eaf512e84db71fd3b2a2f02efebb91500eab6211a8cf5ca25ae4b13b3cd3,9fc3eaf512e84db71fd3b2a2f02efebb91500eab6211a8cf5ca25ae4b13b3cd3,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,calib,1,000d26a604a0d4ca1cb6009d42179a765de3a275a14fc673216502abceb2a621,000d26a604a0d4ca1cb6009d42179a765de3a275a14fc673216502abceb2a621,True
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,0.002973,audit,1,000d26a604a0d4ca1cb6009d42179a765de3a275a14fc673216502abceb2a621,000d26a604a0d4ca1cb6009d42179a765de3a275a14fc673216502abceb2a621,True
