evaluation_unit,dataset,detector,score,risk_endpoint,alpha_label,alpha_type,r_fit,base_risk,alpha,alpha_gt_base_risk,trivial_guarantee,selected_threshold,target_coverage,certified_risk_ucb,mean_calibration_risk,mean_audit_risk,audit_risk_ucb,nonempty_scene_rate,selected_instance_coverage,selected_count,calibration_scene_count,audit_scene_count,feasible,certified,nontrivial_certified,practical,reason
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,absolute,0.025040,0.025040,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,absolute,0.025040,0.025040,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,absolute,0.025040,0.025040,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,absolute,0.025040,0.025040,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,relative,0.025040,0.025040,0.012520,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,relative,0.025040,0.025040,0.006260,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.001,absolute,0.084693,0.084693,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.0025,absolute,0.084693,0.084693,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.005,absolute,0.084693,0.084693,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,absolute_0.01,absolute,0.084693,0.084693,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.084693,0.084693,0.042347,False,False,0.991413,0.500000,0.040385,0.028339,0.024675,0.031910,0.533645,0.490911,13584,1870,3641,True,True,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.084693,0.084693,0.021173,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.001,absolute,0.084693,0.084693,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.0025,absolute,0.084693,0.084693,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.005,absolute,0.084693,0.084693,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,absolute_0.01,absolute,0.084693,0.084693,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.084693,0.084693,0.042347,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.084693,0.084693,0.021173,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.001,absolute,0.084693,0.084693,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.0025,absolute,0.084693,0.084693,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.005,absolute,0.084693,0.084693,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,absolute_0.01,absolute,0.084693,0.084693,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.084693,0.084693,0.042347,False,False,-0.938025,0.050000,0.030851,0.016059,0.016821,0.026366,0.259819,0.057425,1589,1870,3641,True,True,True,False,certified
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.084693,0.084693,0.021173,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.001,absolute,0.084693,0.084693,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.0025,absolute,0.084693,0.084693,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.005,absolute,0.084693,0.084693,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,absolute_0.01,absolute,0.084693,0.084693,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.084693,0.084693,0.042347,False,False,-1.933385,0.600000,0.040247,0.030563,0.025476,0.031531,0.753639,0.593546,16424,1870,3641,True,True,True,True,certified
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.084693,0.084693,0.021173,False,False,-1.278429,0.200000,0.018549,0.009616,0.007794,0.013221,0.468553,0.200173,5539,1870,3641,True,True,True,True,certified
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.001,absolute,0.022406,0.022406,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.0025,absolute,0.022406,0.022406,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.005,absolute,0.022406,0.022406,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,absolute_0.01,absolute,0.022406,0.022406,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.022406,0.022406,0.011203,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.022406,0.022406,0.005602,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.001,absolute,0.022406,0.022406,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.0025,absolute,0.022406,0.022406,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.005,absolute,0.022406,0.022406,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,absolute_0.01,absolute,0.022406,0.022406,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.022406,0.022406,0.011203,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.022406,0.022406,0.005602,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.001,absolute,0.022406,0.022406,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.0025,absolute,0.022406,0.022406,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.005,absolute,0.022406,0.022406,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,absolute_0.01,absolute,0.022406,0.022406,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.022406,0.022406,0.011203,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.022406,0.022406,0.005602,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.001,absolute,0.022406,0.022406,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.0025,absolute,0.022406,0.022406,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.005,absolute,0.022406,0.022406,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,absolute_0.01,absolute,0.022406,0.022406,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.022406,0.022406,0.011203,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.022406,0.022406,0.005602,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.001,absolute,0.011892,0.011892,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.0025,absolute,0.011892,0.011892,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.005,absolute,0.011892,0.011892,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,absolute_0.01,absolute,0.011892,0.011892,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.011892,0.011892,0.005946,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,detection_score,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.011892,0.011892,0.002973,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.001,absolute,0.011892,0.011892,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.0025,absolute,0.011892,0.011892,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.005,absolute,0.011892,0.011892,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,absolute_0.01,absolute,0.011892,0.011892,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.011892,0.011892,0.005946,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,tta_circular_consistency,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.011892,0.011892,0.002973,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.001,absolute,0.011892,0.011892,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.0025,absolute,0.011892,0.011892,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.005,absolute,0.011892,0.011892,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,absolute_0.01,absolute,0.011892,0.011892,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.011892,0.011892,0.005946,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,source_supervised_leave_geometry,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.011892,0.011892,0.002973,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.001,absolute,0.011892,0.011892,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.0025,absolute,0.011892,0.011892,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.005,absolute,0.011892,0.011892,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,absolute_0.01,absolute,0.011892,0.011892,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.011892,0.011892,0.005946,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
B,DIOR-R,oriented_rcnn,target_gt_nonlinear_geometry_upper_bound,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.011892,0.011892,0.002973,False,False,,0.000000,,,,,0.000000,0.000000,0,1870,3641,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.001,absolute,0.034746,0.034746,0.001000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.0025,absolute,0.034746,0.034746,0.002500,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.005,absolute,0.034746,0.034746,0.005000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,absolute_0.01,absolute,0.034746,0.034746,0.010000,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
C,DIOR-R,rotated_rtmdet_s,detection_score,geometry_normalized_severe,relative_0.5_r_fit,relative,0.034746,0.034746,0.017373,False,False,,0.000000,,,,,0.000000,0.000000,0,1877,3690,False,False,False,False,no fixed-sequence candidate satisfies conditional scene-risk UCB
