evaluation_unit,dataset,score,alpha_label,statistical_level,nominal_sample_size,effective_exchangeable_units,risk_estimate,ucb,certified_coverage,nonempty_rate,selected_count,pass_fail,guarantee_relaxation
C,DIOR-R,source_supervised_leave_geometry,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,source_supervised_leave_geometry,absolute_0.005,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,source_supervised_leave_geometry,absolute_0.005,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,source_supervised_leave_geometry,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,source_supervised_leave_geometry,absolute_0.01,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,source_supervised_leave_geometry,absolute_0.01,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,source_supervised_leave_geometry,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,source_supervised_leave_geometry,relative_0.5_r_fit,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,source_supervised_leave_geometry,relative_0.5_r_fit,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,source_supervised_leave_geometry,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,source_supervised_leave_geometry,relative_0.25_r_fit,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,source_supervised_leave_geometry,relative_0.25_r_fit,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,instance_iid_legacy,19207,19207,0.003384,0.003987,0.701369,0.781030,19207,PASS,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,tile_image,3690,2882,0.014024,0.018797,0.701369,0.781030,19207,PASS,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,mother_scene,3690,2882,0.014024,0.018797,0.701369,0.781030,19207,PASS,FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,tile_image,3690,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
C,DIOR-R,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,mother_scene,3690,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.001,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,absolute_0.001,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.0025,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,absolute_0.0025,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.005,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,absolute_0.005,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,absolute_0.01,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,absolute_0.01,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,relative_0.5_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,relative_0.5_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,detection_score,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,detection_score,relative_0.25_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,detection_score,relative_0.25_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.001,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.001,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.0025,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.0025,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.005,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.005,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.01,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,absolute_0.01,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.5_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.5_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.25_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,tta_circular_consistency,relative_0.25_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.001,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.001,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.0025,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.0025,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.005,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.005,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.01,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,absolute_0.01,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.5_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.5_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.25_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,source_supervised_leave_geometry,relative_0.25_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,tile_image,1221,0,,,0.000000,0.000000,0,FAIL,SAME_AS_MOTHER
D,FAIR1M-v1.0,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,mother_scene,1221,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,absolute_0.001,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,absolute_0.001,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,detection_score,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,absolute_0.0025,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,absolute_0.0025,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,detection_score,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,absolute_0.005,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,absolute_0.005,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,detection_score,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,absolute_0.01,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,absolute_0.01,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,detection_score,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,relative_0.5_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,relative_0.5_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,detection_score,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,detection_score,relative_0.25_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,detection_score,relative_0.25_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.001,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.001,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.0025,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.0025,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.005,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.005,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.01,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,absolute_0.01,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,relative_0.5_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,relative_0.5_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,tta_circular_consistency,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,tta_circular_consistency,relative_0.25_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,tta_circular_consistency,relative_0.25_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.001,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.001,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.0025,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.0025,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.005,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.005,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.01,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,absolute_0.01,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,relative_0.5_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,source_supervised_leave_geometry,relative_0.25_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.001,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.0025,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.005,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,absolute_0.01,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.5_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,tile_image,4076,0,,,0.000000,0.000000,0,FAIL,FORMAL
E,SODA-A,target_gt_nonlinear_geometry_upper_bound,relative_0.25_r_fit,mother_scene,415,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
F,SODA-A,detection_score,absolute_0.001,instance_iid_legacy,0,0,,,0.000000,0.000000,0,FAIL,AUDIT_ONLY_NOT_FORMAL
F,SODA-A,detection_score,absolute_0.001,tile_image,4120,0,,,0.000000,0.000000,0,FAIL,FORMAL
F,SODA-A,detection_score,absolute_0.001,mother_scene,417,0,,,0.000000,0.000000,0,FAIL,SENSITIVITY_SPLIT_OVERLAP
