evaluation_unit,dataset,score,risk_endpoint,alpha_label,alpha,grid_index,target_coverage,threshold,fit_nonempty_scenes,fit_conditional_risk,fit_hb_pvalue,ordering_tuple,split_fst_order,calibration_nonempty_scenes,calibration_conditional_risk,calibration_hb_pvalue,split_fst_pass,historical_pass,holm_pass,any_grid_pointwise_pass,scene_event_k,scene_event_n,scene_event_hb_scalar,scene_event_hb_exact_integer,scene_event_exact_match
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,1,0.025000,-0.854898,259,0.013514,1.000000,"(1,-259,-0.025000000000000001,1)",12,299,0.000000,0.023117,False,False,False,True,0,299,0.023117,0.023117,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,2,0.050000,-0.938025,449,0.019488,1.000000,"(1,-449,-0.050000000000000003,2)",11,521,0.006718,0.426184,False,False,False,False,4,521,0.563813,0.563813,True
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,3,0.100000,-1.408730,643,0.022386,1.000000,"(1,-643,-0.10000000000000001,3)",10,737,0.012564,1.000000,False,False,False,False,15,737,1.000000,0.214716,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,4,0.200000,-1.591184,778,0.015696,1.000000,"(1,-778,-0.20000000000000001,4)",9,861,0.011422,0.957673,False,False,False,False,17,861,1.000000,0.212948,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,5,0.300000,-1.758828,928,0.013681,1.000000,"(1,-928,-0.29999999999999999,5)",8,1027,0.011024,0.907708,False,False,False,False,20,1027,1.000000,0.179358,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,6,0.400000,-1.831424,1106,0.012354,0.998758,"(0.9987580834511709,-1106,-0.40000000000000002,6)",4,1200,0.010503,0.811533,False,False,False,False,25,1200,1.000000,0.061017,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,7,0.500000,-1.867092,1218,0.011368,0.934761,"(0.93476056636940941,-1218,-0.5,7)",2,1331,0.009544,0.594983,False,False,False,False,26,1331,1.000000,0.104039,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,8,0.600000,-1.923664,1259,0.010954,0.877735,"(0.87773453015303071,-1259,-0.59999999999999998,8)",1,1373,0.010149,0.716158,False,False,False,False,28,1373,1.000000,0.055378,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,9,0.700000,-2.003476,1353,0.012169,0.993201,"(0.99320117684615339,-1353,-0.69999999999999996,9)",3,1472,0.012097,0.989287,False,False,False,False,35,1472,1.000000,0.002547,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,10,0.800000,-2.176477,1461,0.013898,1.000000,"(1,-1461,-0.80000000000000004,10)",7,1593,0.011768,0.963530,False,False,False,False,40,1593,1.000000,0.000367,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,11,0.900000,-2.655707,1600,0.015826,1.000000,"(1,-1600,-0.90000000000000002,11)",6,1755,0.012054,0.984490,False,False,False,False,49,1755,1.000000,0.000004,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.5_r_fit,0.012520,12,1.000000,-7.160405,1749,0.025040,1.000000,"(1,-1749,-1,12)",5,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,0,0.010000,-0.722106,91,0.000000,0.564700,"(0.56469972421412251,-91,-0.01,0)",0,114,0.000000,0.488754,False,False,False,False,0,114,0.488754,0.488754,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,1,0.025000,-0.854898,259,0.013514,1.000000,"(1,-259,-0.025000000000000001,1)",12,299,0.000000,0.152948,False,False,False,False,0,299,0.152948,0.152948,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,2,0.050000,-0.938025,449,0.019488,1.000000,"(1,-449,-0.050000000000000003,2)",11,521,0.006718,1.000000,False,False,False,False,4,521,1.000000,0.924547,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,3,0.100000,-1.408730,643,0.022386,1.000000,"(1,-643,-0.10000000000000001,3)",10,737,0.012564,1.000000,False,False,False,False,15,737,1.000000,0.000628,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,4,0.200000,-1.591184,778,0.015696,1.000000,"(1,-778,-0.20000000000000001,4)",9,861,0.011422,1.000000,False,False,False,False,17,861,1.000000,0.000337,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,5,0.300000,-1.758828,928,0.013681,1.000000,"(1,-928,-0.29999999999999999,5)",8,1027,0.011024,1.000000,False,False,False,False,20,1027,1.000000,0.000099,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,6,0.400000,-1.831424,1106,0.012354,1.000000,"(1,-1106,-0.40000000000000002,6)",7,1200,0.010503,1.000000,False,False,False,False,25,1200,1.000000,0.000003,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,7,0.500000,-1.867092,1218,0.011368,1.000000,"(1,-1218,-0.5,7)",6,1331,0.009544,1.000000,False,False,False,False,26,1331,1.000000,0.000006,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,8,0.600000,-1.923664,1259,0.010954,1.000000,"(1,-1259,-0.59999999999999998,8)",5,1373,0.010149,1.000000,False,False,False,False,28,1373,1.000000,0.000001,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,9,0.700000,-2.003476,1353,0.012169,1.000000,"(1,-1353,-0.69999999999999996,9)",4,1472,0.012097,1.000000,False,False,False,False,35,1472,1.000000,0.000000,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,10,0.800000,-2.176477,1461,0.013898,1.000000,"(1,-1461,-0.80000000000000004,10)",3,1593,0.011768,1.000000,False,False,False,False,40,1593,1.000000,0.000000,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,11,0.900000,-2.655707,1600,0.015826,1.000000,"(1,-1600,-0.90000000000000002,11)",2,1755,0.012054,1.000000,False,False,False,False,49,1755,1.000000,0.000000,False
B,DIOR-R,source_supervised_leave_geometry,geometry_normalized_severe,relative_0.25_r_fit,0.006260,12,1.000000,-7.160405,1749,0.025040,1.000000,"(1,-1749,-1,12)",1,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,0,0.010000,-0.718562,113,0.000000,0.893100,"(0.89310016705632367,-113,-0.01,0)",3,142,0.000000,0.867560,False,False,False,False,0,142,0.867560,0.867560,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,1,0.025000,-0.728513,138,0.000000,0.871039,"(0.87103855052313706,-138,-0.025000000000000001,1)",2,160,0.000000,0.852076,False,False,False,False,0,160,0.852076,0.852076,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,2,0.050000,-0.825215,250,0.000000,0.778703,"(0.7787033783461581,-250,-0.050000000000000003,2)",1,270,0.000000,0.763276,False,False,False,False,0,270,0.763276,0.763276,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,3,0.100000,-1.070775,500,0.000000,0.606379,"(0.60637895144771981,-500,-0.10000000000000001,3)",0,526,0.000000,0.590809,False,False,False,False,0,526,0.590809,0.590809,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,4,0.200000,-1.278429,796,0.003769,1.000000,"(1,-796,-0.20000000000000001,4)",12,867,0.001730,1.000000,False,False,False,False,2,867,1.000000,0.583058,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,5,0.300000,-1.460434,1021,0.009794,1.000000,"(1,-1021,-0.29999999999999999,5)",11,1108,0.005144,1.000000,False,False,False,False,7,1108,1.000000,0.000887,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,6,0.400000,-1.628449,1149,0.009719,1.000000,"(1,-1149,-0.40000000000000002,6)",10,1250,0.005289,1.000000,False,False,False,False,9,1250,1.000000,0.000044,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,7,0.500000,-1.805943,1248,0.008719,1.000000,"(1,-1248,-0.5,7)",9,1357,0.006590,1.000000,False,False,False,False,13,1357,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,8,0.600000,-1.933385,1341,0.011270,1.000000,"(1,-1341,-0.59999999999999998,8)",8,1455,0.007209,1.000000,False,False,False,False,17,1455,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,9,0.700000,-2.143480,1420,0.009869,1.000000,"(1,-1420,-0.69999999999999996,9)",7,1547,0.008271,1.000000,False,False,False,False,25,1547,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,10,0.800000,-2.434191,1527,0.010419,1.000000,"(1,-1527,-0.80000000000000004,10)",6,1645,0.008853,1.000000,False,False,False,False,29,1645,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,11,0.900000,-2.834795,1617,0.012007,1.000000,"(1,-1617,-0.90000000000000002,11)",5,1750,0.010126,1.000000,False,False,False,False,40,1750,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.001,0.001000,12,1.000000,-14.580353,1749,0.025040,1.000000,"(1,-1749,-1,12)",4,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,0,0.010000,-0.718562,113,0.000000,0.753630,"(0.75363002675861945,-113,-0.01,0)",3,142,0.000000,0.700862,False,False,False,False,0,142,0.700862,0.700862,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,1,0.025000,-0.728513,138,0.000000,0.707914,"(0.7079144917293948,-138,-0.025000000000000001,1)",2,160,0.000000,0.669984,False,False,False,False,0,160,0.669984,0.669984,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,2,0.050000,-0.825215,250,0.000000,0.534843,"(0.5348427241431164,-250,-0.050000000000000003,2)",1,270,0.000000,0.508726,False,False,False,False,0,270,0.508726,0.508726,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,3,0.100000,-1.070775,500,0.000000,0.286057,"(0.28605673956882971,-500,-0.10000000000000001,3)",0,526,0.000000,0.268033,False,False,False,False,0,526,0.268033,0.268033,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,4,0.200000,-1.278429,796,0.003769,1.000000,"(1,-796,-0.20000000000000001,4)",12,867,0.001730,0.890837,False,False,False,False,2,867,0.993360,0.993360,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,5,0.300000,-1.460434,1021,0.009794,1.000000,"(1,-1021,-0.29999999999999999,5)",11,1108,0.005144,1.000000,False,False,False,False,7,1108,1.000000,0.103566,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,6,0.400000,-1.628449,1149,0.009719,1.000000,"(1,-1149,-0.40000000000000002,6)",10,1250,0.005289,1.000000,False,False,False,False,9,1250,1.000000,0.025759,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,7,0.500000,-1.805943,1248,0.008719,1.000000,"(1,-1248,-0.5,7)",9,1357,0.006590,1.000000,False,False,False,False,13,1357,1.000000,0.000374,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,8,0.600000,-1.933385,1341,0.011270,1.000000,"(1,-1341,-0.59999999999999998,8)",8,1455,0.007209,1.000000,False,False,False,False,17,1455,1.000000,0.000002,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,9,0.700000,-2.143480,1420,0.009869,1.000000,"(1,-1420,-0.69999999999999996,9)",7,1547,0.008271,1.000000,False,False,False,False,25,1547,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,10,0.800000,-2.434191,1527,0.010419,1.000000,"(1,-1527,-0.80000000000000004,10)",6,1645,0.008853,1.000000,False,False,False,False,29,1645,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,11,0.900000,-2.834795,1617,0.012007,1.000000,"(1,-1617,-0.90000000000000002,11)",5,1750,0.010126,1.000000,False,False,False,False,40,1750,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.0025,0.002500,12,1.000000,-14.580353,1749,0.025040,1.000000,"(1,-1749,-1,12)",4,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,0,0.010000,-0.718562,113,0.000000,0.567555,"(0.56755522395711289,-113,-0.01,0)",3,142,0.000000,0.490769,False,False,False,False,0,142,0.490769,0.490769,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,1,0.025000,-0.728513,138,0.000000,0.500709,"(0.5007087078584409,-138,-0.025000000000000001,1)",2,160,0.000000,0.448428,False,False,False,False,0,160,0.448428,0.448428,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,2,0.050000,-0.825215,250,0.000000,0.285608,"(0.28560788223039385,-250,-0.050000000000000003,2)",1,270,0.000000,0.258364,False,False,False,False,0,270,0.258364,0.258364,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,3,0.100000,-1.070775,500,0.000000,0.081572,"(0.081571862392130517,-500,-0.10000000000000001,3)",0,526,0.000000,0.071605,True,False,False,True,0,526,0.071605,0.071605,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,4,0.200000,-1.278429,796,0.003769,0.875818,"(0.87581757624768375,-796,-0.20000000000000001,4)",4,867,0.001730,0.287145,False,False,False,False,2,867,0.453387,0.453387,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,5,0.300000,-1.460434,1021,0.009794,1.000000,"(1,-1021,-0.29999999999999999,5)",12,1108,0.005144,1.000000,False,False,False,False,7,1108,1.000000,0.836627,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,6,0.400000,-1.628449,1149,0.009719,1.000000,"(1,-1149,-0.40000000000000002,6)",11,1250,0.005289,1.000000,False,False,False,False,9,1250,1.000000,0.585769,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,7,0.500000,-1.805943,1248,0.008719,1.000000,"(1,-1248,-0.5,7)",10,1357,0.006590,1.000000,False,False,False,False,13,1357,1.000000,0.105149,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,8,0.600000,-1.933385,1341,0.011270,1.000000,"(1,-1341,-0.59999999999999998,8)",9,1455,0.007209,1.000000,False,False,False,False,17,1455,1.000000,0.008766,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,9,0.700000,-2.143480,1420,0.009869,1.000000,"(1,-1420,-0.69999999999999996,9)",8,1547,0.008271,1.000000,False,False,False,False,25,1547,1.000000,0.000005,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,10,0.800000,-2.434191,1527,0.010419,1.000000,"(1,-1527,-0.80000000000000004,10)",7,1645,0.008853,1.000000,False,False,False,False,29,1645,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,11,0.900000,-2.834795,1617,0.012007,1.000000,"(1,-1617,-0.90000000000000002,11)",6,1750,0.010126,1.000000,False,False,False,False,40,1750,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.005,0.005000,12,1.000000,-14.580353,1749,0.025040,1.000000,"(1,-1749,-1,12)",5,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,0,0.010000,-0.718562,113,0.000000,0.321201,"(0.32120107543718901,-113,-0.01,0)",4,142,0.000000,0.239992,False,False,False,False,0,142,0.239992,0.239992,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,1,0.025000,-0.728513,138,0.000000,0.249837,"(0.2498370572871482,-138,-0.025000000000000001,1)",3,160,0.000000,0.200277,False,False,False,False,0,160,0.200277,0.200277,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,2,0.050000,-0.825215,250,0.000000,0.081059,"(0.081058516649258353,-250,-0.050000000000000003,2)",1,270,0.000000,0.066298,True,False,False,True,0,270,0.066298,0.066298,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,3,0.100000,-1.070775,500,0.000000,0.006570,"(0.0065704831213780927,-500,-0.10000000000000001,3)",0,526,0.000000,0.005060,True,False,True,True,0,526,0.005060,0.005060,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,4,0.200000,-1.278429,796,0.003769,0.116376,"(0.11637603763818366,-796,-0.20000000000000001,4)",2,867,0.001730,0.010376,True,False,False,True,2,867,0.021468,0.021468,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,5,0.300000,-1.460434,1021,0.009794,0.997806,"(0.99780598908375107,-1021,-0.29999999999999999,5)",7,1108,0.005144,0.200986,False,False,False,False,7,1108,0.371906,0.371906,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,6,0.400000,-1.628449,1149,0.009719,0.995372,"(0.99537214180283362,-1149,-0.40000000000000002,6)",6,1250,0.005289,0.184196,False,False,False,False,9,1250,0.543890,0.543890,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,7,0.500000,-1.805943,1248,0.008719,0.897488,"(0.89748803173001945,-1248,-0.5,7)",5,1357,0.006590,0.353679,False,False,False,False,13,1357,0.987811,0.987811,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,8,0.600000,-1.933385,1341,0.011270,1.000000,"(1,-1341,-0.59999999999999998,8)",12,1455,0.007209,0.530581,False,False,False,False,17,1455,1.000000,0.820645,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,9,0.700000,-2.143480,1420,0.009869,0.998759,"(0.99875931500569526,-1420,-0.69999999999999996,9)",8,1547,0.008271,0.780152,False,False,False,False,25,1547,1.000000,0.082164,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,10,0.800000,-2.434191,1527,0.010419,1.000000,"(1,-1527,-0.80000000000000004,10)",11,1645,0.008853,0.892515,False,False,False,False,29,1645,1.000000,0.019436,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,11,0.900000,-2.834795,1617,0.012007,1.000000,"(1,-1617,-0.90000000000000002,11)",10,1750,0.010126,1.000000,False,False,False,False,40,1750,1.000000,0.000022,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,absolute_0.01,0.010000,12,1.000000,-14.580353,1749,0.025040,1.000000,"(1,-1749,-1,12)",9,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,0,0.010000,-0.718562,113,0.000000,0.240817,"(0.24081708638708157,-113,-0.01,0)",4,142,0.000000,0.167111,False,False,False,False,0,142,0.167111,0.167111,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,1,0.025000,-0.728513,138,0.000000,0.175749,"(0.17574883382710516,-138,-0.025000000000000001,1)",3,160,0.000000,0.133203,False,False,False,False,0,160,0.133203,0.133203,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,2,0.050000,-0.825215,250,0.000000,0.042860,"(0.042859938487561006,-250,-0.050000000000000003,2)",2,270,0.000000,0.033313,True,False,False,True,0,270,0.033313,0.033313,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,3,0.100000,-1.070775,500,0.000000,0.001837,"(0.0018369743271575132,-500,-0.10000000000000001,3)",0,526,0.000000,0.001324,True,False,True,True,0,526,0.001324,0.001324,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,4,0.200000,-1.278429,796,0.003769,0.027889,"(0.027889475594082488,-796,-0.20000000000000001,4)",1,867,0.001730,0.001601,True,False,True,True,2,867,0.003545,0.003545,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,5,0.300000,-1.460434,1021,0.009794,0.717802,"(0.71780206167325211,-1021,-0.29999999999999999,5)",8,1108,0.005144,0.040558,False,False,False,True,7,1108,0.090016,0.090016,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,6,0.400000,-1.628449,1149,0.009719,0.673631,"(0.67363115612531488,-1149,-0.40000000000000002,6)",7,1250,0.005289,0.032410,False,False,False,True,9,1250,0.136767,0.136767,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,7,0.500000,-1.805943,1248,0.008719,0.394351,"(0.3943511604898805,-1248,-0.5,7)",5,1357,0.006590,0.069542,False,False,False,True,13,1357,0.543323,0.543323,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,8,0.600000,-1.933385,1341,0.011270,0.916035,"(0.91603499915728326,-1341,-0.59999999999999998,8)",10,1455,0.007209,0.132571,False,False,False,False,17,1455,0.958775,0.958775,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,9,0.700000,-2.143480,1420,0.009869,0.647067,"(0.64706657350542418,-1420,-0.69999999999999996,9)",6,1547,0.008271,0.228048,False,False,False,False,25,1547,1.000000,0.467901,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,10,0.800000,-2.434191,1527,0.010419,0.748858,"(0.7488580199152568,-1527,-0.80000000000000004,10)",9,1645,0.008853,0.343669,False,False,False,False,29,1645,1.000000,0.214031,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,11,0.900000,-2.834795,1617,0.012007,0.982668,"(0.9826680355743771,-1617,-0.90000000000000002,11)",11,1750,0.010126,0.643264,False,False,False,False,40,1750,1.000000,0.002283,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.5_r_fit,0.012520,12,1.000000,-14.580353,1749,0.025040,1.000000,"(1,-1749,-1,12)",12,1870,0.018738,1.000000,False,False,False,False,77,1870,1.000000,0.000000,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,0,0.010000,-0.718562,113,0.000000,0.491833,"(0.49183273308381698,-113,-0.01,0)",3,142,0.000000,0.409946,False,False,False,False,0,142,0.409946,0.409946,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,1,0.025000,-0.728513,138,0.000000,0.420374,"(0.42037361007680429,-138,-0.025000000000000001,1)",2,160,0.000000,0.366130,False,False,False,False,0,160,0.366130,0.366130,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,2,0.050000,-0.825215,250,0.000000,0.208056,"(0.20805595601604096,-250,-0.050000000000000003,2)",1,270,0.000000,0.183499,False,False,False,False,0,270,0.183499,0.183499,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,3,0.100000,-1.070775,500,0.000000,0.043287,"(0.043287280833748769,-500,-0.10000000000000001,3)",0,526,0.000000,0.036766,True,False,False,True,0,526,0.036766,0.036766,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,4,0.200000,-1.278429,796,0.003769,0.629238,"(0.62923842100574123,-796,-0.20000000000000001,4)",4,867,0.001730,0.134333,False,False,False,False,2,867,0.237483,0.237483,True
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,5,0.300000,-1.460434,1021,0.009794,1.000000,"(1,-1021,-0.29999999999999999,5)",12,1108,0.005144,0.888648,False,False,False,False,7,1108,1.000000,0.999706,False
B,DIOR-R,target_gt_nonlinear_geometry_upper_bound,geometry_normalized_severe,relative_0.25_r_fit,0.006260,6,0.400000,-1.628449,1149,0.009719,1.000000,"(1,-1149,-0.40000000000000002,6)",11,1250,0.005289,0.904787,False,False,False,False,9,1250,1.000000,0.918842,False
