evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,eligible_calibration_scenes,zero_risk_scenes,all_event_scenes,scene_order_sha256,search_n_start,search_n_end,searched_n_count,chosen_n_delta_0.1,chosen_mean_delta_0.1,min_hb_ucb_delta_0.1,feasible_delta_0.1,chosen_n_delta_0.05,chosen_mean_delta_0.05,min_hb_ucb_delta_0.05,feasible_delta_0.05,chosen_n_delta_0.01,chosen_mean_delta_0.01,min_hb_ucb_delta_0.01,feasible_delta_0.01
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.000338,646,646,0,aa2efee5caf17d6649a67a50b9fe6c9bc2e73067a70bf03cbf5af341d218e067,1,646,646,646,0.000000,0.003558,False,646,0.000000,0.004627,False,646,0.000000,0.007103,False
D,FAIR1M-v1.0,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000169,646,646,0,aa2efee5caf17d6649a67a50b9fe6c9bc2e73067a70bf03cbf5af341d218e067,1,646,646,646,0.000000,0.003558,False,646,0.000000,0.004627,False,646,0.000000,0.007103,False
E,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,False,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
E,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.002188,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,False
E,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.001094,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,False,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
E,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,False,1819,0.000000,0.001646,False,1819,0.000000,0.002529,False
E,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,True,1819,0.000000,0.001646,True,1819,0.000000,0.002529,False
E,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,True,1819,0.000000,0.001646,True,1819,0.000000,0.002529,True
E,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,True,1819,0.000000,0.001646,True,1819,0.000000,0.002529,True
E,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.046883,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,True,1819,0.000000,0.001646,True,1819,0.000000,0.002529,True
E,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.023442,1858,1819,39,4557135957cc3edb2862e8cfb6243d45d1dd421420658959887190a420e62dd9,1,1858,1858,1819,0.000000,0.001265,True,1819,0.000000,0.001646,True,1819,0.000000,0.002529,True
E,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,False,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
E,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,False,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,True,1856,0.000000,0.002478,True
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,True,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,1858,1856,2,4a66ea945c4d4c5c8415ef7822e0b15b4106f8768a6da2c62f508e299286b7d5,1,1858,1858,1856,0.000000,0.001240,False,1856,0.000000,0.001613,False,1856,0.000000,0.002478,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,False,1886,0.000000,0.001587,False,1886,0.000000,0.002439,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,False,1886,0.000000,0.001587,False,1886,0.000000,0.002439,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,False,1863,0.000000,0.001607,False,1863,0.000000,0.002469,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,True,1863,0.000000,0.001607,True,1863,0.000000,0.002469,True
F,SODA-A,angle_error_gt_5deg,absolute_0.005,absolute,0.005000,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,True,1863,0.000000,0.001607,True,1863,0.000000,0.002469,True
F,SODA-A,angle_error_gt_5deg,absolute_0.01,absolute,0.010000,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,True,1863,0.000000,0.001607,True,1863,0.000000,0.002469,True
F,SODA-A,angle_error_gt_5deg,relative_0.5_r_fit,relative,0.050650,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,True,1863,0.000000,0.001607,True,1863,0.000000,0.002469,True
F,SODA-A,angle_error_gt_5deg,relative_0.25_r_fit,relative,0.025325,1886,1863,23,78823c870cb71005730515242fe08dc0cde45842fa5b7b6fc92a36e431e5d582,1,1886,1886,1863,0.000000,0.001235,True,1863,0.000000,0.001607,True,1863,0.000000,0.002469,True
F,SODA-A,angle_error_gt_10deg,absolute_0.001,absolute,0.001000,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,False,1885,0.000000,0.001588,False,1885,0.000000,0.002440,False
F,SODA-A,angle_error_gt_10deg,absolute_0.0025,absolute,0.002500,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,True,1885,0.000000,0.001588,True,1885,0.000000,0.002440,True
F,SODA-A,angle_error_gt_10deg,absolute_0.005,absolute,0.005000,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,True,1885,0.000000,0.001588,True,1885,0.000000,0.002440,True
F,SODA-A,angle_error_gt_10deg,absolute_0.01,absolute,0.010000,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,True,1885,0.000000,0.001588,True,1885,0.000000,0.002440,True
F,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006526,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,True,1885,0.000000,0.001588,True,1885,0.000000,0.002440,True
F,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003263,1886,1885,1,d07f2d1cce311f8313c54843e4e9b50e4661ce21f30e18965e038779d74e37be,1,1886,1886,1885,0.000000,0.001221,True,1885,0.000000,0.001588,True,1885,0.000000,0.002440,True
F,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,False,1886,0.000000,0.001587,False,1886,0.000000,0.002439,False
F,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,True,1886,0.000000,0.001587,True,1886,0.000000,0.002439,True
F,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001191,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,False,1886,0.000000,0.001587,False,1886,0.000000,0.002439,False
F,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000596,1886,1886,0,4c0d1659e9e13df12479f05cca3d06705101ad72aeb7b7c344d4bbbbdaff69ab,1,1886,1886,1886,0.000000,0.001220,False,1886,0.000000,0.001587,False,1886,0.000000,0.002439,False
