level,key,dataset,risk,eligibility,estimand,ranker,rows,classes,AUGRC,Risk@70
unit,H,DOTA-v1.0,R_raw,AR>=2.1,class-standardized,probe,34385,12,0.02063036849413739,0.03361309387399547
unit,H,DOTA-v1.0,R_raw,all-AR,pooled,conf,51736,15,0.03223388255551581,0.05803529152568057
unit,H,DOTA-v1.0,R_raw,all-AR,pooled,ARonly,51736,15,0.05496260325142076,0.089439766793577
unit,H,DOTA-v1.0,R_raw,all-AR,pooled,oracleAR,51736,15,0.054836189174297244,0.0895675945725116
unit,H,DOTA-v1.0,R_raw,all-AR,pooled,probe,51736,15,0.014735470946943793,0.0223535947455973
unit,H,DOTA-v1.0,R_raw,all-AR,class-standardized,conf,51736,15,0.05968047482165325,0.12172384217629156
unit,H,DOTA-v1.0,R_raw,all-AR,class-standardized,ARonly,51736,15,0.0744644616374717,0.14645578621096136
unit,H,DOTA-v1.0,R_raw,all-AR,class-standardized,oracleAR,51736,15,0.07299551182598557,0.14245070802225576
unit,H,DOTA-v1.0,R_raw,all-AR,class-standardized,probe,51736,15,0.05617987892102563,0.11380603122738707
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,pooled,conf,80172,20,0.022350316502625475,0.04525649659960029
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,pooled,ARonly,80172,20,0.028195202576650192,0.054706820492399465
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,pooled,oracleAR,80172,20,0.026419380330753268,0.05332149334792052
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,pooled,probe,80172,20,0.023845962442054402,0.04796267896557025
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,class-standardized,conf,80172,20,0.035628015038864286,0.0725744413008078
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,class-standardized,ARonly,80172,20,0.043293568244873265,0.08241057027965411
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,class-standardized,oracleAR,80172,20,0.03773648680932564,0.07523892644530887
dataset,DIOR-R,DIOR-R,R_norm,AR>=2.1,class-standardized,probe,80172,20,0.03372432912513864,0.06778989398615606
dataset,DIOR-R,DIOR-R,R_norm,all-AR,pooled,conf,139616,20,0.04978872083083669,0.09819370945420706
dataset,DIOR-R,DIOR-R,R_norm,all-AR,pooled,ARonly,139616,20,0.0887839681313718,0.15170101127550775
dataset,DIOR-R,DIOR-R,R_norm,all-AR,pooled,oracleAR,139616,20,0.08813912577711563,0.1504976213103689
dataset,DIOR-R,DIOR-R,R_norm,all-AR,pooled,probe,139616,20,0.03991507914649386,0.07613370536849896
dataset,DIOR-R,DIOR-R,R_norm,all-AR,class-standardized,conf,139616,20,0.05444881793547698,0.1102130224491626
dataset,DIOR-R,DIOR-R,R_norm,all-AR,class-standardized,ARonly,139616,20,0.07699938408591585,0.1429802256059984
dataset,DIOR-R,DIOR-R,R_norm,all-AR,class-standardized,oracleAR,139616,20,0.0755580020647868,0.14006346346953982
dataset,DIOR-R,DIOR-R,R_norm,all-AR,class-standardized,probe,139616,20,0.05083253641251096,0.10251063793064186
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,pooled,conf,80172,20,0.008412775715430787,0.017090506873802536
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,pooled,ARonly,80172,20,0.01158720386297856,0.022502045540030918
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,pooled,oracleAR,80172,20,0.011148035652226905,0.022484753692968307
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,pooled,probe,80172,20,0.008237454375272258,0.01662046192864559
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,class-standardized,conf,80172,20,0.01265527430099851,0.025724819851833447
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,class-standardized,ARonly,80172,20,0.01663584984077618,0.03117880199189038
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,class-standardized,oracleAR,80172,20,0.015056085196468907,0.029650528990369972
dataset,DIOR-R,DIOR-R,R_raw,AR>=2.1,class-standardized,probe,80172,20,0.010815846302636845,0.021881198425087234
dataset,DIOR-R,DIOR-R,R_raw,all-AR,pooled,conf,139616,20,0.03913052380236307,0.07637419132855723
dataset,DIOR-R,DIOR-R,R_raw,all-AR,pooled,ARonly,139616,20,0.07860346601210787,0.13074231259236885
dataset,DIOR-R,DIOR-R,R_raw,all-AR,pooled,oracleAR,139616,20,0.07862836854075807,0.13061965264161135
dataset,DIOR-R,DIOR-R,R_raw,all-AR,pooled,probe,139616,20,0.026729552526123423,0.04882791583797
dataset,DIOR-R,DIOR-R,R_raw,all-AR,class-standardized,conf,139616,20,0.0411745931181443,0.08303549438749838
dataset,DIOR-R,DIOR-R,R_raw,all-AR,class-standardized,ARonly,139616,20,0.062350974075050164,0.1141851959589218
dataset,DIOR-R,DIOR-R,R_raw,all-AR,class-standardized,oracleAR,139616,20,0.06241926154787242,0.11394411313085996
dataset,DIOR-R,DIOR-R,R_raw,all-AR,class-standardized,probe,139616,20,0.03558653802977322,0.07198045006448572
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,pooled,conf,15132,34,0.03193682148765096,0.06394912364531259
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,pooled,ARonly,15132,34,0.03413110208716648,0.06763201727001794
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,pooled,oracleAR,15132,34,0.032291788386089794,0.06462272514963312
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,pooled,probe,15132,34,0.03231278079845012,0.06452054969996383
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,class-standardized,conf,15132,34,0.034593442733161915,0.06973446113841412
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,class-standardized,ARonly,15132,34,0.035525575988396556,0.07034873807263198
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,class-standardized,oracleAR,15132,34,0.0340581440904743,0.06899863518518344
dataset,FAIR1M,FAIR1M,R_norm,AR>=2.1,class-standardized,probe,15132,34,0.03413530142629911,0.06727488694939052
dataset,FAIR1M,FAIR1M,R_norm,all-AR,pooled,conf,26108,34,0.045576693865798934,0.08591842200033531
dataset,FAIR1M,FAIR1M,R_norm,all-AR,pooled,ARonly,26108,34,0.05062797464312226,0.09204785244248366
dataset,FAIR1M,FAIR1M,R_norm,all-AR,pooled,oracleAR,26108,34,0.04951904399652647,0.08917765701123341
dataset,FAIR1M,FAIR1M,R_norm,all-AR,pooled,probe,26108,34,0.04859832467756975,0.0895900136218706
dataset,FAIR1M,FAIR1M,R_norm,all-AR,class-standardized,conf,26108,34,0.05496811418353921,0.11062016557498806
dataset,FAIR1M,FAIR1M,R_norm,all-AR,class-standardized,ARonly,26108,34,0.06717309068062463,0.12838183972105863
dataset,FAIR1M,FAIR1M,R_norm,all-AR,class-standardized,oracleAR,26108,34,0.0646367197126581,0.12501963102829738
dataset,FAIR1M,FAIR1M,R_norm,all-AR,class-standardized,probe,26108,34,0.053630531597836414,0.10748918757488306
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,pooled,conf,15132,34,0.012717973854876592,0.025643195853388433
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,pooled,ARonly,15132,34,0.01456813689787812,0.028796716414615
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,pooled,oracleAR,15132,34,0.014163326374739365,0.028196526460235256
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,pooled,probe,15132,34,0.01191724805415863,0.02436499448505744
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,class-standardized,conf,15132,34,0.012426084103902895,0.02495428846575503
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,class-standardized,ARonly,15132,34,0.0133071770963725,0.026093618806703193
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,class-standardized,oracleAR,15132,34,0.013178661818107259,0.02629576932998761
dataset,FAIR1M,FAIR1M,R_raw,AR>=2.1,class-standardized,probe,15132,34,0.012085835899302105,0.0237355392856357
dataset,FAIR1M,FAIR1M,R_raw,all-AR,pooled,conf,26108,34,0.03200424101349835,0.05819338547156579
dataset,FAIR1M,FAIR1M,R_raw,all-AR,pooled,ARonly,26108,34,0.0382248723761172,0.06548198034101475
dataset,FAIR1M,FAIR1M,R_raw,all-AR,pooled,oracleAR,26108,34,0.03795924626914913,0.0648134394804688
dataset,FAIR1M,FAIR1M,R_raw,all-AR,pooled,probe,26108,34,0.03439386140007969,0.06024698222159354
dataset,FAIR1M,FAIR1M,R_raw,all-AR,class-standardized,conf,26108,34,0.041551550189908325,0.0837729684922214
dataset,FAIR1M,FAIR1M,R_raw,all-AR,class-standardized,ARonly,26108,34,0.05371278480255749,0.10127303799579138
dataset,FAIR1M,FAIR1M,R_raw,all-AR,class-standardized,oracleAR,26108,34,0.052084713755690626,0.0992032010144579
dataset,FAIR1M,FAIR1M,R_raw,all-AR,class-standardized,probe,26108,34,0.040218183450303986,0.08081865603802565
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,pooled,conf,222107,9,0.026982850379598616,0.05389773832078237
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,pooled,ARonly,222107,9,0.031265144637988296,0.06016982113538974
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,pooled,oracleAR,222107,9,0.029621722208184268,0.05933257368875822
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,pooled,probe,222107,9,0.026929117381139192,0.053642752167090586
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,class-standardized,conf,222107,9,0.031067483691113763,0.06072511896041026
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,class-standardized,ARonly,222107,9,0.03218188842419578,0.06275762136807081
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,class-standardized,oracleAR,222107,9,0.032466353438353114,0.06448032345389146
dataset,SODA-A,SODA-A,R_norm,AR>=2.1,class-standardized,probe,222107,9,0.03035024544051105,0.06092237661663218
dataset,SODA-A,SODA-A,R_norm,all-AR,pooled,conf,349835,9,0.04722087696410607,0.08843879132347765
dataset,SODA-A,SODA-A,R_norm,all-AR,pooled,ARonly,349835,9,0.05690057191479689,0.09956570791506733
dataset,SODA-A,SODA-A,R_norm,all-AR,pooled,oracleAR,349835,9,0.05573510501302098,0.09807012671784243
dataset,SODA-A,SODA-A,R_norm,all-AR,pooled,probe,349835,9,0.04935988296446071,0.09054569066412232
dataset,SODA-A,SODA-A,R_norm,all-AR,class-standardized,conf,349835,9,0.06583774898273012,0.13111341450284358
dataset,SODA-A,SODA-A,R_norm,all-AR,class-standardized,ARonly,349835,9,0.0868785095969135,0.1653537522895085
dataset,SODA-A,SODA-A,R_norm,all-AR,class-standardized,oracleAR,349835,9,0.08550528659217138,0.16384327939787446
dataset,SODA-A,SODA-A,R_norm,all-AR,class-standardized,probe,349835,9,0.06748242219221634,0.13348225347029669
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,pooled,conf,222107,9,0.010781655256684852,0.021902880196532477
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,pooled,ARonly,222107,9,0.013885000165911245,0.02712434942914316
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,pooled,oracleAR,222107,9,0.013448841531752059,0.027167682589644457
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,pooled,probe,222107,9,0.010874976951056634,0.021892963040636607
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,class-standardized,conf,222107,9,0.012720046142418447,0.024731184770941075
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,class-standardized,ARonly,222107,9,0.013381490130536933,0.025826030440600216
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,class-standardized,oracleAR,222107,9,0.013997049165991737,0.02751320208418756
dataset,SODA-A,SODA-A,R_raw,AR>=2.1,class-standardized,probe,222107,9,0.012386401542930147,0.024863344524154736
dataset,SODA-A,SODA-A,R_raw,all-AR,pooled,conf,349835,9,0.033568402331263104,0.06095705768813332
dataset,SODA-A,SODA-A,R_raw,all-AR,pooled,ARonly,349835,9,0.042878521545198,0.07147949735742974
dataset,SODA-A,SODA-A,R_raw,all-AR,pooled,oracleAR,349835,9,0.04266068641001218,0.07138186955242729
dataset,SODA-A,SODA-A,R_raw,all-AR,pooled,probe,349835,9,0.03589289672378297,0.06320799309857782
dataset,SODA-A,SODA-A,R_raw,all-AR,class-standardized,conf,349835,9,0.05355818087341209,0.1064423971670819
dataset,SODA-A,SODA-A,R_raw,all-AR,class-standardized,ARonly,349835,9,0.07280705394969991,0.13770366548660956
dataset,SODA-A,SODA-A,R_raw,all-AR,class-standardized,oracleAR,349835,9,0.0726853532153397,0.13820443340051966
dataset,SODA-A,SODA-A,R_raw,all-AR,class-standardized,probe,349835,9,0.05519538279292423,0.10878720224708703
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,pooled,conf,67415,15,0.02570436138729473,0.051561458221614426
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,pooled,ARonly,67415,15,0.02807941579715309,0.056438370314669535
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,pooled,oracleAR,67415,15,0.027630895932856638,0.05612058578130456
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,pooled,probe,67415,15,0.027062800192022153,0.05428545682983686
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,class-standardized,conf,67415,15,0.0365549328732859,0.06571859682389988
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,class-standardized,ARonly,67415,15,0.03926440769187434,0.06878792593783713
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,class-standardized,oracleAR,67415,15,0.028780153306861067,0.06703250773874297
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,AR>=2.1,class-standardized,probe,67415,15,0.03755707505494184,0.06602675431058877
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,pooled,conf,100625,15,0.046889373552781846,0.08927199883457812
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,pooled,ARonly,100625,15,0.06636334925207722,0.11369297339910506
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,pooled,oracleAR,100625,15,0.06600641140056046,0.11345329601541362
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,pooled,probe,100625,15,0.03392669861326167,0.06298827172194628
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,class-standardized,conf,100625,15,0.07414557513737868,0.14924035286049608
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,class-standardized,ARonly,100625,15,0.0890117091786705,0.1741856242284841
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,class-standardized,oracleAR,100625,15,0.08703830981197452,0.16990110584427265
dataset,DOTA-v1.0,DOTA-v1.0,R_norm,all-AR,class-standardized,probe,100625,15,0.07122697116409028,0.14465147719009885
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,pooled,conf,67415,15,0.009141257735753871,0.01845647620257001
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,pooled,ARonly,67415,15,0.011358403104567366,0.02283455168643342
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,pooled,oracleAR,67415,15,0.011359659079043719,0.022939771209323258
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,pooled,probe,67415,15,0.008619446463664752,0.017767060579263683
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,class-standardized,conf,67415,15,0.015164988788073012,0.026846047255707564
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,class-standardized,ARonly,67415,15,0.017023889372008712,0.02950481704540713
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,class-standardized,oracleAR,67415,15,0.012378996330627534,0.029138014090825157
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,AR>=2.1,class-standardized,probe,67415,15,0.014922038096101296,0.02578680670072255
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,pooled,conf,100625,15,0.03393691879050599,0.06253178150500278
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,pooled,ARonly,100625,15,0.054472864707526526,0.08873100026304508
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,pooled,oracleAR,100625,15,0.05442365404811521,0.08889334344137581
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,pooled,probe,100625,15,0.018041440682597627,0.03164685431902634
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,class-standardized,conf,100625,15,0.06224466305144456,0.12527285797371923
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,class-standardized,ARonly,100625,15,0.07582433560476268,0.14831366503807192
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,class-standardized,oracleAR,100625,15,0.0748369324214144,0.14523490432241265
dataset,DOTA-v1.0,DOTA-v1.0,R_raw,all-AR,class-standardized,probe,100625,15,0.05840297146559798,0.11930021632983089
