dataset,replicate,delta_nrc
DIOR-R,8549,0.13759331304471442
DIOR-R,8550,0.1584997221179367
DIOR-R,8551,0.16418278912882675
DIOR-R,8552,0.18376071336419997
DIOR-R,8553,0.18461278029723135
DIOR-R,8554,0.1686282393193699
DIOR-R,8555,0.19744114137764843
DIOR-R,8556,0.19093023397473072
DIOR-R,8557,0.23706848351577536
DIOR-R,8558,0.14820965237543304
DIOR-R,8559,0.16349195376416342
DIOR-R,8560,0.1704668181765601
DIOR-R,8561,0.1865096709620019
DIOR-R,8562,0.1914153676449326
DIOR-R,8563,0.18057806403481777
DIOR-R,8564,0.2149556620881924
DIOR-R,8565,0.1202428601179687
DIOR-R,8566,0.19052403271839524
DIOR-R,8567,0.22003604503682694
DIOR-R,8568,0.16605945328090443
DIOR-R,8569,0.18879175347760216
DIOR-R,8570,0.14189530672474138
DIOR-R,8571,0.15217029389050282
DIOR-R,8572,0.17694524221925478
DIOR-R,8573,0.23587485731301938
DIOR-R,8574,0.21538607039610966
DIOR-R,8575,0.1665934184527129
DIOR-R,8576,0.2252201560759497
DIOR-R,8577,0.22097498333672394
DIOR-R,8578,0.153059299911223
DIOR-R,8579,0.16717196630597023
DIOR-R,8580,0.20501635258160034
DIOR-R,8581,0.2179098498869789
DIOR-R,8582,0.18807371231418327
DIOR-R,8583,0.17005718675957993
DIOR-R,8584,0.12970130451767475
DIOR-R,8585,0.16750826105545805
DIOR-R,8586,0.15311987693160764
DIOR-R,8587,0.14710116516069796
DIOR-R,8588,0.17874338729218234
DIOR-R,8589,0.15165052413605187
DIOR-R,8590,0.160501730016185
DIOR-R,8591,0.1947723652244966
DIOR-R,8592,0.15213814093331532
DIOR-R,8593,0.158719163912496
DIOR-R,8594,0.14491362806737754
DIOR-R,8595,0.18001903459871835
DIOR-R,8596,0.12186940554970199
DIOR-R,8597,0.1581992125682036
DIOR-R,8598,0.15327345850688753
DIOR-R,8599,0.20426151497700937
DIOR-R,8600,0.18312376793570198
DIOR-R,8601,0.19343912759068402
DIOR-R,8602,0.16404292007821691
DIOR-R,8603,0.1718133234678014
DIOR-R,8604,0.165370149545084
DIOR-R,8605,0.17224759594945738
DIOR-R,8606,0.20551201645144415
DIOR-R,8607,0.17612312240736608
DIOR-R,8608,0.1721864429660518
DIOR-R,8609,0.2236083863189138
DIOR-R,8610,0.1816841949575881
DIOR-R,8611,0.1682513308275977
DIOR-R,8612,0.22964251704276686
DIOR-R,8613,0.13260275808835978
DIOR-R,8614,0.17879233941513697
DIOR-R,8615,0.18788064806580138
DIOR-R,8616,0.15087022650745843
DIOR-R,8617,0.20142040785133433
DIOR-R,8618,0.17957968509614072
DIOR-R,8619,0.12703388456860717
DIOR-R,8620,0.19910859028049596
DIOR-R,8621,0.19523376618567134
DIOR-R,8622,0.12148016140516278
DIOR-R,8623,0.1843385153055566
DIOR-R,8624,0.2169489687683109
DIOR-R,8625,0.15592526361866452
DIOR-R,8626,0.15217342536053455
DIOR-R,8627,0.18641951647023366
DIOR-R,8628,0.2028432047182167
DIOR-R,8629,0.19866997034248457
DIOR-R,8630,0.18709751065810157
DIOR-R,8631,0.16677367738312907
DIOR-R,8632,0.23706112600058304
DIOR-R,8633,0.1298802542743984
DIOR-R,8634,0.19526774033557767
DIOR-R,8635,0.20001977842979468
DIOR-R,8636,0.1928195018264127
DIOR-R,8637,0.2153244980784046
DIOR-R,8638,0.16537362837055097
DIOR-R,8639,0.16555879945225224
DIOR-R,8640,0.1453105053975582
DIOR-R,8641,0.20136821583227815
DIOR-R,8642,0.1850682254817082
DIOR-R,8643,0.15265751024931262
DIOR-R,8644,0.19128488257664622
DIOR-R,8645,0.20158583008209421
DIOR-R,8646,0.1776976646100001
DIOR-R,8647,0.1632871459711758
DIOR-R,8648,0.1623165377956254
DIOR-R,8649,0.23228656600272624
DIOR-R,8650,0.20092103608016912
DIOR-R,8651,0.2042906488473907
DIOR-R,8652,0.20288635910627825
DIOR-R,8653,0.1783617953403611
DIOR-R,8654,0.1858690319806844
DIOR-R,8655,0.12450589300020586
DIOR-R,8656,0.16677824287633838
DIOR-R,8657,0.20549780851569177
DIOR-R,8658,0.2485091136759876
DIOR-R,8659,0.20171846672585061
DIOR-R,8660,0.18786951215744407
DIOR-R,8661,0.16634307335125884
DIOR-R,8662,0.12551360137535664
DIOR-R,8663,0.1786331677958898
DIOR-R,8664,0.12876097144862983
DIOR-R,8665,0.1885481615147412
DIOR-R,8666,0.1879601221071001
DIOR-R,8667,0.24370451677935226
DIOR-R,8668,0.20647267695574442
DIOR-R,8669,0.18126666849294037
DIOR-R,8670,0.17286692370625098
DIOR-R,8671,0.1976134276065548
DIOR-R,8672,0.22044048344837738
DIOR-R,8673,0.172153757718753
DIOR-R,8674,0.15566656541493318
DIOR-R,8675,0.16842960238417018
DIOR-R,8676,0.1255701312219797
DIOR-R,8677,0.19143852027869865
DIOR-R,8678,0.18048605500667492
DIOR-R,8679,0.15931963494652082
DIOR-R,8680,0.17433026351909484
DIOR-R,8681,0.19546997778500574
DIOR-R,8682,0.1813556743387336
DIOR-R,8683,0.1699678650867754
DIOR-R,8684,0.17954496388839988
DIOR-R,8685,0.14544792288852057
DIOR-R,8686,0.13992858369203362
DIOR-R,8687,0.17536283573303613
DIOR-R,8688,0.16373790076068842
DIOR-R,8689,0.16415298052807972
DIOR-R,8690,0.17251360559923132
DIOR-R,8691,0.12910828414586017
DIOR-R,8692,0.15663720921926363
DIOR-R,8693,0.19077265314136213
DIOR-R,8694,0.1698816433496131
DIOR-R,8695,0.15734117880146264
DIOR-R,8696,0.16718436926921054
DIOR-R,8697,0.20076028173746904
DIOR-R,8698,0.1325332614279071
DIOR-R,8699,0.14658843982168898
DIOR-R,8700,0.20354312647548992
DIOR-R,8701,0.15260138969810788
DIOR-R,8702,0.16508287949269945
DIOR-R,8703,0.16002925298706058
DIOR-R,8704,0.15589890732528996
DIOR-R,8705,0.1821471119715492
DIOR-R,8706,0.15693331647538214
DIOR-R,8707,0.18931483159846754
DIOR-R,8708,0.21101417183395874
DIOR-R,8709,0.16552718774867387
DIOR-R,8710,0.16055872328721782
DIOR-R,8711,0.18380649548424358
DIOR-R,8712,0.14855039246142476
DIOR-R,8713,0.20570824550047143
DIOR-R,8714,0.18733486715739192
DIOR-R,8715,0.16184088253525067
DIOR-R,8716,0.12999354262765453
DIOR-R,8717,0.14298280238205058
DIOR-R,8718,0.20254544303367986
DIOR-R,8719,0.19097460343653716
DIOR-R,8720,0.20792295269552266
DIOR-R,8721,0.16630998254845206
DIOR-R,8722,0.14346237706702936
DIOR-R,8723,0.14035915244628086
DIOR-R,8724,0.10448495697007647
DIOR-R,8725,0.15473067043929795
DIOR-R,8726,0.23410791394930994
DIOR-R,8727,0.17871610575694766
DIOR-R,8728,0.17910377949266718
DIOR-R,8729,0.14944547066261785
DIOR-R,8730,0.18080108246892843
DIOR-R,8731,0.1858362068177459
DIOR-R,8732,0.1971170184626648
DIOR-R,8733,0.151775618793333
DIOR-R,8734,0.15150998450193195
DIOR-R,8735,0.16266276586462894
DIOR-R,8736,0.22813894858533176
DIOR-R,8737,0.17791469576622929
DIOR-R,8738,0.2015747407380937
DIOR-R,8739,0.14813916601462132
DIOR-R,8740,0.19422064299540157
DIOR-R,8741,0.15641252459931557
DIOR-R,8742,0.18441839510746794
DIOR-R,8743,0.1974066349973623
DIOR-R,8744,0.17954401374676018
DIOR-R,8745,0.20015231453580437
DIOR-R,8746,0.17775147035939032
DIOR-R,8747,0.21141526163147487
DIOR-R,8748,0.18363568400572672
DIOR-R,8749,0.18126772581878148
DIOR-R,8750,0.1810672530724163
DIOR-R,8751,0.19529619921496724
DIOR-R,8752,0.13436877374670306
DIOR-R,8753,0.1648426532157574
DIOR-R,8754,0.1754302078494496
DIOR-R,8755,0.18678317042536788
DIOR-R,8756,0.196434117724684
DIOR-R,8757,0.18866854311890913
DIOR-R,8758,0.15935489623129298
DIOR-R,8759,0.2176818963828411
DIOR-R,8760,0.17166831220734488
DIOR-R,8761,0.1351350842747098
DIOR-R,8762,0.14037212956057288
DIOR-R,8763,0.17561756343649368
DIOR-R,8764,0.19644655831876046
DIOR-R,8765,0.11440994305570856
DIOR-R,8766,0.17388892717931018
DIOR-R,8767,0.22942806212371544
DIOR-R,8768,0.13081328874612372
DIOR-R,8769,0.17917688152300695
DIOR-R,8770,0.24921073981678568
DIOR-R,8771,0.19185715975760095
DIOR-R,8772,0.1869531188896262
DIOR-R,8773,0.20222454861758152
DIOR-R,8774,0.1435829922501143
DIOR-R,8775,0.2036083704353425
DIOR-R,8776,0.10985749905253882
DIOR-R,8777,0.2168154528974544
DIOR-R,8778,0.18588604790686727
DIOR-R,8779,0.19764375726874514
DIOR-R,8780,0.20710297373625086
DIOR-R,8781,0.155182588060184
DIOR-R,8782,0.1540959115420568
DIOR-R,8783,0.21663151949376003
DIOR-R,8784,0.19517616275589822
DIOR-R,8785,0.17511428472432952
DIOR-R,8786,0.19406398922745974
DIOR-R,8787,0.17098097938488807
DIOR-R,8788,0.20760251450808945
DIOR-R,8789,0.15487544389843957
DIOR-R,8790,0.2108687097057108
DIOR-R,8791,0.19549845591559487
DIOR-R,8792,0.19785570845494935
DIOR-R,8793,0.14821789498357693
DIOR-R,8794,0.21854654416304475
DIOR-R,8795,0.19752035335657878
DIOR-R,8796,0.23386234982296553
DIOR-R,8797,0.1783409993908146
DIOR-R,8798,0.19944209811049837
DIOR-R,8799,0.20763739198375117
DIOR-R,8800,0.21019924389388353
DIOR-R,8801,0.16146479169267464
DIOR-R,8802,0.11852299102680204
DIOR-R,8803,0.1419974755560921
DIOR-R,8804,0.18407588761083282
DIOR-R,8805,0.1615144839085886
DIOR-R,8806,0.18263244872086415
DIOR-R,8807,0.18998711919543543
DIOR-R,8808,0.18329441576340708
DIOR-R,8809,0.1972569813457231
DIOR-R,8810,0.14480148983974847
DIOR-R,8811,0.18344131125701912
DIOR-R,8812,0.17596934547954146
DIOR-R,8813,0.13009515658753798
DIOR-R,8814,0.19733670499076525
DIOR-R,8815,0.20184381465693443
DIOR-R,8816,0.2200685839639397
DIOR-R,8817,0.18630329902928114
DIOR-R,8818,0.13634828071529995
DIOR-R,8819,0.18348945857886304
DIOR-R,8820,0.2186581839866594
DIOR-R,8821,0.18544495312165968
DIOR-R,8822,0.20388050971005334
DIOR-R,8823,0.1716839481425713
DIOR-R,8824,0.12064920904300917
DIOR-R,8825,0.15199934276400828
DIOR-R,8826,0.1543071132604663
DIOR-R,8827,0.16866272372112592
DIOR-R,8828,0.19484004524124265
DIOR-R,8829,0.19331515770360078
DIOR-R,8830,0.20301300313885404
DIOR-R,8831,0.17743998990736679
DIOR-R,8832,0.10942160399910243
DIOR-R,8833,0.21356676530544083
DIOR-R,8834,0.1757827606587871
DIOR-R,8835,0.12991859012899684
DIOR-R,8836,0.19429854499511143
DIOR-R,8837,0.18108607042176464
DIOR-R,8838,0.20523352492061062
DIOR-R,8839,0.22621875555721574
DIOR-R,8840,0.1703584488949806
DIOR-R,8841,0.14141898236833458
DIOR-R,8842,0.14712009419267616
DIOR-R,8843,0.19840182790956043
DIOR-R,8844,0.12272911345463887
DIOR-R,8845,0.18978843301126372
DIOR-R,8846,0.17120983391215536
DIOR-R,8847,0.15248444689718552
DIOR-R,8848,0.15193882942012193
DIOR-R,8849,0.19016176646572083
DIOR-R,8850,0.16389720789182746
DIOR-R,8851,0.19184252141749447
DIOR-R,8852,0.2096920084128401
DIOR-R,8853,0.21586791471698655
DIOR-R,8854,0.16118017379586208
DIOR-R,8855,0.1822608599803004
DIOR-R,8856,0.14720184742558629
DIOR-R,8857,0.1791119015344034
DIOR-R,8858,0.13543569155924254
DIOR-R,8859,0.15496949548025601
DIOR-R,8860,0.15264745488119805
DIOR-R,8861,0.16736171597720229
DIOR-R,8862,0.17163958660963355
DIOR-R,8863,0.1829141118752963
DIOR-R,8864,0.22206432719328362
DIOR-R,8865,0.1622315913132763
DIOR-R,8866,0.17582621898237064
DIOR-R,8867,0.19739838754321956
DIOR-R,8868,0.17501956076142675
DIOR-R,8869,0.23067301741656368
DIOR-R,8870,0.16380865985927562
DIOR-R,8871,0.1745018547150831
DIOR-R,8872,0.1827069258162536
DIOR-R,8873,0.17611170888998987
DIOR-R,8874,0.1963032208717361
DIOR-R,8875,0.11811409289013032
DIOR-R,8876,0.18816925674885274
DIOR-R,8877,0.1806317132381889
DIOR-R,8878,0.17124388482912942
DIOR-R,8879,0.130675962848902
DIOR-R,8880,0.16670574639535185
DIOR-R,8881,0.15740840355223776
DIOR-R,8882,0.17787667690884748
DIOR-R,8883,0.2079528717783332
DIOR-R,8884,0.177477646327077
DIOR-R,8885,0.1345685914005947
DIOR-R,8886,0.20291028893411292
DIOR-R,8887,0.25964236906733945
DIOR-R,8888,0.15572651398227313
DIOR-R,8889,0.1987380379960052
DIOR-R,8890,0.1500329929006892
DIOR-R,8891,0.18011999452845065
DIOR-R,8892,0.18851817304494758
DIOR-R,8893,0.12099030554440598
DIOR-R,8894,0.17241798045744536
DIOR-R,8895,0.18368059580486193
DIOR-R,8896,0.15594746548441674
DIOR-R,8897,0.17017555961481937
DIOR-R,8898,0.1605128848844674
DIOR-R,8899,0.12962250246445753
DIOR-R,8900,0.17873218431012053
DIOR-R,8901,0.18870170323001775
DIOR-R,8902,0.18003124624177969
DIOR-R,8903,0.20254003357078268
DIOR-R,8904,0.13331343996030035
DIOR-R,8905,0.18328717176866438
DIOR-R,8906,0.1758359776692806
DIOR-R,8907,0.24433397625070322
DIOR-R,8908,0.1820289635844806
DIOR-R,8909,0.19124558780234177
DIOR-R,8910,0.1338079159583227
DIOR-R,8911,0.18149635747350965
DIOR-R,8912,0.21502058996045634
DIOR-R,8913,0.16926630331616363
DIOR-R,8914,0.20565791520949572
DIOR-R,8915,0.16617891101603863
DIOR-R,8916,0.17277777535871733
DIOR-R,8917,0.18660486469905815
DIOR-R,8918,0.174048396647254
DIOR-R,8919,0.2269690487290504
DIOR-R,8920,0.1589544300505369
DIOR-R,8921,0.19618652620745955
DIOR-R,8922,0.14232769409845056
DIOR-R,8923,0.1781585309746542
DIOR-R,8924,0.16339162744726352
DIOR-R,8925,0.18058433820358025
DIOR-R,8926,0.18280123982934082
DIOR-R,8927,0.16537853452720544
DIOR-R,8928,0.12256474520198864
DIOR-R,8929,0.18533044037899424
DIOR-R,8930,0.13514300203711285
DIOR-R,8931,0.24431427608126366
DIOR-R,8932,0.13493009122802493
DIOR-R,8933,0.1549580598029553
DIOR-R,8934,0.21707799860552635
DIOR-R,8935,0.171710040540077
DIOR-R,8936,0.17138466105094632
DIOR-R,8937,0.18544913812940536
DIOR-R,8938,0.1770959020315587
DIOR-R,8939,0.20172663889826156
DIOR-R,8940,0.1630457330677291
DIOR-R,8941,0.17284267744811518
DIOR-R,8942,0.21462915774740687
DIOR-R,8943,0.18394017047249878
DIOR-R,8944,0.1682213616948235
DIOR-R,8945,0.1611216213096905
DIOR-R,8946,0.15908891279682752
DIOR-R,8947,0.1992367901355524
DIOR-R,8948,0.17242429998248276
DIOR-R,8949,0.1731097163376701
DIOR-R,8950,0.15054061121768822
DIOR-R,8951,0.21786035449460575
DIOR-R,8952,0.11926023464970509
DIOR-R,8953,0.20341102303465444
DIOR-R,8954,0.1414204808242838
DIOR-R,8955,0.1679838744086306
DIOR-R,8956,0.1626544319628864
DIOR-R,8957,0.18400111059824398
DIOR-R,8958,0.17472998472730292
DIOR-R,8959,0.1377887714639809
DIOR-R,8960,0.18890814345568288
DIOR-R,8961,0.19471411993266355
DIOR-R,8962,0.15730828100983194
DIOR-R,8963,0.17123865768193025
DIOR-R,8964,0.14905584963913537
DIOR-R,8965,0.20548551592199402
DIOR-R,8966,0.1763308227537672
DIOR-R,8967,0.17526482567847537
DIOR-R,8968,0.1667599929585112
DIOR-R,8969,0.20533552395623
DIOR-R,8970,0.17650756548527788
DIOR-R,8971,0.19661790457853154
DIOR-R,8972,0.15994038888583678
DIOR-R,8973,0.20911449357324138
DIOR-R,8974,0.16786582087217425
DIOR-R,8975,0.2693705515330853
DIOR-R,8976,0.23029722940726524
DIOR-R,8977,0.2148415452370435
DIOR-R,8978,0.17548546319106276
DIOR-R,8979,0.1861084829086297
DIOR-R,8980,0.19789530241968412
DIOR-R,8981,0.13932109077782384
DIOR-R,8982,0.16745356068438988
DIOR-R,8983,0.15236491900480476
DIOR-R,8984,0.14277084412488897
DIOR-R,8985,0.22255550853836725
DIOR-R,8986,0.16195349355982888
DIOR-R,8987,0.14719594133911432
DIOR-R,8988,0.1877036712721187
DIOR-R,8989,0.19026759145461547
DIOR-R,8990,0.1936300503006522
DIOR-R,8991,0.16809129989625768
DIOR-R,8992,0.11640326406116235
DIOR-R,8993,0.16797348750858385
DIOR-R,8994,0.13692915362534436
DIOR-R,8995,0.162967169572518
DIOR-R,8996,0.2234386951512665
DIOR-R,8997,0.16537271814037235
DIOR-R,8998,0.18901227358543096
DIOR-R,8999,0.16047018650452624
DIOR-R,9000,0.14788571893617053
DIOR-R,9001,0.18436520672068082
DIOR-R,9002,0.16878776042236399
DIOR-R,9003,0.23569195281889843
DIOR-R,9004,0.20490374974695527
DIOR-R,9005,0.17104444986953019
DIOR-R,9006,0.17840387259371684
DIOR-R,9007,0.16632576581293138
DIOR-R,9008,0.16465504286824653
DIOR-R,9009,0.17972977963003825
DIOR-R,9010,0.19634753627729698
DIOR-R,9011,0.158181705719357
DIOR-R,9012,0.1653735791027626
DIOR-R,9013,0.16952521928205808
DIOR-R,9014,0.15224760848651717
DIOR-R,9015,0.19790360302166166
DIOR-R,9016,0.14817796380729634
DIOR-R,9017,0.20342031492369617
DIOR-R,9018,0.18127819523757358
DIOR-R,9019,0.13078006371578155
DIOR-R,9020,0.13580741526770088
DIOR-R,9021,0.17256880506030559
DIOR-R,9022,0.18773887672268305
DIOR-R,9023,0.1708904650482154
DIOR-R,9024,0.1611013121339582
DIOR-R,9025,0.13497564556280872
DIOR-R,9026,0.16106861764888097
DIOR-R,9027,0.1600259454574198
DIOR-R,9028,0.22119540521620015
DIOR-R,9029,0.20536368587975973
DIOR-R,9030,0.19679307890271414
DIOR-R,9031,0.21878300279820895
DIOR-R,9032,0.1547909465222875
DIOR-R,9033,0.21558986502257702
DIOR-R,9034,0.154105076750745
DIOR-R,9035,0.16605823269462586
DIOR-R,9036,0.15883503773798874
DIOR-R,9037,0.19562976185665515
DIOR-R,9038,0.15975723058009375
DIOR-R,9039,0.15542366091749457
DIOR-R,9040,0.14152802031728107
DIOR-R,9041,0.16113270547729777
DIOR-R,9042,0.19921904682836578
DIOR-R,9043,0.16290476154927974
DIOR-R,9044,0.22229930923110033
DIOR-R,9045,0.19124604661855193
DIOR-R,9046,0.18570079197115627
DIOR-R,9047,0.17669504207868
DIOR-R,9048,0.14146765498738093
DIOR-R,9049,0.1898867521068639
DIOR-R,9050,0.14188966857993812
DIOR-R,9051,0.15733875352677204
DIOR-R,9052,0.16297169147400148
DIOR-R,9053,0.17144738678824467
DIOR-R,9054,0.1665703896345537
DIOR-R,9055,0.17736240528094407
DIOR-R,9056,0.16504146159754915
DIOR-R,9057,0.19547627532302644
DIOR-R,9058,0.19844890306034801
DIOR-R,9059,0.16137914700965164
DIOR-R,9060,0.1799432681531675
DIOR-R,9061,0.19477842560074002
DIOR-R,9062,0.15147540080952357
DIOR-R,9063,0.19003072198075763
DIOR-R,9064,0.18043464868081807
DIOR-R,9065,0.2246124473057257
DIOR-R,9066,0.13983129358442573
DIOR-R,9067,0.15828097004092226
DIOR-R,9068,0.19010267049870455
DIOR-R,9069,0.1569642549791239
DIOR-R,9070,0.13132457953412333
DIOR-R,9071,0.18732103788105134
DIOR-R,9072,0.1459688319887482
DIOR-R,9073,0.1536594240516545
DIOR-R,9074,0.1842097101859257
DIOR-R,9075,0.16210480992546566
DIOR-R,9076,0.19289013542015776
DIOR-R,9077,0.21423841388044593
DIOR-R,9078,0.18011558492678958
DIOR-R,9079,0.16169751944700608
DIOR-R,9080,0.18833573794177058
DIOR-R,9081,0.14771834097323042
DIOR-R,9082,0.17711973534876788
DIOR-R,9083,0.21114976052521595
DIOR-R,9084,0.17914148490109796
DIOR-R,9085,0.2055938705737396
DIOR-R,9086,0.15958395438821732
DIOR-R,9087,0.15134213783513725
DIOR-R,9088,0.16848678688931965
DIOR-R,9089,0.12322783417718425
DIOR-R,9090,0.193242878603213
DIOR-R,9091,0.1806183463174729
DIOR-R,9092,0.2043066749305912
DIOR-R,9093,0.16448238598944645
DIOR-R,9094,0.16381375904697404
DIOR-R,9095,0.21105002417584653
DIOR-R,9096,0.1987948553195659
DIOR-R,9097,0.15402590396409577
DIOR-R,9098,0.14197265152259353
DIOR-R,9099,0.16484637405218433
DIOR-R,9100,0.17543866881308237
DIOR-R,9101,0.17424005488865854
DIOR-R,9102,0.18862278576090175
DIOR-R,9103,0.1716198878274995
DIOR-R,9104,0.1971203929154088
DIOR-R,9105,0.2027621674437282
DIOR-R,9106,0.15985684904718966
DIOR-R,9107,0.1765232044336904
DIOR-R,9108,0.16550525454370332
DIOR-R,9109,0.17688444318890298
DIOR-R,9110,0.1707085294167988
DIOR-R,9111,0.18941349992778708
DIOR-R,9112,0.21075439626835615
DIOR-R,9113,0.1704538969718862
DIOR-R,9114,0.16342336679222497
DIOR-R,9115,0.15440175199839914
DIOR-R,9116,0.1814316559515657
DIOR-R,9117,0.18616852835785688
DIOR-R,9118,0.16360220989388452
DIOR-R,9119,0.1736746735115736
DIOR-R,9120,0.1651836298783774
DIOR-R,9121,0.1939170432488377
DIOR-R,9122,0.1970503094764706
DIOR-R,9123,0.17001382563163916
DIOR-R,9124,0.16873468705765812
DIOR-R,9125,0.138248502590869
DIOR-R,9126,0.15806645468724648
DIOR-R,9127,0.1385590565883019
DIOR-R,9128,0.2308772594958286
DIOR-R,9129,0.19079696948109517
DIOR-R,9130,0.2131329335868389
DIOR-R,9131,0.1761424559035849
DIOR-R,9132,0.1527588721525683
DIOR-R,9133,0.1802955577993289
DIOR-R,9134,0.17847339858390562
DIOR-R,9135,0.17189880319530068
DIOR-R,9136,0.14157249185501497
DIOR-R,9137,0.1345523602145108
DIOR-R,9138,0.21078321545639064
DIOR-R,9139,0.1792847053116414
DIOR-R,9140,0.11879853883388047
DIOR-R,9141,0.20964839257277643
DIOR-R,9142,0.1661697784178324
DIOR-R,9143,0.18894697060085833
DIOR-R,9144,0.18593321130657134
DIOR-R,9145,0.18528769846251034
DIOR-R,9146,0.22412880108719202
DIOR-R,9147,0.1847505229256857
DIOR-R,9148,0.18941545619033864
DIOR-R,9149,0.18180587758988254
DIOR-R,9150,0.16920109738786326
DIOR-R,9151,0.24017729501731508
DIOR-R,9152,0.1774319283393674
DIOR-R,9153,0.18006049913331626
DIOR-R,9154,0.18427814737865167
DIOR-R,9155,0.1683751427893816
DIOR-R,9156,0.12534798990586488
DIOR-R,9157,0.20097502441578738
DIOR-R,9158,0.20508640704078673
DIOR-R,9159,0.22459851712615506
DIOR-R,9160,0.1992987617041032
DIOR-R,9161,0.2010525158176353
DIOR-R,9162,0.1729567540319362
DIOR-R,9163,0.1826823593521173
DIOR-R,9164,0.19045297852454013
DIOR-R,9165,0.16567188280890358
DIOR-R,9166,0.12281645172572975
DIOR-R,9167,0.1616855054856848
DIOR-R,9168,0.1652660360385326
DIOR-R,9169,0.23815360594081714
DIOR-R,9170,0.18876097873100525
DIOR-R,9171,0.18886107406668642
DIOR-R,9172,0.17693618049365437
DIOR-R,9173,0.19165959076702424
DIOR-R,9174,0.20425321532821616
DIOR-R,9175,0.14973664261325667
DIOR-R,9176,0.174887628509962
DIOR-R,9177,0.14124273761875755
DIOR-R,9178,0.1402516412984248
DIOR-R,9179,0.1094567073430089
DIOR-R,9180,0.1302632019602236
DIOR-R,9181,0.2222324440611848
DIOR-R,9182,0.18821391028870074
DIOR-R,9183,0.19500472205709682
DIOR-R,9184,0.14537856317580913
DIOR-R,9185,0.17569811154408876
DIOR-R,9186,0.19707064607865263
DIOR-R,9187,0.18780836431714806
DIOR-R,9188,0.22348743875495572
DIOR-R,9189,0.1726284166086719
DIOR-R,9190,0.1868835145855033
DIOR-R,9191,0.16255176448505226
DIOR-R,9192,0.14186764351700654
DIOR-R,9193,0.17930460844073182
DIOR-R,9194,0.14398085139310474
DIOR-R,9195,0.23639069536977497
DIOR-R,9196,0.21586742775273327
DIOR-R,9197,0.18975596293452232
DIOR-R,9198,0.14057194389666264
DIOR-R,9199,0.18928721596685505
DIOR-R,9200,0.16737337302438826
DIOR-R,9201,0.13046441908870457
DIOR-R,9202,0.17315258397090338
DIOR-R,9203,0.15207654105212623
DIOR-R,9204,0.18297218993570855
DIOR-R,9205,0.2238989254593509
DIOR-R,9206,0.20048983865891504
DIOR-R,9207,0.1982699092154269
DIOR-R,9208,0.19220775152987257
DIOR-R,9209,0.1816669799845718
DIOR-R,9210,0.224396019927022
DIOR-R,9211,0.1941718216505276
DIOR-R,9212,0.18113086981847895
DIOR-R,9213,0.20215249539646726
DIOR-R,9214,0.1466044122980787
DIOR-R,9215,0.18965911838984428
DIOR-R,9216,0.16711410687531578
DIOR-R,9217,0.19434223845432963
DIOR-R,9218,0.19797626981705185
DIOR-R,9219,0.16998776794237766
DIOR-R,9220,0.18062455773297578
DIOR-R,9221,0.15325034273918073
DIOR-R,9222,0.18514233231944807
DIOR-R,9223,0.16153653184931657
DIOR-R,9224,0.17831076049318276
DIOR-R,9225,0.17749382504343816
DIOR-R,9226,0.19430621063750442
DIOR-R,9227,0.15322307410695618
DIOR-R,9228,0.14091380671576317
DIOR-R,9229,0.14972964889072224
DIOR-R,9230,0.17248593633060968
DIOR-R,9231,0.18937678544926614
DIOR-R,9232,0.17716365778273438
DIOR-R,9233,0.21558119664471476
DIOR-R,9234,0.16986937577346398
DIOR-R,9235,0.1741511223194185
DIOR-R,9236,0.14951884438467553
DIOR-R,9237,0.17536048293964565
DIOR-R,9238,0.1872962373015575
DIOR-R,9239,0.19107595367781713
DIOR-R,9240,0.15806148177884813
DIOR-R,9241,0.1606642058627432
DIOR-R,9242,0.17483030181369238
DIOR-R,9243,0.16501071353726174
DIOR-R,9244,0.15602231259540214
DIOR-R,9245,0.20819423198856368
DIOR-R,9246,0.15614364611665021
DIOR-R,9247,0.15537283603905028
DIOR-R,9248,0.11560380555934208
DIOR-R,9249,0.1576425423457033
DIOR-R,9250,0.2284364656092125
DIOR-R,9251,0.14791545575514428
DIOR-R,9252,0.20610953542816116
DIOR-R,9253,0.22001610270978386
DIOR-R,9254,0.12058258261198283
DIOR-R,9255,0.18534983769131386
DIOR-R,9256,0.20889587430254766
DIOR-R,9257,0.17582611503295395
DIOR-R,9258,0.1670212205261675
DIOR-R,9259,0.1422318942193385
DIOR-R,9260,0.17406290445436243
DIOR-R,9261,0.18477314070148473
DIOR-R,9262,0.20378026352168951
DIOR-R,9263,0.19071781222426135
DIOR-R,9264,0.1865063566812858
DIOR-R,9265,0.1979735169133007
DIOR-R,9266,0.2296921794675123
DIOR-R,9267,0.20568386657195634
DIOR-R,9268,0.18216979706638647
DIOR-R,9269,0.19722831730805349
DIOR-R,9270,0.16078233052002133
DIOR-R,9271,0.19010911425630286
DIOR-R,9272,0.1457663674827389
DIOR-R,9273,0.13082161258340333
DIOR-R,9274,0.1581426317573424
DIOR-R,9275,0.2126626514330332
DIOR-R,9276,0.13988407716449702
DIOR-R,9277,0.1419818440663557
DIOR-R,9278,0.16831887664344747
DIOR-R,9279,0.15838346350710517
DIOR-R,9280,0.14155193370354327
DIOR-R,9281,0.17149986079227797
DIOR-R,9282,0.15784438310736562
DIOR-R,9283,0.2478172135985861
DIOR-R,9284,0.22041568381453325
DIOR-R,9285,0.14035243441755352
