dataset,seed,endpoint,cluster_unit,metric,phase_estimate,phase_ci_lo,phase_ci_hi,negative_estimate,negative_ci_lo,negative_ci_hi,paired_delta_phase_minus_negative,delta_ci_lo,delta_ci_hi,replicates,resample_id_scheme
FAIR1M-v1.0,0,continuous_angle_error,image,risk90,2.231191414216701,2.180304836704981,2.2787665169576763,2.2135134389013142,2.161333823065835,2.264604412500884,0.017677975315386618,0.003890125567883208,0.03231159774697187,400,fixed_seed_074_0_continuous_angle_error_image
FAIR1M-v1.0,0,continuous_angle_error,mother_scene,nrc,1.1245328636007912,1.10481310328298,1.1437658656628191,1.0362037414265086,1.0166736131565186,1.0550422219722386,0.08832912217428257,0.05441138050590007,0.1250377142147018,400,fixed_seed_074_0_continuous_angle_error_mother_scene
FAIR1M-v1.0,0,continuous_angle_error,mother_scene,aurc,2.4553995000602025,2.4032170190903255,2.512037168932117,2.324048543635345,2.2709580791562116,2.37830440530692,0.1313509564248574,0.08162515702552395,0.18534552512709632,400,fixed_seed_074_0_continuous_angle_error_mother_scene
FAIR1M-v1.0,0,continuous_angle_error,mother_scene,risk70,2.238203696892801,2.1941935040688723,2.2862497984219723,2.1458172064437204,2.097882399697345,2.198230706426975,0.09238649044908076,0.06399796417781285,0.12168914952035051,400,fixed_seed_074_0_continuous_angle_error_mother_scene
FAIR1M-v1.0,0,continuous_angle_error,mother_scene,risk90,2.231191414216701,2.1863804957747233,2.2762128777259862,2.2135134389013142,2.167770305739775,2.2638117737345405,0.017677975315386618,0.002183891284132556,0.03236486884538741,400,fixed_seed_074_0_continuous_angle_error_mother_scene
FAIR1M-v1.0,0,geometry_normalized_severe_event,image,nrc,1.5937733525341469,1.3308666467377412,1.8466264194731956,1.165532106172658,0.9325646575687858,1.412112277720392,0.42824124636148886,-0.008300072288978264,0.848515372794705,400,fixed_seed_074_0_geometry_normalized_severe_event_image
FAIR1M-v1.0,0,geometry_normalized_severe_event,image,aurc,0.007708106046239301,0.006080516771092721,0.009731387518692208,0.005640139042111622,0.0042285483178186485,0.007207237576776546,0.0020679670041276786,-4.597332655533107e-05,0.004117334786711958,400,fixed_seed_074_0_geometry_normalized_severe_event_image
FAIR1M-v1.0,0,geometry_normalized_severe_event,image,risk70,0.00466995958688819,0.003748079807649654,0.005669711780452391,0.0036371800628648408,0.0028386050391213673,0.004628596994130134,0.0010327795240233496,4.246145806114523e-05,0.002051510257697254,400,fixed_seed_074_0_geometry_normalized_severe_event_image
FAIR1M-v1.0,0,geometry_normalized_severe_event,image,risk90,0.004295892707460184,0.0035051325040101676,0.005148388454759631,0.0038767812238055324,0.003157068734702484,0.0046243840966389985,0.0004191114836546517,-0.00018423905230101828,0.0009857380906051246,400,fixed_seed_074_0_geometry_normalized_severe_event_image
FAIR1M-v1.0,0,geometry_normalized_severe_event,mother_scene,nrc,1.5937733525341469,1.3434937443293928,1.8552552031846723,1.165532106172658,0.9596435361302252,1.4083671863423277,0.42824124636148886,-0.01694418766684931,0.841506118545814,400,fixed_seed_074_0_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,0,geometry_normalized_severe_event,mother_scene,aurc,0.007708106046239301,0.006095542685289407,0.009381772775346508,0.005640139042111622,0.004386591987360405,0.007255526226878562,0.0020679670041276786,-7.719053226709987e-05,0.00412536591717871,400,fixed_seed_074_0_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,0,geometry_normalized_severe_event,mother_scene,risk70,0.00466995958688819,0.0038477377861607202,0.005732269139688919,0.0036371800628648408,0.0028868692104092393,0.004406130833029786,0.0010327795240233496,0.0,0.0019353488260251783,400,fixed_seed_074_0_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,0,geometry_normalized_severe_event,mother_scene,risk90,0.004295892707460184,0.0035307244595011713,0.005013013729906947,0.0038767812238055324,0.0031725871521007584,0.004654370799562655,0.0004191114836546517,-0.00021848697673972943,0.0008844982989917588,400,fixed_seed_074_0_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,1,continuous_angle_error,image,nrc,1.1256232041976566,1.1016099709996716,1.146656144356482,1.0500337959014778,1.0265598551752377,1.074621866057109,0.07558940829617877,0.03217694374420303,0.11612190635206747,400,fixed_seed_074_1_continuous_angle_error_image
FAIR1M-v1.0,1,continuous_angle_error,image,aurc,2.4636297206159323,2.4095188260815217,2.524781051850917,2.350495332007368,2.2933262290202,2.4131288107662066,0.1131343886085645,0.04861909455625568,0.17382631064611795,400,fixed_seed_074_1_continuous_angle_error_image
FAIR1M-v1.0,1,continuous_angle_error,image,risk70,2.235762619630026,2.1877124222526843,2.2967196312615354,2.1440987282970485,2.099355478717205,2.2016617249763843,0.0916638913329777,0.05841427532533895,0.12411837888074105,400,fixed_seed_074_1_continuous_angle_error_image
FAIR1M-v1.0,1,continuous_angle_error,image,risk90,2.230729677750951,2.1823487442684546,2.283887389935466,2.2065036283106565,2.159464136773251,2.2577448343757647,0.024226049440294606,0.006566707020704122,0.039573767322009165,400,fixed_seed_074_1_continuous_angle_error_image
FAIR1M-v1.0,1,continuous_angle_error,mother_scene,nrc,1.1256232041976566,1.1028809505081565,1.1490968589305202,1.0500337959014778,1.0250300388500853,1.0734216628469806,0.07558940829617877,0.0339000781181172,0.12053000509616886,400,fixed_seed_074_1_continuous_angle_error_mother_scene
FAIR1M-v1.0,1,continuous_angle_error,mother_scene,aurc,2.4636297206159323,2.4085397444222187,2.5210441996959876,2.350495332007368,2.281859353896384,2.420215529693184,0.1131343886085645,0.05096498325452895,0.18108716816592954,400,fixed_seed_074_1_continuous_angle_error_mother_scene
FAIR1M-v1.0,1,continuous_angle_error,mother_scene,risk70,2.235762619630026,2.1791829601864654,2.2855924702774795,2.1440987282970485,2.0910195088540844,2.2019211761903366,0.0916638913329777,0.05796612701460909,0.12593910650469856,400,fixed_seed_074_1_continuous_angle_error_mother_scene
FAIR1M-v1.0,1,continuous_angle_error,mother_scene,risk90,2.230729677750951,2.179816570974614,2.282998298769838,2.2065036283106565,2.155516233753966,2.26720824826792,0.024226049440294606,0.005509225070714276,0.04049802069489661,400,fixed_seed_074_1_continuous_angle_error_mother_scene
FAIR1M-v1.0,1,geometry_normalized_severe_event,image,nrc,1.2340291737241802,1.0542099247290435,1.4333758064557829,1.4418788709636516,1.1910121052388531,1.672613552295839,-0.20784969723947144,-0.5802865712588233,0.19018448663989415,400,fixed_seed_074_1_geometry_normalized_severe_event_image
FAIR1M-v1.0,1,geometry_normalized_severe_event,image,aurc,0.007135194231141631,0.005539016360077541,0.008833596600563664,0.008334148209196528,0.006051055524625457,0.01070293076066754,-0.0011989539780548966,-0.0034509287289638097,0.001248681384690376,400,fixed_seed_074_1_geometry_normalized_severe_event_image
FAIR1M-v1.0,1,geometry_normalized_severe_event,image,risk70,0.00513736877373241,0.004147321252067872,0.006155075683686562,0.005226714317623409,0.004118103598778971,0.006429642987324312,-8.934554389099843e-05,-0.0011240894838461842,0.0009549709023103463,400,fixed_seed_074_1_geometry_normalized_severe_event_image
FAIR1M-v1.0,1,geometry_normalized_severe_event,image,risk90,0.004864320211250478,0.0039619576881649386,0.00574480526734395,0.005211771654911226,0.004335863003317265,0.006295848858410253,-0.00034745144366074825,-0.0010009990518144328,0.00024245847263396032,400,fixed_seed_074_1_geometry_normalized_severe_event_image
FAIR1M-v1.0,1,geometry_normalized_severe_event,mother_scene,nrc,1.2340291737241802,1.0539895294307127,1.4457877419250222,1.4418788709636516,1.200059056053844,1.696009423295203,-0.20784969723947144,-0.5858266476949815,0.1945630699316788,400,fixed_seed_074_1_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,1,geometry_normalized_severe_event,mother_scene,aurc,0.007135194231141631,0.005636085056477043,0.008784788613503023,0.008334148209196528,0.0063659970908784,0.010629421293680615,-0.0011989539780548966,-0.003663912104759757,0.0010831511075878877,400,fixed_seed_074_1_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,1,geometry_normalized_severe_event,mother_scene,risk70,0.00513736877373241,0.004150234234292888,0.006109691313190714,0.005226714317623409,0.004116444674086397,0.0065248119031638,-8.934554389099843e-05,-0.001216346031466919,0.0009745758640895846,400,fixed_seed_074_1_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,1,geometry_normalized_severe_event,mother_scene,risk90,0.004864320211250478,0.0040151489693234415,0.005708559377596049,0.005211771654911226,0.004317881660943258,0.006333035163897474,-0.00034745144366074825,-0.0010373578367304831,0.00020412433501662308,400,fixed_seed_074_1_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,2,continuous_angle_error,image,nrc,1.1163190858790317,1.091437350718494,1.139245947256505,1.0652254198663755,1.029620573499645,1.1046382895200624,0.05109366601265619,-0.0013721483706616601,0.10854069079846786,400,fixed_seed_074_2_continuous_angle_error_image
FAIR1M-v1.0,2,continuous_angle_error,image,aurc,2.465913950215759,2.404496165214564,2.515416007815117,2.3885863921032544,2.30859804674515,2.4716768395168813,0.07732755811250458,-0.0020675096306275354,0.16277881849782513,400,fixed_seed_074_2_continuous_angle_error_image
FAIR1M-v1.0,2,continuous_angle_error,image,risk70,2.2454734004002446,2.1925975914554914,2.2943385100413614,2.1636852516603513,2.112293078483978,2.22276188038863,0.08178814873989326,0.04625545067793161,0.11717324117410358,400,fixed_seed_074_2_continuous_angle_error_image
FAIR1M-v1.0,2,continuous_angle_error,image,risk90,2.235175354644814,2.1896866605471117,2.2811945527934294,2.224533783681673,2.173406125258607,2.2729987757295316,0.01064157096314089,-0.006208514843776546,0.030296923324900058,400,fixed_seed_074_2_continuous_angle_error_image
FAIR1M-v1.0,2,continuous_angle_error,mother_scene,nrc,1.1163190858790317,1.091905352735393,1.1420019005083344,1.0652254198663755,1.0290719492132459,1.0999140577255466,0.05109366601265619,-7.028828912575215e-05,0.1071812193120127,400,fixed_seed_074_2_continuous_angle_error_mother_scene
FAIR1M-v1.0,2,continuous_angle_error,mother_scene,aurc,2.465913950215759,2.4050746028103056,2.522429352444321,2.3885863921032544,2.3092907621625147,2.4641005806191174,0.07732755811250458,-0.00010715828384190063,0.16220562167437397,400,fixed_seed_074_2_continuous_angle_error_mother_scene
FAIR1M-v1.0,2,continuous_angle_error,mother_scene,risk70,2.2454734004002446,2.1926214764614063,2.2900154935263846,2.1636852516603513,2.1072292598552265,2.224149721373102,0.08178814873989326,0.04600482753491219,0.11533748825278407,400,fixed_seed_074_2_continuous_angle_error_mother_scene
FAIR1M-v1.0,2,continuous_angle_error,mother_scene,risk90,2.235175354644814,2.1848692054974905,2.2795461244497894,2.224533783681673,2.180544489754659,2.2723934229040816,0.01064157096314089,-0.007954931591500812,0.03328720347330517,400,fixed_seed_074_2_continuous_angle_error_mother_scene
FAIR1M-v1.0,2,geometry_normalized_severe_event,image,nrc,1.1493507336960695,0.9532228042276515,1.3539142660122974,1.4975410219599572,1.278314191237894,1.7143829032362445,-0.34819028826388765,-0.6803315333734211,0.06279440318355219,400,fixed_seed_074_2_geometry_normalized_severe_event_image
FAIR1M-v1.0,2,geometry_normalized_severe_event,image,aurc,0.00620599764590827,0.004801981171740407,0.007955449194636602,0.008081621663739356,0.006226114196011703,0.00999243727938691,-0.0018756240178310858,-0.003807435207330144,0.00032807290586275503,400,fixed_seed_074_2_geometry_normalized_severe_event_image
FAIR1M-v1.0,2,geometry_normalized_severe_event,image,risk70,0.0046026803844591855,0.003755275253931889,0.005560831151979858,0.005189296511890258,0.004296793116238895,0.006514844787511736,-0.0005866161274310725,-0.0016078575387187886,0.0004013128114721301,400,fixed_seed_074_2_geometry_normalized_severe_event_image
FAIR1M-v1.0,2,geometry_normalized_severe_event,image,risk90,0.004351946092022602,0.0036225273660917454,0.005188069687919224,0.004808198504895939,0.004021914229214931,0.005786005343221892,-0.00045625241287333695,-0.001050775294874212,0.00017493910259122126,400,fixed_seed_074_2_geometry_normalized_severe_event_image
FAIR1M-v1.0,2,geometry_normalized_severe_event,mother_scene,nrc,1.1493507336960695,0.9173495787999673,1.3968638388546681,1.4975410219599572,1.2408237421699138,1.7274838514873672,-0.34819028826388765,-0.736896811229876,0.13775402302847697,400,fixed_seed_074_2_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,2,geometry_normalized_severe_event,mother_scene,aurc,0.00620599764590827,0.004719488803375249,0.007915895062051625,0.008081621663739356,0.006236684802888396,0.010138936296365288,-0.0018756240178310858,-0.004112843139596239,0.0006977738299750159,400,fixed_seed_074_2_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,2,geometry_normalized_severe_event,mother_scene,risk70,0.0046026803844591855,0.0036909842689540856,0.005536462667554096,0.005189296511890258,0.004193387292956934,0.006258241524874592,-0.0005866161274310725,-0.001681300276099588,0.0004432622834029702,400,fixed_seed_074_2_geometry_normalized_severe_event_mother_scene
FAIR1M-v1.0,2,geometry_normalized_severe_event,mother_scene,risk90,0.004351946092022602,0.0035506874329360315,0.00518550247016623,0.004808198504895939,0.003949430052727684,0.005691467734880276,-0.00045625241287333695,-0.001082453783071067,0.0002839296414063103,400,fixed_seed_074_2_geometry_normalized_severe_event_mother_scene
