assignment_version,annotator_slot,task_id,canonical_anon_id,dataset,task_order,image_sha256,source_070_path
m4-071-final-v1,A,8d61ab13255e2d962644,32b09df9c751109c,DIOR-R,864,8bef928aaf28959a2f0d4e6b317ea8892393cb7d78ec998e0ddb6f76302b822b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/8d61ab13255e2d962644.jpg
m4-071-final-v1,A,777b6b2cad608950f06f,abcf432f121fc278,FAIR1M-v1.0,865,8780546b2a8faf92a20d3cc82653deee32c9186214a5837c258b81b6a7c6ed0a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/777b6b2cad608950f06f.jpg
m4-071-final-v1,A,b232da67d2f1cda7c695,453974b0ec7a1fb0,SODA-A,866,f4cf7630b3b44829231d586f15f8d33943a96a59a54a5869951a10943e15adc5,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/b232da67d2f1cda7c695.jpg
m4-071-final-v1,A,2b1761e586ae9a86eb40,c51b1ee31d945f3d,FAIR1M-v1.0,867,e50b25fe828617aacb3159bd40a87f0d806609b44f9c1e001b87deb1a860736a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/2b1761e586ae9a86eb40.jpg
m4-071-final-v1,A,4f4c8b77a6aa4ecfd2bf,c447c023a2c57d5d,DIOR-R,868,9fc65929e11866883241b295e6342628c0f740df0c66464bbf376cd4cfb464b1,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/4f4c8b77a6aa4ecfd2bf.jpg
m4-071-final-v1,A,2ca1f88449e3a31f1f4b,ae112a0d738a73a6,SODA-A,869,ccac20560d5bfdbb1aef324d89783e50176e6fbd0e257f7475916d888e6b8c66,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/2ca1f88449e3a31f1f4b.jpg
m4-071-final-v1,A,a9cd2a9df63ad619aa62,8f9579cf2f7c3272,DIOR-R,870,4dc84fa2243f45d0c17c28c5bcea49295dbc6f628d2d691a384ab4fee9b549ba,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/a9cd2a9df63ad619aa62.jpg
m4-071-final-v1,A,ebc81102569b5e19010a,b2bdca6df2887285,FAIR1M-v1.0,871,477c7377002666a3abfb5a7b0e48ff07113cc1430d282a56addc709c47b7623f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/ebc81102569b5e19010a.jpg
m4-071-final-v1,A,88d3e5d41c5f5880c15d,c7cef9a6183163b1,SODA-A,872,defe92267f5deff93586ed2ba89540cb3b893117e6251d2e8f644426d6c0caa4,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/88d3e5d41c5f5880c15d.jpg
m4-071-final-v1,A,3d9a55f75f4054e186b7,4ab07862981fc8ef,DIOR-R,873,8982e2751908f75dd988f598b8fa1f6a43505e052efbd444e04843b134d3f3b9,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/3d9a55f75f4054e186b7.jpg
m4-071-final-v1,A,e9c39be3e8c8ce7b075f,adf21d9d5f36829e,DIOR-R,874,7d3a7c4083d5437fa25b550c26207042c66212c2689074b724be6af8f26d5256,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/e9c39be3e8c8ce7b075f.jpg
m4-071-final-v1,A,ad6d3b08ddda6cdbad2e,82c4924261548150,SODA-A,875,101c353ffaf137e50076767d1491010a7e1cf44eae19c5085c31ac425869e19d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/ad6d3b08ddda6cdbad2e.jpg
m4-071-final-v1,A,8fd72a7bece092005637,966e395b6091cdab,SODA-A,876,d16c6a8bd4f003b158fa62329f20f3cc92fb23d5c778b6908951a2a79b36bffa,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/8fd72a7bece092005637.jpg
m4-071-final-v1,A,96bdb6ce4471041fed1d,d28b779edb8264bc,FAIR1M-v1.0,877,449b11e7342bd97c6db7ad187e223b5519762ad811fad32505ed800246ee891b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/96bdb6ce4471041fed1d.jpg
m4-071-final-v1,A,08437122851f06bda023,642bfcf6fdaa7b7d,SODA-A,878,a80a18874ff8eb044f440c8cc31134465964c8661207fbeb5d9cf3ba3ded4eff,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/08437122851f06bda023.jpg
m4-071-final-v1,A,812be749db009d32dcd4,f32c2edb6a22e9c3,DIOR-R,879,af1eaa99fcf8bd17b2b99f29a844a61648c93efc490cb5961e32689d760b2f7a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/812be749db009d32dcd4.jpg
m4-071-final-v1,A,84cfb454ca2b2445787b,80c86133e2d94948,FAIR1M-v1.0,880,4780c146929ddcda1ac3e8222b2dfeea40732538556a99e06e7a9288f6dc7289,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/84cfb454ca2b2445787b.jpg
m4-071-final-v1,A,7c56e22ab8527f4414ab,4d3eb1c2aa3df22d,SODA-A,881,1ad388b47e8b20a85eea527e7168a0705dff555f0f897079741a427289a0e56d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/7c56e22ab8527f4414ab.jpg
m4-071-final-v1,A,707abd3f622a039a6e10,5c164203da5c13c0,FAIR1M-v1.0,882,9bcff7fc0e93d04114e5ab785b0c095380ffc33bc4042a58ce84f022b7f9eb69,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/707abd3f622a039a6e10.jpg
m4-071-final-v1,A,c5fad7706592c625d7b4,8cc47ef867cda6cc,SODA-A,883,fd187a48d7709cfee013886753f1cb3bbc6fbcd10b9353922a004a80800ce398,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/c5fad7706592c625d7b4.jpg
m4-071-final-v1,A,126e8bf3914c529f564b,018c58fe959dd11e,DIOR-R,884,51249438507ebad17ea0f09323614d3354de3a63cc6962301e451c3f95c8bc7c,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/126e8bf3914c529f564b.jpg
m4-071-final-v1,A,754d80d730a6bfec26a6,453fbda52132caef,DIOR-R,885,050c2265f5386ca1b7648f17ba90af59a8d8f2f116a49cf7c529009b93d98c7d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/754d80d730a6bfec26a6.jpg
m4-071-final-v1,A,ecadd96f199b3f3e459e,0902c22e558f2545,SODA-A,886,09019755589321fb0b242c0bdf021384d442218122378d20fd688b44a60a5b5e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/ecadd96f199b3f3e459e.jpg
m4-071-final-v1,A,3776f43c3cdcc3fc7064,5a84551ad0737308,DIOR-R,887,9ffb5f977fdec8f8e62823941972ac2b1ada0a63fc5ddca64a718d26e32f13e3,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/3776f43c3cdcc3fc7064.jpg
m4-071-final-v1,A,68787aae4e0bad8dc5de,959704fb8a4503f3,SODA-A,888,c769660cb1021fac7fa310b36547762ab1ae45933b2edabb094384bfccacaa38,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/68787aae4e0bad8dc5de.jpg
m4-071-final-v1,A,5f0e7c0dda0acad35772,b09429b2609a151b,DIOR-R,889,c6e1ffcff72530316f70f97dd1217a5d7e5a35baa8e34e0b8dbfefd2a78755cd,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/5f0e7c0dda0acad35772.jpg
m4-071-final-v1,A,fd3197317085aa4da308,315da16412c8d6c9,FAIR1M-v1.0,890,cd7b8ab088d35b21b6c1b623bbd5daf42f889fd65e85ca28d464c00f3e53885a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/fd3197317085aa4da308.jpg
m4-071-final-v1,A,c0c8b38e1b8e253304b9,84226413851920ae,FAIR1M-v1.0,891,490713ab81eaa6fc6afba622f89c415bb51d59d5943a71b71184f7f50cb8cecc,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/c0c8b38e1b8e253304b9.jpg
m4-071-final-v1,A,b4dd69b8209dc16d4fb4,a6778f7701e629c2,SODA-A,892,936c3da74d1cd79c9f2081586d0f91fd53a309637c54a9bc4733fabbca458bd3,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/b4dd69b8209dc16d4fb4.jpg
m4-071-final-v1,A,065656b44aa8dbc2a98c,38a15fc145e81103,FAIR1M-v1.0,893,55f36df440a0cde2c09d606c6623ee31b3d3f618ea0a2a0f0e77041e70222699,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/065656b44aa8dbc2a98c.jpg
m4-071-final-v1,A,11e2e38f352fd1f7354a,985559391ce96b89,FAIR1M-v1.0,894,20eb85e83d78ad0d871739df7492f3ef897cf57191ef818f963e1e8f7053c6ce,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/11e2e38f352fd1f7354a.jpg
m4-071-final-v1,A,5a6434d875232b2e334e,0c48e0eaa9b91e1c,DIOR-R,895,459912cd862f378d9050581e023ed27591bd839d4caca1a9e10f72f2fec71bea,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/5a6434d875232b2e334e.jpg
m4-071-final-v1,A,f2c8f17c09d68cf31ac1,40fb97a15ab27e8e,SODA-A,896,b207544042c18d9b294bc93f47836ef0135fcd4d0867b49d3c832b459953bb90,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/f2c8f17c09d68cf31ac1.jpg
m4-071-final-v1,A,273190ec32fe679ef1bf,de506eb01b0bcfb9,DIOR-R,897,bf331ea88b09a299a7a00ff6d1d24665995f9f53b096f79a234d9427cf528afd,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/273190ec32fe679ef1bf.jpg
m4-071-final-v1,A,7199158db5e7749bbfc9,ce7360419d49408a,SODA-A,898,691edd98fd05f0234c70f9cd236849e02d65d3d0c895fa1e755a80738db03a90,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/7199158db5e7749bbfc9.jpg
m4-071-final-v1,A,0ada3ab0f4835d5910a1,32ca6097153f2d46,SODA-A,899,20f0fe47f2421de9167db482151610436d31209c2dd3dd5f86ce50183263e6e7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/0ada3ab0f4835d5910a1.jpg
m4-071-final-v1,A,ffaf2c343f3d43c45753,766155af6b43fe77,SODA-A,900,7ddd7343c606b727eb10bb3ef23244f2105ee18a5a43b315201b252182789949,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/ffaf2c343f3d43c45753.jpg
m4-071-final-v1,A,3fc5c362b09cae795894,f11e1aab22b7188b,FAIR1M-v1.0,901,4f2f2f0f0fff0d30f58740e29f8a975828db44322fa120a993f839362b390d35,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/3fc5c362b09cae795894.jpg
m4-071-final-v1,A,30089d3c21e1727e20bf,c9b92d1bd4661b05,SODA-A,902,d180258648964c19fa111d1dae73791b3b0406244dfc65483c7a54b902b21168,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/30089d3c21e1727e20bf.jpg
m4-071-final-v1,A,02dd929bc89dd24f1b3e,c79c57614de8a778,DIOR-R,903,b46c87959687c19e784e1e9c91ef2d6b98750995f4d315435880a502a355490e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/02dd929bc89dd24f1b3e.jpg
m4-071-final-v1,A,149cf6e720a4e695a22a,6085ce2fd18629ec,DIOR-R,904,dbc4d83c63579c6fdc2d5e93e810352c9b56f9ebb7781a79d831ad576b4798ba,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/149cf6e720a4e695a22a.jpg
m4-071-final-v1,A,86236ec49f3d86050670,4a1617da9d5f8629,SODA-A,905,35cf82c55d6fd139cecc1f583cca4e5a847d22730834365d87431ad350117b12,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/86236ec49f3d86050670.jpg
m4-071-final-v1,A,1e6914a71c3567bf62ba,805706f459321b1f,SODA-A,906,88b374703f5055f5f596e9999d9cbac7d7e5fa58fc6d3efc5abd820f83de046c,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/1e6914a71c3567bf62ba.jpg
m4-071-final-v1,A,3a184eb2982e227fcc8d,a5fd4afe2b9b424d,DIOR-R,907,193fd52b79954c727a393e33e8dcc91928fa9dff3ad8f34ca0013ecf71246f80,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/3a184eb2982e227fcc8d.jpg
m4-071-final-v1,A,d7bfd10fa770bdb08932,49702b2b87ef2c82,FAIR1M-v1.0,908,ff2b8d521427e650f92853f08f4a05dbc3d5f8c7e3a0095909d9d08b652a470e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/d7bfd10fa770bdb08932.jpg
m4-071-final-v1,A,49308472cadfdb377626,38a97b6605ff1964,SODA-A,909,b22adb15ea3cd22ac87d839db82d173b34e7b7bbed65f30f2319fa8cc29ad799,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/49308472cadfdb377626.jpg
m4-071-final-v1,A,334c88bbc41e93b678e5,507d391d50b4e98b,SODA-A,910,98fbe35d66f1840892bcdee179b1e38a53865d574dc46ee3222c60209c43aeb0,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/334c88bbc41e93b678e5.jpg
m4-071-final-v1,A,319d37b336a6d3d98873,6c81d93188a08bdb,FAIR1M-v1.0,911,339f21d765eed028fb495e3effbae845aa1c906f3e2d4ae59ec560f7f0b88d7a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/319d37b336a6d3d98873.jpg
m4-071-final-v1,A,41c1384349dfaf17bcee,ca7bc476a29c8474,FAIR1M-v1.0,912,e21f566cb7615f5675ddbadffffb7007f2ba7612711e8aebbdb4847dff0b9642,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/41c1384349dfaf17bcee.jpg
m4-071-final-v1,A,c598819dc62bba34d9ed,ed39c0bea4c8e8d8,DIOR-R,913,39be6492d7c511162f30a6a2945f57df74d240f7bf7437b9a20c04644518f46b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/c598819dc62bba34d9ed.jpg
m4-071-final-v1,A,57fd65e09bfaa0a6ea71,1ce2a518edcc66a2,DIOR-R,914,c1c82f9e7741e73623037b2fd0ba77666002d0116d7b787717068d132fca7161,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/57fd65e09bfaa0a6ea71.jpg
m4-071-final-v1,A,02d77efb5d0f5c0e6edc,1b3fdc49e617b7d7,FAIR1M-v1.0,915,14a11aafdf5a5270c840744606221b8608ad034bd771752bbc7f8606f5e2e412,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/02d77efb5d0f5c0e6edc.jpg
m4-071-final-v1,A,d17930715d5036ba2812,2c5d095dcf6edd0c,SODA-A,916,fd8185dc03474b1aa6aa40bda204af510eaf4e3a125491b36f8f61422adbe258,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/d17930715d5036ba2812.jpg
m4-071-final-v1,A,d7d39426b877d5978376,11439b4630100255,FAIR1M-v1.0,917,6aacc12f4ed93457750c69459c9b7992acd4eac88c56a3d2c56a86ba8e2e3179,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/d7d39426b877d5978376.jpg
m4-071-final-v1,A,b59b8105cc6ead6adb83,7bbd3cf204cf6a82,SODA-A,918,bc21866da56c6c274f1a2c940e2db74d0af4d7f97143b426aedffd7b91d8ef63,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/b59b8105cc6ead6adb83.jpg
m4-071-final-v1,A,811fda1572ac89ed7c6b,2966227c8a0053ea,DIOR-R,919,03018acbbfdc90054dee6069d27f9f6517736986999f1db3170645f0af8b70a1,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/811fda1572ac89ed7c6b.jpg
m4-071-final-v1,A,e583e2846d57c9cdfce1,b7b7d6aae3b313c7,SODA-A,920,65ee5d7681b4a9c6f3d8c0df5dcef346e7de765a21ef77be8e4b5801665e3429,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/e583e2846d57c9cdfce1.jpg
m4-071-final-v1,A,a1bb16a055ff3f0d0fa4,864163b921140ed3,FAIR1M-v1.0,921,a44f59137cd61f1c69af4153709e284dcf5204dcd6624a3958e808edadfb6099,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/a1bb16a055ff3f0d0fa4.jpg
m4-071-final-v1,A,9d6a910c1189513ce803,3bc7af27467b85df,DIOR-R,922,5d65c23745cb7cd1c48efb1d2eecc3f12be88dff28ba3b678c8fc76c667db4a7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/9d6a910c1189513ce803.jpg
m4-071-final-v1,A,fefa4e8df00cdc674860,ead2892285e8f6e4,SODA-A,923,9d44d9b233b204a4f394a2056414c710e5b1d500fc9e321a5aa8fdec176716e3,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/fefa4e8df00cdc674860.jpg
m4-071-final-v1,A,4e2b1e593a1ea68573ff,6f64128d947522a1,SODA-A,924,2a582d55b222b9fdbd0e4afb43640ed744cc3c53c36e0ebd813b5dae9a948483,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/4e2b1e593a1ea68573ff.jpg
m4-071-final-v1,A,712a1697affcc32a7223,c14e7257b339d0b2,FAIR1M-v1.0,925,18702f2f171ef7e57b625533c25d120f57b1dabec4f4e0e0460d0ebfd0ea7957,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/712a1697affcc32a7223.jpg
m4-071-final-v1,A,59d1f9429a40f163db00,770eb6dd30706c23,SODA-A,926,c7e17d18e231a357db75b3b5947b856e0ac19ccac87e48d04c175abf79b67e2f,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/59d1f9429a40f163db00.jpg
m4-071-final-v1,A,b227f839216676bd721e,7a201ff10d545859,FAIR1M-v1.0,927,4d830fd545c4fd300de1e0caa18d1ef69bb694b6e30871b63cfa96626005268a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/b227f839216676bd721e.jpg
m4-071-final-v1,A,8b558ace11d437054c08,86532e3556278dea,DIOR-R,928,0971e0f7af5dc853d28d1c671ff00e54d52be3f49a4b6e29d44d3c032b4c307c,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/8b558ace11d437054c08.jpg
m4-071-final-v1,A,f3aef4b1fc7ab28fcd98,f6e707898056f88e,SODA-A,929,8f68b262b4f7d2c65a698ea376d6fb25b357ba8dcbe0df8c1804c72ee51d0bce,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/f3aef4b1fc7ab28fcd98.jpg
m4-071-final-v1,A,9c2a2a9ec3415bbb8c0e,5d46f70492bad823,FAIR1M-v1.0,930,8f2db8ddcf436c85eb711d5fc806fe2c351b319fba9a84129dcdd36bef570832,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/9c2a2a9ec3415bbb8c0e.jpg
m4-071-final-v1,A,9a8fdddf315fe8c3a0a4,80ebae1d92813900,FAIR1M-v1.0,931,322f5002bb29aa47fb4465e1d7ef8043e96178b140e70c311b2e49482ababd61,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/9a8fdddf315fe8c3a0a4.jpg
m4-071-final-v1,A,7ccbb3aa77a4070e3601,6067370ed7f26d67,FAIR1M-v1.0,932,65dac9218766ce064d985fad44c173a99e1c3b282afc7dd5a16fa3578b9e10ef,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/7ccbb3aa77a4070e3601.jpg
m4-071-final-v1,A,a6dc3f3cb7d901bd893c,a04e0c7141dac610,SODA-A,933,43ac0b58e0b8dc846248355bf1ce8b92c1c2af47e78dfbb748f073970acd3668,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/a6dc3f3cb7d901bd893c.jpg
m4-071-final-v1,A,4b43b5840d5be0b46e6c,59f58ae2dc4ea731,FAIR1M-v1.0,934,b46f6af8eb1a30ae1a91a280619407bae7fdd3a2fc1849e86fcc4e1acea47c37,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/4b43b5840d5be0b46e6c.jpg
m4-071-final-v1,A,73c072cef121e45257a0,06bd35dea8c45491,FAIR1M-v1.0,935,615d11075a687e58ab4ca80c83e7db88da95c8f21f4937ef7fa09a637a90622a,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/73c072cef121e45257a0.jpg
m4-071-final-v1,A,9b2173feab5953964577,4bcdb78ad969ed32,SODA-A,936,334308de3a5a4c0f1139150c3a6b735c97f6fbefc2f08cdc8dff407a4e234b4b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/9b2173feab5953964577.jpg
m4-071-final-v1,A,782289c70d51bda7ccf5,2abcdc17b44d3ea4,DIOR-R,937,f7db3c7a3d287da7f46b7bd0ad51d6f5b88f028c12284d660f459ca58b080a77,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/782289c70d51bda7ccf5.jpg
m4-071-final-v1,A,2f0898a4dd4e3d4c947e,4813b884a8e9227a,DIOR-R,938,c05c60cfd0e3549a644ca42e5908db000f6a665fc5af8c488de6cf14d380415b,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/2f0898a4dd4e3d4c947e.jpg
m4-071-final-v1,A,266c76783957490128a6,f6cd92b2639f66fa,SODA-A,939,f5840dc0a2f604cf4bbe1d57a9498fd082a39a6034e02d4a1563fbbce9c2d90d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/266c76783957490128a6.jpg
m4-071-final-v1,A,979d2f5b583c1bd58a9d,26dfb8d40351c324,SODA-A,940,21fe2cc92c48a5bf2f2fb50785a9372611e8d1970fbfe17e676a6ffd29e5f118,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/979d2f5b583c1bd58a9d.jpg
m4-071-final-v1,A,550265faa42a96e42108,a146230998912662,SODA-A,941,f2097aa47b91af3e3e8cabf0f983dbfb85f490d3154330d8bb689c57be356fbd,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/550265faa42a96e42108.jpg
m4-071-final-v1,A,c001a87581d1bedb2531,1f9ea1d4412a7a35,DIOR-R,942,352c7dea3df55d8f7fa44c623b2941417387faf514fb6a1145d22464630761c4,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/c001a87581d1bedb2531.jpg
m4-071-final-v1,A,67571f272397bce77d02,f0471eae3cb852eb,FAIR1M-v1.0,943,ecd2b7a80119b80e000733f9b0720c903dc14ed05dc603b090b7d761ec305afa,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/67571f272397bce77d02.jpg
m4-071-final-v1,A,a5bfb847d2149d1bd78a,a9173c6e99395f03,SODA-A,944,6aac3af6de784e054e8c4d6e1ef3ae04532520e8736d895a45bc26e207a3c9f7,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/a5bfb847d2149d1bd78a.jpg
m4-071-final-v1,A,4b1f5040b52e3bd202a2,bc6b570fd9218f1b,FAIR1M-v1.0,945,b7744321d7ce1de264100efdbf67a0ed4fed5baae382eea47459781b95cca35e,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/4b1f5040b52e3bd202a2.jpg
m4-071-final-v1,A,62037428666edfa3d779,25753a73e8c52d3b,DIOR-R,946,6526979bf113352b2c6c856be3c26d6b526ae0112f85ba116c6aa5f627fdae9d,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/62037428666edfa3d779.jpg
m4-071-final-v1,A,f40080dabeca3c4fee9f,5e34612daaf1efa6,FAIR1M-v1.0,947,3d52b54334f3fa889b46661385a905705625fa4db20242c2132b05e3ba4f6048,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/f40080dabeca3c4fee9f.jpg
m4-071-final-v1,A,74cd7c84f4bfe05bb0ae,704134b6f084b1b9,DIOR-R,948,f025045f47a6e906ca05692f40762aecb1b179f90045f87c1e8a18389654cd68,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/74cd7c84f4bfe05bb0ae.jpg
m4-071-final-v1,A,449a15d622e432f14d56,fc9299b4855ac803,DIOR-R,949,ec04b7e70b60c36db0e1a2edd9eda61bdbffa2cf62bd7fffb8270ca0251e3a87,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/449a15d622e432f14d56.jpg
m4-071-final-v1,A,31bee872a355d0a273ca,ccdf1d4c28376c63,FAIR1M-v1.0,950,a363a0b8c1ed36652ce97e61d104cd6054ad719b67aecaa6b843ba29972567c1,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/31bee872a355d0a273ca.jpg
m4-071-final-v1,A,cf76bca2f48d6588a3e6,6877e232123cfba1,SODA-A,951,6c45c97cccadbdc4130e743360e42f56a9479b0a584eab6b9e990f4fc92d8151,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/cf76bca2f48d6588a3e6.jpg
m4-071-final-v1,A,d9b68f4915d2f2e02f9e,1faf68b0490d4a69,FAIR1M-v1.0,952,11679a673d741419c3562633bc3c7b4bf104f81bdec426f87f28cacb02a88d18,/home/rspip/cqc/pro/study/orientbench/annotation_tools/m4_angle_annotation/annotator_A/crops/d9b68f4915d2f2e02f9e.jpg
