topic,artifact,role,status,sha256,bytes,canonical_path,root_alias,can_recompute,notes
human crop 5fd9d7cd9c127c6d,annotation_tools/m4_angle_annotation/crops/5fd9d7cd9c127c6d.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,3846b13137de2ed4ba247c8c0857546bda80c405289555ecbfb062967220be54,4529,annotation_tools/m4_angle_annotation/crops/5fd9d7cd9c127c6d.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 7a59e74152b5f97f,annotation_tools/m4_angle_annotation/crops/7a59e74152b5f97f.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,65cd3f640605fb39318047c975c1479278b83e989519f4e2f687afd55917dac9,19510,annotation_tools/m4_angle_annotation/crops/7a59e74152b5f97f.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 640ef72c448675de,annotation_tools/m4_angle_annotation/crops/640ef72c448675de.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,2fa9a37224fecd05f83e102a1002bca987312236b01011dd1f10b0f8f4faf5e5,3318,annotation_tools/m4_angle_annotation/crops/640ef72c448675de.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 0c2274f02bf5ced3,annotation_tools/m4_angle_annotation/crops/0c2274f02bf5ced3.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,2761ee1be03c4c89cd07a22c3fa5971681d1d91b66cdd179907dfa0238043a00,4811,annotation_tools/m4_angle_annotation/crops/0c2274f02bf5ced3.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 39d54d6d8c886867,annotation_tools/m4_angle_annotation/crops/39d54d6d8c886867.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,499eec67ea32bf2a4a3054fa9ba9d1d2c060975f664fcbfb9d62fd845a988887,5694,annotation_tools/m4_angle_annotation/crops/39d54d6d8c886867.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 4cf3038969749ecf,annotation_tools/m4_angle_annotation/crops/4cf3038969749ecf.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,466c4248aaeac14da29b76c03de1394179c75aeb7e93dcb6dbe86b2d84f9e2e2,10145,annotation_tools/m4_angle_annotation/crops/4cf3038969749ecf.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop fb2abe5a068e921c,annotation_tools/m4_angle_annotation/crops/fb2abe5a068e921c.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,eb3018d19200e5fc0f78c7698fe70c886778275faa40335490e30552b59302ba,4612,annotation_tools/m4_angle_annotation/crops/fb2abe5a068e921c.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 1fd675118651ba92,annotation_tools/m4_angle_annotation/crops/1fd675118651ba92.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,9e52a15f73ce88dc24f7d8005a5bfcc56ee38a9851123c6f5ed139d298eca66b,5591,annotation_tools/m4_angle_annotation/crops/1fd675118651ba92.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 5b7813e27240524b,annotation_tools/m4_angle_annotation/crops/5b7813e27240524b.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,42e570bbbb7eac25960c9b3fdfde57c5b20b14a97942dc3967fa0bb1bd9428b0,20416,annotation_tools/m4_angle_annotation/crops/5b7813e27240524b.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 3bc7af27467b85df,annotation_tools/m4_angle_annotation/crops/3bc7af27467b85df.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,5d65c23745cb7cd1c48efb1d2eecc3f12be88dff28ba3b678c8fc76c667db4a7,3741,annotation_tools/m4_angle_annotation/crops/3bc7af27467b85df.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 5c2353432821dcc7,annotation_tools/m4_angle_annotation/crops/5c2353432821dcc7.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,9c9858875530ffeeae590554ff9ae47c361a727ac7985e99849bd649b73d2147,2389,annotation_tools/m4_angle_annotation/crops/5c2353432821dcc7.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 972d0e71c68383d5,annotation_tools/m4_angle_annotation/crops/972d0e71c68383d5.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,e98c4776755979ae1d950da0753f0a1019933fb4d4eaa399d0218b284bd0e67a,4272,annotation_tools/m4_angle_annotation/crops/972d0e71c68383d5.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop e56bf83024828c5e,annotation_tools/m4_angle_annotation/crops/e56bf83024828c5e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,2b70f0660409a7c6b3404045f0f23fa171a160e3d69ff6265677268dfba73095,3864,annotation_tools/m4_angle_annotation/crops/e56bf83024828c5e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 8066bc45f2949d87,annotation_tools/m4_angle_annotation/crops/8066bc45f2949d87.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,70649b4a2b123410d49272ae5a39a502a21b5baa0750447d19ef0290724ef334,3605,annotation_tools/m4_angle_annotation/crops/8066bc45f2949d87.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop f44d699d871b82b1,annotation_tools/m4_angle_annotation/crops/f44d699d871b82b1.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,3174a91a95479271995c1ed1108b3cebfe90a4ea1c5e0f6964da5669bae1a35f,4538,annotation_tools/m4_angle_annotation/crops/f44d699d871b82b1.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 5fdc6b964ef92b44,annotation_tools/m4_angle_annotation/crops/5fdc6b964ef92b44.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,ef9b77a62f9f6c7d0e267ab1b4f703e28254b6dcd176abb21ae65035f77e6dfd,45817,annotation_tools/m4_angle_annotation/crops/5fdc6b964ef92b44.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 8178b609a423fa67,annotation_tools/m4_angle_annotation/crops/8178b609a423fa67.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,7c1cefbacc602ab7c8b69b284696cba49479ce61c248bbf04aafc75ea49ac4ff,4795,annotation_tools/m4_angle_annotation/crops/8178b609a423fa67.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 15d457a387a2f61e,annotation_tools/m4_angle_annotation/crops/15d457a387a2f61e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,22f71b7a7ba25f2c6f0756456ccb4a618a552b94d2a1f14dcc32287330e82a7c,3336,annotation_tools/m4_angle_annotation/crops/15d457a387a2f61e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 1a37659819d0ba6a,annotation_tools/m4_angle_annotation/crops/1a37659819d0ba6a.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,372f72f4c8d9a999c46c1e1dd83c38b6cac745d169a95ff1b87fca3f64c63ce1,21275,annotation_tools/m4_angle_annotation/crops/1a37659819d0ba6a.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 9ac669110c976a77,annotation_tools/m4_angle_annotation/crops/9ac669110c976a77.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,a476bd735ef9f2fbd704f395afbf41d68b94e787afaef00416ed62960d109600,4284,annotation_tools/m4_angle_annotation/crops/9ac669110c976a77.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 35c2702cdbfcac43,annotation_tools/m4_angle_annotation/crops/35c2702cdbfcac43.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,032882d62f3fcf3cfada38c9ed54de0573c596b81cbd213b2b14bbba60da33bc,10970,annotation_tools/m4_angle_annotation/crops/35c2702cdbfcac43.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 6cc621299b704614,annotation_tools/m4_angle_annotation/crops/6cc621299b704614.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,ae9cff597c1254f5dda2c2d24fde8059c44b84ba51cfb97964206b377b307850,3025,annotation_tools/m4_angle_annotation/crops/6cc621299b704614.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 36398e51d6143a74,annotation_tools/m4_angle_annotation/crops/36398e51d6143a74.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,c5faeff7ba4bb302840fdf292da5272bc903d7882a3b82d3076f5e090969a721,4538,annotation_tools/m4_angle_annotation/crops/36398e51d6143a74.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 5963cc30df325256,annotation_tools/m4_angle_annotation/crops/5963cc30df325256.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,032fe89ddf84adde85343e5e0cae2f2b9ef97790021d3f788c8f72ab9c2152e5,4064,annotation_tools/m4_angle_annotation/crops/5963cc30df325256.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 99a2985a95cb2574,annotation_tools/m4_angle_annotation/crops/99a2985a95cb2574.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,d9cfe79d17c044e4530d7f3ebeae1b1c97fd37318ec63eafb969fb8954e33d0a,3582,annotation_tools/m4_angle_annotation/crops/99a2985a95cb2574.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop c1a38df9bd6cfb00,annotation_tools/m4_angle_annotation/crops/c1a38df9bd6cfb00.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,eddb23492cc3cfa96d9dd97bdba283a792062279e45964fed27a843175bcbfbc,2766,annotation_tools/m4_angle_annotation/crops/c1a38df9bd6cfb00.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop f61c30c602c2ef1e,annotation_tools/m4_angle_annotation/crops/f61c30c602c2ef1e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,76743448f1d10488646025113e2627965ac4a34765d4c7fd14129d4621f0eb87,3999,annotation_tools/m4_angle_annotation/crops/f61c30c602c2ef1e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop f41f4761a7f62a5f,annotation_tools/m4_angle_annotation/crops/f41f4761a7f62a5f.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,b2dae87dc15f3bd40c99c3a6a40dfd3e1f67d565089eaa2d4496ea2f46d866a3,109792,annotation_tools/m4_angle_annotation/crops/f41f4761a7f62a5f.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop ec91c9a1a5a35850,annotation_tools/m4_angle_annotation/crops/ec91c9a1a5a35850.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,e859c21111b6e200926389fbfd867d2ed2a1fe38d659bef3c6f39da84823b71b,12809,annotation_tools/m4_angle_annotation/crops/ec91c9a1a5a35850.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 0172f45b55512cec,annotation_tools/m4_angle_annotation/crops/0172f45b55512cec.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,8b1947b4995880af8c59ef16c40eb4d3dba27e4b3018b6030e4cc9fab782c6d2,3766,annotation_tools/m4_angle_annotation/crops/0172f45b55512cec.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop c83cb736f71b4123,annotation_tools/m4_angle_annotation/crops/c83cb736f71b4123.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,42ef4534b2355fdb78f11038a1ed69e0c99412e92a6ab8a5f64599a614516aa4,5452,annotation_tools/m4_angle_annotation/crops/c83cb736f71b4123.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 6debc5abc56e8aeb,annotation_tools/m4_angle_annotation/crops/6debc5abc56e8aeb.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,44b7d59af6e21641bc579cffd64ebbf34f3933feed7435ac3292f83dd3fb672c,3720,annotation_tools/m4_angle_annotation/crops/6debc5abc56e8aeb.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 9c1f3a7ac31ecf3c,annotation_tools/m4_angle_annotation/crops/9c1f3a7ac31ecf3c.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,e65d09011a9594a12cc52e6f02479aadbe9cd9c9e2585aae81bf88a685939dc0,3289,annotation_tools/m4_angle_annotation/crops/9c1f3a7ac31ecf3c.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop b2fc0da15109dd5b,annotation_tools/m4_angle_annotation/crops/b2fc0da15109dd5b.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,33dc7c964428ffb9db0e53ea76a28cabea0fa8584470f15087c68f22190d3514,3747,annotation_tools/m4_angle_annotation/crops/b2fc0da15109dd5b.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop eafde83baeb02368,annotation_tools/m4_angle_annotation/crops/eafde83baeb02368.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,5c9ee37a4e7ca4b44ecd9867820bd023559161dfe50d3f45cfa188f682ac757e,6342,annotation_tools/m4_angle_annotation/crops/eafde83baeb02368.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 7ac9c5814a20f8fd,annotation_tools/m4_angle_annotation/crops/7ac9c5814a20f8fd.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,f2bbb1b0007b82297592ea6d0ec1cda72f2e13397c2eafe62e49378adfb88139,4096,annotation_tools/m4_angle_annotation/crops/7ac9c5814a20f8fd.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 139ce531458c8075,annotation_tools/m4_angle_annotation/crops/139ce531458c8075.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,830330c226ec879c118d0a876a04863f480531be453933373cb6071e514ef925,3706,annotation_tools/m4_angle_annotation/crops/139ce531458c8075.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 97fe97336ae93591,annotation_tools/m4_angle_annotation/crops/97fe97336ae93591.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,515c43add74e67d8ebe02914f59e87e52c4cbbf57f5a50bdfd32f7db31fbddc6,4503,annotation_tools/m4_angle_annotation/crops/97fe97336ae93591.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 9d041ceacbf178b1,annotation_tools/m4_angle_annotation/crops/9d041ceacbf178b1.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,b0f2e2127fced106d8ab3e0cebc7e61e8c379a34bc581b1a8614df6f152f300f,4280,annotation_tools/m4_angle_annotation/crops/9d041ceacbf178b1.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 5d5f74c1fcfdb63e,annotation_tools/m4_angle_annotation/crops/5d5f74c1fcfdb63e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,7f44ee41abe76e7ecd9e935db3242ed5e47462a970ac7e7838f16a525322da1c,2942,annotation_tools/m4_angle_annotation/crops/5d5f74c1fcfdb63e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 18c30694b5d32a60,annotation_tools/m4_angle_annotation/crops/18c30694b5d32a60.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,08920afb1ef4b5ae786715c72e4d24c7cd1e259765d060a2524bbb9906861fd2,8055,annotation_tools/m4_angle_annotation/crops/18c30694b5d32a60.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop f61b4b52cd6acaf3,annotation_tools/m4_angle_annotation/crops/f61b4b52cd6acaf3.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,00cf59d2c8daad85fbffff1578c48907b3a65475bf5c72ea3e7a59e75716e2d4,5675,annotation_tools/m4_angle_annotation/crops/f61b4b52cd6acaf3.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 0898406f9791d54f,annotation_tools/m4_angle_annotation/crops/0898406f9791d54f.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,eac452c43bc065177b61235884345915a81267a4543b8175f275f0efd67c0806,5058,annotation_tools/m4_angle_annotation/crops/0898406f9791d54f.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 075026de07e8fce5,annotation_tools/m4_angle_annotation/crops/075026de07e8fce5.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,ebbe831d3c35fe81351db142507301c9a220c45b1e97529934e9c2d6c8a062e6,4464,annotation_tools/m4_angle_annotation/crops/075026de07e8fce5.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop c79c57614de8a778,annotation_tools/m4_angle_annotation/crops/c79c57614de8a778.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,b46c87959687c19e784e1e9c91ef2d6b98750995f4d315435880a502a355490e,5415,annotation_tools/m4_angle_annotation/crops/c79c57614de8a778.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop d0a8ce241eb23b75,annotation_tools/m4_angle_annotation/crops/d0a8ce241eb23b75.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,85604cb0f488379fd93608fff7d4c7dfe6d4ef047e8731150e3ea57d8b1a2195,3894,annotation_tools/m4_angle_annotation/crops/d0a8ce241eb23b75.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 3f1c8f3343e07421,annotation_tools/m4_angle_annotation/crops/3f1c8f3343e07421.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,cacde9d40f03a31633bb36f6c44ca7a1ad38cc160898c07d07540030a53bc15d,3246,annotation_tools/m4_angle_annotation/crops/3f1c8f3343e07421.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 665a00b3728188ec,annotation_tools/m4_angle_annotation/crops/665a00b3728188ec.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,3b352633c3a939b4fd0bb1f0b1dbb6e93896b68cbc726e79d4e5d358e086b582,8645,annotation_tools/m4_angle_annotation/crops/665a00b3728188ec.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 1f45c229950a0bcd,annotation_tools/m4_angle_annotation/crops/1f45c229950a0bcd.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,2c9b9e10d8b0f4057383da42b30bf1486a6575bc2d315995d0edd5627af86e83,13035,annotation_tools/m4_angle_annotation/crops/1f45c229950a0bcd.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 8416fa4951187d63,annotation_tools/m4_angle_annotation/crops/8416fa4951187d63.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,a790237ee898dddf4b6a87cd44106782b73ef91473d3a45bd8b35caf3453995a,5640,annotation_tools/m4_angle_annotation/crops/8416fa4951187d63.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 694006839393c911,annotation_tools/m4_angle_annotation/crops/694006839393c911.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,a4a7317c513b2f6fc35c6cca37de976e7fce5b9557ec49db99c1cf36a77a4b73,3198,annotation_tools/m4_angle_annotation/crops/694006839393c911.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop be55320ecb7f1414,annotation_tools/m4_angle_annotation/crops/be55320ecb7f1414.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,1608b4ed0063706db095f1cf7f7cbcaa29fd3413dab5163d638a9fa9c46a9223,138923,annotation_tools/m4_angle_annotation/crops/be55320ecb7f1414.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 865b9f1cf3c1fb11,annotation_tools/m4_angle_annotation/crops/865b9f1cf3c1fb11.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,beed6c0c40710b90d45b0e50d3f354049d059e99d7851c8790fd8476cc318f32,4296,annotation_tools/m4_angle_annotation/crops/865b9f1cf3c1fb11.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop a69d99b33a7bb42e,annotation_tools/m4_angle_annotation/crops/a69d99b33a7bb42e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,bcbde99488205efcd6dafb005da8efa77c89d44dcbfd28cf8c7ddc022136bf64,3113,annotation_tools/m4_angle_annotation/crops/a69d99b33a7bb42e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 0bd16e07b145d62d,annotation_tools/m4_angle_annotation/crops/0bd16e07b145d62d.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,d4bf23fdc93dab65ec138ed769894c2ad606e42b4fe19d94695fc8101108f412,3272,annotation_tools/m4_angle_annotation/crops/0bd16e07b145d62d.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop b93ecee2d129c9e7,annotation_tools/m4_angle_annotation/crops/b93ecee2d129c9e7.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,83a9f7dfe7ac529639c2af174aae590cc970b05ac4f65a89757ec269b552405f,3709,annotation_tools/m4_angle_annotation/crops/b93ecee2d129c9e7.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 2826262db34abf4e,annotation_tools/m4_angle_annotation/crops/2826262db34abf4e.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,dafd26b0f09ab04cc5e76af421645c0b09fe664a685f84f340dd06a8414d444f,4839,annotation_tools/m4_angle_annotation/crops/2826262db34abf4e.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 45ae7bf39c2a86c3,annotation_tools/m4_angle_annotation/crops/45ae7bf39c2a86c3.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,83b1480792be29dfa760c61ef4a6d3bf3040f456f8a026961194dc88e942401a,4041,annotation_tools/m4_angle_annotation/crops/45ae7bf39c2a86c3.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop de90cb4b4416059a,annotation_tools/m4_angle_annotation/crops/de90cb4b4416059a.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,5e6b906f8a17ef90b1854223e8a8e45837a0765853df6af44819288760f393f0,2738,annotation_tools/m4_angle_annotation/crops/de90cb4b4416059a.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 4564694fafae907a,annotation_tools/m4_angle_annotation/crops/4564694fafae907a.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,3b65f1aeb3f544a2f1f9083c993472697890ae2d7330d34ebe62d62aa2f0f715,4253,annotation_tools/m4_angle_annotation/crops/4564694fafae907a.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 9d78fe0698feaf3c,annotation_tools/m4_angle_annotation/crops/9d78fe0698feaf3c.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,ddb572ff6c7262c77e92dc8e4ef84bf151cc553088a4599e228646e806a0dd6b,3591,annotation_tools/m4_angle_annotation/crops/9d78fe0698feaf3c.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop d5417c111e0baf94,annotation_tools/m4_angle_annotation/crops/d5417c111e0baf94.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,2fc7737a24ac075b4274fbf4e6e4edd85f045d24746bdcad761cc839c9cd0d30,18996,annotation_tools/m4_angle_annotation/crops/d5417c111e0baf94.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop aa96aea35127eb86,annotation_tools/m4_angle_annotation/crops/aa96aea35127eb86.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,e45e3adfd5bdb16be3d5c50378b48f8ef5589b96cc333fd190b1ef9cb8fd2fe4,3711,annotation_tools/m4_angle_annotation/crops/aa96aea35127eb86.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 384a16ef4cc8598b,annotation_tools/m4_angle_annotation/crops/384a16ef4cc8598b.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,1c2b52e660dd920b596d4493e9df21f1878632c9e55e8419bdb65e24bf0bfb19,4672,annotation_tools/m4_angle_annotation/crops/384a16ef4cc8598b.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 1bf396ab726c1694,annotation_tools/m4_angle_annotation/crops/1bf396ab726c1694.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,52d2bdef1ecd40d7fbc13150b9851f994694580f570694ae3822572c1af23731,5619,annotation_tools/m4_angle_annotation/crops/1bf396ab726c1694.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 807b99eb9be9279b,annotation_tools/m4_angle_annotation/crops/807b99eb9be9279b.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,7dff8673a3421f01ece3f73922843fb1f1e881dfc2c98addcec98e03ab86ff9a,10221,annotation_tools/m4_angle_annotation/crops/807b99eb9be9279b.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 53dfb5ae40d4b46a,annotation_tools/m4_angle_annotation/crops/53dfb5ae40d4b46a.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,4b9a0e79cb3b79805b0d2e94c1e283e5ec57f0edf0a99971e31435b8365a8e05,4052,annotation_tools/m4_angle_annotation/crops/53dfb5ae40d4b46a.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 2248426dbd1d000b,annotation_tools/m4_angle_annotation/crops/2248426dbd1d000b.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,61d5deacd8695197df80694a4a929b36b30fd9253c9ca5155c530e02a1e26a3f,7521,annotation_tools/m4_angle_annotation/crops/2248426dbd1d000b.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 9de98133bdd152bb,annotation_tools/m4_angle_annotation/crops/9de98133bdd152bb.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,728cbc0cecd0145bb10c037b4214c381ea988ad2f5757a2f2d175cfe8811771a,17486,annotation_tools/m4_angle_annotation/crops/9de98133bdd152bb.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
human crop 0f80c3f1e239f756,annotation_tools/m4_angle_annotation/crops/0f80c3f1e239f756.jpg,HUMAN_ANNOTATION_CROP,VERIFIED,048206fea3a33c07b3221455a51c384f65d3c053c52aa173c2fe0efc9e6617a6,5201,annotation_tools/m4_angle_annotation/crops/0f80c3f1e239f756.jpg,,rebuild from SHA-bound source image and record,"single canonical artifact; root report paths are symlinks, not copies"
